,group,variable,month,17.21 SR DENTRO,17.21 SR DENTRO,17.21 SR FUERA,17.21 SR FUERA,TOTALES,TOTALES,TOTALES
PUERTO ACOSTA,otras vacunaciones,sr,2021-08-01,4,6,2,0,6,6,12
PUERTO CARABUCO,otras vacunaciones,sr,2021-08-01,1,0,0,2,1,2,3
PUERTO PEREZ,otras vacunaciones,sr,2021-08-01,0,0,2,0,2,0,2
PUERTO SUAREZ,otras vacunaciones,sr,2021-08-01,2,0,0,0,2,0,2
PUNATA,otras vacunaciones,sr,2021-08-01,46,98,0,0,46,98,144
QUILLACOLLO,otras vacunaciones,sr,2021-08-01,1,1,11,3,12,4,16
QUIME,otras vacunaciones,sr,2021-08-01,3,3,3,0,6,3,9
QUIRUSILLAS,otras vacunaciones,sr,2021-08-01,7,10,0,0,7,10,17
RAVELO,otras vacunaciones,sr,2021-08-01,2,0,0,0,2,0,2
REYES,otras vacunaciones,sr,2021-08-01,1,1,0,0,1,1,2
RIBERALTA,otras vacunaciones,sr,2021-08-01,2,0,0,0,2,0,2
ROBORE,otras vacunaciones,sr,2021-08-01,5,4,36,36,41,40,81
RURRENABAQUE,otras vacunaciones,sr,2021-08-01,4,2,0,0,4,2,6
SABAYA,otras vacunaciones,sr,2021-08-01,5,5,0,0,5,5,10
SACABA,otras vacunaciones,sr,2021-08-01,3,17,1,0,4,17,21
SALINAS DE GARCI MENDOZA,otras vacunaciones,sr,2021-08-01,4,7,0,0,4,7,11
SAMAIPATA,otras vacunaciones,sr,2021-08-01,17,39,10,10,27,49,76
SAN BORJA,otras vacunaciones,sr,2021-08-01,2,2,55,41,57,43,100
SAN CARLOS,otras vacunaciones,sr,2021-08-01,42,43,33,29,75,72,147
SAN IGNACIO,otras vacunaciones,sr,2021-08-01,0,0,18,19,18,19,37
SAN IGNACIO DE VELASCO,otras vacunaciones,sr,2021-08-01,71,109,92,71,163,180,343
SAN JAVIER(STC),otras vacunaciones,sr,2021-08-01,108,92,11,9,119,101,220
SAN JOSE DE CHIQUITOS,otras vacunaciones,sr,2021-08-01,0,3,29,27,29,30,59
SAN JUAN DE YAPACANI,otras vacunaciones,sr,2021-08-01,2,4,37,43,39,47,86
SAN JULIAN,otras vacunaciones,sr,2021-08-01,41,37,58,56,99,93,192
SAN LORENZO(PND),otras vacunaciones,sr,2021-08-01,0,5,19,16,19,21,40
SAN LORENZO(TJA),otras vacunaciones,sr,2021-08-01,0,1,0,0,0,1,1
SAN MIGUEL DE VELASCO,otras vacunaciones,sr,2021-08-01,0,0,17,24,17,24,41
SAN PEDRO,otras vacunaciones,sr,2021-08-01,4,6,0,0,4,6,10
SAN PEDRO DE MACHA,otras vacunaciones,sr,2021-08-01,0,0,1,0,1,0,1
SAN PEDRO DE TIQUINA,otras vacunaciones,sr,2021-08-01,0,2,3,0,3,2,5
SAN RAFAEL,otras vacunaciones,sr,2021-08-01,6,9,80,83,86,92,178
SAN RAMON BENI,otras vacunaciones,sr,2021-08-01,0,0,1,0,1,0,1
SAN RAMON SCZ,otras vacunaciones,sr,2021-08-01,5,3,0,0,5,3,8
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2021-08-01,1170,1405,3863,4071,5033,5476,10509
SANTA ROSA DEL SARA,otras vacunaciones,sr,2021-08-01,8,13,55,74,63,87,150
SANTIAGO DE HUARI,otras vacunaciones,sr,2021-08-01,1,0,7,0,8,0,8
SENA,otras vacunaciones,sr,2021-08-01,5,5,6,6,11,11,22
SHINAOTA,otras vacunaciones,sr,2021-08-01,2,1,3,0,5,1,6
SICA SICA (VILLA AROMA),otras vacunaciones,sr,2021-08-01,3,13,3,0,6,13,19
SUCRE,otras vacunaciones,sr,2021-08-01,26,60,72,14,98,74,172
TARABUCO,otras vacunaciones,sr,2021-08-01,9,17,0,0,9,17,26
TARATA,otras vacunaciones,sr,2021-08-01,0,0,1,0,1,0,1
TARIJA,otras vacunaciones,sr,2021-08-01,34,31,511,478,545,509,1054
TIQUIPAYA,otras vacunaciones,sr,2021-08-01,3,10,9,2,12,12,24
TIRAQUE (CBBA),otras vacunaciones,sr,2021-08-01,0,0,3,0,3,0,3
TOMINA,otras vacunaciones,sr,2021-08-01,11,32,1,4,12,36,48
TRINIDAD,otras vacunaciones,sr,2021-08-01,8,14,40,55,48,69,117
TURCO,otras vacunaciones,sr,2021-08-01,6,2,13,10,19,12,31
UMALA,otras vacunaciones,sr,2021-08-01,0,0,4,5,4,5,9
URIONDO (A. CONCEPCION),otras vacunaciones,sr,2021-08-01,0,3,16,0,16,3,19
URUBICHA,otras vacunaciones,sr,2021-08-01,10,11,0,0,10,11,21
UYUNI,otras vacunaciones,sr,2021-08-01,3,6,0,0,3,6,9
VACAS,otras vacunaciones,sr,2021-08-01,5,3,0,1,5,4,9
VALLEGRANDE,otras vacunaciones,sr,2021-08-01,4,9,0,0,4,9,13
VIACHA,otras vacunaciones,sr,2021-08-01,5,4,9,0,14,4,18
VILLA MONTES,otras vacunaciones,sr,2021-08-01,9,23,4,0,13,23,36
VILLA SERRANO,otras vacunaciones,sr,2021-08-01,8,4,0,0,8,4,12
VILLA TUNARI,otras vacunaciones,sr,2021-08-01,0,7,38,7,38,14,52
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,sr,2021-08-01,0,1,0,0,0,1,1
VILLAZON,otras vacunaciones,sr,2021-08-01,4,25,47,9,51,34,85
WARNES,otras vacunaciones,sr,2021-08-01,33,31,151,87,184,118,302
YACO,otras vacunaciones,sr,2021-08-01,0,0,0,1,0,1,1
YACUIBA,otras vacunaciones,sr,2021-08-01,5,18,11,9,16,27,43
YANACACHI,otras vacunaciones,sr,2021-08-01,0,1,0,0,0,1,1
YAPACANI,otras vacunaciones,sr,2021-08-01,23,26,11,23,34,49,83
YUNCHARA,otras vacunaciones,sr,2021-08-01,0,0,1,0,1,0,1
ACHACACHI,otras vacunaciones,sr,2021-09-01,6,8,2,0,8,8,16
ACHOCALLA,otras vacunaciones,sr,2021-09-01,1,27,3,0,4,27,31
AIQUILE,otras vacunaciones,sr,2021-09-01,0,0,6,0,6,0,6
ALCALA,otras vacunaciones,sr,2021-09-01,0,0,2,0,2,0,2
ALTO BENI,otras vacunaciones,sr,2021-09-01,1,1,1,0,2,1,3
ANDAMARCA,otras vacunaciones,sr,2021-09-01,0,3,0,0,0,3,3
ANTEQUERA,otras vacunaciones,sr,2021-09-01,0,2,7,0,7,2,9
ARANI,otras vacunaciones,sr,2021-09-01,1,0,0,0,1,0,1
ARQUE,otras vacunaciones,sr,2021-09-01,1,0,2,1,3,1,4
ASCENCION DE GUARAYOS,otras vacunaciones,sr,2021-09-01,98,68,0,2,98,70,168
ATOCHA,otras vacunaciones,sr,2021-09-01,0,3,0,0,0,3,3
AYO AYO,otras vacunaciones,sr,2021-09-01,0,1,5,0,5,1,6
BATALLAS,otras vacunaciones,sr,2021-09-01,1,11,37,19,38,30,68
BELEN DE ANDAMARCA,otras vacunaciones,sr,2021-09-01,2,2,4,0,6,2,8
BELEN DE URMIRI,otras vacunaciones,sr,2021-09-01,1,0,0,0,1,0,1
BELLA FLOR,otras vacunaciones,sr,2021-09-01,0,2,45,55,45,57,102
BERMEJO,otras vacunaciones,sr,2021-09-01,2,4,3,0,5,4,9
BOLPEBRA,otras vacunaciones,sr,2021-09-01,4,3,1,6,5,9,14
CABEZAS,otras vacunaciones,sr,2021-09-01,4,3,53,57,57,60,117
"CAIZA ""D""",otras vacunaciones,sr,2021-09-01,0,0,11,6,11,6,17
CAJUATA,otras vacunaciones,sr,2021-09-01,5,9,0,0,5,9,14
CALAMARCA,otras vacunaciones,sr,2021-09-01,0,1,7,0,7,1,8
CAMARGO,otras vacunaciones,sr,2021-09-01,17,30,3,5,20,35,55
CAMIRI,otras vacunaciones,sr,2021-09-01,75,96,121,105,196,201,397
CAQUIAVIRI,otras vacunaciones,sr,2021-09-01,0,1,0,0,0,1,1
CARACOLLO,otras vacunaciones,sr,2021-09-01,2,2,115,27,117,29,146
CARANAVI,otras vacunaciones,sr,2021-09-01,44,62,100,122,144,184,328
CARMEN RIVERO TORREZ,otras vacunaciones,sr,2021-09-01,1,3,9,13,10,16,26
CHALLAPATA,otras vacunaciones,sr,2021-09-01,2,12,72,49,74,61,135
CHAYANTA,otras vacunaciones,sr,2021-09-01,1,3,0,0,1,3,4
CHIPAYA,otras vacunaciones,sr,2021-09-01,7,6,0,0,7,6,13
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,sr,2021-09-01,9,8,26,9,35,17,52
CHUMA,otras vacunaciones,sr,2021-09-01,0,0,48,53,48,53,101
COBIJA,otras vacunaciones,sr,2021-09-01,32,48,156,163,188,211,399
COCAPATA,otras vacunaciones,sr,2021-09-01,1,1,0,0,1,1,2
COCHABAMBA,otras vacunaciones,sr,2021-09-01,72,99,87,31,159,130,289
COLCAPIRHUA,otras vacunaciones,sr,2021-09-01,6,7,11,18,17,25,42
COLPA BELGICA,otras vacunaciones,sr,2021-09-01,15,9,12,16,27,25,52
COLQUECHACA,otras vacunaciones,sr,2021-09-01,4,6,0,0,4,6,10
COLQUENCHA,otras vacunaciones,sr,2021-09-01,0,6,0,0,0,6,6
COLQUIRI,otras vacunaciones,sr,2021-09-01,4,2,4,0,8,2,10
CONCEPCION,otras vacunaciones,sr,2021-09-01,111,22,90,42,201,64,265
COPACABANA,otras vacunaciones,sr,2021-09-01,0,0,3,0,3,0,3
CORIPATA,otras vacunaciones,sr,2021-09-01,0,0,14,0,14,0,14
COROICO,otras vacunaciones,sr,2021-09-01,10,10,0,0,10,10,20
CORQUE,otras vacunaciones,sr,2021-09-01,3,13,4,8,7,21,28
COTAGAITA,otras vacunaciones,sr,2021-09-01,3,5,0,0,3,5,8
COTOCA,otras vacunaciones,sr,2021-09-01,14,30,101,104,115,134,249
CRUZ DE MACHACAMARCA,otras vacunaciones,sr,2021-09-01,3,2,0,0,3,2,5
CUATRO CAÑADAS,otras vacunaciones,sr,2021-09-01,6,4,5,3,11,7,18
CULPINA,otras vacunaciones,sr,2021-09-01,6,8,16,14,22,22,44
CURAHUARA DE CARANGAS,otras vacunaciones,sr,2021-09-01,8,28,15,0,23,28,51
EL ALTO,otras vacunaciones,sr,2021-09-01,642,707,795,803,1437,1510,2947
EL CHORO,otras vacunaciones,sr,2021-09-01,7,2,48,5,55,7,62
EL PUENTE(STC),otras vacunaciones,sr,2021-09-01,1,2,34,25,35,27,62
EL TORNO,otras vacunaciones,sr,2021-09-01,22,43,6,2,28,45,73
EL VILLAR,otras vacunaciones,sr,2021-09-01,5,4,0,0,5,4,9
ESCOMA,otras vacunaciones,sr,2021-09-01,0,0,10,16,10,16,26
ESMERALDA,otras vacunaciones,sr,2021-09-01,0,0,1,0,1,0,1
EUCALIPTUS,otras vacunaciones,sr,2021-09-01,8,3,8,18,16,21,37
EUREKA (SANTOS MERCADO),otras vacunaciones,sr,2021-09-01,4,6,2,6,6,12,18
FERNANDEZ ALONSO,otras vacunaciones,sr,2021-09-01,0,0,1,1,1,1,2
FILADELFIA,otras vacunaciones,sr,2021-09-01,3,5,65,47,68,52,120
GENERAL SAAVEDRA,otras vacunaciones,sr,2021-09-01,0,5,5,0,5,5,10
GUANAY,otras vacunaciones,sr,2021-09-01,0,4,21,0,21,4,25
GUTIERREZ,otras vacunaciones,sr,2021-09-01,0,0,61,50,61,50,111
HUACHACALLA,otras vacunaciones,sr,2021-09-01,1,1,87,0,88,1,89
HUANUNI,otras vacunaciones,sr,2021-09-01,7,20,61,64,68,84,152
HUARACAJE,otras vacunaciones,sr,2021-09-01,3,3,0,0,3,3,6
HUAYLLAMARCA,otras vacunaciones,sr,2021-09-01,0,1,0,0,0,1,1
HUMANATA,otras vacunaciones,sr,2021-09-01,0,0,4,0,4,0,4
ICHOCA,otras vacunaciones,sr,2021-09-01,0,2,3,0,3,2,5
INGAVI (HUMAITA),otras vacunaciones,sr,2021-09-01,0,0,2,4,2,4,6
INQUISIVI,otras vacunaciones,sr,2021-09-01,6,2,4,0,10,2,12
IRUPANA (VILLA DE LANZA),otras vacunaciones,sr,2021-09-01,6,16,7,0,13,16,29
IXIAMAS,otras vacunaciones,sr,2021-09-01,0,2,3,0,3,2,5
JESUS DE MACHACA,otras vacunaciones,sr,2021-09-01,0,1,8,12,8,13,21
LA ASUNTA,otras vacunaciones,sr,2021-09-01,8,8,10,0,18,8,26
LA GUARDIA,otras vacunaciones,sr,2021-09-01,54,64,169,188,223,252,475
LA PAZ,otras vacunaciones,sr,2021-09-01,229,346,257,226,486,572,1058
LAGUNILLAS,otras vacunaciones,sr,2021-09-01,4,8,22,20,26,28,54
LLALLAGUA,otras vacunaciones,sr,2021-09-01,1,8,21,26,22,34,56
LURIBAY,otras vacunaciones,sr,2021-09-01,0,0,7,10,7,10,17
MACHACAMARCA,otras vacunaciones,sr,2021-09-01,23,27,0,0,23,27,50
MACHARETI,otras vacunaciones,sr,2021-09-01,3,2,0,0,3,2,5
MAGDALENA,otras vacunaciones,sr,2021-09-01,0,0,5,0,5,0,5
MAIRANA,otras vacunaciones,sr,2021-09-01,3,6,50,37,53,43,96
MAPIRI,otras vacunaciones,sr,2021-09-01,0,1,3,0,3,1,4
MECAPACA,otras vacunaciones,sr,2021-09-01,15,35,0,0,15,35,50
MINEROS,otras vacunaciones,sr,2021-09-01,34,25,100,128,134,153,287
MONTERO,otras vacunaciones,sr,2021-09-01,33,40,168,169,201,209,410
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,sr,2021-09-01,0,0,7,3,7,3,10
ORURO,otras vacunaciones,sr,2021-09-01,135,216,638,612,773,828,1601
PADILLA,otras vacunaciones,sr,2021-09-01,0,0,13,17,13,17,30
PAILON,otras vacunaciones,sr,2021-09-01,20,22,47,43,67,65,132
PALCA,otras vacunaciones,sr,2021-09-01,1,5,10,0,11,5,16
PALOS BLANCOS,otras vacunaciones,sr,2021-09-01,1,0,0,0,1,0,1
PAMPA GRANDE,otras vacunaciones,sr,2021-09-01,3,2,13,14,16,16,32
PAZÑA,otras vacunaciones,sr,2021-09-01,1,0,3,0,4,0,4
POJO (CBBA),otras vacunaciones,sr,2021-09-01,1,0,0,0,1,0,1
POOPO,otras vacunaciones,sr,2021-09-01,0,0,45,58,45,58,103
PORONGO,otras vacunaciones,sr,2021-09-01,7,6,0,0,7,6,13
PORTACHUELO,otras vacunaciones,sr,2021-09-01,37,34,52,47,89,81,170
PORVENIR,otras vacunaciones,sr,2021-09-01,1,1,4,4,5,5,10
POTOSI,otras vacunaciones,sr,2021-09-01,14,21,464,567,478,588,1066
PUCARANI,otras vacunaciones,sr,2021-09-01,28,71,129,153,157,224,381
PUERTO ACOSTA,otras vacunaciones,sr,2021-09-01,7,4,6,2,13,6,19
PUERTO CARABUCO,otras vacunaciones,sr,2021-09-01,2,2,0,0,2,2,4
PUERTO PEREZ,otras vacunaciones,sr,2021-09-01,0,7,12,0,12,7,19
PUERTO QUIJARRO,otras vacunaciones,sr,2021-09-01,0,1,1,2,1,3,4
PUNA,otras vacunaciones,sr,2021-09-01,4,8,6,1,10,9,19
PUNATA,otras vacunaciones,sr,2021-09-01,8,10,6,0,14,10,24
QUILLACOLLO,otras vacunaciones,sr,2021-09-01,3,2,7,11,10,13,23
QUIME,otras vacunaciones,sr,2021-09-01,0,1,3,0,3,1,4
QUIRUSILLAS,otras vacunaciones,sr,2021-09-01,0,0,13,13,13,13,26
RAVELO,otras vacunaciones,sr,2021-09-01,3,2,0,0,3,2,5
REYES,otras vacunaciones,sr,2021-09-01,4,3,0,0,4,3,7
ROBORE,otras vacunaciones,sr,2021-09-01,12,9,104,110,116,119,235
RURRENABAQUE,otras vacunaciones,sr,2021-09-01,0,0,10,17,10,17,27
SABAYA,otras vacunaciones,sr,2021-09-01,0,0,9,0,9,0,9
SACABA,otras vacunaciones,sr,2021-09-01,2,2,31,0,33,2,35
SALINAS DE GARCI MENDOZA,otras vacunaciones,sr,2021-09-01,15,22,6,4,21,26,47
SAN ANTONIO DE LOMERIO,otras vacunaciones,sr,2021-09-01,7,4,0,1,7,5,12
SAN BORJA,otras vacunaciones,sr,2021-09-01,6,11,49,40,55,51,106
SAN BUENA VENTURA,otras vacunaciones,sr,2021-09-01,0,1,5,0,5,1,6
SAN CARLOS,otras vacunaciones,sr,2021-09-01,0,0,47,55,47,55,102
SAN IGNACIO,otras vacunaciones,sr,2021-09-01,2,1,40,35,42,36,78
SAN IGNACIO DE VELASCO,otras vacunaciones,sr,2021-09-01,63,75,7,11,70,86,156
SAN JAVIER(BNI),otras vacunaciones,sr,2021-09-01,0,0,0,1,0,1,1
SAN JAVIER(STC),otras vacunaciones,sr,2021-09-01,52,38,0,0,52,38,90
SAN JOSE DE CHIQUITOS,otras vacunaciones,sr,2021-09-01,3,8,192,181,195,189,384
SAN JUAN DE YAPACANI,otras vacunaciones,sr,2021-09-01,4,10,34,59,38,69,107
SAN JULIAN,otras vacunaciones,sr,2021-09-01,99,102,85,77,184,179,363
SAN LORENZO(PND),otras vacunaciones,sr,2021-09-01,4,1,15,13,19,14,33
SAN LORENZO(TJA),otras vacunaciones,sr,2021-09-01,2,8,5,0,7,8,15
SAN MATIAS,otras vacunaciones,sr,2021-09-01,0,2,26,18,26,20,46
SAN MIGUEL DE VELASCO,otras vacunaciones,sr,2021-09-01,0,0,36,38,36,38,74
SAN PEDRO DE QUEMES,otras vacunaciones,sr,2021-09-01,1,3,0,0,1,3,4
SAN PEDRO DE TIQUINA,otras vacunaciones,sr,2021-09-01,1,1,1,0,2,1,3
SAN RAFAEL,otras vacunaciones,sr,2021-09-01,4,10,31,14,35,24,59
SAN RAMON SCZ,otras vacunaciones,sr,2021-09-01,10,14,0,0,10,14,24
SANTA ANA,otras vacunaciones,sr,2021-09-01,2,1,0,0,2,1,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2021-09-01,1133,1374,4177,4157,5310,5531,10841
SANTA ROSA,otras vacunaciones,sr,2021-09-01,3,0,0,0,3,0,3
SANTA ROSA DEL SARA,otras vacunaciones,sr,2021-09-01,13,12,31,36,44,48,92
SANTIAGO DE HUARI,otras vacunaciones,sr,2021-09-01,0,7,20,0,20,7,27
SANTUARIO DE QUILLACAS,otras vacunaciones,sr,2021-09-01,0,0,2,0,2,0,2
SENA,otras vacunaciones,sr,2021-09-01,5,0,102,95,107,95,202
SICA SICA (VILLA AROMA),otras vacunaciones,sr,2021-09-01,4,8,5,0,9,8,17
SOPACHUY,otras vacunaciones,sr,2021-09-01,3,11,1,0,4,11,15
SORACACHI,otras vacunaciones,sr,2021-09-01,6,14,0,0,6,14,20
SUCRE,otras vacunaciones,sr,2021-09-01,81,146,358,214,439,360,799
TACOPAYA,otras vacunaciones,sr,2021-09-01,0,2,1,0,1,2,3
TARATA,otras vacunaciones,sr,2021-09-01,1,1,1,0,2,1,3
TARIJA,otras vacunaciones,sr,2021-09-01,47,42,320,379,367,421,788
TARVITA,otras vacunaciones,sr,2021-09-01,6,4,0,0,6,4,10
TIQUIPAYA,otras vacunaciones,sr,2021-09-01,3,6,5,3,8,9,17
TODOS SANTOS,otras vacunaciones,sr,2021-09-01,6,1,0,0,6,1,7
TOLEDO,otras vacunaciones,sr,2021-09-01,3,6,0,0,3,6,9
TORO TORO,otras vacunaciones,sr,2021-09-01,9,15,18,11,27,26,53
TOTORA(ORR),otras vacunaciones,sr,2021-09-01,0,1,2,0,2,1,3
TRINIDAD,otras vacunaciones,sr,2021-09-01,19,24,181,174,200,198,398
TUPIZA,otras vacunaciones,sr,2021-09-01,0,1,0,0,0,1,1
TURCO,otras vacunaciones,sr,2021-09-01,3,0,3,0,6,0,6
URIONDO (A. CONCEPCION),otras vacunaciones,sr,2021-09-01,3,1,9,0,12,1,13
URUBICHA,otras vacunaciones,sr,2021-09-01,0,0,14,19,14,19,33
UYUNI,otras vacunaciones,sr,2021-09-01,1,2,0,0,1,2,3
VALLEGRANDE,otras vacunaciones,sr,2021-09-01,18,45,15,27,33,72,105
VIACHA,otras vacunaciones,sr,2021-09-01,2,6,38,0,40,6,46
VILLA CHARCAS,otras vacunaciones,sr,2021-09-01,10,10,0,0,10,10,20
VILLA MONTES,otras vacunaciones,sr,2021-09-01,5,13,0,0,5,13,18
VILLA TUNARI,otras vacunaciones,sr,2021-09-01,1,1,0,0,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,sr,2021-09-01,1,8,0,0,1,8,9
VILLAZON,otras vacunaciones,sr,2021-09-01,28,49,372,258,400,307,707
VINTO,otras vacunaciones,sr,2021-09-01,0,5,3,0,3,5,8
VITICHI,otras vacunaciones,sr,2021-09-01,5,0,5,1,10,1,11
WARNES,otras vacunaciones,sr,2021-09-01,29,63,115,75,144,138,282
YACUIBA,otras vacunaciones,sr,2021-09-01,6,6,32,26,38,32,70
YAPACANI,otras vacunaciones,sr,2021-09-01,11,17,28,45,39,62,101
YOCALLA,otras vacunaciones,sr,2021-09-01,0,1,0,0,0,1,1
ACACIO,otras vacunaciones,sr,2021-10-01,0,0,1,0,1,0,1
ACHACACHI,otras vacunaciones,sr,2021-10-01,2,4,1,0,3,4,7
ACHOCALLA,otras vacunaciones,sr,2021-10-01,3,17,4,0,7,17,24
ANCORAIMES,otras vacunaciones,sr,2021-10-01,0,0,1,0,1,0,1
ANTEQUERA,otras vacunaciones,sr,2021-10-01,0,0,7,0,7,0,7
ASCENCION DE GUARAYOS,otras vacunaciones,sr,2021-10-01,41,36,34,44,75,80,155
BATALLAS,otras vacunaciones,sr,2021-10-01,0,0,30,33,30,33,63
BAURES,otras vacunaciones,sr,2021-10-01,1,0,6,3,7,3,10
BELLA FLOR,otras vacunaciones,sr,2021-10-01,0,0,11,14,11,14,25
BERMEJO,otras vacunaciones,sr,2021-10-01,0,6,1,0,1,6,7
BETANZOS,otras vacunaciones,sr,2021-10-01,0,0,10,0,10,0,10
BOLPEBRA,otras vacunaciones,sr,2021-10-01,0,0,0,1,0,1,1
BUENA VISTA,otras vacunaciones,sr,2021-10-01,0,0,29,22,29,22,51
CABEZAS,otras vacunaciones,sr,2021-10-01,0,2,6,11,6,13,19
"CAIZA ""D""",otras vacunaciones,sr,2021-10-01,0,2,0,0,0,2,2
CAMARGO,otras vacunaciones,sr,2021-10-01,2,3,9,13,11,16,27
CAMIRI,otras vacunaciones,sr,2021-10-01,10,6,0,0,10,6,16
CARACOLLO,otras vacunaciones,sr,2021-10-01,12,20,9,2,21,22,43
CARANAVI,otras vacunaciones,sr,2021-10-01,22,22,66,59,88,81,169
CARMEN RIVERO TORREZ,otras vacunaciones,sr,2021-10-01,6,6,3,5,9,11,20
CHALLAPATA,otras vacunaciones,sr,2021-10-01,3,4,33,38,36,42,78
CHARAGUA,otras vacunaciones,sr,2021-10-01,8,2,7,2,15,4,19
CHAYANTA,otras vacunaciones,sr,2021-10-01,1,3,0,0,1,3,4
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,sr,2021-10-01,0,0,2,0,2,0,2
CHUMA,otras vacunaciones,sr,2021-10-01,0,0,16,14,16,14,30
COBIJA,otras vacunaciones,sr,2021-10-01,13,28,173,223,186,251,437
COCAPATA,otras vacunaciones,sr,2021-10-01,4,3,2,0,6,3,9
COCHABAMBA,otras vacunaciones,sr,2021-10-01,32,56,58,48,90,104,194
COLCAPIRHUA,otras vacunaciones,sr,2021-10-01,16,16,0,0,16,16,32
"COLCHA ""K""",otras vacunaciones,sr,2021-10-01,1,5,0,0,1,5,6
COLPA BELGICA,otras vacunaciones,sr,2021-10-01,22,16,1,1,23,17,40
CONCEPCION,otras vacunaciones,sr,2021-10-01,4,9,11,7,15,16,31
COPACABANA,otras vacunaciones,sr,2021-10-01,0,0,5,0,5,0,5
CORIPATA,otras vacunaciones,sr,2021-10-01,0,0,13,0,13,0,13
COROICO,otras vacunaciones,sr,2021-10-01,6,7,11,6,17,13,30
COTOCA,otras vacunaciones,sr,2021-10-01,2,1,21,17,23,18,41
CUATRO CAÑADAS,otras vacunaciones,sr,2021-10-01,20,15,27,39,47,54,101
CUEVO,otras vacunaciones,sr,2021-10-01,0,0,2,3,2,3,5
CULPINA,otras vacunaciones,sr,2021-10-01,10,7,19,30,29,37,66
EL ALTO,otras vacunaciones,sr,2021-10-01,397,479,877,897,1274,1376,2650
EL CHORO,otras vacunaciones,sr,2021-10-01,0,0,5,0,5,0,5
EL PUENTE(STC),otras vacunaciones,sr,2021-10-01,7,7,28,35,35,42,77
EL TORNO,otras vacunaciones,sr,2021-10-01,7,5,0,0,7,5,12
EL VILLAR,otras vacunaciones,sr,2021-10-01,1,8,0,0,1,8,9
ESCOMA,otras vacunaciones,sr,2021-10-01,5,7,120,135,125,142,267
ESMERALDA,otras vacunaciones,sr,2021-10-01,0,0,1,0,1,0,1
EUCALIPTUS,otras vacunaciones,sr,2021-10-01,4,4,1,4,5,8,13
EUREKA (SANTOS MERCADO),otras vacunaciones,sr,2021-10-01,0,0,4,2,4,2,6
FERNANDEZ ALONSO,otras vacunaciones,sr,2021-10-01,0,0,2,1,2,1,3
GENERAL SAAVEDRA,otras vacunaciones,sr,2021-10-01,1,9,8,5,9,14,23
GUTIERREZ,otras vacunaciones,sr,2021-10-01,2,3,0,0,2,3,5
HUACARETA,otras vacunaciones,sr,2021-10-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,sr,2021-10-01,2,3,41,0,43,3,46
HUARACAJE,otras vacunaciones,sr,2021-10-01,4,1,0,0,4,1,5
HUATAJATA,otras vacunaciones,sr,2021-10-01,2,3,0,0,2,3,5
HUMANATA,otras vacunaciones,sr,2021-10-01,0,0,15,7,15,7,22
INCAHUASI,otras vacunaciones,sr,2021-10-01,0,0,1,0,1,0,1
INGAVI (HUMAITA),otras vacunaciones,sr,2021-10-01,0,0,8,11,8,11,19
IRUPANA (VILLA DE LANZA),otras vacunaciones,sr,2021-10-01,0,2,11,0,11,2,13
IXIAMAS,otras vacunaciones,sr,2021-10-01,0,0,3,0,3,0,3
JESUS DE MACHACA,otras vacunaciones,sr,2021-10-01,2,0,0,0,2,0,2
LA ASUNTA,otras vacunaciones,sr,2021-10-01,0,1,12,0,12,1,13
LA GUARDIA,otras vacunaciones,sr,2021-10-01,9,8,17,21,26,29,55
LA PAZ,otras vacunaciones,sr,2021-10-01,118,236,392,370,510,606,1116
LAGUNILLAS,otras vacunaciones,sr,2021-10-01,3,10,1,0,4,10,14
LORETO,otras vacunaciones,sr,2021-10-01,0,0,16,26,16,26,42
MAGDALENA,otras vacunaciones,sr,2021-10-01,4,1,5,2,9,3,12
MAIRANA,otras vacunaciones,sr,2021-10-01,10,11,63,42,73,53,126
MAPIRI,otras vacunaciones,sr,2021-10-01,3,3,16,0,19,3,22
MOCOMOCO,otras vacunaciones,sr,2021-10-01,16,20,40,45,56,65,121
MONTERO,otras vacunaciones,sr,2021-10-01,23,31,179,150,202,181,383
MOROCHATA,otras vacunaciones,sr,2021-10-01,0,1,0,0,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,sr,2021-10-01,0,0,21,15,21,15,36
ORURO,otras vacunaciones,sr,2021-10-01,69,95,326,253,395,348,743
PAILON,otras vacunaciones,sr,2021-10-01,15,13,90,82,105,95,200
PALCA,otras vacunaciones,sr,2021-10-01,3,16,8,0,11,16,27
PALOS BLANCOS,otras vacunaciones,sr,2021-10-01,11,8,19,22,30,30,60
PAMPA GRANDE,otras vacunaciones,sr,2021-10-01,0,0,11,8,11,8,19
POOPO,otras vacunaciones,sr,2021-10-01,1,0,8,0,9,0,9
PORCO,otras vacunaciones,sr,2021-10-01,0,0,2,0,2,0,2
POROMA,otras vacunaciones,sr,2021-10-01,0,1,4,0,4,1,5
