,group,variable,month,17.23 COVID 1RA DOSIS DENTRO,17.23 COVID 1RA DOSIS DENTRO,17.23 COVID 1RA DOSIS FUERA,17.23 COVID 1RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
TOLATA,otras vacunaciones,covid 1ra dosis,2021-07-01,579,334,214,7,793,341,1134
TOLEDO,otras vacunaciones,covid 1ra dosis,2021-07-01,89,103,0,0,89,103,192
TOMAVE,otras vacunaciones,covid 1ra dosis,2021-07-01,107,133,191,186,298,319,617
TOMINA,otras vacunaciones,covid 1ra dosis,2021-07-01,304,311,0,0,304,311,615
TORO TORO,otras vacunaciones,covid 1ra dosis,2021-07-01,99,122,6,6,105,128,233
TOTORA(CBBA),otras vacunaciones,covid 1ra dosis,2021-07-01,189,124,0,0,189,124,313
TOTORA(ORR),otras vacunaciones,covid 1ra dosis,2021-07-01,130,149,37,42,167,191,358
TRIGAL,otras vacunaciones,covid 1ra dosis,2021-07-01,56,47,33,47,89,94,183
TRINIDAD,otras vacunaciones,covid 1ra dosis,2021-07-01,1612,1986,443,497,2055,2483,4538
TUPIZA,otras vacunaciones,covid 1ra dosis,2021-07-01,2033,2163,140,111,2173,2274,4447
TURCO,otras vacunaciones,covid 1ra dosis,2021-07-01,101,113,0,0,101,113,214
UMALA,otras vacunaciones,covid 1ra dosis,2021-07-01,50,53,21,25,71,78,149
UNCIA,otras vacunaciones,covid 1ra dosis,2021-07-01,427,282,74,36,501,318,819
URIONDO (A. CONCEPCION),otras vacunaciones,covid 1ra dosis,2021-07-01,1143,1271,0,0,1143,1271,2414
URUBICHA,otras vacunaciones,covid 1ra dosis,2021-07-01,127,181,0,0,127,181,308
UYUNI,otras vacunaciones,covid 1ra dosis,2021-07-01,861,738,7,7,868,745,1613
VACAS,otras vacunaciones,covid 1ra dosis,2021-07-01,56,66,0,0,56,66,122
VALLEGRANDE,otras vacunaciones,covid 1ra dosis,2021-07-01,938,972,300,261,1238,1233,2471
VIACHA,otras vacunaciones,covid 1ra dosis,2021-07-01,559,463,81,115,640,578,1218
VILA VILA,otras vacunaciones,covid 1ra dosis,2021-07-01,28,50,34,36,62,86,148
VILLA CHARCAS,otras vacunaciones,covid 1ra dosis,2021-07-01,129,137,23,33,152,170,322
VILLA MONTES,otras vacunaciones,covid 1ra dosis,2021-07-01,1273,1316,1235,1013,2508,2329,4837
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid 1ra dosis,2021-07-01,9,2,56,83,65,85,150
VILLA RIVERO,otras vacunaciones,covid 1ra dosis,2021-07-01,155,159,0,0,155,159,314
VILLA SERRANO,otras vacunaciones,covid 1ra dosis,2021-07-01,929,712,75,83,1004,795,1799
VILLA TUNARI,otras vacunaciones,covid 1ra dosis,2021-07-01,1771,1317,116,93,1887,1410,3297
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid 1ra dosis,2021-07-01,579,532,353,354,932,886,1818
VILLAZON,otras vacunaciones,covid 1ra dosis,2021-07-01,1866,2128,267,243,2133,2371,4504
VINTO,otras vacunaciones,covid 1ra dosis,2021-07-01,923,1071,720,778,1643,1849,3492
VITICHI,otras vacunaciones,covid 1ra dosis,2021-07-01,281,359,21,27,302,386,688
WALDO BALLIVIAN,otras vacunaciones,covid 1ra dosis,2021-07-01,30,21,0,0,30,21,51
WARNES,otras vacunaciones,covid 1ra dosis,2021-07-01,4234,4106,1,1,4235,4107,8342
YACO,otras vacunaciones,covid 1ra dosis,2021-07-01,52,44,34,23,86,67,153
YACUIBA,otras vacunaciones,covid 1ra dosis,2021-07-01,5343,5752,2649,1953,7992,7705,15697
YAMPARAEZ,otras vacunaciones,covid 1ra dosis,2021-07-01,189,209,26,39,215,248,463
YANACACHI,otras vacunaciones,covid 1ra dosis,2021-07-01,131,112,47,53,178,165,343
YAPACANI,otras vacunaciones,covid 1ra dosis,2021-07-01,818,866,0,0,818,866,1684
YOCALLA,otras vacunaciones,covid 1ra dosis,2021-07-01,125,137,6,9,131,146,277
YOTALA,otras vacunaciones,covid 1ra dosis,2021-07-01,292,349,82,116,374,465,839
YUNCHARA,otras vacunaciones,covid 1ra dosis,2021-07-01,86,99,67,70,153,169,322
YUNGUYO DE LITORAL,otras vacunaciones,covid 1ra dosis,2021-07-01,17,14,0,0,17,14,31
ZUDAÑEZ,otras vacunaciones,covid 1ra dosis,2021-07-01,318,334,26,20,344,354,698
ACACIO,otras vacunaciones,covid 1ra dosis,2021-08-01,61,44,30,35,91,79,170
ACHACACHI,otras vacunaciones,covid 1ra dosis,2021-08-01,13,20,41,18,54,38,92
ACHOCALLA,otras vacunaciones,covid 1ra dosis,2021-08-01,16,10,0,0,16,10,26
AIQUILE,otras vacunaciones,covid 1ra dosis,2021-08-01,212,202,0,0,212,202,414
ALALAY,otras vacunaciones,covid 1ra dosis,2021-08-01,9,15,0,0,9,15,24
ALCALA,otras vacunaciones,covid 1ra dosis,2021-08-01,25,30,31,26,56,56,112
ALTO BENI,otras vacunaciones,covid 1ra dosis,2021-08-01,11,11,18,15,29,26,55
ANCORAIMES,otras vacunaciones,covid 1ra dosis,2021-08-01,96,69,27,34,123,103,226
ANDAMARCA,otras vacunaciones,covid 1ra dosis,2021-08-01,1,3,0,0,1,3,4
ANTEQUERA,otras vacunaciones,covid 1ra dosis,2021-08-01,8,10,0,0,8,10,18
APOLO,otras vacunaciones,covid 1ra dosis,2021-08-01,29,19,24,38,53,57,110
ARAMPAMPA,otras vacunaciones,covid 1ra dosis,2021-08-01,5,9,18,23,23,32,55
ARANI,otras vacunaciones,covid 1ra dosis,2021-08-01,16,35,0,0,16,35,51
ARBIETO,otras vacunaciones,covid 1ra dosis,2021-08-01,69,104,0,0,69,104,173
ARQUE,otras vacunaciones,covid 1ra dosis,2021-08-01,29,45,18,17,47,62,109
ASCENCION DE GUARAYOS,otras vacunaciones,covid 1ra dosis,2021-08-01,143,110,245,227,388,337,725
ATOCHA,otras vacunaciones,covid 1ra dosis,2021-08-01,86,134,20,30,106,164,270
AUCAPATA,otras vacunaciones,covid 1ra dosis,2021-08-01,8,10,4,3,12,13,25
AYATA,otras vacunaciones,covid 1ra dosis,2021-08-01,9,7,11,15,20,22,42
AYO AYO,otras vacunaciones,covid 1ra dosis,2021-08-01,10,11,2,3,12,14,26
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid 1ra dosis,2021-08-01,106,135,29,29,135,164,299
AZURDUY,otras vacunaciones,covid 1ra dosis,2021-08-01,167,176,108,124,275,300,575
BATALLAS,otras vacunaciones,covid 1ra dosis,2021-08-01,100,133,7,11,107,144,251
BAURES,otras vacunaciones,covid 1ra dosis,2021-08-01,201,181,0,1,201,182,383
BELEN DE ANDAMARCA,otras vacunaciones,covid 1ra dosis,2021-08-01,3,3,0,0,3,3,6
BELEN DE URMIRI,otras vacunaciones,covid 1ra dosis,2021-08-01,23,12,10,17,33,29,62
BELLA FLOR,otras vacunaciones,covid 1ra dosis,2021-08-01,7,6,25,22,32,28,60
BERMEJO,otras vacunaciones,covid 1ra dosis,2021-08-01,18,18,0,0,18,18,36
BETANZOS,otras vacunaciones,covid 1ra dosis,2021-08-01,123,161,55,84,178,245,423
BOLIVAR,otras vacunaciones,covid 1ra dosis,2021-08-01,8,12,3,7,11,19,30
BOLPEBRA,otras vacunaciones,covid 1ra dosis,2021-08-01,0,0,67,71,67,71,138
BOYUIBE,otras vacunaciones,covid 1ra dosis,2021-08-01,346,135,0,0,346,135,481
BUENA VISTA,otras vacunaciones,covid 1ra dosis,2021-08-01,280,281,0,0,280,281,561
CABEZAS,otras vacunaciones,covid 1ra dosis,2021-08-01,441,380,15,4,456,384,840
CAIROMA,otras vacunaciones,covid 1ra dosis,2021-08-01,15,17,25,24,40,41,81
"CAIZA ""D""",otras vacunaciones,covid 1ra dosis,2021-08-01,78,111,115,148,193,259,452
CAJUATA,otras vacunaciones,covid 1ra dosis,2021-08-01,0,1,0,0,0,1,1
CALACOTO,otras vacunaciones,covid 1ra dosis,2021-08-01,1,1,0,2,1,3,4
CALAMARCA,otras vacunaciones,covid 1ra dosis,2021-08-01,22,25,0,0,22,25,47
CAMARGO,otras vacunaciones,covid 1ra dosis,2021-08-01,14,9,269,287,283,296,579
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,covid 1ra dosis,2021-08-01,26,30,0,0,26,30,56
CAMIRI,otras vacunaciones,covid 1ra dosis,2021-08-01,1001,957,96,84,1097,1041,2138
CAPINOTA,otras vacunaciones,covid 1ra dosis,2021-08-01,45,82,0,0,45,82,127
CAQUIAVIRI,otras vacunaciones,covid 1ra dosis,2021-08-01,28,32,8,15,36,47,83
CARACOLLO,otras vacunaciones,covid 1ra dosis,2021-08-01,6,7,0,0,6,7,13
CARANAVI,otras vacunaciones,covid 1ra dosis,2021-08-01,54,67,126,95,180,162,342
CARAPARI,otras vacunaciones,covid 1ra dosis,2021-08-01,157,129,471,83,628,212,840
CARIPUYO,otras vacunaciones,covid 1ra dosis,2021-08-01,50,83,167,208,217,291,508
CARMEN RIVERO TORREZ,otras vacunaciones,covid 1ra dosis,2021-08-01,6,4,0,0,6,4,10
CATACORA,otras vacunaciones,covid 1ra dosis,2021-08-01,5,10,5,6,10,16,26
CHACARILLA,otras vacunaciones,covid 1ra dosis,2021-08-01,1,2,0,1,1,3,4
CHALLAPATA,otras vacunaciones,covid 1ra dosis,2021-08-01,21,27,14,15,35,42,77
CHAQUI,otras vacunaciones,covid 1ra dosis,2021-08-01,113,203,91,136,204,339,543
CHARAGUA,otras vacunaciones,covid 1ra dosis,2021-08-01,161,183,0,0,161,183,344
CHARAÑA,otras vacunaciones,covid 1ra dosis,2021-08-01,35,25,22,20,57,45,102
CHAYANTA,otras vacunaciones,covid 1ra dosis,2021-08-01,57,79,11,34,68,113,181
CHIMORE,otras vacunaciones,covid 1ra dosis,2021-08-01,9,2,15,23,24,25,49
CHIPAYA,otras vacunaciones,covid 1ra dosis,2021-08-01,2,6,0,0,2,6,8
CHOQUE COTA,otras vacunaciones,covid 1ra dosis,2021-08-01,8,12,0,0,8,12,20
CHUA COCANI,otras vacunaciones,covid 1ra dosis,2021-08-01,9,20,1,8,10,28,38
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid 1ra dosis,2021-08-01,27,40,11,16,38,56,94
CHUMA,otras vacunaciones,covid 1ra dosis,2021-08-01,13,10,18,20,31,30,61
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid 1ra dosis,2021-08-01,33,63,29,41,62,104,166
CKOCHAS,otras vacunaciones,covid 1ra dosis,2021-08-01,117,136,50,62,167,198,365
CLIZA,otras vacunaciones,covid 1ra dosis,2021-08-01,74,63,0,0,74,63,137
COBIJA,otras vacunaciones,covid 1ra dosis,2021-08-01,359,448,148,75,507,523,1030
COCAPATA,otras vacunaciones,covid 1ra dosis,2021-08-01,70,51,0,1,70,52,122
COCHABAMBA,otras vacunaciones,covid 1ra dosis,2021-08-01,15352,17301,41,4,15393,17305,32698
COIPASA,otras vacunaciones,covid 1ra dosis,2021-08-01,4,4,0,0,4,4,8
COLCAPIRHUA,otras vacunaciones,covid 1ra dosis,2021-08-01,342,433,387,460,729,893,1622
"COLCHA ""K""",otras vacunaciones,covid 1ra dosis,2021-08-01,306,391,16,25,322,416,738
COLLANA,otras vacunaciones,covid 1ra dosis,2021-08-01,2,0,0,0,2,0,2
COLOMI,otras vacunaciones,covid 1ra dosis,2021-08-01,5,13,5,7,10,20,30
COLQUECHACA,otras vacunaciones,covid 1ra dosis,2021-08-01,88,130,247,343,335,473,808
COLQUENCHA,otras vacunaciones,covid 1ra dosis,2021-08-01,44,65,1,2,45,67,112
COLQUIRI,otras vacunaciones,covid 1ra dosis,2021-08-01,30,36,16,19,46,55,101
COMANCHE,otras vacunaciones,covid 1ra dosis,2021-08-01,13,16,3,5,16,21,37
COMARAPA,otras vacunaciones,covid 1ra dosis,2021-08-01,22,15,7,14,29,29,58
COMBAYA,otras vacunaciones,covid 1ra dosis,2021-08-01,13,12,29,41,42,53,95
CONCEPCION,otras vacunaciones,covid 1ra dosis,2021-08-01,824,778,6,0,830,778,1608
COPACABANA,otras vacunaciones,covid 1ra dosis,2021-08-01,44,73,5,18,49,91,140
CORIPATA,otras vacunaciones,covid 1ra dosis,2021-08-01,14,18,4,3,18,21,39
CORO CORO,otras vacunaciones,covid 1ra dosis,2021-08-01,23,13,17,26,40,39,79
COROICO,otras vacunaciones,covid 1ra dosis,2021-08-01,40,53,16,14,56,67,123
CORQUE,otras vacunaciones,covid 1ra dosis,2021-08-01,1,1,0,0,1,1,2
COTAGAITA,otras vacunaciones,covid 1ra dosis,2021-08-01,37,46,15,14,52,60,112
COTOCA,otras vacunaciones,covid 1ra dosis,2021-08-01,1815,1929,0,2,1815,1931,3746
CRUZ DE MACHACAMARCA,otras vacunaciones,covid 1ra dosis,2021-08-01,1,3,0,0,1,3,4
CUATRO CAÑADAS,otras vacunaciones,covid 1ra dosis,2021-08-01,231,258,48,34,279,292,571
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid 1ra dosis,2021-08-01,6,1,0,0,6,1,7
CUEVO,otras vacunaciones,covid 1ra dosis,2021-08-01,137,154,54,62,191,216,407
CULPINA,otras vacunaciones,covid 1ra dosis,2021-08-01,241,345,2,6,243,351,594
CURVA,otras vacunaciones,covid 1ra dosis,2021-08-01,0,4,4,8,4,12,16
DESAGUADERO,otras vacunaciones,covid 1ra dosis,2021-08-01,10,16,0,3,10,19,29
EL ALTO,otras vacunaciones,covid 1ra dosis,2021-08-01,10306,12084,8186,9618,18492,21702,40194
EL CHORO,otras vacunaciones,covid 1ra dosis,2021-08-01,25,26,0,0,25,26,51
EL PUENTE(STC),otras vacunaciones,covid 1ra dosis,2021-08-01,6,9,2,1,8,10,18
EL PUENTE(TJA),otras vacunaciones,covid 1ra dosis,2021-08-01,178,205,17,24,195,229,424
EL TORNO,otras vacunaciones,covid 1ra dosis,2021-08-01,504,526,0,0,504,526,1030
EL VILLAR,otras vacunaciones,covid 1ra dosis,2021-08-01,0,0,134,123,134,123,257
ENTRE RIOS TRJ,otras vacunaciones,covid 1ra dosis,2021-08-01,301,320,49,26,350,346,696
ENTRE RIOS CBBA,otras vacunaciones,covid 1ra dosis,2021-08-01,4,2,0,0,4,2,6
ESCARA,otras vacunaciones,covid 1ra dosis,2021-08-01,0,2,0,0,0,2,2
ESCOMA,otras vacunaciones,covid 1ra dosis,2021-08-01,4,1,4,2,8,3,11
ESMERALDA,otras vacunaciones,covid 1ra dosis,2021-08-01,5,5,0,0,5,5,10
EUCALIPTUS,otras vacunaciones,covid 1ra dosis,2021-08-01,6,14,1,3,7,17,24
EUREKA (SANTOS MERCADO),otras vacunaciones,covid 1ra dosis,2021-08-01,30,11,0,0,30,11,41
EXALTACION,otras vacunaciones,covid 1ra dosis,2021-08-01,0,0,1,0,1,0,1
FERNANDEZ ALONSO,otras vacunaciones,covid 1ra dosis,2021-08-01,464,386,1,0,465,386,851
FILADELFIA,otras vacunaciones,covid 1ra dosis,2021-08-01,24,13,102,85,126,98,224
GENERAL SAAVEDRA,otras vacunaciones,covid 1ra dosis,2021-08-01,52,60,0,0,52,60,112
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid 1ra dosis,2021-08-01,20,15,35,34,55,49,104
GUANAY,otras vacunaciones,covid 1ra dosis,2021-08-01,9,14,51,23,60,37,97
GUAQUI,otras vacunaciones,covid 1ra dosis,2021-08-01,41,47,0,4,41,51,92
GUAYARAMERIN,otras vacunaciones,covid 1ra dosis,2021-08-01,279,280,0,0,279,280,559
GUTIERREZ,otras vacunaciones,covid 1ra dosis,2021-08-01,436,474,8,2,444,476,920
HUACARETA,otras vacunaciones,covid 1ra dosis,2021-08-01,211,150,72,32,283,182,465
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid 1ra dosis,2021-08-01,97,72,121,126,218,198,416
HUACHACALLA,otras vacunaciones,covid 1ra dosis,2021-08-01,152,12,0,0,152,12,164
HUANUNI,otras vacunaciones,covid 1ra dosis,2021-08-01,124,129,0,0,124,129,253
HUARACAJE,otras vacunaciones,covid 1ra dosis,2021-08-01,18,40,0,0,18,40,58
HUARINA,otras vacunaciones,covid 1ra dosis,2021-08-01,6,6,6,6,12,12,24
HUATAJATA,otras vacunaciones,covid 1ra dosis,2021-08-01,23,23,15,15,38,38,76
HUAYLLAMARCA,otras vacunaciones,covid 1ra dosis,2021-08-01,5,5,0,0,5,5,10
HUMANATA,otras vacunaciones,covid 1ra dosis,2021-08-01,27,33,3,3,30,36,66
ICHOCA,otras vacunaciones,covid 1ra dosis,2021-08-01,0,0,1,0,1,0,1
ICLA,otras vacunaciones,covid 1ra dosis,2021-08-01,83,106,84,105,167,211,378
INCAHUASI,otras vacunaciones,covid 1ra dosis,2021-08-01,102,127,34,57,136,184,320
INGAVI (HUMAITA),otras vacunaciones,covid 1ra dosis,2021-08-01,21,17,71,47,92,64,156
INQUISIVI,otras vacunaciones,covid 1ra dosis,2021-08-01,4,7,9,11,13,18,31
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid 1ra dosis,2021-08-01,12,9,2,2,14,11,25
IXIAMAS,otras vacunaciones,covid 1ra dosis,2021-08-01,9,7,19,14,28,21,49
JESUS DE MACHACA,otras vacunaciones,covid 1ra dosis,2021-08-01,3,2,0,0,3,2,5
LA ASUNTA,otras vacunaciones,covid 1ra dosis,2021-08-01,74,62,16,8,90,70,160
LA GUARDIA,otras vacunaciones,covid 1ra dosis,2021-08-01,3096,3493,111,117,3207,3610,6817
LA PAZ,otras vacunaciones,covid 1ra dosis,2021-08-01,7194,6942,5362,5232,12556,12174,24730
LAGUNILLAS,otras vacunaciones,covid 1ra dosis,2021-08-01,163,145,24,20,187,165,352
LAJA,otras vacunaciones,covid 1ra dosis,2021-08-01,95,110,0,3,95,113,208
LAS CARRERAS,otras vacunaciones,covid 1ra dosis,2021-08-01,107,128,0,0,107,128,235
LLALLAGUA,otras vacunaciones,covid 1ra dosis,2021-08-01,321,517,6,17,327,534,861
LLICA,otras vacunaciones,covid 1ra dosis,2021-08-01,29,57,6,5,35,62,97
LORETO,otras vacunaciones,covid 1ra dosis,2021-08-01,11,5,18,28,29,33,62
LURIBAY,otras vacunaciones,covid 1ra dosis,2021-08-01,2,1,4,2,6,3,9
MACHARETI,otras vacunaciones,covid 1ra dosis,2021-08-01,259,206,56,53,315,259,574
MAGDALENA,otras vacunaciones,covid 1ra dosis,2021-08-01,178,204,1,0,179,204,383
MAIRANA,otras vacunaciones,covid 1ra dosis,2021-08-01,16,24,0,0,16,24,40
MALLA,otras vacunaciones,covid 1ra dosis,2021-08-01,0,0,6,12,6,12,18
MAPIRI,otras vacunaciones,covid 1ra dosis,2021-08-01,30,30,26,6,56,36,92
MECAPACA,otras vacunaciones,covid 1ra dosis,2021-08-01,22,31,26,24,48,55,103
MINEROS,otras vacunaciones,covid 1ra dosis,2021-08-01,162,220,33,105,195,325,520
MIZQUE,otras vacunaciones,covid 1ra dosis,2021-08-01,21,33,13,14,34,47,81
MOCOMOCO,otras vacunaciones,covid 1ra dosis,2021-08-01,11,22,0,1,11,23,34
MOJINETE,otras vacunaciones,covid 1ra dosis,2021-08-01,16,6,3,2,19,8,27
MOJOCOYA,otras vacunaciones,covid 1ra dosis,2021-08-01,109,112,15,12,124,124,248
MONTEAGUDO,otras vacunaciones,covid 1ra dosis,2021-08-01,1117,972,34,24,1151,996,2147
MONTERO,otras vacunaciones,covid 1ra dosis,2021-08-01,1644,1742,46,97,1690,1839,3529
MORO MORO,otras vacunaciones,covid 1ra dosis,2021-08-01,34,33,3,2,37,35,72
MOROCHATA,otras vacunaciones,covid 1ra dosis,2021-08-01,50,62,24,27,74,89,163
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid 1ra dosis,2021-08-01,19,17,64,55,83,72,155
NAZACARA DE PACAJES,otras vacunaciones,covid 1ra dosis,2021-08-01,3,3,0,0,3,3,6
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid 1ra dosis,2021-08-01,2,2,7,9,9,11,20
OCURI,otras vacunaciones,covid 1ra dosis,2021-08-01,64,75,23,37,87,112,199
OKINAWA,otras vacunaciones,covid 1ra dosis,2021-08-01,311,324,6,4,317,328,645
OMEREQUE,otras vacunaciones,covid 1ra dosis,2021-08-01,8,7,10,11,18,18,36
ORURO,otras vacunaciones,covid 1ra dosis,2021-08-01,7899,9906,38,80,7937,9986,17923
PADCAYA,otras vacunaciones,covid 1ra dosis,2021-08-01,386,351,11,11,397,362,759
PADILLA,otras vacunaciones,covid 1ra dosis,2021-08-01,9,3,2,0,11,3,14
PAILON,otras vacunaciones,covid 1ra dosis,2021-08-01,961,1064,0,0,961,1064,2025
PALCA,otras vacunaciones,covid 1ra dosis,2021-08-01,22,19,46,48,68,67,135
PALOS BLANCOS,otras vacunaciones,covid 1ra dosis,2021-08-01,47,47,26,31,73,78,151
PAMPA AULLAGAS,otras vacunaciones,covid 1ra dosis,2021-08-01,14,28,0,0,14,28,42
PAMPA GRANDE,otras vacunaciones,covid 1ra dosis,2021-08-01,85,65,0,0,85,65,150
PAPEL PAMPA,otras vacunaciones,covid 1ra dosis,2021-08-01,36,34,46,37,82,71,153
PASORAPA,otras vacunaciones,covid 1ra dosis,2021-08-01,23,29,0,0,23,29,52
PATACAMAYA,otras vacunaciones,covid 1ra dosis,2021-08-01,53,40,6,6,59,46,105
PAZÑA,otras vacunaciones,covid 1ra dosis,2021-08-01,49,55,8,8,57,63,120
PELECHUCO,otras vacunaciones,covid 1ra dosis,2021-08-01,29,28,8,8,37,36,73
POCOATA,otras vacunaciones,covid 1ra dosis,2021-08-01,365,531,668,933,1033,1464,2497
POCONA,otras vacunaciones,covid 1ra dosis,2021-08-01,109,119,0,0,109,119,228
POJO (CBBA),otras vacunaciones,covid 1ra dosis,2021-08-01,47,54,0,0,47,54,101
POOPO,otras vacunaciones,covid 1ra dosis,2021-08-01,134,148,0,0,134,148,282
PORCO,otras vacunaciones,covid 1ra dosis,2021-08-01,42,94,65,41,107,135,242
POROMA,otras vacunaciones,covid 1ra dosis,2021-08-01,155,190,113,115,268,305,573
PORONGO,otras vacunaciones,covid 1ra dosis,2021-08-01,115,87,0,0,115,87,202
PORTACHUELO,otras vacunaciones,covid 1ra dosis,2021-08-01,66,70,0,0,66,70,136
PORVENIR,otras vacunaciones,covid 1ra dosis,2021-08-01,37,50,15,13,52,63,115
POSTRER VALLE,otras vacunaciones,covid 1ra dosis,2021-08-01,56,35,2,4,58,39,97
POTOSI,otras vacunaciones,covid 1ra dosis,2021-08-01,1520,2598,223,350,1743,2948,4691
PRESTO,otras vacunaciones,covid 1ra dosis,2021-08-01,46,71,38,59,84,130,214
PUCARA,otras vacunaciones,covid 1ra dosis,2021-08-01,42,51,0,0,42,51,93
PUCARANI,otras vacunaciones,covid 1ra dosis,2021-08-01,226,243,31,39,257,282,539
PUERTO ACOSTA,otras vacunaciones,covid 1ra dosis,2021-08-01,15,15,2,3,17,18,35
PUERTO CARABUCO,otras vacunaciones,covid 1ra dosis,2021-08-01,2,2,2,0,4,2,6
PUERTO GONZALO MORENO,otras vacunaciones,covid 1ra dosis,2021-08-01,42,69,292,168,334,237,571
PUERTO PEREZ,otras vacunaciones,covid 1ra dosis,2021-08-01,24,20,34,50,58,70,128
PUERTO RICO,otras vacunaciones,covid 1ra dosis,2021-08-01,31,41,211,47,242,88,330
PUERTO VILLARROEL,otras vacunaciones,covid 1ra dosis,2021-08-01,205,199,0,0,205,199,404
PUNA,otras vacunaciones,covid 1ra dosis,2021-08-01,67,109,98,181,165,290,455
PUNATA,otras vacunaciones,covid 1ra dosis,2021-08-01,1,10,0,0,1,10,11
QUILLACOLLO,otras vacunaciones,covid 1ra dosis,2021-08-01,2372,2903,1,2,2373,2905,5278
QUIRUSILLAS,otras vacunaciones,covid 1ra dosis,2021-08-01,18,8,0,0,18,8,26
RAQAYPAMPA(ETA),otras vacunaciones,covid 1ra dosis,2021-08-01,13,15,2,3,15,18,33
RAVELO,otras vacunaciones,covid 1ra dosis,2021-08-01,60,91,106,139,166,230,396
REYES,otras vacunaciones,covid 1ra dosis,2021-08-01,130,138,0,0,130,138,268
RIBERALTA,otras vacunaciones,covid 1ra dosis,2021-08-01,1520,1509,204,82,1724,1591,3315
ROBORE,otras vacunaciones,covid 1ra dosis,2021-08-01,697,649,0,0,697,649,1346
RURRENABAQUE,otras vacunaciones,covid 1ra dosis,2021-08-01,274,278,11,8,285,286,571
SABAYA,otras vacunaciones,covid 1ra dosis,2021-08-01,21,26,0,0,21,26,47
SACABA,otras vacunaciones,covid 1ra dosis,2021-08-01,1110,1399,6,17,1116,1416,2532
SACABAMBA,otras vacunaciones,covid 1ra dosis,2021-08-01,9,12,0,0,9,12,21
SACACA,otras vacunaciones,covid 1ra dosis,2021-08-01,203,240,205,243,408,483,891
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid 1ra dosis,2021-08-01,23,29,4,7,27,36,63
SAMAIPATA,otras vacunaciones,covid 1ra dosis,2021-08-01,3,3,12,20,15,23,38
SAN AGUSTIN,otras vacunaciones,covid 1ra dosis,2021-08-01,6,10,0,0,6,10,16
SAN ANDRES,otras vacunaciones,covid 1ra dosis,2021-08-01,164,186,37,26,201,212,413
SAN ANDRES DE MACHACA,otras vacunaciones,covid 1ra dosis,2021-08-01,9,21,27,34,36,55,91
SAN ANTONIO DE ESMORUCO,otras vacunaciones,covid 1ra dosis,2021-08-01,26,23,6,8,32,31,63
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid 1ra dosis,2021-08-01,70,47,17,24,87,71,158
SAN BENITO,otras vacunaciones,covid 1ra dosis,2021-08-01,12,22,0,0,12,22,34
SAN BORJA,otras vacunaciones,covid 1ra dosis,2021-08-01,265,261,47,61,312,322,634
SAN BUENA VENTURA,otras vacunaciones,covid 1ra dosis,2021-08-01,53,38,2,4,55,42,97
SAN CARLOS,otras vacunaciones,covid 1ra dosis,2021-08-01,134,134,0,0,134,134,268
SAN IGNACIO,otras vacunaciones,covid 1ra dosis,2021-08-01,196,147,150,129,346,276,622
SAN JAVIER(BNI),otras vacunaciones,covid 1ra dosis,2021-08-01,40,44,30,46,70,90,160
SAN JAVIER(STC),otras vacunaciones,covid 1ra dosis,2021-08-01,552,618,0,0,552,618,1170
SAN JOAQUIN,otras vacunaciones,covid 1ra dosis,2021-08-01,115,65,0,0,115,65,180
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid 1ra dosis,2021-08-01,366,368,0,0,366,368,734
SAN JUAN DE YAPACANI,otras vacunaciones,covid 1ra dosis,2021-08-01,10,10,0,0,10,10,20
SAN JULIAN,otras vacunaciones,covid 1ra dosis,2021-08-01,699,783,0,0,699,783,1482
SAN LORENZO(PND),otras vacunaciones,covid 1ra dosis,2021-08-01,51,51,25,18,76,69,145
SAN LORENZO(TJA),otras vacunaciones,covid 1ra dosis,2021-08-01,388,402,0,0,388,402,790
SAN LUCAS,otras vacunaciones,covid 1ra dosis,2021-08-01,616,801,3,3,619,804,1423
SAN MATIAS,otras vacunaciones,covid 1ra dosis,2021-08-01,55,50,0,0,55,50,105
SAN MIGUEL DE VELASCO,otras vacunaciones,covid 1ra dosis,2021-08-01,68,64,22,32,90,96,186
SAN PABLO DE LIPEZ,otras vacunaciones,covid 1ra dosis,2021-08-01,122,124,12,25,134,149,283
SAN PEDRO,otras vacunaciones,covid 1ra dosis,2021-08-01,110,84,0,0,110,84,194
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid 1ra dosis,2021-08-01,319,377,127,129,446,506,952
