,group,variable,month,17.24 COVID 2DA DOSIS DENTRO,17.24 COVID 2DA DOSIS DENTRO,17.24 COVID 2DA DOSIS FUERA,17.24 COVID 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
CATACORA,otras vacunaciones,covid 2da dosis,2021-08-01,10,19,7,9,17,28,45
CHACARILLA,otras vacunaciones,covid 2da dosis,2021-08-01,15,11,6,4,21,15,36
CHALLAPATA,otras vacunaciones,covid 2da dosis,2021-08-01,234,268,138,155,372,423,795
CHAQUI,otras vacunaciones,covid 2da dosis,2021-08-01,88,101,27,39,115,140,255
CHARAGUA,otras vacunaciones,covid 2da dosis,2021-08-01,457,619,52,81,509,700,1209
CHARAÑA,otras vacunaciones,covid 2da dosis,2021-08-01,22,32,15,19,37,51,88
CHAYANTA,otras vacunaciones,covid 2da dosis,2021-08-01,44,73,256,299,300,372,672
CHIMORE,otras vacunaciones,covid 2da dosis,2021-08-01,403,325,18,10,421,335,756
CHIPAYA,otras vacunaciones,covid 2da dosis,2021-08-01,18,22,0,0,18,22,40
CHOQUE COTA,otras vacunaciones,covid 2da dosis,2021-08-01,25,15,0,0,25,15,40
CHUA COCANI,otras vacunaciones,covid 2da dosis,2021-08-01,67,100,0,0,67,100,167
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid 2da dosis,2021-08-01,175,161,51,83,226,244,470
CHUMA,otras vacunaciones,covid 2da dosis,2021-08-01,38,34,70,101,108,135,243
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid 2da dosis,2021-08-01,28,75,24,34,52,109,161
CKOCHAS,otras vacunaciones,covid 2da dosis,2021-08-01,99,107,47,41,146,148,294
CLIZA,otras vacunaciones,covid 2da dosis,2021-08-01,415,562,0,0,415,562,977
COBIJA,otras vacunaciones,covid 2da dosis,2021-08-01,1156,1258,773,633,1929,1891,3820
COCAPATA,otras vacunaciones,covid 2da dosis,2021-08-01,145,178,5,8,150,186,336
COCHABAMBA,otras vacunaciones,covid 2da dosis,2021-08-01,32032,36309,92,21,32124,36330,68454
COIPASA,otras vacunaciones,covid 2da dosis,2021-08-01,6,8,0,0,6,8,14
COLCAPIRHUA,otras vacunaciones,covid 2da dosis,2021-08-01,319,370,2,0,321,370,691
"COLCHA ""K""",otras vacunaciones,covid 2da dosis,2021-08-01,260,198,101,24,361,222,583
COLLANA,otras vacunaciones,covid 2da dosis,2021-08-01,26,24,20,29,46,53,99
COLOMI,otras vacunaciones,covid 2da dosis,2021-08-01,66,105,12,16,78,121,199
COLPA BELGICA,otras vacunaciones,covid 2da dosis,2021-08-01,178,170,0,0,178,170,348
COLQUECHACA,otras vacunaciones,covid 2da dosis,2021-08-01,19,32,29,47,48,79,127
COLQUENCHA,otras vacunaciones,covid 2da dosis,2021-08-01,135,123,0,9,135,132,267
COLQUIRI,otras vacunaciones,covid 2da dosis,2021-08-01,54,34,65,66,119,100,219
COMANCHE,otras vacunaciones,covid 2da dosis,2021-08-01,29,32,4,11,33,43,76
COMARAPA,otras vacunaciones,covid 2da dosis,2021-08-01,36,39,17,16,53,55,108
COMBAYA,otras vacunaciones,covid 2da dosis,2021-08-01,8,9,12,28,20,37,57
CONCEPCION,otras vacunaciones,covid 2da dosis,2021-08-01,356,365,42,38,398,403,801
COPACABANA,otras vacunaciones,covid 2da dosis,2021-08-01,82,112,36,37,118,149,267
CORIPATA,otras vacunaciones,covid 2da dosis,2021-08-01,160,205,6,5,166,210,376
CORO CORO,otras vacunaciones,covid 2da dosis,2021-08-01,63,51,20,24,83,75,158
COROICO,otras vacunaciones,covid 2da dosis,2021-08-01,162,177,57,78,219,255,474
CORQUE,otras vacunaciones,covid 2da dosis,2021-08-01,130,103,0,0,130,103,233
COTAGAITA,otras vacunaciones,covid 2da dosis,2021-08-01,243,306,133,151,376,457,833
COTOCA,otras vacunaciones,covid 2da dosis,2021-08-01,1174,1138,0,1,1174,1139,2313
CRUZ DE MACHACAMARCA,otras vacunaciones,covid 2da dosis,2021-08-01,4,4,0,0,4,4,8
CUATRO CAÑADAS,otras vacunaciones,covid 2da dosis,2021-08-01,323,298,67,15,390,313,703
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid 2da dosis,2021-08-01,135,40,0,0,135,40,175
CUEVO,otras vacunaciones,covid 2da dosis,2021-08-01,100,115,0,0,100,115,215
CULPINA,otras vacunaciones,covid 2da dosis,2021-08-01,336,420,0,1,336,421,757
CURAHUARA DE CARANGAS,otras vacunaciones,covid 2da dosis,2021-08-01,24,27,0,0,24,27,51
CURVA,otras vacunaciones,covid 2da dosis,2021-08-01,6,15,3,20,9,35,44
DESAGUADERO,otras vacunaciones,covid 2da dosis,2021-08-01,24,20,2,2,26,22,48
EL ALTO,otras vacunaciones,covid 2da dosis,2021-08-01,10715,11215,5587,5967,16302,17182,33484
EL CHORO,otras vacunaciones,covid 2da dosis,2021-08-01,83,85,0,0,83,85,168
EL PUENTE(STC),otras vacunaciones,covid 2da dosis,2021-08-01,254,226,3,4,257,230,487
EL PUENTE(TJA),otras vacunaciones,covid 2da dosis,2021-08-01,632,775,70,91,702,866,1568
EL TORNO,otras vacunaciones,covid 2da dosis,2021-08-01,574,566,0,0,574,566,1140
EL VILLAR,otras vacunaciones,covid 2da dosis,2021-08-01,0,0,161,133,161,133,294
ENTRE RIOS TRJ,otras vacunaciones,covid 2da dosis,2021-08-01,1410,1484,164,198,1574,1682,3256
ENTRE RIOS CBBA,otras vacunaciones,covid 2da dosis,2021-08-01,533,365,0,0,533,365,898
ESCARA,otras vacunaciones,covid 2da dosis,2021-08-01,9,13,0,0,9,13,22
ESCOMA,otras vacunaciones,covid 2da dosis,2021-08-01,41,58,28,42,69,100,169
ESMERALDA,otras vacunaciones,covid 2da dosis,2021-08-01,6,8,0,0,6,8,14
EUCALIPTUS,otras vacunaciones,covid 2da dosis,2021-08-01,86,107,6,6,92,113,205
EUREKA (SANTOS MERCADO),otras vacunaciones,covid 2da dosis,2021-08-01,31,32,0,0,31,32,63
EXALTACION,otras vacunaciones,covid 2da dosis,2021-08-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,covid 2da dosis,2021-08-01,63,46,4,10,67,56,123
FILADELFIA,otras vacunaciones,covid 2da dosis,2021-08-01,50,51,100,98,150,149,299
GENERAL SAAVEDRA,otras vacunaciones,covid 2da dosis,2021-08-01,108,108,0,0,108,108,216
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid 2da dosis,2021-08-01,60,64,40,57,100,121,221
GUANAY,otras vacunaciones,covid 2da dosis,2021-08-01,46,48,110,98,156,146,302
GUAQUI,otras vacunaciones,covid 2da dosis,2021-08-01,29,42,4,2,33,44,77
GUAYARAMERIN,otras vacunaciones,covid 2da dosis,2021-08-01,1717,1529,163,106,1880,1635,3515
GUTIERREZ,otras vacunaciones,covid 2da dosis,2021-08-01,175,227,8,7,183,234,417
HUACARETA,otras vacunaciones,covid 2da dosis,2021-08-01,499,429,188,148,687,577,1264
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid 2da dosis,2021-08-01,16,14,19,21,35,35,70
HUACHACALLA,otras vacunaciones,covid 2da dosis,2021-08-01,4,6,0,0,4,6,10
HUANUNI,otras vacunaciones,covid 2da dosis,2021-08-01,398,448,0,0,398,448,846
HUARACAJE,otras vacunaciones,covid 2da dosis,2021-08-01,58,54,2,0,60,54,114
HUARINA,otras vacunaciones,covid 2da dosis,2021-08-01,48,48,46,78,94,126,220
HUATAJATA,otras vacunaciones,covid 2da dosis,2021-08-01,43,60,6,3,49,63,112
HUMANATA,otras vacunaciones,covid 2da dosis,2021-08-01,22,18,4,0,26,18,44
ICHOCA,otras vacunaciones,covid 2da dosis,2021-08-01,3,6,57,49,60,55,115
ICLA,otras vacunaciones,covid 2da dosis,2021-08-01,211,270,193,237,404,507,911
INCAHUASI,otras vacunaciones,covid 2da dosis,2021-08-01,62,73,32,65,94,138,232
INGAVI (HUMAITA),otras vacunaciones,covid 2da dosis,2021-08-01,9,10,6,4,15,14,29
INQUISIVI,otras vacunaciones,covid 2da dosis,2021-08-01,29,25,64,58,93,83,176
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid 2da dosis,2021-08-01,131,116,79,41,210,157,367
IXIAMAS,otras vacunaciones,covid 2da dosis,2021-08-01,85,101,4,8,89,109,198
JESUS DE MACHACA,otras vacunaciones,covid 2da dosis,2021-08-01,14,16,5,6,19,22,41
LA ASUNTA,otras vacunaciones,covid 2da dosis,2021-08-01,319,294,53,33,372,327,699
LA GUARDIA,otras vacunaciones,covid 2da dosis,2021-08-01,1263,1336,47,45,1310,1381,2691
LA PAZ,otras vacunaciones,covid 2da dosis,2021-08-01,28437,29875,11741,12508,40178,42383,82561
LA RIVERA,otras vacunaciones,covid 2da dosis,2021-08-01,13,11,0,0,13,11,24
LAGUNILLAS,otras vacunaciones,covid 2da dosis,2021-08-01,125,107,39,62,164,169,333
LAJA,otras vacunaciones,covid 2da dosis,2021-08-01,44,48,1,0,45,48,93
LAS CARRERAS,otras vacunaciones,covid 2da dosis,2021-08-01,118,117,0,0,118,117,235
LICOMA PAMPA,otras vacunaciones,covid 2da dosis,2021-08-01,38,19,16,19,54,38,92
LLALLAGUA,otras vacunaciones,covid 2da dosis,2021-08-01,1020,1381,29,39,1049,1420,2469
LLICA,otras vacunaciones,covid 2da dosis,2021-08-01,109,128,8,4,117,132,249
LORETO,otras vacunaciones,covid 2da dosis,2021-08-01,27,26,0,0,27,26,53
LURIBAY,otras vacunaciones,covid 2da dosis,2021-08-01,59,82,66,68,125,150,275
MACHACAMARCA,otras vacunaciones,covid 2da dosis,2021-08-01,35,46,0,0,35,46,81
MACHARETI,otras vacunaciones,covid 2da dosis,2021-08-01,426,398,46,54,472,452,924
MAGDALENA,otras vacunaciones,covid 2da dosis,2021-08-01,181,215,12,2,193,217,410
MAIRANA,otras vacunaciones,covid 2da dosis,2021-08-01,144,140,4,5,148,145,293
MALLA,otras vacunaciones,covid 2da dosis,2021-08-01,12,6,14,20,26,26,52
MAPIRI,otras vacunaciones,covid 2da dosis,2021-08-01,157,152,38,18,195,170,365
MECAPACA,otras vacunaciones,covid 2da dosis,2021-08-01,57,71,14,24,71,95,166
MINEROS,otras vacunaciones,covid 2da dosis,2021-08-01,57,51,2,0,59,51,110
MIZQUE,otras vacunaciones,covid 2da dosis,2021-08-01,250,283,98,87,348,370,718
MOCOMOCO,otras vacunaciones,covid 2da dosis,2021-08-01,52,52,6,15,58,67,125
MOJINETE,otras vacunaciones,covid 2da dosis,2021-08-01,24,19,2,8,26,27,53
MOJOCOYA,otras vacunaciones,covid 2da dosis,2021-08-01,147,141,20,30,167,171,338
MONTEAGUDO,otras vacunaciones,covid 2da dosis,2021-08-01,1457,1326,155,128,1612,1454,3066
MONTERO,otras vacunaciones,covid 2da dosis,2021-08-01,473,534,0,0,473,534,1007
MORO MORO,otras vacunaciones,covid 2da dosis,2021-08-01,72,79,20,25,92,104,196
MOROCHATA,otras vacunaciones,covid 2da dosis,2021-08-01,29,27,18,23,47,50,97
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid 2da dosis,2021-08-01,35,27,21,25,56,52,108
NAZACARA DE PACAJES,otras vacunaciones,covid 2da dosis,2021-08-01,7,11,0,0,7,11,18
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid 2da dosis,2021-08-01,9,5,9,8,18,13,31
OCURI,otras vacunaciones,covid 2da dosis,2021-08-01,108,127,113,178,221,305,526
OKINAWA,otras vacunaciones,covid 2da dosis,2021-08-01,107,98,0,0,107,98,205
OMEREQUE,otras vacunaciones,covid 2da dosis,2021-08-01,92,57,93,106,185,163,348
ORURO,otras vacunaciones,covid 2da dosis,2021-08-01,16776,19029,89,90,16865,19119,35984
PADCAYA,otras vacunaciones,covid 2da dosis,2021-08-01,1063,1099,61,63,1124,1162,2286
PADILLA,otras vacunaciones,covid 2da dosis,2021-08-01,743,622,0,0,743,622,1365
PAILON,otras vacunaciones,covid 2da dosis,2021-08-01,548,527,0,0,548,527,1075
PALCA,otras vacunaciones,covid 2da dosis,2021-08-01,55,71,71,87,126,158,284
PALOS BLANCOS,otras vacunaciones,covid 2da dosis,2021-08-01,237,258,142,141,379,399,778
PAMPA AULLAGAS,otras vacunaciones,covid 2da dosis,2021-08-01,49,48,49,7,98,55,153
PAMPA GRANDE,otras vacunaciones,covid 2da dosis,2021-08-01,43,44,2,2,45,46,91
PAPEL PAMPA,otras vacunaciones,covid 2da dosis,2021-08-01,47,40,24,38,71,78,149
PASORAPA,otras vacunaciones,covid 2da dosis,2021-08-01,151,152,8,5,159,157,316
PATACAMAYA,otras vacunaciones,covid 2da dosis,2021-08-01,241,175,23,18,264,193,457
PAZÑA,otras vacunaciones,covid 2da dosis,2021-08-01,139,168,21,19,160,187,347
PELECHUCO,otras vacunaciones,covid 2da dosis,2021-08-01,44,25,13,16,57,41,98
POCOATA,otras vacunaciones,covid 2da dosis,2021-08-01,110,141,90,117,200,258,458
POCONA,otras vacunaciones,covid 2da dosis,2021-08-01,332,348,0,0,332,348,680
POJO (CBBA),otras vacunaciones,covid 2da dosis,2021-08-01,98,79,0,0,98,79,177
POOPO,otras vacunaciones,covid 2da dosis,2021-08-01,200,213,0,0,200,213,413
PORCO,otras vacunaciones,covid 2da dosis,2021-08-01,272,310,32,16,304,326,630
POROMA,otras vacunaciones,covid 2da dosis,2021-08-01,136,116,80,67,216,183,399
PORONGO,otras vacunaciones,covid 2da dosis,2021-08-01,407,375,0,0,407,375,782
PORTACHUELO,otras vacunaciones,covid 2da dosis,2021-08-01,246,232,0,0,246,232,478
PORVENIR,otras vacunaciones,covid 2da dosis,2021-08-01,117,146,19,23,136,169,305
POSTRER VALLE,otras vacunaciones,covid 2da dosis,2021-08-01,61,54,17,18,78,72,150
POTOSI,otras vacunaciones,covid 2da dosis,2021-08-01,7606,9553,157,99,7763,9652,17415
PRESTO,otras vacunaciones,covid 2da dosis,2021-08-01,116,123,53,64,169,187,356
PUCARA,otras vacunaciones,covid 2da dosis,2021-08-01,62,61,0,0,62,61,123
PUCARANI,otras vacunaciones,covid 2da dosis,2021-08-01,268,278,46,42,314,320,634
PUERTO ACOSTA,otras vacunaciones,covid 2da dosis,2021-08-01,56,78,18,29,74,107,181
PUERTO CARABUCO,otras vacunaciones,covid 2da dosis,2021-08-01,6,6,9,15,15,21,36
PUERTO GONZALO MORENO,otras vacunaciones,covid 2da dosis,2021-08-01,33,50,56,50,89,100,189
PUERTO PEREZ,otras vacunaciones,covid 2da dosis,2021-08-01,54,40,118,145,172,185,357
PUERTO RICO,otras vacunaciones,covid 2da dosis,2021-08-01,78,48,194,66,272,114,386
PUERTO SUAREZ,otras vacunaciones,covid 2da dosis,2021-08-01,15,28,0,0,15,28,43
PUERTO VILLARROEL,otras vacunaciones,covid 2da dosis,2021-08-01,770,762,0,0,770,762,1532
PUNA,otras vacunaciones,covid 2da dosis,2021-08-01,127,248,114,151,241,399,640
PUNATA,otras vacunaciones,covid 2da dosis,2021-08-01,541,773,0,0,541,773,1314
QUIABAYA,otras vacunaciones,covid 2da dosis,2021-08-01,0,0,58,36,58,36,94
QUILLACOLLO,otras vacunaciones,covid 2da dosis,2021-08-01,3047,3695,7,1,3054,3696,6750
QUIME,otras vacunaciones,covid 2da dosis,2021-08-01,69,58,34,11,103,69,172
QUIRUSILLAS,otras vacunaciones,covid 2da dosis,2021-08-01,59,45,0,2,59,47,106
RAQAYPAMPA(ETA),otras vacunaciones,covid 2da dosis,2021-08-01,65,83,35,39,100,122,222
RAVELO,otras vacunaciones,covid 2da dosis,2021-08-01,109,104,140,207,249,311,560
REYES,otras vacunaciones,covid 2da dosis,2021-08-01,295,345,0,0,295,345,640
RIBERALTA,otras vacunaciones,covid 2da dosis,2021-08-01,4261,4901,229,257,4490,5158,9648
ROBORE,otras vacunaciones,covid 2da dosis,2021-08-01,727,663,0,0,727,663,1390
RURRENABAQUE,otras vacunaciones,covid 2da dosis,2021-08-01,421,417,34,18,455,435,890
SABAYA,otras vacunaciones,covid 2da dosis,2021-08-01,85,82,0,0,85,82,167
SACABA,otras vacunaciones,covid 2da dosis,2021-08-01,1515,1829,152,14,1667,1843,3510
SACABAMBA,otras vacunaciones,covid 2da dosis,2021-08-01,51,71,0,0,51,71,122
SACACA,otras vacunaciones,covid 2da dosis,2021-08-01,126,181,54,51,180,232,412
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid 2da dosis,2021-08-01,137,169,47,43,184,212,396
SAMAIPATA,otras vacunaciones,covid 2da dosis,2021-08-01,28,29,7,21,35,50,85
SAN AGUSTIN,otras vacunaciones,covid 2da dosis,2021-08-01,83,88,0,0,83,88,171
SAN ANDRES,otras vacunaciones,covid 2da dosis,2021-08-01,169,169,119,94,288,263,551
SAN ANDRES DE MACHACA,otras vacunaciones,covid 2da dosis,2021-08-01,11,15,18,15,29,30,59
SAN ANTONIO DE ESMORUCO,otras vacunaciones,covid 2da dosis,2021-08-01,28,26,5,6,33,32,65
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid 2da dosis,2021-08-01,78,110,31,34,109,144,253
SAN BENITO,otras vacunaciones,covid 2da dosis,2021-08-01,164,209,0,0,164,209,373
SAN BORJA,otras vacunaciones,covid 2da dosis,2021-08-01,180,249,1,2,181,251,432
SAN BUENA VENTURA,otras vacunaciones,covid 2da dosis,2021-08-01,93,125,29,125,122,250,372
SAN CARLOS,otras vacunaciones,covid 2da dosis,2021-08-01,75,72,0,0,75,72,147
SAN IGNACIO,otras vacunaciones,covid 2da dosis,2021-08-01,354,299,252,293,606,592,1198
SAN IGNACIO DE VELASCO,otras vacunaciones,covid 2da dosis,2021-08-01,1440,1313,23,18,1463,1331,2794
SAN JAVIER(BNI),otras vacunaciones,covid 2da dosis,2021-08-01,10,4,16,22,26,26,52
SAN JAVIER(STC),otras vacunaciones,covid 2da dosis,2021-08-01,439,433,0,0,439,433,872
SAN JOAQUIN,otras vacunaciones,covid 2da dosis,2021-08-01,99,95,0,0,99,95,194
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid 2da dosis,2021-08-01,965,825,0,0,965,825,1790
SAN JUAN DE YAPACANI,otras vacunaciones,covid 2da dosis,2021-08-01,12,12,0,0,12,12,24
SAN JULIAN,otras vacunaciones,covid 2da dosis,2021-08-01,472,511,7,11,479,522,1001
SAN LORENZO(PND),otras vacunaciones,covid 2da dosis,2021-08-01,61,75,99,99,160,174,334
SAN LORENZO(TJA),otras vacunaciones,covid 2da dosis,2021-08-01,1546,1847,0,0,1546,1847,3393
SAN LUCAS,otras vacunaciones,covid 2da dosis,2021-08-01,924,1142,6,8,930,1150,2080
SAN MATIAS,otras vacunaciones,covid 2da dosis,2021-08-01,188,187,0,0,188,187,375
SAN MIGUEL DE VELASCO,otras vacunaciones,covid 2da dosis,2021-08-01,507,509,0,2,507,511,1018
SAN PABLO DE LIPEZ,otras vacunaciones,covid 2da dosis,2021-08-01,91,84,20,16,111,100,211
SAN PEDRO,otras vacunaciones,covid 2da dosis,2021-08-01,42,43,0,0,42,43,85
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid 2da dosis,2021-08-01,115,104,55,56,170,160,330
SAN PEDRO DE MACHA,otras vacunaciones,covid 2da dosis,2021-08-01,86,80,41,69,127,149,276
SAN PEDRO DE QUEMES,otras vacunaciones,covid 2da dosis,2021-08-01,43,39,6,6,49,45,94
SAN PEDRO DE TIQUINA,otras vacunaciones,covid 2da dosis,2021-08-01,123,82,13,12,136,94,230
SAN PEDRO(PND),otras vacunaciones,covid 2da dosis,2021-08-01,1,2,63,64,64,66,130
SAN RAFAEL,otras vacunaciones,covid 2da dosis,2021-08-01,280,267,0,1,280,268,548
SAN RAMON BENI,otras vacunaciones,covid 2da dosis,2021-08-01,44,56,0,0,44,56,100
SAN RAMON SCZ,otras vacunaciones,covid 2da dosis,2021-08-01,87,96,0,0,87,96,183
SANTA ANA,otras vacunaciones,covid 2da dosis,2021-08-01,231,258,62,15,293,273,566
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid 2da dosis,2021-08-01,25305,27261,11557,11375,36862,38636,75498
SANTA ROSA,otras vacunaciones,covid 2da dosis,2021-08-01,186,209,139,145,325,354,679
SANTA ROSA DEL SARA,otras vacunaciones,covid 2da dosis,2021-08-01,106,74,16,21,122,95,217
SANTIAGO DE CALLAPA,otras vacunaciones,covid 2da dosis,2021-08-01,31,27,5,8,36,35,71
SANTIAGO DE HUARI,otras vacunaciones,covid 2da dosis,2021-08-01,97,108,72,87,169,195,364
SANTIAGO DE HUATA,otras vacunaciones,covid 2da dosis,2021-08-01,40,56,24,43,64,99,163
SANTIAGO DE MACHACA,otras vacunaciones,covid 2da dosis,2021-08-01,17,11,11,9,28,20,48
SANTIVAÑES,otras vacunaciones,covid 2da dosis,2021-08-01,358,323,0,0,358,323,681
SANTUARIO DE QUILLACAS,otras vacunaciones,covid 2da dosis,2021-08-01,9,9,0,0,9,9,18
SAPAHAQUI,otras vacunaciones,covid 2da dosis,2021-08-01,33,46,19,17,52,63,115
SENA,otras vacunaciones,covid 2da dosis,2021-08-01,134,92,8,12,142,104,246
SHINAOTA,otras vacunaciones,covid 2da dosis,2021-08-01,331,302,87,2,418,304,722
SICA SICA (VILLA AROMA),otras vacunaciones,covid 2da dosis,2021-08-01,42,45,96,109,138,154,292
SICAYA,otras vacunaciones,covid 2da dosis,2021-08-01,33,24,15,26,48,50,98
SIPE SIPE,otras vacunaciones,covid 2da dosis,2021-08-01,427,601,234,282,661,883,1544
SOPACHUY,otras vacunaciones,covid 2da dosis,2021-08-01,98,115,14,13,112,128,240
SORACACHI,otras vacunaciones,covid 2da dosis,2021-08-01,327,400,0,0,327,400,727
SORATA,otras vacunaciones,covid 2da dosis,2021-08-01,86,91,147,116,233,207,440
SUCRE,otras vacunaciones,covid 2da dosis,2021-08-01,12809,15563,2360,2310,15169,17873,33042
TACACHI,otras vacunaciones,covid 2da dosis,2021-08-01,18,33,0,0,18,33,51
TACACOMA,otras vacunaciones,covid 2da dosis,2021-08-01,61,44,34,28,95,72,167
TACOBAMBA,otras vacunaciones,covid 2da dosis,2021-08-01,67,46,71,99,138,145,283
TACOPAYA,otras vacunaciones,covid 2da dosis,2021-08-01,44,56,61,66,105,122,227
TAHUA,otras vacunaciones,covid 2da dosis,2021-08-01,27,19,3,2,30,21,51
TAPACARI,otras vacunaciones,covid 2da dosis,2021-08-01,415,473,0,0,415,473,888
TARABUCO,otras vacunaciones,covid 2da dosis,2021-08-01,165,180,96,127,261,307,568
TARACO,otras vacunaciones,covid 2da dosis,2021-08-01,35,34,8,3,43,37,80
TARATA,otras vacunaciones,covid 2da dosis,2021-08-01,301,265,0,0,301,265,566
TARIJA,otras vacunaciones,covid 2da dosis,2021-08-01,8467,9086,3587,4052,12054,13138,25192
TARVITA,otras vacunaciones,covid 2da dosis,2021-08-01,154,159,84,93,238,252,490
TEOPONTE,otras vacunaciones,covid 2da dosis,2021-08-01,131,120,32,32,163,152,315
TIAHUANACU,otras vacunaciones,covid 2da dosis,2021-08-01,22,17,1,4,23,21,44
TINGUIPAYA,otras vacunaciones,covid 2da dosis,2021-08-01,66,93,50,74,116,167,283
TIPUANI,otras vacunaciones,covid 2da dosis,2021-08-01,105,130,39,37,144,167,311
TIQUIPAYA,otras vacunaciones,covid 2da dosis,2021-08-01,791,937,1,1,792,938,1730
TIRAQUE (CBBA),otras vacunaciones,covid 2da dosis,2021-08-01,57,58,0,0,57,58,115
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid 2da dosis,2021-08-01,10,15,9,8,19,23,42
TOCO,otras vacunaciones,covid 2da dosis,2021-08-01,76,115,0,0,76,115,191
TOLATA,otras vacunaciones,covid 2da dosis,2021-08-01,701,258,0,0,701,258,959
TOLEDO,otras vacunaciones,covid 2da dosis,2021-08-01,90,97,0,0,90,97,187
TOMAVE,otras vacunaciones,covid 2da dosis,2021-08-01,78,112,134,148,212,260,472
TOMINA,otras vacunaciones,covid 2da dosis,2021-08-01,252,261,1,1,253,262,515
TORO TORO,otras vacunaciones,covid 2da dosis,2021-08-01,72,90,5,2,77,92,169
TOTORA(CBBA),otras vacunaciones,covid 2da dosis,2021-08-01,169,161,0,0,169,161,330
TOTORA(ORR),otras vacunaciones,covid 2da dosis,2021-08-01,98,133,22,26,120,159,279
TRIGAL,otras vacunaciones,covid 2da dosis,2021-08-01,30,46,30,23,60,69,129
TRINIDAD,otras vacunaciones,covid 2da dosis,2021-08-01,1330,1468,169,187,1499,1655,3154
TUPIZA,otras vacunaciones,covid 2da dosis,2021-08-01,1922,2205,721,839,2643,3044,5687
TURCO,otras vacunaciones,covid 2da dosis,2021-08-01,40,49,0,0,40,49,89
UMALA,otras vacunaciones,covid 2da dosis,2021-08-01,22,31,29,30,51,61,112
UNCIA,otras vacunaciones,covid 2da dosis,2021-08-01,207,216,39,22,246,238,484
URIONDO (A. CONCEPCION),otras vacunaciones,covid 2da dosis,2021-08-01,962,1174,0,0,962,1174,2136
URUBICHA,otras vacunaciones,covid 2da dosis,2021-08-01,99,147,0,0,99,147,246
UYUNI,otras vacunaciones,covid 2da dosis,2021-08-01,642,626,118,164,760,790,1550
VACAS,otras vacunaciones,covid 2da dosis,2021-08-01,51,50,10,20,61,70,131
VALLEGRANDE,otras vacunaciones,covid 2da dosis,2021-08-01,461,468,137,110,598,578,1176
VIACHA,otras vacunaciones,covid 2da dosis,2021-08-01,144,198,35,40,179,238,417
VILA VILA,otras vacunaciones,covid 2da dosis,2021-08-01,37,47,60,87,97,134,231
VILLA CHARCAS,otras vacunaciones,covid 2da dosis,2021-08-01,133,144,11,20,144,164,308
VILLA MONTES,otras vacunaciones,covid 2da dosis,2021-08-01,745,789,536,612,1281,1401,2682
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid 2da dosis,2021-08-01,10,9,19,17,29,26,55
VILLA RIVERO,otras vacunaciones,covid 2da dosis,2021-08-01,109,120,0,0,109,120,229
VILLA SERRANO,otras vacunaciones,covid 2da dosis,2021-08-01,497,401,146,125,643,526,1169
VILLA TUNARI,otras vacunaciones,covid 2da dosis,2021-08-01,1110,912,99,88,1209,1000,2209
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid 2da dosis,2021-08-01,607,571,235,234,842,805,1647
VILLAZON,otras vacunaciones,covid 2da dosis,2021-08-01,1198,1687,767,728,1965,2415,4380
VINTO,otras vacunaciones,covid 2da dosis,2021-08-01,705,908,55,27,760,935,1695
VITICHI,otras vacunaciones,covid 2da dosis,2021-08-01,111,151,21,34,132,185,317
WALDO BALLIVIAN,otras vacunaciones,covid 2da dosis,2021-08-01,17,5,0,2,17,7,24
WARNES,otras vacunaciones,covid 2da dosis,2021-08-01,774,854,0,0,774,854,1628
YACO,otras vacunaciones,covid 2da dosis,2021-08-01,29,30,32,22,61,52,113
YACUIBA,otras vacunaciones,covid 2da dosis,2021-08-01,3247,3730,1371,786,4618,4516,9134
YAMPARAEZ,otras vacunaciones,covid 2da dosis,2021-08-01,139,164,64,68,203,232,435
YANACACHI,otras vacunaciones,covid 2da dosis,2021-08-01,87,86,32,22,119,108,227
YAPACANI,otras vacunaciones,covid 2da dosis,2021-08-01,420,452,1,1,421,453,874
YOCALLA,otras vacunaciones,covid 2da dosis,2021-08-01,92,134,2,1,94,135,229
YOTALA,otras vacunaciones,covid 2da dosis,2021-08-01,230,319,53,72,283,391,674
YUNCHARA,otras vacunaciones,covid 2da dosis,2021-08-01,95,123,51,63,146,186,332
YUNGUYO DE LITORAL,otras vacunaciones,covid 2da dosis,2021-08-01,2,5,0,0,2,5,7
