,group,variable,month,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS FUERA,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
REYES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,1,0,1,0,2,2
RIBERALTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,16,0,70,0,86,86
ROBORE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,1,0,2,0,3,3
SABAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,16,0,20,0,36,36
SAMAIPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,0,0,3,0,3,3
SAN ANDRES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,2,0,0,0,2,2
SAN BENITO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,1,0,2,0,3,3
SAN BORJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,3,0,21,0,24,24
SAN BUENA VENTURA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,1,0,3,0,4,4
SAN IGNACIO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,1,0,9,0,10,10
SAN IGNACIO DE VELASCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,4,0,17,0,21,21
SAN JAVIER(BNI),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,1,0,4,0,5,5
SAN JOAQUIN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,22,0,0,0,22,22
SAN JOSE DE CHIQUITOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,0,0,3,0,3,3
SAN JULIAN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,1,0,0,0,1,1
SAN LORENZO(TJA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,5,0,0,0,5,5
SAN LUCAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,24,0,36,0,60,60
SAN MIGUEL DE VELASCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,1,0,25,0,26,26
SAN PABLO DE LIPEZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,5,0,2,0,7,7
SAN PEDRO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,1,0,2,0,3,3
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,9,0,13,0,22,22
SAN PEDRO DE MACHA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,2,0,0,0,2,2
SAN PEDRO(PND),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,0,0,7,0,7,7
SANTA ANA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,172,0,142,0,314,314
SANTA ROSA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,1,0,9,0,10,10
SANTIAGO DE HUARI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,0,0,5,0,5,5
SAPAHAQUI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,2,0,0,0,2,2
SENA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,0,0,7,0,7,7
SHINAOTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,1,0,0,0,1,1
SIPE SIPE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,2,0,5,0,7,7
SOPACHUY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,0,0,1,0,1,1
SORACACHI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,1,0,6,0,7,7
SUCRE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,105,0,26,0,131,131
TACACOMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,1,0,0,0,1,1
TACOBAMBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,0,0,1,0,1,1
TACOPAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,0,0,1,0,1,1
TARABUCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,34,0,58,0,92,92
TEOPONTE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,1,0,0,0,1,1
TIAHUANACU,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,1,0,8,0,9,9
TINGUIPAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,0,0,1,0,1,1
TIPUANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,1,0,0,0,1,1
TIQUIPAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,3,0,2,0,5,5
TOCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,1,0,0,0,1,1
TOLEDO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,1,0,0,0,1,1
TOMAVE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,0,0,1,0,1,1
TOMINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,23,0,13,0,36,36
TORO TORO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,7,0,0,0,7,7
TOTORA(CBBA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,9,0,3,0,12,12
TRIGAL,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,6,0,42,0,48,48
TUPIZA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,20,0,6,0,26,26
TURCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,1,0,0,0,1,1
UNCIA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,2,0,4,0,6,6
URIONDO (A. CONCEPCION),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,11,0,0,0,11,11
UYUNI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,5,0,1,0,6,6
VACAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,2,0,1,0,3,3
VALLEGRANDE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,22,0,1,0,23,23
VIACHA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,0,0,1,0,1,1
VILA VILA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,0,0,1,0,1,1
VILLA MONTES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,1,0,1,0,2,2
VILLA SERRANO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,3,0,2,0,5,5
VILLAZON,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,5,0,1,0,6,6
VINTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,3,0,0,0,3,3
VITICHI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,0,0,2,0,2,2
WALDO BALLIVIAN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,0,0,1,0,1,1
WARNES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,15,0,6,0,21,21
YACO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,0,0,5,0,5,5
YACUIBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,0,0,4,0,4,4
YAMPARAEZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,0,0,1,0,1,1
YAPACANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,1,0,1,0,2,2
YOTALA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,0,0,11,0,11,11
YUNCHARA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-06-01,0,1,0,3,0,4,4
ACACIO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,4,0,4,4
ACHACACHI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,2,0,1,0,3,3
ACHOCALLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,3,0,0,0,3,3
AIQUILE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,2,0,2,2
ANCORAIMES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,0,0,1,1
ANTEQUERA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,3,0,4,4
ANZALDO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,0,0,1,1
APOLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,8,0,9,9
ASCENCION DE GUARAYOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,10,0,0,0,10,10
ATOCHA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,1,0,2,2
AUCAPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,2,0,2,2
AYO AYO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,6,0,6,6
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,3,0,4,4
AZURDUY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,3,0,3,0,6,6
BELLA FLOR,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,3,0,3,3
BERMEJO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,12,0,11,0,23,23
BETANZOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,1,0,2,2
BOLIVAR,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,1,0,1,1
BOLPEBRA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,1,0,1,1
BOYUIBE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,0,0,1,1
CAIROMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,0,0,1,1
"CAIZA ""D""",otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,13,0,2,0,15,15
CALAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,2,0,0,0,2,2
CAMIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,8,0,0,0,8,8
CAQUIAVIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,2,0,0,0,2,2
CARANAVI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,1,0,2,2
CHAQUI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,0,0,1,1
CHARAGUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,11,0,3,0,14,14
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,10,0,11,11
CHUMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,2,0,0,0,2,2
COBIJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,4,0,18,0,22,22
COCAPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,1,0,2,2
COCHABAMBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,71,0,61,0,132,132
COLCAPIRHUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,8,0,9,0,17,17
"COLCHA ""K""",otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,2,0,2,2
COLLANA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,1,0,1,1
COLOMI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,2,0,3,3
COLQUECHACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,5,0,5,5
COLQUIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,2,0,2,2
COMARAPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,0,0,1,1
CORO CORO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,1,0,1,1
COTOCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,4,0,0,0,4,4
CUEVO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,2,0,3,3
DESAGUADERO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,2,0,2,2
EL ALTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,100,0,108,0,208,208
EL PUENTE(STC),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,3,0,0,0,3,3
EL PUENTE(TJA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,1,0,1,1
EL TORNO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,5,0,0,0,5,5
ENTRE RIOS TRJ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,0,0,1,1
ESMERALDA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,1,0,1,1
EUCALIPTUS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,0,0,1,1
EUREKA (SANTOS MERCADO),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,4,0,4,4
FILADELFIA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,0,0,1,1
GUANAY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,11,0,12,12
GUAYARAMERIN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,5,0,64,0,69,69
GUTIERREZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,8,0,8,8
HUACARETA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,2,0,2,0,4,4
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,6,0,9,0,15,15
HUARINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,0,0,1,1
HUAYLLAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,0,0,1,1
INQUISIVI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,4,0,5,5
IRUPANA (VILLA DE LANZA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,0,0,1,1
LA GUARDIA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,111,0,26,0,137,137
LAGUNILLAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,6,0,0,0,6,6
LLALLAGUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,2,0,24,0,26,26
LORETO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,0,0,1,1
LURIBAY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,0,0,1,1
MACHACAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,0,0,1,1
MACHARETI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,1,0,1,1
MAGDALENA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,1,0,1,1
MAPIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,1,0,1,1
MIZQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,2,0,2,2
MONTEAGUDO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,2,0,4,0,6,6
MONTERO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,9,0,20,0,29,29
MORO MORO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,6,0,7,7
MOROCHATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,5,0,5,5
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,2,0,3,3
OMEREQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,1,0,1,1
ORURO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,29,0,37,0,66,66
PADCAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,5,0,5,5
PAILON,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,8,0,23,0,31,31
PALCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,2,0,14,0,16,16
PALOS BLANCOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,4,0,27,0,31,31
PAMPA GRANDE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,2,0,0,0,2,2
PAPEL PAMPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,1,0,1,1
PATACAMAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,14,0,14,14
POCOATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,12,0,13,13
PORONGO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,1,0,2,2
PORTACHUELO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,0,0,1,1
PORVENIR,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,2,0,2,2
POTOSI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,56,0,21,0,77,77
PUCARA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,2,0,0,0,2,2
PUERTO GONZALO MORENO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,5,0,5,5
PUERTO SUAREZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,2,0,2,2
PUNATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,2,0,5,0,7,7
QUILLACOLLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,17,0,24,0,41,41
RAVELO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,3,0,3,3
REYES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,7,0,8,8
RIBERALTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,3,0,65,0,68,68
RURRENABAQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,2,0,3,3
SACABA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,12,0,17,0,29,29
SACACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,4,0,4,4
SAN AGUSTIN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,5,0,0,0,5,5
SAN ANDRES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,4,0,2,0,6,6
SAN BENITO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,1,0,1,1
SAN BORJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,1,0,2,2
SAN BUENA VENTURA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,3,0,1,0,4,4
SAN IGNACIO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,6,0,2,0,8,8
SAN IGNACIO DE VELASCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,9,0,0,0,9,9
SAN JOAQUIN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,8,0,0,0,8,8
SAN JOSE DE CHIQUITOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,37,0,38,38
SAN LUCAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,12,0,0,0,12,12
SAN PABLO DE LIPEZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,4,0,0,0,4,4
SAN PEDRO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,16,0,8,0,24,24
SAN PEDRO DE MACHA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,3,0,3,3
SAN PEDRO DE TIQUINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,148,0,103,0,251,251
SANTA ROSA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,10,0,10,10
SANTIAGO DE HUARI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,2,0,0,0,2,2
SANTIAGO DE HUATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,1,0,1,1
SAPAHAQUI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,1,0,1,1
SENA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,3,0,0,0,3,3
SIPE SIPE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,7,0,7,0,14,14
SORATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,1,0,1,1
SUCRE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,38,0,29,0,67,67
TACOPAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,1,0,0,0,1,1
TAPACARI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-07-01,0,0,0,1,0,1,1
