,group,variable,month,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,TOTALES,TOTALES,TOTALES
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,1622,2103,2238,2483,3860,4586,8446
SANTA ROSA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,1,5,0,0,1,5,6
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,27,43,15,30,42,73,115
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,0,0,1,0,1,0,1
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,0,0,4,0,4,0,4
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,0,1,2,3,2,4,6
SANTIVAÑES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,0,3,0,0,0,3,3
SAPAHAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,1,1,0,0,1,1,2
SENA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,3,0,1,2,4,2,6
SHINAOTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,14,27,106,118,120,145,265
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,12,28,7,18,19,46,65
SICAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,0,0,5,9,5,9,14
SIPE SIPE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,15,30,179,185,194,215,409
SOPACHUY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,0,5,0,0,0,5,5
SORACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,1,0,1,3,2,3,5
SORATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,4,6,30,39,34,45,79
SUCRE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,121,252,215,326,336,578,914
TACACOMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,13,10,19,9,32,19,51
TACOBAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,0,1,1,2,1,3,4
TACOPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,1,6,46,57,47,63,110
TAHUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,0,1,4,2,4,3,7
TAPACARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,1,3,3,3,4,6,10
TARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,2,9,4,8,6,17,23
TARACO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,2,3,10,22,12,25,37
TARATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,2,1,2,1,4,2,6
TARIJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,158,179,493,489,651,668,1319
TARVITA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,18,12,17,46,35,58,93
TEOPONTE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,3,9,3,7,6,16,22
TIAHUANACU,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,22,31,7,14,29,45,74
TINGUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,1,0,2,1,3,1,4
TIPUANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,10,10,1,2,11,12,23
TIQUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,26,29,127,174,153,203,356
TIRAQUE (CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,20,24,84,98,104,122,226
TOCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,8,5,3,14,11,19,30
TOLATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,7,9,10,16,17,25,42
TOMAVE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,1,1,14,14,15,15,30
TOMINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,4,3,3,2,7,5,12
TORO TORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,2,4,5,5,7,9,16
TOTORA(CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,7,8,16,36,23,44,67
TOTORA(ORR),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,0,0,1,0,1,0,1
TRINIDAD,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,31,51,34,59,65,110,175
TUPIZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,14,8,33,43,47,51,98
TURCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,0,0,0,1,0,1,1
UMALA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,2,0,11,8,13,8,21
UNCIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,1,5,4,4,5,9,14
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,1,2,0,1,1,3,4
URUBICHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,1,1,9,17,10,18,28
UYUNI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,43,88,163,214,206,302,508
VACAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,1,2,1,3,2,5,7
VALLEGRANDE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,12,27,18,12,30,39,69
VIACHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,66,60,46,71,112,131,243
VILA VILA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,1,1,0,1,1,2,3
VILLA CHARCAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,0,0,3,2,3,2,5
VILLA MONTES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,21,23,31,40,52,63,115
VILLA RIVERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,4,12,19,32,23,44,67
VILLA SERRANO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,17,22,4,2,21,24,45
VILLA TUNARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,60,86,226,223,286,309,595
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,0,1,2,1,2,2,4
VILLAZON,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,19,52,3,4,22,56,78
VINTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,9,5,16,35,25,40,65
VITICHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,4,6,7,9,11,15,26
WARNES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,64,103,105,236,169,339,508
YACO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,0,0,8,8,8,8,16
YACUIBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,18,28,29,52,47,80,127
YAMPARAEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,10,13,1,10,11,23,34
YANACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,5,11,2,3,7,14,21
YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,48,25,25,47,73,72,145
YOCALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,5,4,4,7,9,11,20
YOTALA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,2,1,2,2,4,3,7
YUNCHARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,4,5,13,27,17,32,49
ZUDAÑEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-08-01,2,2,71,143,73,145,218
ACACIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,0,2,1,2,1,3
ACHACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,15,37,46,36,61,73,134
ACHOCALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,28,39,1,4,29,43,72
AIQUILE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,6,10,14,12,20,22,42
ALALAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,0,3,3,3,3,6
ALCALA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,10,15,2,3,12,18,30
ALTO BENI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,3,1,3,7,6,8,14
ANCORAIMES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,2,2,5,7,7,9,16
ANDAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,0,1,4,2,4,6
ANTEQUERA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,0,6,2,6,2,8
ANZALDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,0,0,1,0,1,1
APOLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,22,38,9,11,31,49,80
ARANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,5,35,57,36,62,98
ARBIETO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,0,6,11,6,11,17
ARQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,3,20,6,3,9,23,32
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,2,5,0,0,2,5,7
ATOCHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,3,5,2,2,5,7,12
AUCAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,6,3,3,0,9,3,12
AYATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,2,1,5,2,7,9
AYO AYO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,2,2,0,2,2,4,6
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,14,24,10,12,24,36,60
BATALLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,0,0,0,1,0,1
BAURES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,3,7,12,19,15,26,41
BELEN DE URMIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,1,0,4,0,5,5
BELLA FLOR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,1,2,3,2,4,6
BERMEJO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,6,12,6,5,12,17,29
BETANZOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,2,5,16,22,18,27,45
BOLIVAR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,8,5,16,21,24,26,50
BOLPEBRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,1,1,2,2,3,5
BOYUIBE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,2,6,28,88,30,94,124
BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,1,22,40,22,41,63
CABEZAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,6,10,80,141,86,151,237
CAIROMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,4,2,1,1,5,3,8
CAJUATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,9,0,0,1,9,10
CALAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,1,0,0,0,1,1
CAMARGO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,7,17,23,72,30,89,119
CAMIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,75,130,304,503,379,633,1012
CAPINOTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,3,2,0,0,3,2,5
CAQUIAVIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,2,2,0,0,2,2,4
CARACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,3,4,4,7,7,11,18
CARANAVI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,9,3,4,9,13,12,25
CARAPARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,9,2,2,9,11,11,22
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,3,7,5,6,8,13,21
CHACARILLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,7,0,3,0,10,0,10
CHALLAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,5,17,39,18,44,62
CHAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,2,0,1,0,3,3
CHARAGUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,13,17,16,20,29,37,66
CHAYANTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,6,12,4,6,10,18,28
CHIMORE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,13,37,54,37,67,74,141
CHOQUE COTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,0,3,2,3,2,5
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,9,17,72,114,81,131,212
CHUMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,0,1,1,1,1,2
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,3,1,20,42,23,43,66
CKOCHAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,3,0,0,1,3,4
CLIZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,8,4,14,13,22,17,39
COBIJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,54,34,26,33,80,67,147
COCAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,10,11,5,10,15,21,36
COCHABAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,252,430,1320,2133,1572,2563,4135
COLCAPIRHUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,11,24,68,86,79,110,189
"COLCHA ""K""",otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,5,0,6,1,11,12
COLLANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,4,0,4,11,8,11,19
COLOMI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,5,13,9,6,14,19,33
COLPA BELGICA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,96,143,82,123,178,266,444
COLQUECHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,3,12,7,12,10,22
COLQUENCHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,6,14,1,2,7,16,23
COLQUIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,7,12,39,12,46,58
COMANCHE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,1,2,3,2,4,6
COMARAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,17,92,87,128,104,220,324
CONCEPCION,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,20,149,99,140,119,289,408
COPACABANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,2,5,4,8,6,13,19
CORIPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,4,6,20,8,24,14,38
CORO CORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,0,6,9,6,9,15
COROICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,7,34,11,18,18,52,70
COTAGAITA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,5,6,9,30,14,36,50
COTOCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,44,82,73,174,117,256,373
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,73,27,17,12,90,39,129
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,7,5,5,5,12,10,22
CUEVO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,2,4,7,16,9,20,29
CULPINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,47,86,109,170,156,256,412
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,0,0,0,1,0,1
CURVA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,1,0,0,1,1,2
DESAGUADERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,206,337,398,488,604,825,1429
EL PUENTE(STC),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,2,2,24,58,26,60,86
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,2,2,1,6,3,8,11
EL TORNO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,57,102,147,214,204,316,520
EL VILLAR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,23,35,10,13,33,48,81
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,6,10,2,4,8,14,22
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,24,25,23,24,47,49,96
ESCOMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,0,12,5,12,5,17
ESMERALDA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,0,0,0,1,0,1
EUCALIPTUS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,0,0,2,1,2,3
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,3,0,0,1,3,1,4
EXALTACION,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,1,0,0,1,1,2
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,3,6,32,6,35,41
FILADELFIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,0,0,1,1,1,2
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,5,14,7,38,12,52,64
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,2,0,2,1,4,5
GUANAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,6,18,74,86,80,104,184
GUAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,3,10,3,1,6,11,17
GUAYARAMERIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,7,9,89,160,96,169,265
GUTIERREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,12,3,4,3,16,19
HUACARETA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,2,0,0,1,2,3
HUANUNI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,3,7,71,204,74,211,285
HUARACAJE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,8,31,4,4,12,35,47
HUARINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,4,3,5,7,9,10,19
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,0,1,0,2,0,2
HUMANATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,1,0,0,1,1,2
ICLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,0,5,9,5,9,14
INCAHUASI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,12,11,22,32,34,43,77
INGAVI (HUMAITA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,2,0,0,0,2,2
INQUISIVI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,4,2,0,5,4,7,11
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,2,2,12,18,14,20,34
IXIAMAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,3,2,9,2,12,14
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,17,27,6,8,23,35,58
LA ASUNTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,20,33,5,1,25,34,59
LA GUARDIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,111,184,578,899,689,1083,1772
LA PAZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,432,725,507,650,939,1375,2314
LAGUNILLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,4,16,26,17,30,47
LAJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,6,7,5,13,11,20,31
LLALLAGUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,20,34,209,352,229,386,615
LURIBAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,2,20,19,21,21,42
MACHACAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,2,3,0,0,2,3,5
MACHARETI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,0,5,4,5,4,9
MAGDALENA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,2,2,16,26,18,28,46
MAIRANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,3,27,58,28,61,89
MAPIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,2,0,0,0,2,0,2
MECAPACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,2,7,7,11,9,18,27
MINEROS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,3,10,4,5,7,15,22
MIZQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,3,96,129,97,132,229
MOCOMOCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,7,15,18,29,25,44,69
MOJOCOYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,5,8,0,1,5,9,14
MONTEAGUDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,5,10,145,238,150,248,398
MONTERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,56,50,168,318,224,368,592
MORO MORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,2,0,2,2,4,2,6
MOROCHATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,2,0,1,1,3,4
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,0,1,0,1,0,1
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,1,0,0,0,1,1
OCURI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,0,0,2,0,2,2
OKINAWA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,4,9,2,17,6,26,32
ORURO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,56,52,234,488,290,540,830
PADCAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,3,5,7,6,10,11,21
PADILLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,26,33,64,93,90,126,216
PAILON,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,7,4,47,73,54,77,131
PALCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,6,8,49,38,55,46,101
PALOS BLANCOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,7,6,6,9,13,15,28
PAMPA GRANDE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,7,5,64,98,71,103,174
PAPEL PAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,0,3,9,4,9,13
PATACAMAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,2,2,14,8,16,10,26
PAZÑA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,0,1,3,1,3,4
PELECHUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,2,1,20,12,22,13,35
POCOATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,2,0,0,0,2,0,2
POCONA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,2,2,7,10,9,12,21
POJO (CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,2,7,14,8,16,24
POOPO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,0,3,5,3,5,8
PORCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,1,11,15,12,16,28
POROMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,3,3,2,8,5,11,16
PORONGO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,14,22,15,25,29,47,76
PORTACHUELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,12,27,22,44,34,71,105
PORVENIR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,0,0,18,16,18,16,34
POSTRER VALLE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,3,2,1,3,4,7
POTOSI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,67,144,289,417,356,561,917
PRESTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-09-01,1,4,2,15,3,19,22
