,group,variable,month,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,TOTALES,TOTALES,TOTALES
LA GUARDIA,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,27,58,17,21,44,79,123
LA PAZ,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,62,122,26,34,88,156,244
LLALLAGUA,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,0,2,6,16,6,18,24
MACHARETI,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,3,2,1,0,4,2,6
MAGDALENA,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,0,0,0,2,0,2,2
MINEROS,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,0,1,11,30,11,31,42
MONTERO,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,5,12,2,16,7,28,35
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,0,0,4,3,4,3,7
ORURO,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,31,36,1,0,32,36,68
PADILLA,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,1,0,0,0,1,0,1
PALOS BLANCOS,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,6,18,21,24,27,42,69
POCOATA,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,0,0,0,1,0,1,1
POROMA,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,0,0,2,2,2,2,4
POTOSI,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,69,107,0,0,69,107,176
PUCARA,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,4,7,0,0,4,7,11
PUCARANI,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,1,5,0,0,1,5,6
PUERTO ACOSTA,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,1,4,4,5,5,9,14
PUERTO PEREZ,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,0,0,1,1,1,1,2
PUERTO QUIJARRO,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,1,2,0,0,1,2,3
PUERTO SUAREZ,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,4,0,0,0,4,0,4
PUERTO VILLARROEL,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,9,7,2,1,11,8,19
PUNATA,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,11,11,0,0,11,11,22
QUIABAYA,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,0,0,2,2,2,2,4
QUILLACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,9,3,15,17,24,20,44
QUIRUSILLAS,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,3,5,0,0,3,5,8
RIBERALTA,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,3,2,46,5,49,7,56
RURRENABAQUE,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,0,0,3,4,3,4,7
SABAYA,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,0,0,1,2,1,2,3
SACABA,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,13,21,6,9,19,30,49
SALINAS DE GARCI MENDOZA,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,2,2,0,0,2,2,4
SAN ANDRES,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,12,8,0,0,12,8,20
SAN ANTONIO DE LOMERIO,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,0,0,1,7,1,7,8
SAN BENITO,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,2,0,0,0,2,0,2
SAN BORJA,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,2,5,3,8,5,13,18
SAN IGNACIO,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,2,0,0,0,2,0,2
SAN IGNACIO DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,1,1,0,0,1,1,2
SAN JOAQUIN,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,10,10,0,0,10,10,20
SAN JULIAN,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,12,16,1,1,13,17,30
SAN RAFAEL,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,0,0,6,1,6,1,7
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,441,439,227,249,668,688,1356
SANTA ROSA DEL SARA,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,4,1,1,0,5,1,6
SANTIAGO DE HUARI,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,0,0,0,2,0,2,2
SORATA,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,2,1,1,4,3,5,8
SUCRE,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,6,15,1,1,7,16,23
TACACOMA,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,1,4,0,0,1,4,5
TARABUCO,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,1,0,0,0,1,0,1
TARIJA,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,5,8,0,6,5,14,19
TIQUIPAYA,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,14,14,3,10,17,24,41
TIRAQUE (CBBA),otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,0,2,0,1,0,3,3
TRINIDAD,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,11,18,5,5,16,23,39
TUPIZA,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,2,7,1,0,3,7,10
UMALA,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,0,1,0,0,0,1,1
VACAS,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,5,14,1,3,6,17,23
VALLEGRANDE,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,0,1,0,0,0,1,1
VIACHA,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,1,0,0,0,1,0,1
VILA VILA,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,1,1,7,6,8,7,15
VILLA MONTES,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,17,25,61,5,78,30,108
VILLA RIVERO,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,0,0,2,0,2,0,2
VILLA TUNARI,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,1,1,1,0,2,1,3
VILLAZON,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,4,39,2,3,6,42,48
VITICHI,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,0,0,2,3,2,3,5
WARNES,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,6,7,6,5,12,12,24
YACUIBA,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,19,16,5,2,24,18,42
YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2021-08-01,1,2,2,4,3,6,9
ACHACACHI,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,6,7,0,1,6,8,14
ACHOCALLA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,4,0,0,0,4,4
APOLO,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,3,7,0,0,3,7,10
ARANI,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,2,2,0,0,2,2,4
ASCENCION DE GUARAYOS,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,4,4,0,0,4,4,8
ATOCHA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,0,0,7,0,7,7
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,0,2,1,2,1,3
AZURDUY,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,1,1,0,0,1,1,2
BELEN DE ANDAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,0,2,0,2,0,2
BELLA FLOR,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,10,0,5,10,15,10,25
BERMEJO,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,0,3,1,3,1,4
BETANZOS,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,3,4,4,6,7,10,17
BOLPEBRA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,0,0,1,0,1,1
BUENA VISTA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,1,0,1,0,2,0,2
CABEZAS,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,2,1,3,4,5,5,10
CAMARGO,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,6,6,2,1,8,7,15
CAMIRI,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,7,5,0,1,7,6,13
CARACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,2,2,0,1,2,3,5
CARANAVI,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,8,14,1,2,9,16,25
CARAPARI,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,4,0,3,7,7,7,14
CARMEN RIVERO TORREZ,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,5,7,2,5,7,12,19
CHALLAPATA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,7,12,0,0,7,12,19
CHIMORE,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,1,1,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,2,2,0,0,2,2,4
COBIJA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,102,58,184,37,286,95,381
COCAPATA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,0,1,2,1,2,3
COCHABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,78,106,60,89,138,195,333
COLCAPIRHUA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,4,2,20,32,24,34,58
"COLCHA ""K""",otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,1,6,5,0,6,6,12
COLOMI,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,1,0,0,0,1,1
COLPA BELGICA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,0,0,1,0,1,1
COLQUENCHA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,1,5,0,0,1,5,6
CONCEPCION,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,2,3,5,3,7,10
COROICO,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,2,2,0,0,2,2,4
COTAGAITA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,2,9,0,0,2,9,11
COTOCA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,7,8,0,0,7,8,15
CUATRO CAÑADAS,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,1,0,0,0,1,1
CUEVO,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,92,111,21,29,113,140,253
EL PUENTE(STC),otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,72,56,0,0,72,56,128
EL TORNO,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,6,4,0,0,6,4,10
ENTRE RIOS TRJ,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,8,0,0,0,8,0,8
ENTRE RIOS CBBA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,11,9,0,0,11,9,20
ESCOMA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,2,1,0,0,2,1,3
EUCALIPTUS,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,3,3,0,0,3,3,6
FILADELFIA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,0,1,3,1,3,4
GENERAL SAAVEDRA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,3,3,3,0,6,3,9
GUANAY,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,4,7,7,7,11,14,25
GUAYARAMERIN,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,1,0,0,0,1,1
HUACARETA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,2,0,0,0,2,2
HUANUNI,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,1,1,8,4,9,5,14
ICLA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,1,0,0,0,1,0,1
INGAVI (HUMAITA),otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,3,2,0,1,3,3,6
INQUISIVI,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,2,3,4,3,6,9
LA ASUNTA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,3,3,0,0,3,3,6
LA GUARDIA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,27,19,19,37,46,56,102
LA PAZ,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,79,124,19,2,98,126,224
LAGUNILLAS,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,1,9,0,9,1,10
LLALLAGUA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,14,25,19,25,33,58
MACHARETI,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,1,5,0,5,1,6
MAGDALENA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,0,8,7,8,7,15
MAPIRI,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,1,2,2,2,3,5
MECAPACA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,2,0,0,0,2,2
MINEROS,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,1,3,13,40,14,43,57
MONTEAGUDO,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,5,20,19,30,24,50,74
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,3,5,0,0,3,5,8
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,2,0,0,0,2,2
ORURO,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,24,66,1,1,25,67,92
PADILLA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,1,0,0,0,1,1
PAILON,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,4,2,2,1,6,3,9
PALOS BLANCOS,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,12,12,8,17,20,29,49
PORCO,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,0,1,7,1,7,8
PORONGO,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,6,6,0,0,6,6,12
PORTACHUELO,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,0,0,2,0,2,2
PORVENIR,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,0,8,7,8,7,15
POTOSI,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,12,13,201,30,213,43,256
PUERTO ACOSTA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,1,2,3,4,4,6,10
PUERTO QUIJARRO,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,2,0,0,0,2,0,2
PUERTO VILLARROEL,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,2,1,0,1,2,3
PUNA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,1,4,0,0,1,4,5
PUNATA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,2,12,8,13,10,25,35
QUILLACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,15,11,8,15,23,26,49
RIBERALTA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,4,3,5,5,9,8,17
ROBORE,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,5,4,4,0,9,4,13
RURRENABAQUE,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,3,0,4,0,7,7
SACABA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,19,29,9,25,28,54,82
SACABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,0,1,0,1,0,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,7,12,2,3,9,15,24
SAMAIPATA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,3,0,3,0,6,6
SAN ANDRES,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,0,5,4,5,4,9
SAN ANTONIO DE LOMERIO,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,2,3,1,2,3,5,8
SAN BENITO,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,3,6,0,0,3,6,9
SAN BORJA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,4,10,1,4,5,14,19
SAN BUENA VENTURA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,2,3,1,6,3,9,12
SAN IGNACIO,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,2,12,23,12,25,37
SAN IGNACIO DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,18,16,0,12,18,28,46
SAN JAVIER(BNI),otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,4,5,0,0,4,5,9
SAN JULIAN,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,21,19,0,0,21,19,40
SAN LORENZO(PND),otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,1,0,6,10,7,10,17
SAN LORENZO(TJA),otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,1,2,0,0,1,2,3
SAN MATIAS,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,0,1,4,1,4,5
SAN PABLO DE LIPEZ,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,2,0,1,0,3,3
SAN RAFAEL,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,4,3,1,3,5,8
SANTA ANA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,457,522,323,485,780,1007,1787
SANTA ROSA DEL SARA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,16,13,4,3,20,16,36
SANTIAGO DE HUATA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,1,0,0,0,1,1
SANTUARIO DE QUILLACAS,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,0,5,4,5,4,9
SHINAOTA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,0,3,3,3,3,6
SORATA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,0,3,11,3,11,14
SUCRE,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,14,23,8,9,22,32,54
TACACOMA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,5,2,0,0,5,2,7
TARABUCO,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,1,0,0,0,1,1
TARATA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,2,0,0,0,2,0,2
TARIJA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,22,16,5,10,27,26,53
TIQUIPAYA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,29,17,1,3,30,20,50
TIRAQUE (CBBA),otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,0,1,2,1,2,3
TOCO,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,0,0,1,0,1,1
TOMAVE,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,1,3,0,0,1,3,4
TRINIDAD,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,20,27,14,60,34,87,121
TUPIZA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,3,7,2,5,5,12,17
UNCIA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,0,0,4,0,4,4
UYUNI,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,1,0,0,0,1,0,1
VACAS,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,1,0,0,0,1,1
VALLEGRANDE,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,1,1,0,1,1,2,3
VIACHA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,2,0,0,0,2,0,2
VILA VILA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,0,7,4,7,4,11
VILLA MONTES,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,7,10,4,1,11,11,22
VILLA NUEVA (LOMA ALTA),otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,2,6,13,6,15,21
VILLA RIVERO,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,1,2,0,1,1,3,4
VILLA TUNARI,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,11,4,0,0,11,4,15
VILLAZON,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,9,31,7,12,16,43,59
VINTO,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,0,6,1,13,1,19,20
VITICHI,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,2,2,2,2,4,4,8
WARNES,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,6,13,9,17,15,30,45
YACUIBA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,22,14,20,20,42,34,76
YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,10,2,3,6,13,8,21
YOTALA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,1,7,0,0,1,7,8
YUNCHARA,otras vacunaciones,antiamarilica ( dosis unica),2021-09-01,3,6,0,3,3,9,12
ACHACACHI,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,5,13,1,5,6,18,24
ALTO BENI,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,1,2,6,2,7,9
ANDAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,4,2,0,0,4,2,6
ANTEQUERA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,0,1,6,1,6,7
ASCENCION DE GUARAYOS,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,19,14,1,6,20,20,40
ATOCHA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,0,0,1,0,1,1
BATALLAS,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,2,0,2,4,4,4,8
BAURES,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,0,6,0,6,0,6
BELLA FLOR,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,0,6,3,6,3,9
BERMEJO,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,17,12,0,0,17,12,29
BETANZOS,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,0,5,4,5,4,9
CABEZAS,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,0,1,4,1,4,5
"CAIZA ""D""",otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,4,4,6,4,10,14
CAMARGO,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,7,3,0,0,7,3,10
CAMIRI,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,8,1,0,0,8,1,9
CARACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,2,4,0,0,2,4,6
CARANAVI,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,16,16,5,2,21,18,39
CARMEN RIVERO TORREZ,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,4,3,0,0,4,3,7
CHALLAPATA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,5,5,1,2,6,7,13
CHIMORE,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,1,2,0,0,1,2,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,0,2,3,2,3,5
CLIZA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,12,5,0,0,12,5,17
COBIJA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,13,13,23,17,36,30,66
COCAPATA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,5,0,2,4,7,4,11
COCHABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,76,114,238,137,314,251,565
COLCAPIRHUA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,5,7,6,22,11,29,40
"COLCHA ""K""",otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,6,0,0,0,6,6
COLQUENCHA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,0,2,3,2,3,5
CONCEPCION,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,4,0,4,14,8,14,22
COROICO,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,8,14,6,12,14,26,40
CORQUE,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,1,1,0,0,1,1,2
COTOCA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,7,15,6,4,13,19,32
CUATRO CAÑADAS,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,2,4,5,7,7,11,18
CUEVO,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,1,1,2,1,3,4
EL ALTO,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,117,121,21,23,138,144,282
EL TORNO,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,3,4,0,6,3,10,13
ENTRE RIOS TRJ,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,3,3,2,1,5,4,9
ENTRE RIOS CBBA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,7,15,10,10,17,25,42
ESMERALDA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,1,0,0,0,1,0,1
EUCALIPTUS,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,3,0,0,0,3,3
FILADELFIA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,0,0,5,0,5,5
GENERAL SAAVEDRA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,4,4,0,0,4,4,8
GUANAY,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,6,4,12,16,18,20,38
GUAYARAMERIN,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,1,1,0,0,1,1,2
HUACARETA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,1,0,0,0,1,1
HUMANATA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,0,3,0,3,0,3
LA ASUNTA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,2,0,0,0,2,2
LA GUARDIA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,12,18,21,26,33,44,77
LA PAZ,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,93,128,6,7,99,135,234
LAGUNILLAS,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,3,2,0,0,3,2,5
LLALLAGUA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,2,6,14,13,16,19,35
LLICA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,7,2,4,6,11,8,19
MACHARETI,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,0,2,1,2,1,3
MAGDALENA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,1,0,3,7,4,7,11
MAIRANA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,0,2,0,2,0,2
MAPIRI,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,3,2,3,1,6,3,9
