,group,variable,month,17.25 COVID DOSIS UNICA DENTRO,17.25 COVID DOSIS UNICA DENTRO,17.25 COVID DOSIS UNICA FUERA,17.25 COVID DOSIS UNICA FUERA,TOTALES,TOTALES,TOTALES
LA GUARDIA,otras vacunaciones,covid dosis unica,2021-09-01,612.0,529.0,28.0,37.0,640.0,566.0,1206.0
LA PAZ,otras vacunaciones,covid dosis unica,2021-09-01,2315.0,2533.0,66.0,75.0,2381.0,2608.0,4989.0
LAJA,otras vacunaciones,covid dosis unica,2021-09-01,46.0,37.0,52.0,45.0,98.0,82.0,180.0
LAS CARRERAS,otras vacunaciones,covid dosis unica,2021-09-01,9.0,11.0,0.0,0.0,9.0,11.0,20.0
LICOMA PAMPA,otras vacunaciones,covid dosis unica,2021-09-01,6.0,7.0,20.0,22.0,26.0,29.0,55.0
LLALLAGUA,otras vacunaciones,covid dosis unica,2021-09-01,289.0,378.0,189.0,239.0,478.0,617.0,1095.0
LLICA,otras vacunaciones,covid dosis unica,2021-09-01,74.0,96.0,3.0,2.0,77.0,98.0,175.0
LURIBAY,otras vacunaciones,covid dosis unica,2021-09-01,29.0,25.0,121.0,140.0,150.0,165.0,315.0
MACHACAMARCA,otras vacunaciones,covid dosis unica,2021-09-01,45.0,60.0,0.0,0.0,45.0,60.0,105.0
MACHARETI,otras vacunaciones,covid dosis unica,2021-09-01,25.0,28.0,19.0,17.0,44.0,45.0,89.0
MAIRANA,otras vacunaciones,covid dosis unica,2021-09-01,100.0,90.0,2.0,8.0,102.0,98.0,200.0
MALLA,otras vacunaciones,covid dosis unica,2021-09-01,0.0,0.0,46.0,48.0,46.0,48.0,94.0
MAPIRI,otras vacunaciones,covid dosis unica,2021-09-01,0.0,0.0,178.0,190.0,178.0,190.0,368.0
MECAPACA,otras vacunaciones,covid dosis unica,2021-09-01,0.0,0.0,13.0,12.0,13.0,12.0,25.0
MIZQUE,otras vacunaciones,covid dosis unica,2021-09-01,39.0,43.0,113.0,118.0,152.0,161.0,313.0
MOCOMOCO,otras vacunaciones,covid dosis unica,2021-09-01,74.0,80.0,94.0,122.0,168.0,202.0,370.0
MORO MORO,otras vacunaciones,covid dosis unica,2021-09-01,7.0,6.0,4.0,3.0,11.0,9.0,20.0
MOROCHATA,otras vacunaciones,covid dosis unica,2021-09-01,323.0,329.0,361.0,402.0,684.0,731.0,1415.0
NAZACARA DE PACAJES,otras vacunaciones,covid dosis unica,2021-09-01,11.0,15.0,0.0,0.0,11.0,15.0,26.0
OCURI,otras vacunaciones,covid dosis unica,2021-09-01,74.0,66.0,181.0,176.0,255.0,242.0,497.0
OMEREQUE,otras vacunaciones,covid dosis unica,2021-09-01,28.0,20.0,74.0,53.0,102.0,73.0,175.0
ORURO,otras vacunaciones,covid dosis unica,2021-09-01,401.0,381.0,0.0,0.0,401.0,381.0,782.0
PADCAYA,otras vacunaciones,covid dosis unica,2021-09-01,354.0,266.0,7.0,16.0,361.0,282.0,643.0
PALOS BLANCOS,otras vacunaciones,covid dosis unica,2021-09-01,84.0,100.0,255.0,211.0,339.0,311.0,650.0
PAMPA GRANDE,otras vacunaciones,covid dosis unica,2021-09-01,5.0,10.0,0.0,0.0,5.0,10.0,15.0
PASORAPA,otras vacunaciones,covid dosis unica,2021-09-01,40.0,20.0,0.0,0.0,40.0,20.0,60.0
PATACAMAYA,otras vacunaciones,covid dosis unica,2021-09-01,12.0,27.0,14.0,17.0,26.0,44.0,70.0
PAZÑA,otras vacunaciones,covid dosis unica,2021-09-01,14.0,16.0,4.0,1.0,18.0,17.0,35.0
PELECHUCO,otras vacunaciones,covid dosis unica,2021-09-01,11.0,9.0,52.0,62.0,63.0,71.0,134.0
POCONA,otras vacunaciones,covid dosis unica,2021-09-01,308.0,272.0,0.0,0.0,308.0,272.0,580.0
POJO (CBBA),otras vacunaciones,covid dosis unica,2021-09-01,143.0,156.0,0.0,0.0,143.0,156.0,299.0
PORCO,otras vacunaciones,covid dosis unica,2021-09-01,6.0,9.0,0.0,0.0,6.0,9.0,15.0
POROMA,otras vacunaciones,covid dosis unica,2021-09-01,136.0,119.0,64.0,70.0,200.0,189.0,389.0
PORONGO,otras vacunaciones,covid dosis unica,2021-09-01,220.0,185.0,0.0,0.0,220.0,185.0,405.0
PORTACHUELO,otras vacunaciones,covid dosis unica,2021-09-01,29.0,21.0,20.0,19.0,49.0,40.0,89.0
POTOSI,otras vacunaciones,covid dosis unica,2021-09-01,25.0,30.0,0.0,0.0,25.0,30.0,55.0
PRESTO,otras vacunaciones,covid dosis unica,2021-09-01,29.0,38.0,16.0,32.0,45.0,70.0,115.0
PUCARA,otras vacunaciones,covid dosis unica,2021-09-01,5.0,0.0,0.0,0.0,5.0,0.0,5.0
PUCARANI,otras vacunaciones,covid dosis unica,2021-09-01,73.0,79.0,16.0,17.0,89.0,96.0,185.0
PUERTO ACOSTA,otras vacunaciones,covid dosis unica,2021-09-01,32.0,28.0,7.0,8.0,39.0,36.0,75.0
PUERTO CARABUCO,otras vacunaciones,covid dosis unica,2021-09-01,17.0,18.0,73.0,77.0,90.0,95.0,185.0
PUERTO PEREZ,otras vacunaciones,covid dosis unica,2021-09-01,35.0,20.0,0.0,0.0,35.0,20.0,55.0
PUERTO SILES,otras vacunaciones,covid dosis unica,2021-09-01,0.0,0.0,6.0,1.0,6.0,1.0,7.0
PUERTO SUAREZ,otras vacunaciones,covid dosis unica,2021-09-01,138.0,72.0,26.0,9.0,164.0,81.0,245.0
PUERTO VILLARROEL,otras vacunaciones,covid dosis unica,2021-09-01,956.0,989.0,0.0,0.0,956.0,989.0,1945.0
PUNA,otras vacunaciones,covid dosis unica,2021-09-01,2.0,3.0,0.0,0.0,2.0,3.0,5.0
PUNATA,otras vacunaciones,covid dosis unica,2021-09-01,270.0,280.0,0.0,0.0,270.0,280.0,550.0
QUIABAYA,otras vacunaciones,covid dosis unica,2021-09-01,0.0,0.0,33.0,62.0,33.0,62.0,95.0
QUILLACOLLO,otras vacunaciones,covid dosis unica,2021-09-01,15.0,13.0,0.0,0.0,15.0,13.0,28.0
QUIME,otras vacunaciones,covid dosis unica,2021-09-01,100.0,110.0,49.0,51.0,149.0,161.0,310.0
QUIRUSILLAS,otras vacunaciones,covid dosis unica,2021-09-01,10.0,6.0,2.0,2.0,12.0,8.0,20.0
RAQAYPAMPA(ETA),otras vacunaciones,covid dosis unica,2021-09-01,66.0,79.0,14.0,6.0,80.0,85.0,165.0
RAVELO,otras vacunaciones,covid dosis unica,2021-09-01,92.0,103.0,134.0,131.0,226.0,234.0,460.0
RIBERALTA,otras vacunaciones,covid dosis unica,2021-09-01,443.0,489.0,24.0,23.0,467.0,512.0,979.0
ROBORE,otras vacunaciones,covid dosis unica,2021-09-01,60.0,40.0,0.0,0.0,60.0,40.0,100.0
RURRENABAQUE,otras vacunaciones,covid dosis unica,2021-09-01,31.0,30.0,0.0,0.0,31.0,30.0,61.0
SABAYA,otras vacunaciones,covid dosis unica,2021-09-01,4.0,1.0,0.0,0.0,4.0,1.0,5.0
SACABA,otras vacunaciones,covid dosis unica,2021-09-01,3.0,7.0,0.0,0.0,3.0,7.0,10.0
SACACA,otras vacunaciones,covid dosis unica,2021-09-01,207.0,161.0,133.0,132.0,340.0,293.0,633.0
SAMAIPATA,otras vacunaciones,covid dosis unica,2021-09-01,35.0,25.0,73.0,54.0,108.0,79.0,187.0
SAN AGUSTIN,otras vacunaciones,covid dosis unica,2021-09-01,25.0,15.0,0.0,0.0,25.0,15.0,40.0
SAN ANDRES DE MACHACA,otras vacunaciones,covid dosis unica,2021-09-01,0.0,0.0,20.0,20.0,20.0,20.0,40.0
SAN ANTONIO DE ESMORUCO,otras vacunaciones,covid dosis unica,2021-09-01,3.0,2.0,0.0,0.0,3.0,2.0,5.0
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid dosis unica,2021-09-01,45.0,40.0,2.0,3.0,47.0,43.0,90.0
SAN BENITO,otras vacunaciones,covid dosis unica,2021-09-01,350.0,455.0,0.0,0.0,350.0,455.0,805.0
SAN BORJA,otras vacunaciones,covid dosis unica,2021-09-01,27.0,30.0,0.0,0.0,27.0,30.0,57.0
SAN BUENA VENTURA,otras vacunaciones,covid dosis unica,2021-09-01,118.0,123.0,41.0,47.0,159.0,170.0,329.0
SAN IGNACIO,otras vacunaciones,covid dosis unica,2021-09-01,118.0,136.0,64.0,82.0,182.0,218.0,400.0
SAN IGNACIO DE VELASCO,otras vacunaciones,covid dosis unica,2021-09-01,167.0,168.0,0.0,0.0,167.0,168.0,335.0
SAN JAVIER(STC),otras vacunaciones,covid dosis unica,2021-09-01,5.0,6.0,0.0,0.0,5.0,6.0,11.0
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid dosis unica,2021-09-01,34.0,32.0,0.0,0.0,34.0,32.0,66.0
SAN JULIAN,otras vacunaciones,covid dosis unica,2021-09-01,176.0,153.0,30.0,25.0,206.0,178.0,384.0
SAN LORENZO(TJA),otras vacunaciones,covid dosis unica,2021-09-01,67.0,55.0,36.0,39.0,103.0,94.0,197.0
SAN LUCAS,otras vacunaciones,covid dosis unica,2021-09-01,105.0,115.0,16.0,9.0,121.0,124.0,245.0
SAN PEDRO,otras vacunaciones,covid dosis unica,2021-09-01,63.0,66.0,0.0,0.0,63.0,66.0,129.0
SAN PEDRO DE MACHA,otras vacunaciones,covid dosis unica,2021-09-01,142.0,192.0,189.0,229.0,331.0,421.0,752.0
SAN PEDRO DE TIQUINA,otras vacunaciones,covid dosis unica,2021-09-01,3.0,7.0,1.0,1.0,4.0,8.0,12.0
SAN PEDRO(PND),otras vacunaciones,covid dosis unica,2021-09-01,0.0,0.0,17.0,20.0,17.0,20.0,37.0
SAN RAFAEL,otras vacunaciones,covid dosis unica,2021-09-01,8.0,12.0,0.0,0.0,8.0,12.0,20.0
SAN RAMON BENI,otras vacunaciones,covid dosis unica,2021-09-01,195.0,185.0,0.0,0.0,195.0,185.0,380.0
SANTA ANA,otras vacunaciones,covid dosis unica,2021-09-01,0.0,1.0,29.0,38.0,29.0,39.0,68.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid dosis unica,2021-09-01,8199.0,7696.0,2108.0,2117.0,10307.0,9813.0,20120.0
SANTA ROSA,otras vacunaciones,covid dosis unica,2021-09-01,23.0,15.0,12.0,27.0,35.0,42.0,77.0
SANTA ROSA DEL SARA,otras vacunaciones,covid dosis unica,2021-09-01,32.0,33.0,10.0,17.0,42.0,50.0,92.0
SANTIAGO DE HUARI,otras vacunaciones,covid dosis unica,2021-09-01,0.0,0.0,4.0,1.0,4.0,1.0,5.0
SANTIAGO DE HUATA,otras vacunaciones,covid dosis unica,2021-09-01,96.0,104.0,4.0,6.0,100.0,110.0,210.0
SANTIAGO DE MACHACA,otras vacunaciones,covid dosis unica,2021-09-01,30.0,33.0,23.0,17.0,53.0,50.0,103.0
SANTIVAÑES,otras vacunaciones,covid dosis unica,2021-09-01,547.0,538.0,0.0,0.0,547.0,538.0,1085.0
SAPAHAQUI,otras vacunaciones,covid dosis unica,2021-09-01,47.0,46.0,48.0,44.0,95.0,90.0,185.0
SENA,otras vacunaciones,covid dosis unica,2021-09-01,0.0,0.0,8.0,2.0,8.0,2.0,10.0
SHINAOTA,otras vacunaciones,covid dosis unica,2021-09-01,467.0,536.0,42.0,40.0,509.0,576.0,1085.0
SICA SICA (VILLA AROMA),otras vacunaciones,covid dosis unica,2021-09-01,0.0,0.0,13.0,7.0,13.0,7.0,20.0
SICAYA,otras vacunaciones,covid dosis unica,2021-09-01,166.0,180.0,26.0,38.0,192.0,218.0,410.0
SOPACHUY,otras vacunaciones,covid dosis unica,2021-09-01,63.0,60.0,30.0,51.0,93.0,111.0,204.0
SORACACHI,otras vacunaciones,covid dosis unica,2021-09-01,136.0,115.0,0.0,0.0,136.0,115.0,251.0
SORATA,otras vacunaciones,covid dosis unica,2021-09-01,175.0,170.0,61.0,69.0,236.0,239.0,475.0
SUCRE,otras vacunaciones,covid dosis unica,2021-09-01,357.0,410.0,466.0,402.0,823.0,812.0,1635.0
TACACHI,otras vacunaciones,covid dosis unica,2021-09-01,32.0,48.0,0.0,0.0,32.0,48.0,80.0
TACACOMA,otras vacunaciones,covid dosis unica,2021-09-01,27.0,32.0,69.0,52.0,96.0,84.0,180.0
TACOBAMBA,otras vacunaciones,covid dosis unica,2021-09-01,13.0,17.0,36.0,30.0,49.0,47.0,96.0
TACOPAYA,otras vacunaciones,covid dosis unica,2021-09-01,77.0,99.0,74.0,70.0,151.0,169.0,320.0
TAPACARI,otras vacunaciones,covid dosis unica,2021-09-01,70.0,80.0,0.0,0.0,70.0,80.0,150.0
TARABUCO,otras vacunaciones,covid dosis unica,2021-09-01,76.0,49.0,35.0,18.0,111.0,67.0,178.0
TARACO,otras vacunaciones,covid dosis unica,2021-09-01,22.0,23.0,18.0,12.0,40.0,35.0,75.0
TARIJA,otras vacunaciones,covid dosis unica,2021-09-01,235.0,181.0,40.0,44.0,275.0,225.0,500.0
TARVITA,otras vacunaciones,covid dosis unica,2021-09-01,76.0,80.0,53.0,71.0,129.0,151.0,280.0
TEOPONTE,otras vacunaciones,covid dosis unica,2021-09-01,46.0,80.0,38.0,30.0,84.0,110.0,194.0
TIAHUANACU,otras vacunaciones,covid dosis unica,2021-09-01,44.0,43.0,9.0,9.0,53.0,52.0,105.0
TINGUIPAYA,otras vacunaciones,covid dosis unica,2021-09-01,55.0,74.0,65.0,76.0,120.0,150.0,270.0
TIPUANI,otras vacunaciones,covid dosis unica,2021-09-01,53.0,73.0,1.0,3.0,54.0,76.0,130.0
TIRAQUE (CBBA),otras vacunaciones,covid dosis unica,2021-09-01,118.0,132.0,0.0,0.0,118.0,132.0,250.0
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid dosis unica,2021-09-01,0.0,0.0,4.0,2.0,4.0,2.0,6.0
TOLEDO,otras vacunaciones,covid dosis unica,2021-09-01,6.0,14.0,0.0,0.0,6.0,14.0,20.0
TOMINA,otras vacunaciones,covid dosis unica,2021-09-01,26.0,30.0,17.0,17.0,43.0,47.0,90.0
TOTORA(CBBA),otras vacunaciones,covid dosis unica,2021-09-01,353.0,392.0,3.0,2.0,356.0,394.0,750.0
TOTORA(ORR),otras vacunaciones,covid dosis unica,2021-09-01,40.0,50.0,20.0,15.0,60.0,65.0,125.0
TRINIDAD,otras vacunaciones,covid dosis unica,2021-09-01,45.0,37.0,11.0,9.0,56.0,46.0,102.0
TUPIZA,otras vacunaciones,covid dosis unica,2021-09-01,116.0,130.0,0.0,0.0,116.0,130.0,246.0
TURCO,otras vacunaciones,covid dosis unica,2021-09-01,16.0,19.0,0.0,0.0,16.0,19.0,35.0
UNCIA,otras vacunaciones,covid dosis unica,2021-09-01,10.0,20.0,22.0,29.0,32.0,49.0,81.0
URIONDO (A. CONCEPCION),otras vacunaciones,covid dosis unica,2021-09-01,179.0,126.0,0.0,0.0,179.0,126.0,305.0
URUBICHA,otras vacunaciones,covid dosis unica,2021-09-01,61.0,99.0,0.0,0.0,61.0,99.0,160.0
VACAS,otras vacunaciones,covid dosis unica,2021-09-01,81.0,111.0,3.0,5.0,84.0,116.0,200.0
VALLEGRANDE,otras vacunaciones,covid dosis unica,2021-09-01,135.0,85.0,28.0,17.0,163.0,102.0,265.0
VILA VILA,otras vacunaciones,covid dosis unica,2021-09-01,24.0,39.0,107.0,120.0,131.0,159.0,290.0
VILLA CHARCAS,otras vacunaciones,covid dosis unica,2021-09-01,25.0,15.0,0.0,0.0,25.0,15.0,40.0
VILLA RIVERO,otras vacunaciones,covid dosis unica,2021-09-01,135.0,155.0,0.0,0.0,135.0,155.0,290.0
VILLA SERRANO,otras vacunaciones,covid dosis unica,2021-09-01,7.0,8.0,0.0,0.0,7.0,8.0,15.0
VILLA TUNARI,otras vacunaciones,covid dosis unica,2021-09-01,1374.0,1300.0,55.0,56.0,1429.0,1356.0,2785.0
VILLAZON,otras vacunaciones,covid dosis unica,2021-09-01,105.0,131.0,217.0,246.0,322.0,377.0,699.0
VINTO,otras vacunaciones,covid dosis unica,2021-09-01,37.0,43.0,0.0,0.0,37.0,43.0,80.0
WALDO BALLIVIAN,otras vacunaciones,covid dosis unica,2021-09-01,31.0,29.0,0.0,0.0,31.0,29.0,60.0
WARNES,otras vacunaciones,covid dosis unica,2021-09-01,6.0,9.0,0.0,0.0,6.0,9.0,15.0
YACO,otras vacunaciones,covid dosis unica,2021-09-01,14.0,23.0,85.0,83.0,99.0,106.0,205.0
YACUIBA,otras vacunaciones,covid dosis unica,2021-09-01,298.0,273.0,38.0,41.0,336.0,314.0,650.0
YAMPARAEZ,otras vacunaciones,covid dosis unica,2021-09-01,20.0,15.0,8.0,11.0,28.0,26.0,54.0
YANACACHI,otras vacunaciones,covid dosis unica,2021-09-01,24.0,19.0,27.0,20.0,51.0,39.0,90.0
YAPACANI,otras vacunaciones,covid dosis unica,2021-09-01,6.0,14.0,0.0,0.0,6.0,14.0,20.0
YOCALLA,otras vacunaciones,covid dosis unica,2021-09-01,2.0,8.0,0.0,0.0,2.0,8.0,10.0
YOTALA,otras vacunaciones,covid dosis unica,2021-09-01,115.0,90.0,39.0,34.0,154.0,124.0,278.0
YUNCHARA,otras vacunaciones,covid dosis unica,2021-09-01,35.0,38.0,31.0,32.0,66.0,70.0,136.0
ZUDAÑEZ,otras vacunaciones,covid dosis unica,2021-09-01,1.0,1.0,2.0,6.0,3.0,7.0,10.0
ACHACACHI,otras vacunaciones,covid dosis unica,2021-10-01,138.0,172.0,183.0,217.0,321.0,389.0,710.0
AIQUILE,otras vacunaciones,covid dosis unica,2021-10-01,298.0,282.0,0.0,0.0,298.0,282.0,580.0
ALALAY,otras vacunaciones,covid dosis unica,2021-10-01,72.0,83.0,0.0,0.0,72.0,83.0,155.0
ALTO BENI,otras vacunaciones,covid dosis unica,2021-10-01,12.0,14.0,17.0,10.0,29.0,24.0,53.0
ANCORAIMES,otras vacunaciones,covid dosis unica,2021-10-01,4.0,5.0,5.0,5.0,9.0,10.0,19.0
APOLO,otras vacunaciones,covid dosis unica,2021-10-01,16.0,21.0,190.0,227.0,206.0,248.0,454.0
ARAMPAMPA,otras vacunaciones,covid dosis unica,2021-10-01,6.0,7.0,7.0,9.0,13.0,16.0,29.0
ARQUE,otras vacunaciones,covid dosis unica,2021-10-01,37.0,26.0,24.0,28.0,61.0,54.0,115.0
ATOCHA,otras vacunaciones,covid dosis unica,2021-10-01,19.0,11.0,0.0,0.0,19.0,11.0,30.0
AUCAPATA,otras vacunaciones,covid dosis unica,2021-10-01,20.0,23.0,31.0,26.0,51.0,49.0,100.0
AYATA,otras vacunaciones,covid dosis unica,2021-10-01,13.0,23.0,16.0,18.0,29.0,41.0,70.0
AYO AYO,otras vacunaciones,covid dosis unica,2021-10-01,13.0,17.0,0.0,0.0,13.0,17.0,30.0
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid dosis unica,2021-10-01,234.0,230.0,194.0,169.0,428.0,399.0,827.0
AZURDUY,otras vacunaciones,covid dosis unica,2021-10-01,34.0,55.0,28.0,36.0,62.0,91.0,153.0
BATALLAS,otras vacunaciones,covid dosis unica,2021-10-01,15.0,16.0,14.0,15.0,29.0,31.0,60.0
BAURES,otras vacunaciones,covid dosis unica,2021-10-01,7.0,3.0,150.0,105.0,157.0,108.0,265.0
BELEN DE URMIRI,otras vacunaciones,covid dosis unica,2021-10-01,12.0,14.0,2.0,3.0,14.0,17.0,31.0
BERMEJO,otras vacunaciones,covid dosis unica,2021-10-01,2.0,2.0,0.0,0.0,2.0,2.0,4.0
BETANZOS,otras vacunaciones,covid dosis unica,2021-10-01,3.0,2.0,0.0,0.0,3.0,2.0,5.0
CABEZAS,otras vacunaciones,covid dosis unica,2021-10-01,78.0,60.0,0.0,0.0,78.0,60.0,138.0
CAIROMA,otras vacunaciones,covid dosis unica,2021-10-01,20.0,21.0,52.0,47.0,72.0,68.0,140.0
CAJUATA,otras vacunaciones,covid dosis unica,2021-10-01,29.0,44.0,21.0,30.0,50.0,74.0,124.0
CALACOTO,otras vacunaciones,covid dosis unica,2021-10-01,22.0,28.0,51.0,49.0,73.0,77.0,150.0
CALAMARCA,otras vacunaciones,covid dosis unica,2021-10-01,61.0,79.0,5.0,5.0,66.0,84.0,150.0
CAMARGO,otras vacunaciones,covid dosis unica,2021-10-01,9.0,6.0,97.0,104.0,106.0,110.0,216.0
CAMIRI,otras vacunaciones,covid dosis unica,2021-10-01,7.0,13.0,0.0,0.0,7.0,13.0,20.0
CAQUIAVIRI,otras vacunaciones,covid dosis unica,2021-10-01,35.0,51.0,36.0,35.0,71.0,86.0,157.0
CARACOLLO,otras vacunaciones,covid dosis unica,2021-10-01,4.0,1.0,0.0,0.0,4.0,1.0,5.0
CARANAVI,otras vacunaciones,covid dosis unica,2021-10-01,36.0,32.0,50.0,56.0,86.0,88.0,174.0
CARANGAS,otras vacunaciones,covid dosis unica,2021-10-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
CARAPARI,otras vacunaciones,covid dosis unica,2021-10-01,4.0,1.0,0.0,0.0,4.0,1.0,5.0
CATACORA,otras vacunaciones,covid dosis unica,2021-10-01,5.0,10.0,20.0,15.0,25.0,25.0,50.0
CHACARILLA,otras vacunaciones,covid dosis unica,2021-10-01,0.0,0.0,2.0,3.0,2.0,3.0,5.0
CHARAGUA,otras vacunaciones,covid dosis unica,2021-10-01,30.0,10.0,12.0,8.0,42.0,18.0,60.0
CHARAÑA,otras vacunaciones,covid dosis unica,2021-10-01,5.0,0.0,6.0,3.0,11.0,3.0,14.0
CHAYANTA,otras vacunaciones,covid dosis unica,2021-10-01,11.0,17.0,7.0,4.0,18.0,21.0,39.0
CHIMORE,otras vacunaciones,covid dosis unica,2021-10-01,296.0,293.0,0.0,0.0,296.0,293.0,589.0
CHUA COCANI,otras vacunaciones,covid dosis unica,2021-10-01,26.0,24.0,0.0,0.0,26.0,24.0,50.0
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid dosis unica,2021-10-01,63.0,73.0,175.0,229.0,238.0,302.0,540.0
CHUMA,otras vacunaciones,covid dosis unica,2021-10-01,22.0,22.0,49.0,64.0,71.0,86.0,157.0
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid dosis unica,2021-10-01,2.0,1.0,12.0,15.0,14.0,16.0,30.0
CKOCHAS,otras vacunaciones,covid dosis unica,2021-10-01,15.0,15.0,0.0,0.0,15.0,15.0,30.0
COCAPATA,otras vacunaciones,covid dosis unica,2021-10-01,742.0,839.0,6.0,8.0,748.0,847.0,1595.0
COCHABAMBA,otras vacunaciones,covid dosis unica,2021-10-01,2455.0,2638.0,0.0,0.0,2455.0,2638.0,5093.0
COLLANA,otras vacunaciones,covid dosis unica,2021-10-01,23.0,24.0,168.0,145.0,191.0,169.0,360.0
COLPA BELGICA,otras vacunaciones,covid dosis unica,2021-10-01,87.0,68.0,0.0,0.0,87.0,68.0,155.0
COLQUENCHA,otras vacunaciones,covid dosis unica,2021-10-01,32.0,57.0,3.0,8.0,35.0,65.0,100.0
COLQUIRI,otras vacunaciones,covid dosis unica,2021-10-01,2.0,3.0,0.0,0.0,2.0,3.0,5.0
COMANCHE,otras vacunaciones,covid dosis unica,2021-10-01,7.0,13.0,22.0,14.0,29.0,27.0,56.0
COMARAPA,otras vacunaciones,covid dosis unica,2021-10-01,25.0,40.0,4.0,6.0,29.0,46.0,75.0
COMBAYA,otras vacunaciones,covid dosis unica,2021-10-01,0.0,0.0,2.0,3.0,2.0,3.0,5.0
COPACABANA,otras vacunaciones,covid dosis unica,2021-10-01,3.0,6.0,32.0,34.0,35.0,40.0,75.0
CORO CORO,otras vacunaciones,covid dosis unica,2021-10-01,36.0,44.0,31.0,31.0,67.0,75.0,142.0
COROICO,otras vacunaciones,covid dosis unica,2021-10-01,3.0,2.0,28.0,47.0,31.0,49.0,80.0
COTAGAITA,otras vacunaciones,covid dosis unica,2021-10-01,94.0,89.0,48.0,39.0,142.0,128.0,270.0
COTOCA,otras vacunaciones,covid dosis unica,2021-10-01,639.0,633.0,28.0,30.0,667.0,663.0,1330.0
CUATRO CAÑADAS,otras vacunaciones,covid dosis unica,2021-10-01,165.0,133.0,66.0,52.0,231.0,185.0,416.0
CULPINA,otras vacunaciones,covid dosis unica,2021-10-01,74.0,100.0,28.0,27.0,102.0,127.0,229.0
CURVA,otras vacunaciones,covid dosis unica,2021-10-01,0.0,0.0,21.0,22.0,21.0,22.0,43.0
DESAGUADERO,otras vacunaciones,covid dosis unica,2021-10-01,0.0,0.0,22.0,18.0,22.0,18.0,40.0
EL ALTO,otras vacunaciones,covid dosis unica,2021-10-01,3550.0,4011.0,2743.0,2641.0,6293.0,6652.0,12945.0
EL PUENTE(TJA),otras vacunaciones,covid dosis unica,2021-10-01,56.0,31.0,15.0,20.0,71.0,51.0,122.0
EL TORNO,otras vacunaciones,covid dosis unica,2021-10-01,973.0,1021.0,0.0,0.0,973.0,1021.0,1994.0
ENTRE RIOS TRJ,otras vacunaciones,covid dosis unica,2021-10-01,18.0,21.0,28.0,17.0,46.0,38.0,84.0
ENTRE RIOS CBBA,otras vacunaciones,covid dosis unica,2021-10-01,379.0,411.0,0.0,0.0,379.0,411.0,790.0
ESCOMA,otras vacunaciones,covid dosis unica,2021-10-01,52.0,60.0,34.0,54.0,86.0,114.0,200.0
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid dosis unica,2021-10-01,12.0,8.0,87.0,92.0,99.0,100.0,199.0
GUANAY,otras vacunaciones,covid dosis unica,2021-10-01,51.0,37.0,45.0,42.0,96.0,79.0,175.0
GUAQUI,otras vacunaciones,covid dosis unica,2021-10-01,7.0,13.0,4.0,6.0,11.0,19.0,30.0
GUAYARAMERIN,otras vacunaciones,covid dosis unica,2021-10-01,208.0,177.0,61.0,70.0,269.0,247.0,516.0
GUTIERREZ,otras vacunaciones,covid dosis unica,2021-10-01,0.0,0.0,4.0,6.0,4.0,6.0,10.0
HUACARETA,otras vacunaciones,covid dosis unica,2021-10-01,8.0,1.0,3.0,2.0,11.0,3.0,14.0
HUANUNI,otras vacunaciones,covid dosis unica,2021-10-01,131.0,82.0,0.0,0.0,131.0,82.0,213.0
HUARACAJE,otras vacunaciones,covid dosis unica,2021-10-01,28.0,22.0,0.0,0.0,28.0,22.0,50.0
HUARINA,otras vacunaciones,covid dosis unica,2021-10-01,38.0,38.0,12.0,22.0,50.0,60.0,110.0
HUATAJATA,otras vacunaciones,covid dosis unica,2021-10-01,4.0,11.0,13.0,22.0,17.0,33.0,50.0
HUMANATA,otras vacunaciones,covid dosis unica,2021-10-01,5.0,3.0,5.0,7.0,10.0,10.0,20.0
ICHOCA,otras vacunaciones,covid dosis unica,2021-10-01,8.0,18.0,33.0,31.0,41.0,49.0,90.0
ICLA,otras vacunaciones,covid dosis unica,2021-10-01,7.0,3.0,10.0,10.0,17.0,13.0,30.0
INCAHUASI,otras vacunaciones,covid dosis unica,2021-10-01,75.0,70.0,20.0,40.0,95.0,110.0,205.0
INQUISIVI,otras vacunaciones,covid dosis unica,2021-10-01,17.0,19.0,124.0,105.0,141.0,124.0,265.0
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid dosis unica,2021-10-01,94.0,121.0,77.0,63.0,171.0,184.0,355.0
IXIAMAS,otras vacunaciones,covid dosis unica,2021-10-01,113.0,129.0,190.0,227.0,303.0,356.0,659.0
JESUS DE MACHACA,otras vacunaciones,covid dosis unica,2021-10-01,65.0,75.0,20.0,20.0,85.0,95.0,180.0
LA ASUNTA,otras vacunaciones,covid dosis unica,2021-10-01,5.0,5.0,0.0,0.0,5.0,5.0,10.0
