,group,variable,month,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS FUERA,ANTIROTAVIRÍCA 2DA DOSIS FUERA,TOTALES
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,2,1,0,0,3
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,2,5,2,3,12
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,4,1,0,2,7
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,1,4,0,0,5
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,4,1,0,0,5
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,1,2,4,2,9
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,7,5,0,1,13
SENA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,7,5,0,0,12
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,27,19,2,1,49
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,12,9,8,7,36
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,4,4,1,0,9
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,52,49,2,0,103
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,4,3,5,1,13
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,5,9,2,3,19
SORATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,4,5,11,8,28
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,312,324,11,15,662
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,0,0,3,1,4
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,2,5,0,0,7
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,3,5,12,14,34
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,4,1,2,1,8
TAHUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,3,0,0,0,3
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,11,7,6,12,36
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,6,9,10,7,32
TARACO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,0,4,1,1,6
TARATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,4,7,2,3,16
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,215,191,7,9,422
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,12,3,7,8,30
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,6,8,1,7,22
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,10,7,0,1,18
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,9,16,19,27,71
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,6,6,3,1,16
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,36,35,6,7,84
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,11,13,6,6,36
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,1,0,0,0,1
TOCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,4,3,0,2,9
TODOS SANTOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,0,1,1,0,2
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,6,1,1,2,10
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,0,1,0,0,1
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,9,11,5,9,34
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,3,6,2,1,12
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,6,2,8,3,19
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,15,7,7,4,33
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,2,2,0,0,4
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,4,0,0,2,6
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,130,94,10,9,243
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,42,26,6,5,79
TURCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,2,1,0,1,4
UMALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,2,1,4,3,10
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,32,21,20,10,83
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,14,11,2,2,29
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,9,3,3,0,15
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,30,41,18,20,109
VACAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,5,3,6,2,16
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,11,7,2,1,21
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,54,56,4,0,114
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,2,0,1,1,4
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,7,10,1,2,20
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,43,46,8,6,103
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,0,1,3,4,8
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,6,3,0,0,9
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,3,6,1,1,11
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,73,76,10,13,172
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,4,3,2,2,11
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,46,35,6,4,91
VINTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,21,13,2,3,39
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,8,6,0,0,14
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,1,1,0,0,2
WARNES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,88,93,2,3,186
YACO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,4,2,2,1,9
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,94,74,12,9,189
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,5,3,1,0,9
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,4,7,0,1,12
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,39,49,7,8,103
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,9,10,2,5,26
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,2,2,2,4,10
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,2,2,3,1,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-06-01,6,4,2,3,15
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,2,1,1,1,5
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,18,15,4,4,41
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,6,6,18,16,46
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,13,14,6,4,37
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,0,0,2,1,3
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,0,2,0,0,2
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,14,8,5,2,29
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,6,5,6,2,19
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,1,1,1,2,5
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,3,0,1,0,4
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,0,0,4,1,5
APOLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,14,10,4,2,30
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,1,0,1,0,2
ARANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,10,6,1,2,19
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,12,15,5,5,37
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,8,8,0,1,17
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,29,30,3,0,62
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,11,11,2,0,24
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,4,3,1,5,13
AYATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,2,4,4,2,12
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,7,6,0,1,14
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,11,9,16,3,39
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,5,4,4,0,13
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,12,12,1,3,28
BAURES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,8,6,3,2,19
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,0,0,1,0,1
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,0,2,0,2,4
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,19,23,2,4,48
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,14,5,5,1,25
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,3,0,3,1,7
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,2,0,1,0,3
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,3,4,0,0,7
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,16,7,1,2,26
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,22,26,13,8,69
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,6,4,2,3,15
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,4,1,2,0,7
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,5,9,0,0,14
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,2,2,0,0,4
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,4,15,6,4,29
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,8,5,2,0,15
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,1,0,0,1,2
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,22,26,1,1,50
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,15,14,0,1,30
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,4,2,1,4,11
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,14,8,4,0,26
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,38,36,5,4,83
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,9,13,0,1,23
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,3,2,1,2,8
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,6,5,3,4,18
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,1,0,1,1,3
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,3,1,0,0,4
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,22,23,9,6,60
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,4,2,1,0,7
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,15,10,10,15,50
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,1,0,0,1,2
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,8,6,2,2,18
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,20,29,1,2,52
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,2,2,0,0,4
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,1,2,0,0,3
CHUA COCANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,0,4,0,1,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,16,8,1,2,27
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,5,4,2,1,12
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,2,2,4,1,9
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,13,16,4,4,37
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,44,49,12,8,113
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,6,3,13,9,31
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,618,604,4,7,1233
COIPASA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,0,0,0,1,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,29,43,1,0,73
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,9,8,0,0,17
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,2,1,0,0,3
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,23,17,11,1,52
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,9,10,3,1,23
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,9,9,13,8,39
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,4,4,0,0,8
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,10,11,11,12,44
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,3,1,0,0,4
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,18,9,1,1,29
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,0,1,0,3,4
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,19,17,5,6,47
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,7,7,5,5,24
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,16,12,1,0,29
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,4,2,1,1,8
COROICO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,8,13,4,3,28
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,2,2,0,3,7
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,10,9,2,4,25
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,68,73,3,3,147
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,17,13,0,2,32
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,1,0,1,0,2
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,7,3,3,0,13
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,5,14,3,2,24
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,1,1,0,2,4
CURVA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,1,0,1,1,3
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,3,4,0,1,8
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,552,567,192,196,1507
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,2,2,1,0,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,8,5,0,1,14
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,4,1,2,2,9
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,43,45,3,6,97
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,0,1,1,1,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,17,5,5,5,32
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,35,30,1,0,66
ESCARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,0,1,1,0,2
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,7,1,0,0,8
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,3,0,0,0,3
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,0,0,1,0,1
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,0,1,1,3,5
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,11,14,2,1,28
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,3,5,2,4,14
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,15,15,0,0,30
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,6,6,2,5,19
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,7,3,6,2,18
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,2,5,0,3,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,45,40,4,2,91
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,7,5,10,9,31
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,5,4,1,1,11
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,1,1,4,1,7
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,10,23,7,11,51
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,3,2,0,0,5
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,1,0,1,1,3
HUATAJATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,2,2,0,0,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,2,0,0,0,2
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,1,2,1,2,6
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,3,1,2,0,6
ICLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,1,2,3,4,10
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,7,2,6,4,19
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,1,0,1,0,2
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,2,3,6,7,18
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,9,9,7,6,31
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,14,9,5,8,36
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,3,7,1,2,13
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,29,24,5,2,60
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,107,127,2,1,237
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,522,571,10,14,1117
LA RIVERA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,0,1,1,0,2
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,4,7,3,4,18
LAJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,9,17,3,6,35
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,3,1,1,0,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,3,0,0,1,4
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,9,11,10,17,47
LLICA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,3,1,0,0,4
LORETO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,2,0,0,2,4
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,5,2,2,0,9
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,6,3,0,1,10
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,1,8,1,0,10
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,15,7,5,2,29
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,8,7,1,0,16
MALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,1,0,0,0,1
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,4,11,0,0,15
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,4,5,1,2,12
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,29,25,1,1,56
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,18,23,9,7,57
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,4,5,1,5,15
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,2,3,0,0,5
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,22,19,2,0,43
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,169,156,0,1,326
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,3,1,0,0,4
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,5,3,9,9,26
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,1,1,1,3,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,1,2,0,2,5
OCURI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,1,6,2,8,17
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,11,21,0,0,32
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,4,2,5,1,12
ORURO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,244,271,11,15,541
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,12,12,2,4,30
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,6,6,0,0,12
PAILON,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,23,16,3,6,48
PALCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,12,8,4,6,30
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,27,17,12,15,71
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,0,1,1,0,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,12,8,3,1,24
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,1,1,1,1,4
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,0,1,0,0,1
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,16,19,7,4,46
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,2,2,1,0,5
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-07-01,5,5,3,1,14
