,group,variable,month,ANTINEUMOCÓCICA 2DA DOSIS DENTRO,ANTINEUMOCÓCICA 2DA DOSIS DENTRO,ANTINEUMOCÓCICA 2DA DOSIS FUERA,ANTINEUMOCÓCICA 2DA DOSIS FUERA,TOTALES
ARQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,8,8,0,1,17
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,32,30,3,0,65
ATOCHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,10,10,2,0,22
AUCAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,4,3,1,5,13
AYATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,4,4,2,12
AYO AYO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,7,6,0,0,13
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,11,11,17,4,43
AZURDUY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,5,4,4,0,13
BATALLAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,12,12,2,3,29
BAURES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,8,6,3,2,19
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,0,0,1,0,1
BELLA FLOR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,0,2,0,2,4
BERMEJO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,25,29,2,4,60
BETANZOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,15,7,5,1,28
BOLIVAR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,3,0,3,1,7
BOLPEBRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,0,0,0,2
BOYUIBE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,3,4,0,0,7
BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,15,7,1,3,26
CABEZAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,23,27,13,8,71
CAIROMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,6,4,2,3,15
"CAIZA ""D""",vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,7,7,2,0,16
CAJUATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,5,9,0,0,14
CALACOTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,3,2,0,2,7
CALAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,5,15,5,3,28
CAMARGO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,8,5,2,0,15
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,0,0,1,2
CAMIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,23,29,1,1,54
CAPINOTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,15,15,0,1,31
CAQUIAVIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,4,2,1,4,11
CARACOLLO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,14,9,4,0,27
CARANAVI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,41,36,5,5,87
CARAPARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,9,13,0,1,23
CARIPUYO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,3,2,1,2,8
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,6,5,3,4,18
CATACORA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,0,1,1,3
CHACARILLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,3,1,0,0,4
CHALLAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,22,23,10,5,60
CHAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,7,2,1,0,10
CHARAGUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,15,10,6,14,45
CHARAÑA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,0,0,1,2
CHAYANTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,8,6,3,3,20
CHIMORE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,21,29,4,3,57
CHIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,2,0,0,4
CHOQUE COTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,2,0,0,3
CHUA COCANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,0,5,0,1,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,16,10,1,2,29
CHUMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,5,4,2,1,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,4,7,0,1,12
CKOCHAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,2,4,1,9
CLIZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,13,16,4,4,37
COBIJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,50,57,17,11,135
COCAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,6,3,12,10,31
COCHABAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,637,618,4,5,1264
COIPASA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,0,0,0,1,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,29,44,1,1,75
"COLCHA ""K""",vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,10,8,0,0,18
COLLANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,1,0,0,3
COLOMI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,27,17,11,1,56
COLPA BELGICA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,9,8,3,3,23
COLQUECHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,12,18,17,13,60
COLQUENCHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,4,5,0,0,9
COLQUIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,10,11,11,11,43
COMANCHE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,1,0,0,3
COMARAPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,18,7,1,0,26
COMBAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,0,1,0,3,4
CONCEPCION,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,19,21,7,7,54
COPACABANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,7,7,5,5,24
CORIPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,16,12,1,1,30
CORO CORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,4,3,1,1,9
COROICO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,8,13,4,3,28
CORQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,2,0,3,7
COTAGAITA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,11,10,3,4,28
COTOCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,77,80,4,3,164
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,18,13,0,2,33
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,0,1,0,2
CUEVO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,7,3,3,0,13
CULPINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,5,14,3,2,24
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,1,0,2,4
CURVA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,0,1,1,3
DESAGUADERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,4,4,0,1,9
EL ALTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,565,597,210,205,1577
EL CHORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,2,1,0,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,9,5,0,1,15
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,4,1,0,2,7
EL TORNO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,44,45,5,6,100
EL VILLAR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,0,1,1,1,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,16,7,5,5,33
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,36,32,1,0,69
ESCARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,0,1,1,0,2
ESCOMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,7,1,0,0,8
EUCALIPTUS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,4,0,0,1,5
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,0,0,1,0,1
EXALTACION,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,0,1,1,4,6
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,8,11,2,3,24
FILADELFIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,6,1,5,14
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,17,14,0,0,31
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,4,6,2,5,17
GUANAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,7,3,6,3,19
GUAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,5,0,3,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,52,48,5,2,107
GUTIERREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,7,5,10,9,31
HUACARETA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,5,4,1,1,11
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,1,4,1,7
HUANUNI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,10,22,7,12,51
HUARACAJE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,3,2,0,0,5
HUARINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,0,1,1,3
HUATAJATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,2,0,0,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,0,0,0,2
HUMANATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,2,1,2,6
ICHOCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,3,1,2,0,6
ICLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,2,3,4,10
INCAHUASI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,7,2,6,4,19
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,0,1,1,3
INQUISIVI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,3,6,7,18
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,8,9,8,6,31
IXIAMAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,14,9,5,8,36
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,9,1,2,14
LA ASUNTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,32,28,5,2,67
LA GUARDIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,90,79,4,0,173
LA PAZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,530,581,8,13,1132
LA RIVERA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,0,1,1,0,2
LAGUNILLAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,4,7,3,4,18
LAJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,11,19,2,6,38
LAS CARRERAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,3,1,1,0,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,3,0,0,1,4
LLALLAGUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,11,14,14,22,61
LLICA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,3,1,0,0,4
LORETO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,0,0,2,4
LURIBAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,6,2,1,0,9
MACHACAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,6,3,0,1,10
MACHARETI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,7,1,0,10
MAGDALENA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,13,6,8,2,29
MAIRANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,9,7,1,0,17
MALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,0,0,0,1
MAPIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,4,11,2,0,17
MECAPACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,4,5,2,3,14
MINEROS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,28,24,0,1,53
MIZQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,19,23,10,7,59
MOCOMOCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,4,5,1,5,15
MOJOCOYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,3,0,0,5
MONTEAGUDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,22,19,2,0,43
MONTERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,167,164,1,2,334
MORO MORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,3,1,0,0,4
MOROCHATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,5,3,9,9,26
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,1,1,3,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,2,0,2,6
OCURI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,3,7,2,11,23
OKINAWA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,12,22,0,1,35
OMEREQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,4,2,5,1,12
ORURO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,255,281,15,19,570
PADCAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,12,11,2,2,27
PADILLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,6,6,0,0,12
PAILON,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,17,16,6,4,43
PALCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,12,8,4,8,32
PALOS BLANCOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,28,17,13,15,73
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,0,1,1,1,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,12,8,3,1,24
PAPEL PAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,1,1,1,4
PASORAPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,0,1,0,0,1
PATACAMAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,16,13,7,2,38
PAZÑA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,3,1,0,6
PELECHUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,4,5,3,0,12
POCOATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,3,8,14,27
POCONA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,5,3,2,3,13
POJO (CBBA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,8,8,2,3,21
POOPO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,3,0,0,4
PORCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,14,5,0,2,21
POROMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,9,2,5,3,19
PORONGO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,9,11,3,1,24
PORTACHUELO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,31,25,0,1,57
PORVENIR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,3,5,0,1,9
POSTRER VALLE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,0,0,1,0,1
POTOSI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,173,186,19,13,391
PRESTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,3,3,1,8
PUCARANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,18,12,8,10,48
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,5,3,5,1,14
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,5,7,1,4,17
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,5,2,1,2,10
PUERTO PEREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,0,2,1,6,9
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,17,14,2,0,33
PUERTO RICO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,8,9,0,3,20
PUERTO SILES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,1,0,0,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,20,15,0,0,35
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,53,38,11,5,107
PUNA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,8,5,5,6,24
PUNATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,20,25,3,3,51
QUIABAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,0,0,1,2
QUILLACOLLO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,103,79,49,38,269
QUIME,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,4,6,6,4,20
QUIRUSILLAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,0,2,0,0,2
RAVELO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,7,4,8,7,26
REYES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,14,9,0,1,24
RIBERALTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,140,139,11,23,313
ROBORE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,20,12,0,1,33
RURRENABAQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,15,20,2,1,38
SABAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,1,2,0,4
SACABA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,126,112,12,11,261
SACABAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,4,1,1,8
SACACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,7,8,11,7,33
SAIPINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,3,4,2,0,9
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,4,3,5,4,16
SAMAIPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,10,7,2,0,19
SAN AGUSTIN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,0,1,0,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,7,11,7,5,30
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,3,0,0,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,5,0,0,0,5
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,3,4,2,2,11
SAN BENITO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,7,6,0,3,16
SAN BORJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,60,36,6,7,109
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,14,7,6,4,31
SAN CARLOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,24,22,3,2,51
SAN IGNACIO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,23,22,6,3,54
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,45,43,6,13,107
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,4,2,11,5,22
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,13,8,3,1,25
SAN JOAQUIN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,3,4,0,0,7
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,22,18,15,15,70
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,12,8,2,0,22
SAN JULIAN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,52,52,10,11,125
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,2,0,0,3
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,22,12,3,3,40
SAN LUCAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,17,9,10,4,40
SAN MATIAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,8,14,1,1,24
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,9,11,3,2,25
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,3,0,0,1,4
SAN PEDRO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,16,8,0,0,24
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,16,9,32,9,66
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,3,0,1,6
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,0,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,1,1,0,4
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,3,0,0,0,3
SAN RAFAEL,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,5,6,2,2,15
SAN RAMON BENI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,6,3,5,3,17
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,20,17,0,1,38
SANTA ANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,23,16,0,1,40
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1577,1480,28,29,3114
SANTA ROSA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,5,10,1,0,16
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,13,9,2,2,26
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,5,1,0,0,6
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,4,10,3,18
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,5,3,2,2,12
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,3,4,0,0,7
SANTIVAÑES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,2,6,3,2,13
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,4,1,1,7
SAPAHAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,7,15,2,0,24
SENA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,10,9,5,0,24
SHINAOTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,11,24,1,2,38
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,5,16,1,1,23
SICAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,1,2,0,0,3
SIPE SIPE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,44,40,7,1,92
SOPACHUY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,4,4,4,3,15
SORACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,6,3,2,2,13
SORATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,8,12,8,8,36
SUCRE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-07-01,284,267,5,5,561
