,group,variable,month,ANTINEUMOCÓCICA 3RA DOSIS DENTRO,ANTINEUMOCÓCICA 3RA DOSIS DENTRO,ANTINEUMOCÓCICA 3RA DOSIS FUERA,ANTINEUMOCÓCICA 3RA DOSIS FUERA,TOTALES
YUNCHARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-05-01,4,1,8,1,14
ZUDAÑEZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-05-01,2,4,1,1,8
ACACIO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,4,1,3,5,13
ACHACACHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,14,14,8,4,40
ACHOCALLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,4,8,7,5,24
AIQUILE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,14,16,11,10,51
ALALAY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,0,0,3,4,7
ALCALA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,2,0,0,0,2
ALTO BENI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,3,8,3,3,17
ANCORAIMES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,3,6,4,3,16
ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,3,0,0,1,4
ANTEQUERA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,1,1,1,0,3
ANZALDO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,1,2,2,3,8
APOLO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,11,12,4,5,32
ARAMPAMPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,0,0,3,2,5
ARANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,13,4,3,3,23
ARBIETO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,12,11,2,4,29
ARQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,5,2,4,3,14
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,31,30,4,2,67
ATOCHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,12,10,3,2,27
AUCAPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,3,4,1,0,8
AYATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,2,2,3,2,9
AYO AYO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,6,2,0,0,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,6,3,9,10,28
AZURDUY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,2,5,3,2,12
BATALLAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,9,12,4,3,28
BAURES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,3,2,5,1,11
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,0,0,1,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,0,0,2,2,4
BELLA FLOR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,1,3,1,1,6
BERMEJO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,24,20,7,6,57
BETANZOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,18,20,4,7,49
BOLIVAR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,2,2,4,2,10
BOYUIBE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,3,7,0,0,10
BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,11,11,3,0,25
CABEZAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,18,14,6,9,47
CAIROMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,7,5,1,3,16
"CAIZA ""D""",vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,2,7,1,2,12
CAJUATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,5,11,1,0,17
CALACOTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,0,0,0,1,1
CALAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,6,4,2,3,15
CAMARGO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,14,8,3,1,26
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,1,3,0,0,4
CAMIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,29,31,1,1,62
CAPINOTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,11,11,4,0,26
CAQUIAVIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,2,4,0,2,8
CARACOLLO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,6,15,4,2,27
CARANAVI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,35,31,7,7,80
CARAPARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,14,14,3,4,35
CARIPUYO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,2,4,1,6,13
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,7,3,1,1,12
CATACORA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,0,0,1,0,1
CHACARILLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,0,1,0,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,20,23,11,13,67
CHAQUI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,5,4,3,1,13
CHARAGUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,11,10,8,14,43
CHARAÑA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,2,0,0,0,2
CHAYANTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,12,10,1,7,30
CHIMORE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,16,15,4,2,37
CHIPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,2,0,0,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,1,1,1,0,3
CHUA COCANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,1,2,0,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,19,8,1,2,30
CHUMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,3,6,3,3,15
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,6,5,4,4,19
CKOCHAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,6,10,4,6,26
CLIZA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,13,10,0,1,24
COBIJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,49,55,4,4,112
COCAPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,7,3,6,8,24
COCHABAMBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,605,564,3,4,1176
COIPASA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,0,2,0,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,52,46,1,1,100
"COLCHA ""K""",vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,7,12,0,1,20
COLLANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,3,1,0,0,4
COLOMI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,17,10,1,2,30
COLPA BELGICA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,3,4,0,0,7
COLQUECHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,17,16,10,11,54
COLQUENCHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,6,6,0,0,12
COLQUIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,9,8,7,6,30
COMARAPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,18,18,0,0,36
COMBAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,2,1,0,0,3
CONCEPCION,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,11,16,3,1,31
COPACABANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,6,3,6,2,17
CORIPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,11,8,0,1,20
CORO CORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,2,0,1,2,5
COROICO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,5,7,3,2,17
CORQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,3,1,2,3,9
COTAGAITA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,14,11,10,3,38
COTOCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,41,34,0,1,76
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,22,18,0,1,41
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,0,0,1,3,4
CUEVO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,3,4,1,3,11
CULPINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,12,10,3,5,30
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,2,2,0,1,5
CURVA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,1,1,1,1,4
DESAGUADERO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,5,3,0,0,8
EL ALTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,500,525,148,141,1314
EL CHORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,2,2,0,0,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,12,12,3,4,31
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,5,8,2,6,21
EL TORNO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,49,42,3,4,98
EL VILLAR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,2,3,1,0,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,20,17,4,2,43
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,36,31,0,0,67
ESCARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,0,1,0,0,1
ESCOMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,2,4,0,0,6
EUCALIPTUS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,3,2,2,0,7
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,0,1,1,2,4
EXALTACION,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,2,0,2,1,5
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,6,19,4,2,31
FILADELFIA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,1,3,4,3,11
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,13,9,0,1,23
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,8,4,0,1,13
GUANAY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,2,9,5,7,23
GUAQUI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,2,2,1,2,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,48,34,1,2,85
GUTIERREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,9,6,2,7,24
HUACARETA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,9,8,1,3,21
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,0,0,1,1,2
HUANUNI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,12,17,3,5,37
HUARACAJE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,5,5,0,0,10
HUARINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,1,1,4,0,6
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,3,0,0,1,4
HUMANATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,0,2,0,2,4
ICHOCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,1,1,1,1,4
ICLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,1,0,2,3,6
INCAHUASI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,7,8,7,7,29
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,2,0,1,0,3
INQUISIVI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,4,4,6,2,16
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,2,8,5,6,21
IXIAMAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,11,11,4,2,28
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,4,4,0,1,9
LA ASUNTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,27,31,7,8,73
LA GUARDIA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,75,70,2,2,149
LA PAZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,556,548,7,3,1114
LAGUNILLAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,3,2,2,2,9
LAJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,7,6,3,1,17
LAS CARRERAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,3,3,0,2,8
LICOMA PAMPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,0,2,0,1,3
LLALLAGUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,13,13,36,37,99
LLICA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,7,6,1,0,14
LORETO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,1,0,4,2,7
LURIBAY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,3,4,1,3,11
MACHACAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,3,1,0,0,4
MACHARETI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,7,1,3,3,14
MAGDALENA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,6,12,2,3,23
MAIRANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,9,4,0,0,13
MALLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,1,0,0,1,2
MAPIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,12,12,3,2,29
MECAPACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,5,8,1,0,14
MINEROS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,19,22,0,1,42
MIZQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,19,11,7,9,46
MOCOMOCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,5,3,7,4,19
MOJOCOYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,5,1,3,5,14
MONTEAGUDO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,19,13,1,0,33
MONTERO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,116,111,5,1,233
MORO MORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,1,1,0,0,2
MOROCHATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,0,3,5,2,10
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,1,2,2,1,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,2,5,0,0,7
OCURI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,4,7,3,9,23
OKINAWA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,7,8,0,0,15
OMEREQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,4,3,7,2,16
ORURO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,229,254,11,6,500
PADCAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,12,12,1,0,25
PADILLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,7,8,2,3,20
PAILON,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,16,17,15,13,61
PALCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,14,7,4,5,30
PALOS BLANCOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,19,17,6,10,52
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,2,1,2,1,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,7,6,0,0,13
PAPEL PAMPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,2,1,1,0,4
PASORAPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,2,0,0,0,2
PATACAMAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,15,7,1,2,25
PAZÑA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,1,1,2,0,4
PELECHUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,6,7,0,5,18
POCOATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,9,1,8,12,30
POCONA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,6,4,5,6,21
POJO (CBBA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,7,4,0,1,12
POOPO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,3,2,0,0,5
PORCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,6,4,6,2,18
POROMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,6,6,9,5,26
PORONGO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,10,4,3,0,17
PORTACHUELO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,19,11,2,18,50
PORVENIR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,0,1,0,0,1
POSTRER VALLE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,1,1,0,0,2
POTOSI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,195,174,9,12,390
PRESTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,5,2,2,2,11
PUCARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,1,0,0,0,1
PUCARANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,14,17,1,4,36
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,3,2,1,8,14
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,5,5,7,2,19
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,6,8,4,0,18
PUERTO PEREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,1,0,4,4,9
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,13,20,0,0,33
PUERTO RICO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,8,10,3,2,23
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,16,5,1,3,25
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,41,46,7,2,96
PUNA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,12,5,11,7,35
PUNATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,34,25,5,2,66
QUIABAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,0,1,0,1,2
QUILLACOLLO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,87,109,61,77,334
QUIME,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,5,4,0,1,10
QUIRUSILLAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,1,1,0,1,3
RAVELO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,7,3,3,6,19
REYES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,8,13,1,0,22
RIBERALTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,75,70,5,23,173
ROBORE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,7,8,0,0,15
RURRENABAQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,11,20,0,0,31
SABAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,1,0,0,1,2
SACABA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,93,101,10,13,217
SACABAMBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,1,1,0,0,2
SACACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,11,15,8,8,42
SAIPINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,4,4,2,0,10
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,3,1,2,6,12
SAMAIPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,10,3,0,0,13
SAN AGUSTIN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,1,1,0,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,4,3,3,6,16
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,0,4,1,1,6
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,1,4,1,2,8
SAN BENITO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,4,5,2,3,14
SAN BORJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,34,27,7,7,75
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,8,10,3,1,22
SAN CARLOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,22,13,3,2,40
SAN IGNACIO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,21,26,12,5,64
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,35,56,7,10,108
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,0,2,0,0,2
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,13,8,1,1,23
SAN JOAQUIN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,7,3,0,0,10
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,19,10,43,23,95
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,6,8,1,3,18
SAN JULIAN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,29,35,5,8,77
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,4,3,4,5,16
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,15,15,0,2,32
SAN LUCAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,11,18,8,17,54
SAN MATIAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,10,14,3,2,29
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,13,3,0,0,16
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,4,2,1,0,7
SAN PEDRO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,7,7,3,0,17
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,12,16,14,16,58
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,5,2,1,1,9
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,0,1,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,2,1,0,1,4
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,0,1,2,1,4
SAN RAFAEL,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,4,4,1,0,9
SAN RAMON BENI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,2,2,3,9,16
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,4,1,0,0,5
SANTA ANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,8,11,3,4,26
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,1159,1194,26,14,2393
SANTA ROSA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-06-01,3,3,2,4,12
