,group,variable,month,ANTINEUMOCÓCICA 1RA DOSIS DENTRO,ANTINEUMOCÓCICA 1RA DOSIS DENTRO,ANTINEUMOCÓCICA 1RA DOSIS FUERA,ANTINEUMOCÓCICA 1RA DOSIS FUERA,TOTALES
CORIPATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,11,20,1,2,34
CORO CORO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,6,2,1,0,9
COROICO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,7,4,1,3,15
CORQUE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,4,4,0,1,9
COTAGAITA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,13,16,0,6,35
COTOCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,81,68,0,3,152
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,20,16,3,1,40
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,0,1,1,3
CUEVO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,2,1,0,1,4
CULPINA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,6,5,3,1,15
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,4,1,1,0,6
CURVA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,0,1,1,0,2
DESAGUADERO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,3,5,2,0,10
EL ALTO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,663,708,190,210,1771
EL CHORO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,2,1,0,1,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,8,10,0,0,18
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,4,3,0,2,9
EL TORNO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,51,50,4,3,108
EL VILLAR,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,4,1,0,1,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,14,11,3,5,33
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,46,49,1,4,100
ESCARA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,0,0,1,0,1
ESCOMA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,1,0,3,5
EUCALIPTUS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,5,6,0,1,12
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,0,1,2,1,4
EXALTACION,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,2,1,0,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,11,9,0,0,20
FILADELFIA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,3,4,0,0,7
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,9,11,0,0,20
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,8,3,5,3,19
GUANAY,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,13,12,11,6,42
GUAQUI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,5,2,1,1,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,56,48,5,4,113
GUTIERREZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,7,7,6,5,25
HUACARETA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,4,5,0,2,11
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,2,1,1,0,4
HUACHACALLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,1,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,9,20,3,5,37
HUARACAJE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,8,3,0,0,11
HUARINA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,3,5,2,0,10
HUATAJATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,1,0,1,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,2,0,1,4
HUMANATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,0,1,1,0,2
ICHOCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,0,1,0,2,3
ICLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,8,2,1,5,16
INCAHUASI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,5,3,4,4,16
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,0,0,0,1,1
INQUISIVI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,7,6,6,4,23
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,7,6,1,3,17
IXIAMAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,9,7,5,6,27
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,4,7,3,2,16
LA ASUNTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,47,42,8,3,100
LA GUARDIA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,94,82,1,4,181
LA PAZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,679,620,9,6,1314
LAGUNILLAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,4,4,3,4,15
LAJA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,12,16,4,3,35
LAS CARRERAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,3,1,0,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,2,0,0,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,16,12,30,20,78
LLICA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,3,3,1,0,7
LORETO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,3,1,3,4,11
LURIBAY,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,2,1,1,5
MACHACAMARCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,3,3,0,0,6
MACHARETI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,6,6,2,0,14
MAGDALENA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,18,15,4,4,41
MAIRANA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,10,10,1,1,22
MALLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,0,1,0,3,4
MAPIRI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,11,12,1,2,26
MECAPACA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,4,9,0,0,13
MINEROS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,27,20,3,1,51
MIZQUE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,21,15,3,11,50
MOCOMOCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,9,2,8,6,25
MOJOCOYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,3,3,3,2,11
MONTEAGUDO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,16,16,3,1,36
MONTERO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,159,141,2,4,306
MORO MORO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,0,0,0,1
MOROCHATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,3,3,3,9,18
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,1,2,3,7
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,0,1,2,2,5
OCURI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,3,2,11,4,20
OKINAWA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,4,11,1,1,17
OMEREQUE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,2,2,4,1,9
ORURO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,313,271,25,14,623
PADCAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,17,13,1,1,32
PADILLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,7,4,2,1,14
PAILON,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,30,43,5,2,80
PALCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,16,19,3,2,40
PALOS BLANCOS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,24,25,7,7,63
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,3,0,0,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,3,5,0,1,9
PAPEL PAMPA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,0,0,1,2
PASORAPA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,1,0,0,2
PATACAMAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,16,15,3,5,39
PAZÑA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,4,3,2,0,9
PELECHUCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,4,2,1,3,10
POCOATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,3,4,9,7,23
POCONA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,4,4,3,2,13
POJO (CBBA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,11,4,1,2,18
POOPO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,7,1,0,0,8
PORCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,16,15,2,3,36
POROMA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,6,1,1,9
PORONGO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,8,3,2,1,14
PORTACHUELO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,27,12,2,2,43
PORVENIR,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,3,3,1,3,10
POTOSI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,183,197,20,9,409
PRESTO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,1,5,3,10
PUCARA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,0,2,0,0,2
PUCARANI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,13,19,7,8,47
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,3,5,5,3,16
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,5,6,8,4,23
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,6,2,3,12
PUERTO PEREZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,0,1,4,0,5
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,12,17,0,1,30
PUERTO RICO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,4,6,2,1,13
PUERTO SILES,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,2,1,0,0,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,14,23,0,0,37
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,66,51,5,4,126
PUNA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,5,7,3,5,20
PUNATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,35,17,0,0,52
QUIABAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,5,0,1,7
QUILLACOLLO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,108,99,38,46,291
QUIME,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,5,3,3,2,13
RAVELO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,4,0,7,6,17
REYES,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,10,7,2,5,24
RIBERALTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,145,123,7,6,281
ROBORE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,9,16,4,0,29
RURRENABAQUE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,23,19,1,0,43
SABAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,2,2,0,0,4
SACABA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,128,131,15,9,283
SACABAMBA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,5,3,0,0,8
SACACA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,8,8,10,7,33
SAIPINA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,7,5,0,0,12
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,2,2,5,1,10
SAMAIPATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,10,1,0,1,12
SAN ANDRES,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,7,9,4,8,28
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,1,1,2,5
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,3,5,1,0,9
SAN BENITO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,5,7,6,7,25
SAN BORJA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,50,47,5,6,108
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,11,10,6,8,35
SAN CARLOS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,21,9,0,2,32
SAN IGNACIO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,16,18,8,5,47
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,63,45,10,9,127
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,0,2,5,6,13
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,12,14,1,3,30
SAN JOAQUIN,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,9,4,3,1,17
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,21,14,20,14,69
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,8,11,0,2,21
SAN JULIAN,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,42,47,13,8,110
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,7,0,0,8
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,18,15,0,2,35
SAN LUCAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,11,13,2,7,33
SAN MATIAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,8,4,1,2,15
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,9,8,4,2,23
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,2,1,0,1,4
SAN PEDRO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,14,8,0,0,22
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,11,17,23,5,56
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,2,2,0,0,4
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,0,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,0,2,2,1,5
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,2,0,0,2,4
SAN RAFAEL,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,6,4,2,2,14
SAN RAMON BENI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,6,5,3,5,19
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,17,9,0,0,26
SANTA ANA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,21,20,1,1,43
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1737,1562,32,23,3354
SANTA ROSA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,12,6,5,1,24
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,13,15,2,1,31
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,1,1,0,3
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,5,3,3,6,17
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,3,1,2,7
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,3,2,0,0,5
SANTIVAÑES,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,3,5,1,1,10
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,2,0,3,6
SAPAHAQUI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,4,4,1,1,10
SENA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,12,7,2,0,21
SHINAOTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,21,26,0,0,47
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,13,15,1,1,30
SICAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,1,1,3,6
SIPE SIPE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,68,68,1,2,139
SOPACHUY,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,2,2,0,4,8
SORACACHI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,5,4,2,1,12
SORATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,3,4,3,8,18
SUCRE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,281,270,6,5,562
TACACHI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,0,0,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,10,11,1,0,22
TACOBAMBA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,0,2,3,6
TACOPAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,6,2,4,1,13
TAHUA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,0,0,0,1
TAPACARI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,10,15,6,5,36
TARABUCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,7,4,3,2,16
TARACO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,0,0,0,1
TARATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,6,2,2,2,12
TARIJA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,207,208,7,7,429
TARVITA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,6,4,3,2,15
TEOPONTE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,8,7,2,4,21
TIAWANACU,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,6,10,1,1,18
TINGUIPAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,12,7,5,10,34
TIPUANI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,6,3,1,0,10
TIQUIPAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,57,76,6,9,148
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,13,13,9,10,45
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,2,0,1,0,3
TOCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,4,3,1,3,11
TOLATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,3,4,0,0,7
TOLEDO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,3,2,1,2,8
TOMAVE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,3,3,4,3,13
TOMINA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,4,1,2,2,9
TORO TORO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,3,2,3,4,12
TOTORA(CBBA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,5,8,7,5,25
TOTORA(ORR),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,4,0,0,5
TRIGAL,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,2,1,0,0,3
TRINIDAD,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,141,138,11,9,299
TUPIZA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,30,27,10,4,71
TURCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,2,3,0,0,5
UMALA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,6,1,3,4,14
UNCIA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,8,12,4,3,27
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,9,11,0,2,22
URUBICHA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,4,4,3,0,11
UYUNI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,24,36,0,5,65
VACAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,4,1,5,10,20
VALLEGRANDE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,12,10,2,2,26
VIACHA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,61,55,3,5,124
VILA VILA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,0,1,1,2,4
VILLA CHARCAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,3,12,2,3,20
VILLA MONTES,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,67,34,6,4,111
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,0,3,1,0,4
VILLA RIVERO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,3,2,6,12,23
VILLA SERRANO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,5,4,1,2,12
VILLA TUNARI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,75,80,6,4,165
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,6,3,2,3,14
VILLAZON,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,47,31,4,2,84
VINTO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,53,46,13,11,123
VITICHI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,7,1,1,0,9
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,1,0,0,2
WARNES,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,134,131,5,3,273
YACO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,1,5,5,7,18
YACUIBA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,85,86,12,10,193
YAMPARAEZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,2,2,1,0,5
YANACACHI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,3,4,0,0,7
YAPACANI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,42,33,15,12,102
YOCALLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,6,1,0,4,11
YOTALA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,4,4,2,1,11
YUNCHARA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,0,0,2,1,3
ZUDAÑEZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-07-01,5,2,1,2,10
ACACIO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-08-01,3,0,2,2,7
ACHACACHI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-08-01,31,21,2,5,59
ACHOCALLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-08-01,5,12,7,7,31
AIQUILE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-08-01,13,10,3,4,30
ALALAY,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-08-01,1,0,3,0,4
ALCALA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-08-01,1,1,0,0,2
