,group,variable,month,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS FUERA,ANTIROTAVIRÍCA 1RA DOSIS FUERA,TOTALES
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,2,6,4,0,12
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,5,6,5,3,19
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,10,8,2,2,22
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,3,4,1,0,8
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,1,1,0,1,3
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,168,172,10,6,356
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,31,22,2,5,60
TURCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,0,4,0,0,4
UMALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,4,6,0,3,13
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,21,17,19,11,68
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,10,7,3,1,21
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,5,10,0,1,16
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,33,22,8,7,70
VACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,0,1,2,3,6
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,13,10,2,0,25
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,74,49,0,3,126
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,1,1,2,2,6
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,9,6,4,1,20
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,56,39,4,5,104
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,1,1,1,0,3
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,3,4,2,2,11
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,3,5,2,0,10
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,82,78,8,10,178
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,10,7,2,1,20
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,34,27,0,3,64
VINTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,19,24,5,6,54
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,5,8,1,1,15
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,5,0,0,0,5
WARNES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,103,105,1,2,211
YACO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,6,6,1,0,13
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,93,88,16,8,205
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,0,1,3,2,6
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,7,5,0,0,12
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,55,44,5,8,112
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,10,7,5,4,26
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,1,4,1,3,9
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,1,0,3,2,6
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-06-01,7,3,2,4,16
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,0,2,1,1,4
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,19,17,7,11,54
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,3,7,6,9,25
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,11,8,5,5,29
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,0,0,0,2,2
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,3,1,0,0,4
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,5,8,1,0,14
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,6,6,5,3,20
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,2,2,1,0,5
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,0,1,0,0,1
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,1,1,3,2,7
APOLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,12,12,6,7,37
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,1,1,2,4,8
ARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,3,8,2,2,15
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,13,14,3,1,31
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,2,8,2,1,13
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,29,29,0,0,58
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,10,6,3,0,19
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,2,1,3,1,7
AYATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,4,1,2,2,9
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,4,5,1,0,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,9,5,5,9,28
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,5,6,3,1,15
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,9,9,3,3,24
BAURES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,0,6,1,0,7
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,0,1,0,0,1
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,1,0,1,2,4
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,25,26,2,1,54
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,11,12,7,1,31
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,3,3,2,3,11
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,1,0,0,1,2
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,8,2,0,0,10
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,14,10,3,2,29
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,16,18,10,9,53
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,4,2,1,3,10
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,4,3,2,1,10
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,5,15,0,0,20
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,2,0,2,0,4
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,7,8,4,1,20
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,5,13,0,1,19
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,2,1,0,0,3
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,28,37,0,1,66
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,16,20,0,0,36
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,3,4,1,0,8
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,8,10,2,1,21
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,32,31,9,2,74
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,10,11,1,2,24
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,3,7,2,4,16
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,2,6,3,0,11
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,0,0,1,0,1
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,1,1,0,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,30,24,4,10,68
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,2,8,1,0,11
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,15,10,9,11,45
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,7,4,0,0,11
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,22,30,2,0,54
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,0,3,0,0,3
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,0,1,0,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,1,1,0,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,12,5,1,0,18
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,4,1,2,2,9
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,0,0,1,0,1
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,3,2,0,1,6
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,15,13,1,2,31
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,55,53,11,12,131
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,2,3,12,7,24
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,633,638,3,4,1278
COIPASA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,0,0,0,1,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,50,40,3,0,93
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,5,6,0,1,12
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,0,2,0,0,2
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,13,20,3,4,40
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,6,7,1,1,15
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,14,10,5,7,36
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,7,9,0,0,16
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,6,10,7,5,28
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,1,2,1,1,5
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,10,19,0,0,29
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,0,2,1,1,4
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,24,26,6,5,61
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,5,5,3,3,16
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,11,19,1,2,33
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,4,2,2,0,8
COROICO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,6,4,1,3,14
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,4,4,0,1,9
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,13,16,0,6,35
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,74,63,0,3,140
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,21,15,3,1,40
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,1,0,1,1,3
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,2,1,0,1,4
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,6,5,3,1,15
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,4,1,1,0,6
CURVA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,0,1,1,0,2
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,3,5,2,0,10
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,638,668,177,201,1684
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,1,1,0,1,3
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,6,10,0,0,16
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,4,4,0,3,11
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,51,49,4,3,107
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,4,1,0,1,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,14,13,2,5,34
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,45,47,1,4,97
ESCARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,0,0,1,0,1
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,1,1,0,3,5
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,4,6,0,1,11
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,0,1,2,1,4
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,2,1,0,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,12,8,0,0,20
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,3,4,0,0,7
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,9,11,0,0,20
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,8,4,5,3,20
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,13,11,11,6,41
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,5,2,1,1,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,49,42,6,2,99
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,7,7,6,5,25
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,4,5,0,2,11
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,2,1,1,0,4
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,1,1,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,8,18,3,4,33
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,8,3,0,0,11
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,3,3,1,0,7
HUATAJATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,1,1,0,1,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,1,2,0,1,4
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,0,1,1,0,2
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,0,1,0,2,3
ICLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,8,2,1,5,16
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,5,3,4,4,16
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,7,6,6,4,23
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,7,6,1,3,17
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,9,7,5,6,27
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,3,7,2,2,14
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,45,39,8,3,95
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,88,96,2,3,189
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,663,605,8,9,1285
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,4,4,3,4,15
LAJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,11,15,2,3,31
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,1,3,1,0,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,2,0,0,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,15,11,18,14,58
LLICA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,3,3,1,0,7
LORETO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,3,1,2,3,9
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,1,2,1,1,5
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,3,3,0,0,6
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,6,6,2,0,14
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,16,13,3,3,35
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,12,9,1,1,23
MALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,1,1,0,3,5
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,11,12,0,0,23
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,3,8,0,0,11
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,24,19,2,2,47
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,20,13,3,11,47
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,9,2,8,6,25
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,3,3,3,2,11
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,16,15,3,2,36
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,155,143,1,4,303
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,1,0,0,0,1
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,3,3,6,8,20
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,1,1,2,3,7
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,0,1,2,2,5
OCURI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,3,2,11,3,19
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,4,9,1,1,15
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,2,2,4,1,9
ORURO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,299,268,23,12,602
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,18,17,1,1,37
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,7,4,2,1,14
PAILON,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,24,32,5,3,64
PALCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,16,18,3,2,39
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,24,25,7,7,63
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,1,3,0,0,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,3,5,0,1,9
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,1,0,0,1,2
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,1,1,0,0,2
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,16,14,3,4,37
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,4,2,2,0,8
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,4,2,1,3,10
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,2,4,4,4,14
POCONA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,4,4,3,2,13
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,12,4,1,2,19
POOPO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,7,1,0,0,8
PORCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,16,15,2,3,36
POROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,1,6,1,1,9
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,8,5,2,1,16
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,27,13,2,2,44
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,3,3,1,3,10
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,183,193,17,9,402
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,1,1,5,3,10
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,0,2,0,0,2
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,13,19,6,8,46
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,3,5,5,3,16
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,5,6,8,4,23
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,1,6,2,2,11
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,0,1,4,0,5
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,12,18,0,1,31
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,4,5,2,1,12
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,2,1,0,0,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,13,23,0,0,36
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,64,50,7,2,123
PUNA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,5,7,3,4,19
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,34,17,0,0,51
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,1,5,0,1,7
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,105,94,35,45,279
QUIME,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,5,3,3,2,13
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,3,0,7,6,16
REYES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,12,8,2,5,27
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,108,110,4,4,226
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,6,12,4,0,22
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,20,16,1,0,37
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,2,2,0,0,4
SACABA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,123,123,14,9,269
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,5,3,0,0,8
SACACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-07-01,7,8,10,7,32
