,group,variable,month,TOTAL ANTIPOLIOMIELÍTICA 3RA DOSIS DENTRO,TOTAL ANTIPOLIOMIELÍTICA 3RA DOSIS DENTRO,TOTAL ANTIPOLIOMIELÍTICA 3RA DOSIS FUERA,TOTAL ANTIPOLIOMIELÍTICA 3RA DOSIS FUERA,TOTALES
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-09-01,2,0,0,2,4
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-09-01,1,1,0,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-09-01,0,3,0,0,3
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-09-01,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-09-01,24,27,10,4,65
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-09-01,1,0,0,0,1
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-09-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-09-01,1,1,0,0,2
SORACACHI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-09-01,0,1,0,0,1
TARATA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-09-01,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-09-01,4,12,0,0,16
VILLA SERRANO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-09-01,1,1,0,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-09-01,0,3,2,0,5
WARNES,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-09-01,1,1,0,1,3
YACUIBA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-09-01,1,0,0,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-09-01,0,5,5,1,11
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,1,0,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,1,1,0,2
ATOCHA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,1,1,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,0,1,1,2
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,0,2,0,2
COBIJA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,1,0,0,2,3
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,26,21,3,4,54
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,1,0,2,3,6
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,0,0,1,1
COPACABANA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,1,0,0,0,1
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,1,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,14,6,11,6,37
EL CHORO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,1,0,0,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,1,2,0,3
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,1,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,1,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,1,4,0,0,5
MAPIRI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,1,4,2,7
MONTERO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,0,1,1,2
ORURO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,7,4,1,4,16
PAILON,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,0,1,1,2
PAZÑA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,0,2,1,3
POOPO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,1,2,1,0,4
PUCARANI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,2,0,0,0,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,0,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,1,0,1,2
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,1,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,0,1,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,3,4,0,1,8
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,3,1,0,0,4
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,3,1,3,7,14
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,1,1,1,3,6
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,44,15,2,4,65
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,1,0,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,0,0,1,1
TARATA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,0,2,0,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,1,0,2,3
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,1,0,2,2,5
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,2,3,8,2,15
UNCIA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,1,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,0,2,0,2
VINTO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,4,1,2,0,7
WARNES,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,1,2,0,0,3
YACUIBA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-10-01,0,1,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,1,0,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,1,2,2,5
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,0,0,1,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,0,2,0,2
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,1,1,0,0,2
CAMARGO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,0,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,1,1,0,2
CARAPARI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,1,1,0,0,2
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,1,0,1,0,2
CHIMORE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,0,0,1,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,1,0,1,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,6,4,1,0,11
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,0,8,9,17
COTOCA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,3,3,1,5,12
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,12,13,8,11,44
EL CHORO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,1,0,0,1
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,1,0,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,2,0,0,0,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,1,0,0,1
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,0,2,2,4
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,1,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,3,8,1,4,16
MIZQUE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,0,0,1,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,1,0,1,2
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,1,0,0,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,5,1,2,6,14
PAILON,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,3,0,7,5,15
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,1,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,1,0,3,4,8
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,1,0,2,3
REYES,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,1,0,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,1,0,1,2
SACABA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,1,0,1,0,2
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,3,0,0,0,3
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,1,4,2,7
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,1,3,3,7
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,2,0,1,0,3
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,0,1,0,1
SAN PEDRO DE QUEMES,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,1,0,0,0,1
SAN PEDRO(PND),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,11,24,2,5,42
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,1,1,0,2
SORATA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,1,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,1,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,1,0,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,1,0,0,1,2
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,0,1,0,1
TOLEDO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,1,0,1,3,5
UNCIA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,1,1,0,2
UYUNI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,1,0,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,1,0,1,2
VILLAZON,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,1,0,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,1,0,1,2
WARNES,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,3,0,2,0,5
YACUIBA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,1,1,2,0,4
YAPACANI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-11-01,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,3,3,0,0,6
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,1,2,2,2,7
CHIMORE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,1,1,1,1,4
COBIJA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,1,0,0,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,15,17,3,2,37
COLOMI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,0,0,0,1,1
COROICO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,1,0,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,4,3,0,0,7
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,4,4,5,4,17
EL TORNO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,0,2,0,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,1,1,0,0,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,0,0,0,1,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,3,3,3,1,10
LORETO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,1,2,0,0,3
MIZQUE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,0,0,0,1,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,1,2,0,0,3
OKINAWA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,11,8,2,5,26
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,0,1,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,0,2,0,0,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,5,1,3,1,10
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,0,1,0,1,2
PUNATA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,0,1,0,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,2,0,0,0,2
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,1,0,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,4,0,0,1,5
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,2,4,3,3,12
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,0,0,4,4,8
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,1,1,0,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,0,0,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,0,0,1,3,4
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,1,0,0,1,2
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,0,1,0,0,1
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,1,0,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,1,1,0,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,39,22,3,4,68
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,0,0,1,2,3
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,1,1,0,0,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,0,0,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,2,0,0,1,3
SORACACHI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,0,0,1,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,1,1,0,0,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,3,0,0,0,3
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,1,2,3,0,6
VIACHA,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,1,0,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,2,1,1,0,4
VILLAZON,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,0,0,1,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,0,1,1,1,3
WARNES,vacunaciones en ninos de 2 a 3 anos,total antipoliomielitica 3ra dosis,2015-12-01,2,1,4,3,10
