,group,variable,month,TOTAL PENTAVALENTE 1RA DOSIS DENTRO,TOTAL PENTAVALENTE 1RA DOSIS DENTRO,TOTAL PENTAVALENTE 1RA DOSIS FUERA,TOTAL PENTAVALENTE 1RA DOSIS FUERA,TOTALES
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,1,0,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,1,0,0,0,1
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,1,1,0,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,0,1,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,4,1,0,1,6
LAJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,0,1,0,0,1
LORETO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,1,2,0,1,4
MALLA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,1,1,1,0,3
PAILON,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,0,0,3,4,7
PALCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,3,2,0,0,5
PAPEL PAMPA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,2,2,1,1,6
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,2,0,0,0,2
PUNATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,1,0,0,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,1,0,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,1,0,2,1,4
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,1,0,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,3,4,1,0,8
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,0,1,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,1,1,3,1,6
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,0,1,0,1,2
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,0,0,1,2,3
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,13,18,1,0,32
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,1,0,0,1,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,2,1,0,1,4
SORATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,0,1,2,1,4
TACACOMA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,2,0,0,0,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,4,2,1,0,7
UMALA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,0,1,0,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,0,0,1,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,0,0,1,0,1
VITICHI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,0,0,0,1,1
WARNES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,1,1,0,0,2
YACUIBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,1,0,3,4,8
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,4,1,0,0,5
ATOCHA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,0,1,0,0,1
AYO AYO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,0,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,0,0,1,0,1
BATALLAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,1,0,0,0,1
BETANZOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,0,1,0,1,2
CABEZAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,1,1,6,3,11
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,0,0,0,1,1
CHAQUI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,1,1,0,1,3
CHIMORE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,0,0,0,1,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,13,6,0,0,19
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,3,1,0,2,6
COPACABANA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,0,0,0,1,1
CORO CORO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,0,0,7,2,9
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,5,5,4,5,19
HUANUNI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,0,0,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,0,1,0,0,1
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,0,0,0,1,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,3,4,1,0,8
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,0,0,1,0,1
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,0,0,0,2,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,0,0,1,0,1
OCURI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,2,0,1,1,4
ORURO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,1,2,0,0,3
PAILON,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,2,5,6,5,18
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,0,1,0,0,1
PAPEL PAMPA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,1,2,3,1,7
PAZÑA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,1,0,1,0,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,3,7,0,0,10
PUERTO CARABUCO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,0,0,1,1,2
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,1,4,1,2,8
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,2,1,0,2,5
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,1,0,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,0,0,0,1,1
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,0,0,1,1,2
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,0,0,1,1,2
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,1,0,1,2,4
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,0,0,2,3,5
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,26,34,0,2,62
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,1,0,0,0,1
SOPACHUY,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,0,1,0,0,1
SORATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,0,0,0,1,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,0,1,0,0,1
TOMAVE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,0,0,1,2,3
TORO TORO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,1,2,0,0,3
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,0,2,0,1,3
UNCIA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,0,0,1,1,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-08-01,3,2,8,6,19
AIQUILE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,0,0,1,1
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,1,0,0,1
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,0,0,1,1
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,1,0,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,0,0,1,1
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,1,0,0,1,2
CAJUATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,1,0,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,0,3,0,3
CHAQUI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,1,0,1,1,3
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,4,2,0,3,9
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,2,0,2,5,9
COTOCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,1,2,0,0,3
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,8,5,5,9,27
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,0,1,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,0,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,2,0,0,2
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,0,1,1,2
HUANUNI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,1,0,1,0,2
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,0,1,1,2
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,2,4,0,0,6
LAJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,1,0,0,0,1
MALLA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,0,1,1,2
MAPIRI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,6,1,0,0,7
MIZQUE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,1,0,0,0,1
OCURI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,4,0,0,4
ORURO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,3,4,8,12,27
PAILON,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,7,8,9,4,28
PALCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,2,3,0,0,5
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,0,0,1,1
POROMA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,0,0,1,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,1,0,1,0,2
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,1,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,1,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,5,4,1,0,10
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,1,1,0,0,2
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,1,0,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,1,2,0,0,3
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,0,0,1,1
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,16,19,1,0,36
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,1,0,0,0,1
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,0,2,0,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,0,0,2,2
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,0,0,1,1
SORACACHI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,0,0,3,3
SUCRE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,6,10,0,0,16
TAPACARI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,3,3,0,0,6
TARIJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,1,0,0,0,1
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,0,1,0,1
TIAWANACU,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,0,0,1,1
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,0,1,6,7
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,1,0,0,1
TOMAVE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,0,0,1,1
TORO TORO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,0,4,0,0,4
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,1,0,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,5,8,0,0,13
VITICHI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,1,2,0,0,3
WARNES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-09-01,1,0,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,1,0,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,1,1,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,0,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,3,0,0,3
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,0,2,0,2
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,0,0,1,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,1,0,0,0,1
COCAPATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,0,1,1,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,7,12,11,2,32
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,2,1,0,1,4
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,1,0,1,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,0,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,9,7,5,14,35
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,2,0,0,0,2
EXALTACION,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,1,2,3,0,6
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,0,1,0,1
ICHOCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,1,0,4,0,5
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,1,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,1,2,0,0,3
LAJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,1,0,0,0,1
LORETO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,1,0,0,1
OCURI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,0,1,1,2
ORURO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,1,3,2,0,6
PAILON,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,3,3,47,38,91
PALCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,4,3,4,3,14
POTOSI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,2,3,6,1,12
PUNATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,1,0,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,0,0,1,1
SACABA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,3,0,0,0,3
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,1,0,0,1
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,1,0,0,1
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,0,1,1,2
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,1,1,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,1,0,6,0,7
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,0,2,2,4
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,0,3,0,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,21,14,3,3,41
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,0,1,2,3
SORATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,0,0,1,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,1,1,1,3,6
TARIJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,2,0,0,2
TOMAVE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,6,2,2,2,12
UNCIA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,0,9,7,16
VIACHA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,1,0,0,0,1
VILLA SERRANO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,0,2,1,3
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,1,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,1,0,0,1,2
WARNES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-10-01,0,1,0,1,2
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,3,3,2,8
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,0,0,2,2
BOLIVAR,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,0,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,1,0,5,3,9
CAIROMA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,1,0,0,1
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,2,0,1,0,3
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,0,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,1,2,0,0,3
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,2,0,0,1,3
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,1,0,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,9,9,0,0,18
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,0,0,1,1
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,1,0,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,1,0,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,4,2,0,1,7
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,8,8,7,8,31
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,1,0,0,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,0,0,1,1
GUANAY,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,0,0,2,2
HUACARETA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,0,0,2,2
HUAYLLAMARCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,0,0,2,2
ICHOCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,2,0,0,2
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,4,6,3,1,14
