,group,variable,month,TOTAL PENTAVALENTE 3RA DOSIS DENTRO,TOTAL PENTAVALENTE 3RA DOSIS DENTRO,TOTAL PENTAVALENTE 3RA DOSIS FUERA,TOTAL PENTAVALENTE 3RA DOSIS FUERA,TOTALES
WARNES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,1,1,0,1,3
YACUIBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,1,1,0,0,2
YAPACANI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,0,5,5,1,11
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,1,0,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,1,1,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,0,1,1,2
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,0,2,0,2
COBIJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,1,0,0,2,3
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,5,10,3,4,22
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,1,0,0,0,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,0,0,1,1
COPACABANA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,0,1,0,1
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,1,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,13,7,11,6,37
EL CHORO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,1,0,0,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,1,2,0,3
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,1,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,2,1,0,0,3
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,1,4,0,0,5
MAPIRI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,0,1,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,0,1,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,7,4,1,4,16
PAILON,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,0,1,1,2
PAZÑA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,0,2,1,3
POOPO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,1,2,1,0,4
PUCARANI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,2,0,0,0,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,0,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,1,0,1,2
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,1,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,0,1,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,3,4,0,1,8
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,3,1,1,0,5
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,1,1,3,7,12
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,1,1,1,3,6
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,0,1,0,1
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,1,0,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,25,16,2,2,45
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,1,0,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,0,0,1,1
TARACO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,0,8,12,20
TARATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,0,2,0,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,1,0,1,2
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,1,0,2,2,5
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,2,4,8,2,16
UNCIA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,1,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,0,2,0,2
VINTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,4,1,2,0,7
WARNES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,1,2,0,0,3
YACUIBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-10-01,0,1,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,1,0,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,1,2,2,5
BETANZOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,4,4,0,0,8
CABEZAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,0,2,4,6
CAMARGO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,0,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,1,1,0,2
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,1,0,1,0,2
CHIMORE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,0,0,1,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,1,0,1,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,6,4,2,1,13
CORQUE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,0,2,3,5
COTOCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,3,3,1,5,12
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,11,5,8,11,35
EL CHORO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,1,0,0,1
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,1,0,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,2,0,0,0,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,1,0,0,1
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,0,2,2,4
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,1,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,3,4,1,4,12
MIZQUE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,0,0,1,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,1,0,0,1
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,1,0,0,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,4,1,2,6,13
PAILON,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,4,1,1,2,8
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,1,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,1,0,3,4,8
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,1,0,2,3
REYES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,1,0,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,1,0,1,2
SACABA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,1,0,1,0,2
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,3,0,0,0,3
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,1,3,1,5
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,1,3,3,7
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,2,0,1,0,3
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,1,1,0,2
SAN PEDRO DE QUEMES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,1,0,0,0,1
SAN PEDRO(PND),vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,9,22,2,7,40
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,0,1,0,1
SORATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,1,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,1,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,1,0,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,1,0,0,1,2
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,0,1,0,1
TOLEDO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,1,0,1,3,5
UNCIA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,1,1,0,2
UYUNI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,1,0,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,1,0,1,2
VILLAZON,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,1,0,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,1,0,1,2
WARNES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,3,0,2,0,5
YACUIBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,1,1,2,0,4
YAPACANI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-11-01,0,0,1,0,1
BETANZOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,0,1,2,1,4
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,0,1,2,1,4
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,2,2,2,2,8
CHIMORE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,1,1,1,1,4
COBIJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,1,0,0,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,6,7,3,2,18
COLOMI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,0,0,0,1,1
COROICO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,1,0,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,4,3,0,0,7
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,3,4,6,4,17
EL TORNO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,0,2,0,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,1,1,0,0,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,0,0,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,2,3,3,1,9
LORETO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,1,2,0,0,3
MIZQUE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,0,0,0,1,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,1,2,0,0,3
OKINAWA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,6,4,2,3,15
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,0,1,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,0,2,0,0,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,5,1,3,1,10
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,0,0,0,1,1
PUNATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,0,1,0,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,2,0,0,0,2
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,1,0,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,4,0,0,1,5
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,2,4,3,2,11
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,0,0,1,4,5
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,1,1,0,0,2
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,0,0,1,3,4
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,1,0,0,1,2
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,0,1,0,0,1
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,1,0,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,1,1,0,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,42,25,3,5,75
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,0,0,1,2,3
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,1,1,0,0,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,0,0,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,2,0,0,1,3
SORACACHI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,0,0,1,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,1,1,0,0,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,3,0,0,0,3
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,0,2,0,0,2
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,0,2,3,0,5
VIACHA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,1,0,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,2,1,1,0,4
VILLAZON,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,0,0,1,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,0,1,1,1,3
WARNES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-12-01,2,1,4,3,10
