,group,variable,month,DT 2DA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 7 A 49 AÑOS FUERA,DT 2DA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
CORIPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,14,0,0,0,14,14
CORO CORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,4,0,0,0,4,4
COROICO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,4,5,0,1,4,6,10
CORQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,2,4,62,3,64,7,71
COTAGAITA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,6,16,12,6,18,22,40
COTOCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,2,0,1,1,3,4
CRUZ DE MACHACAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,0,0,1,0,1,1
CUATRO CAÑADAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,2,1,4,17,6,18,24
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,2,0,0,1,2,3
CUEVO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,2,0,2,1,4,5
CURAHUARA DE CARANGAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,2,5,0,0,2,5,7
CURVA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,2,0,0,1,2,3
DESAGUADERO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,1,0,1,0,2,2
EL ALTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,157,814,442,789,599,1603,2202
EL CHORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,7,4,6,4,13,17
EL PUENTE(STC),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,1,0,49,0,50,50
EL PUENTE(TJA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,4,15,20,36,24,51,75
EL TORNO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,0,0,0,1,0,1
ENTRE RIOS TRJ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,7,4,12,12,19,16,35
ENTRE RIOS CBBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,18,24,2,10,20,34,54
ESCOMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,1,0,0,0,1,1
ESMERALDA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,0,0,1,0,1,1
EUCALIPTUS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,2,1,11,1,13,2,15
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,0,0,0,1,0,1
EXALTACION,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,3,0,0,0,3,3
FERNANDEZ ALONSO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,13,26,7,27,20,47
FILADELFIA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,1,1,1,2,2,4
GENERAL SAAVEDRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,5,18,14,4,19,22,41
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,4,8,5,9,9,18
GUANAY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,9,3,2,4,11,15
GUAYARAMERIN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,11,44,15,5,26,49,75
GUTIERREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,1,6,26,7,27,34
HUACARETA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,2,0,6,0,8,8
HUANUNI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,3,26,21,26,24,52,76
HUARACAJE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,2,0,0,0,2,2
HUARINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,4,0,0,0,4,4
HUATAJATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,1,12,6,13,7,20
ICHOCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,5,0,0,0,5,5
ICLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,2,0,6,0,8,8
INCAHUASI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,3,9,6,9,9,18
INGAVI (HUMAITA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,2,0,0,0,2,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,3,0,0,0,3,3
IXIAMAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,18,8,14,3,32,11,43
JESUS DE MACHACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,1,0,0,0,1,1
LA ASUNTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,3,17,4,12,7,29,36
LA PAZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,151,524,960,438,1111,962,2073
LA RIVERA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,2,0,0,0,2,2
LAGUNILLAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,3,3,0,2,3,5,8
LAJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,2,3,0,2,2,5,7
LAS CARRERAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,0,0,3,0,3,3
LICOMA PAMPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,1,0,0,0,1,1
LLALLAGUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,12,31,28,44,40,75,115
LURIBAY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,3,9,0,1,3,10,13
MACHACAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,4,0,0,1,4,5
MACHARETI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,8,0,0,1,8,9
MAGDALENA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,4,5,2,2,6,7,13
MALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,0,28,32,28,32,60
MAPIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,3,16,48,37,51,53,104
MECAPACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,1,12,8,12,9,21
MINEROS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,8,0,0,1,8,9
MIZQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,5,6,0,1,5,7,12
MOCOMOCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,2,13,13,14,15,29
MOJOCOYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,0,1,2,1,2,3
MONTEAGUDO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,12,5,0,2,12,7,19
MONTERO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,8,207,25,24,33,231,264
MORO MORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,0,2,5,2,5,7
MOROCHATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,0,5,4,6,4,10
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,0,1,1,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,0,2,0,2,0,2
OCURI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,16,10,19,10,35,45
OKINAWA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,2,1,4,4,6,5,11
OMEREQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,1,1,5,1,6,7
ORURO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,54,378,113,104,167,482,649
PADCAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,3,7,19,20,22,27,49
PAILON,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,16,4,4,8,20,12,32
PALCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,13,0,3,1,16,17
PALOS BLANCOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,11,18,7,32,18,50,68
PAMPA GRANDE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,0,0,0,1,0,1
PAPEL PAMPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,1,0,1,0,2,2
PASORAPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,4,10,8,11,12,23
PATACAMAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,14,0,2,0,16,16
PAZÑA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,2,12,1,2,3,14,17
PELECHUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,7,0,0,1,7,8
POCOATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,0,0,8,0,8,8
POCONA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,2,3,8,4,10,7,17
POJO (CBBA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,5,0,22,9,27,9,36
POOPO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,4,2,6,3,10,13
PORCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,14,19,5,19,19,38
POROMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,17,4,17,5,34,39
PORTACHUELO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,4,27,0,0,4,27,31
PORVENIR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,2,3,0,5,2,8,10
POTOSI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,29,286,152,77,181,363,544
PRESTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,1,0,0,0,1,1
PUCARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,1,0,1,0,2,2
PUCARANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,7,17,1,11,8,28,36
PUERTO ACOSTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,0,0,1,0,1,1
PUERTO CARABUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,2,0,0,0,2,2
PUERTO GONZALO MORENO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,2,2,1,0,3,2,5
PUERTO PEREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,3,11,0,12,3,15
PUERTO QUIJARRO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,144,42,0,0,144,42,186
PUERTO RICO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,3,6,7,6,10,16
PUERTO SILES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,0,0,13,0,13,13
PUERTO SUAREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,5,7,2,5,7,12,19
PUERTO VILLARROEL,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,12,48,37,51,49,99,148
PUNA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,4,17,5,23,9,40,49
PUNATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,15,47,6,16,21,63,84
QUIABAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,1,1,15,2,16,18
QUILLACOLLO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,36,51,56,125,92,176,268
QUIME,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,2,0,10,14,12,14,26
QUIRUSILLAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,0,2,0,3,0,3
RAQAYPAMPA(ETA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,3,1,0,0,3,1,4
RAVELO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,11,11,18,11,29,40
REYES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,14,15,21,15,35,50
RIBERALTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,5,86,2,0,7,86,93
ROBORE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,2,2,0,0,2,2,4
RURRENABAQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,6,50,28,36,34,86,120
SABAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,0,4,2,4,2,6
SACABA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,25,90,172,197,197,287,484
SACABAMBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,2,2,0,0,2,2,4
SACACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,15,2,8,3,23,26
SAIPINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,4,0,1,0,5,5
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,4,2,4,2,8,10
SAN ANDRES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,4,12,0,0,4,12,16
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,6,12,15,16,21,28,49
SAN BENITO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,3,13,9,5,12,18,30
SAN BORJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,7,63,48,72,55,135,190
SAN BUENA VENTURA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,5,45,53,45,58,103
SAN CARLOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,4,10,16,14,20,24,44
SAN IGNACIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,6,24,12,9,18,33,51
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,3,14,0,1,3,15,18
SAN JAVIER(BNI),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,4,5,4,4,8,9,17
SAN JAVIER(STC),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,13,23,25,25,38,48,86
SAN JOAQUIN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,4,0,0,0,4,4
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,6,3,10,10,16,13,29
SAN JUAN DE YAPACANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,2,5,0,0,2,5,7
SAN JULIAN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,27,48,29,54,56,102,158
SAN LORENZO(PND),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,14,4,4,7,18,11,29
SAN LORENZO(TJA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,5,22,0,2,5,24,29
SAN LUCAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,4,0,5,1,9,10
SAN MATIAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,7,6,0,0,7,6,13
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,5,10,5,6,10,16,26
SAN PABLO DE LIPEZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,2,1,3,1,5,2,7
SAN PEDRO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,2,5,9,9,11,14,25
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,20,0,9,0,29,29
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,2,1,3,2,5,7
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,5,50,0,51,5,56
SAN PEDRO(PND),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,0,0,1,0,1,1
SAN RAFAEL,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,4,1,1,1,5,6
SAN RAMON BENI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,7,46,42,46,49,95
SAN RAMON SCZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,9,0,0,0,9,9
SANTA ANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,2,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,833,2251,1380,1834,2213,4085,6298
SANTA ROSA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,3,0,0,0,3,3
SANTA ROSA DEL SARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,12,22,9,8,21,30,51
SANTIAGO DE CALLAPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,2,0,0,1,2,3
SANTIAGO DE HUARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,4,0,4,0,8,8
SANTIAGO DE HUATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,5,0,0,0,5,5
SANTIAGO DE MACHACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,2,3,0,1,2,4,6
SANTIVAÑES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,1,0,0,0,1,1
SANTUARIO DE QUILLACAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,2,0,0,1,2,3
SAPAHAQUI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,2,7,3,4,5,11,16
SENA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,4,5,8,8,12,13,25
SHINAOTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,7,24,6,8,13,32,45
SICA SICA (VILLA AROMA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,12,2,18,2,30,32
SICAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,1,0,1,0,2,2
SIPE SIPE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,9,18,85,105,94,123,217
SOPACHUY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,1,0,2,0,3,3
SORACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,2,10,21,11,23,34
SORATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,6,0,3,1,9,10
SUCRE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,41,111,17,33,58,144,202
TACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,1,2,5,2,6,8
TACACOMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,3,0,0,0,3,3
TACOBAMBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,0,0,13,0,13,13
TACOPAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,3,6,4,3,7,9,16
TAHUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,0,1,0,1,0,1
TAPACARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,8,30,5,7,13,37,50
TARABUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,6,1,0,1,6,7
TARATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,4,7,2,7,6,13
TARIJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,49,228,115,145,164,373,537
TARVITA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,0,0,0,1,0,1
TEOPONTE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,5,11,2,5,7,16,23
TINGUIPAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,6,0,4,0,10,10
TIPUANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,4,18,7,8,11,26,37
TIQUIPAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,11,24,55,81,66,105,171
TIRAQUE (CBBA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,4,8,1,17,5,25,30
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,2,3,0,4,2,6
TOCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,6,1,7,4,13,5,18
TOLATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,3,11,17,12,20,32
TOLEDO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,1,1,0,1,1,2
TOMAVE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,0,11,2,12,2,14
TOMINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,42,45,11,4,53,49,102
TORO TORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,4,0,11,0,15,15
TOTORA(CBBA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,3,10,6,3,9,13,22
TOTORA(ORR),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,2,3,1,1,3,4,7
TRIGAL,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,0,4,0,4,0,4
TRINIDAD,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,25,179,66,60,91,239,330
TUPIZA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,5,49,30,34,35,83,118
TURCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,0,2,1,2,1,3
UMALA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,4,0,5,1,9,10
UNCIA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,2,26,7,15,9,41,50
URIONDO (A. CONCEPCION),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,2,7,3,3,5,10,15
URUBICHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,6,8,12,9,18,27
UYUNI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,4,31,0,0,4,31,35
VACAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,2,3,2,3,4,7
VALLEGRANDE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,12,3,3,0,15,3,18
VIACHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,3,76,6,21,9,97,106
VILA VILA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,0,5,7,5,7,12
VILLA CHARCAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,7,0,1,0,8,8
VILLA MONTES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,18,49,3,14,21,63,84
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,0,6,11,6,11,17
VILLA RIVERO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,4,7,0,7,4,14,18
VILLA SERRANO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,1,0,0,1,1,2
VILLA TUNARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,15,43,59,72,74,115,189
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,3,3,0,0,3,3,6
VILLAZON,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,10,41,11,6,21,47,68
VINTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,11,43,22,54,33,97,130
VITICHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,2,1,3,2,5,7
WALDO BALLIVIAN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,1,0,0,0,1,1
WARNES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,29,82,2,17,31,99,130
YACO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,1,0,3,0,4,4
YACUIBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,16,73,7,5,23,78,101
YAMPARAEZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,2,10,2,10,4,14
YANACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,0,0,1,0,1,1
YAPACANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,5,25,95,41,100,66,166
YOCALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,6,0,1,0,7,7
YOTALA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,1,0,0,2,1,2,3
YUNCHARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,0,1,5,4,5,5,10
ZUDAÑEZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-07-01,5,9,15,31,20,40,60
ACACIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-08-01,0,2,7,12,7,14,21
ACHACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-08-01,1,10,7,5,8,15,23
ACHOCALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-08-01,1,24,2,8,3,32,35
AIQUILE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-08-01,3,16,24,25,27,41,68
