,group,variable,month,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,TOTALES,TOTALES,TOTALES
YOCALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-06-01,1,1,2,0,3,1,4
YOTALA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-06-01,11,21,17,56,28,77,105
YUNCHARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-06-01,5,5,8,18,13,23,36
ZUDAÑEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-06-01,12,20,7,10,19,30,49
ACACIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,0,0,3,0,3,3
ACHACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,2,4,18,19,20,23,43
ACHOCALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,8,16,2,0,10,16,26
AIQUILE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,24,24,3,10,27,34,61
ALALAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,0,4,0,4,0,4
ALTO BENI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,21,33,8,19,29,52,81
ANCORAIMES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,3,5,3,1,6,6,12
ANDAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,2,1,1,2,3,3,6
ANZALDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,1,3,9,3,10,13
APOLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,4,9,39,42,43,51,94
ARBIETO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,0,7,8,7,8,15
ARQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,15,36,22,22,37,58,95
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,34,75,17,18,51,93,144
ATOCHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,1,0,48,7,49,7,56
AYATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,1,0,0,0,1,1
AYO AYO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,4,18,2,6,6,24,30
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,12,18,41,61,53,79,132
AZURDUY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,2,5,61,75,63,80,143
BATALLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,1,1,0,4,1,5,6
BAURES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,3,1,0,0,3,1,4
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,0,0,1,0,1,1
BELLA FLOR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,1,0,0,2,1,2,3
BERMEJO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,19,26,33,75,52,101,153
BETANZOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,11,19,12,22,23,41,64
BOLIVAR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,1,1,2,3,3,4,7
BOYUIBE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,3,0,0,1,3,1,4
BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,27,34,8,38,35,72,107
CABEZAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,6,14,22,17,28,31,59
"CAIZA ""D""",otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,1,0,0,0,1,0,1
CAJUATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,21,13,61,9,82,22,104
CALACOTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,4,0,0,1,4,1,5
CALAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,8,18,13,14,21,32,53
CAMARGO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,7,21,15,31,22,52,74
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,5,12,0,0,5,12,17
CAMIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,67,105,58,84,125,189,314
CAPINOTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,7,15,8,9,15,24,39
CAQUIAVIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,1,1,1,5,2,6,8
CARACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,14,9,52,78,66,87,153
CARANAVI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,27,16,3,1,30,17,47
CARAPARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,4,3,1,2,5,5,10
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,3,3,0,0,3,3,6
CHALLAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,6,10,22,20,28,30,58
CHAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,4,1,0,1,4,5
CHARAGUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,39,49,9,15,48,64,112
CHARAÑA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,5,2,0,0,5,2,7
CHAYANTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,0,1,0,1,0,1
CHIMORE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,43,71,252,222,295,293,588
CHOQUE COTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,2,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,12,10,6,4,18,14,32
CHUMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,5,1,7,3,12,4,16
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,0,16,17,16,17,33
CKOCHAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,9,10,1,5,10,15,25
CLIZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,0,23,7,23,7,30
COBIJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,29,62,11,11,40,73,113
COCAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,27,23,18,33,45,56,101
COCHABAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,280,389,377,343,657,732,1389
COLCAPIRHUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,46,54,207,180,253,234,487
"COLCHA ""K""",otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,19,24,0,6,19,30,49
COLLANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,0,0,2,0,2,2
COLOMI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,1,10,60,113,61,123,184
COLQUECHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,20,32,7,11,27,43,70
COLQUENCHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,15,59,6,14,21,73,94
COLQUIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,2,1,0,0,2,1,3
COMBAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,0,4,9,4,9,13
CONCEPCION,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,35,45,24,26,59,71,130
COPACABANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,4,7,24,50,28,57,85
CORIPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,2,2,8,6,10,8,18
COROICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,2,4,66,43,68,47,115
CORQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,2,1,0,0,2,1,3
COTAGAITA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,26,34,23,15,49,49,98
COTOCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,149,151,21,47,170,198,368
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,31,44,28,35,59,79,138
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,9,13,2,4,11,17,28
CUEVO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,3,0,2,0,5,5
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,1,0,0,0,1,0,1
CURVA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,0,0,1,0,1,1
DESAGUADERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,2,6,30,51,32,57,89
EL ALTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,855,1504,1130,1602,1985,3106,5091
EL PUENTE(STC),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,17,15,2,10,19,25,44
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,0,5,5,5,5,10
EL TORNO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,98,162,0,0,98,162,260
EL VILLAR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,1,3,2,7,3,10,13
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,9,16,4,2,13,18,31
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,25,31,53,98,78,129,207
ESCOMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,3,2,0,0,3,2,5
EUCALIPTUS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,2,0,0,0,2,2
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,4,3,1,4,5,7,12
EXALTACION,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,0,0,1,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,9,16,5,12,14,28,42
FILADELFIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,1,0,0,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,34,75,11,23,45,98,143
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,1,5,0,2,1,7,8
GUANAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,2,8,40,33,42,41,83
GUAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,2,0,3,0,5,5
GUAYARAMERIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,21,25,30,11,51,36,87
HUACARETA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,6,7,0,0,6,7,13
HUACHACALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,1,1,0,0,1,1,2
HUANUNI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,10,27,46,65,56,92,148
HUARACAJE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,14,23,0,0,14,23,37
HUARINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,3,1,3,1,6,7
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,0,0,1,0,1,1
HUMANATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,3,7,0,2,3,9,12
ICHOCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,13,7,2,3,15,10,25
ICLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,0,1,1,1,1,2
INCAHUASI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,1,2,0,0,1,2,3
INGAVI (HUMAITA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,2,0,0,0,2,2
INQUISIVI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,16,22,24,18,40,40,80
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,6,8,24,30,30,38,68
IXIAMAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,1,3,27,29,28,32,60
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,5,11,15,30,20,41,61
LA ASUNTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,42,46,14,1,56,47,103
LA GUARDIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,281,395,42,40,323,435,758
LA PAZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,708,940,216,282,924,1222,2146
LAGUNILLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,3,4,1,3,4,7,11
LAJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,12,28,53,93,65,121,186
LAS CARRERAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,1,1,0,0,1,1,2
LICOMA PAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,1,0,0,0,1,1
LLALLAGUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,10,20,8,3,18,23,41
LORETO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,0,4,6,4,6,10
MACHACAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,2,0,0,0,2,2
MACHARETI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,5,14,0,0,5,14,19
MAGDALENA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,1,1,0,1,1,2,3
MAIRANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,12,20,13,23,25,43,68
MAPIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,2,0,11,16,13,16,29
MECAPACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,3,4,17,23,20,27,47
MINEROS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,20,33,0,1,20,34,54
MIZQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,9,31,42,88,51,119,170
MOCOMOCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,13,8,15,14,28,22,50
MOJOCOYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,9,13,8,17,17,30,47
MONTEAGUDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,41,45,43,57,84,102,186
MONTERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,158,174,100,166,258,340,598
MORO MORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,1,0,3,5,4,5,9
MOROCHATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,1,0,5,14,6,14,20
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,0,1,2,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,0,7,4,7,4,11
OKINAWA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,13,19,20,6,33,25,58
OMEREQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,0,6,0,6,0,6
ORURO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,163,271,264,426,427,697,1124
PADCAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,1,2,4,2,5,7
PADILLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,1,8,8,6,9,14,23
PAILON,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,71,75,19,28,90,103,193
PALCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,10,12,5,6,15,18,33
PALOS BLANCOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,1,1,5,1,6,7
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,1,0,0,0,1,0,1
PAMPA GRANDE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,2,2,0,0,2,2,4
PAPEL PAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,0,0,2,0,2,2
PATACAMAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,0,6,10,6,10,16
PELECHUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,4,9,4,0,8,9,17
POCOATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,0,3,4,3,4,7
POJO (CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,2,8,22,12,24,20,44
POOPO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,0,1,0,1,0,1
PORCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,2,0,12,6,14,6,20
POROMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,10,18,9,15,19,33,52
PORONGO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,19,29,19,14,38,43,81
PORTACHUELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,23,27,0,0,23,27,50
PORVENIR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,3,1,12,16,15,17,32
POTOSI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,122,147,128,197,250,344,594
PRESTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,4,25,11,7,15,32,47
PUCARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,6,9,0,0,6,9,15
PUCARANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,4,7,9,25,13,32,45
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,0,1,2,1,2,3
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,2,1,10,11,12,12,24
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,1,4,6,4,7,11
PUERTO PEREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,1,3,17,4,18,7,25
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,24,30,30,0,54,30,84
PUERTO RICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,0,5,12,5,12,17
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,6,15,13,12,19,27,46
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,25,31,145,170,170,201,371
PUNA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,2,3,1,1,3,4,7
PUNATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,11,20,12,35,23,55,78
QUIABAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,0,3,1,3,1,4
QUILLACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,52,145,269,465,321,610,931
QUIME,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,1,0,22,20,23,20,43
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,1,5,0,1,1,6,7
RAVELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,6,9,1,2,7,11,18
REYES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,23,14,28,35,51,49,100
RIBERALTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,67,88,96,177,163,265,428
ROBORE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,25,26,1,3,26,29,55
RURRENABAQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,11,15,6,6,17,21,38
SABAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,0,1,1,1,1,2
SACABA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,106,177,163,246,269,423,692
SACACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,2,6,2,8,4,14,18
SAIPINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,2,2,4,8,6,10,16
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,2,1,0,1,2,2,4
SAMAIPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,8,7,0,0,8,7,15
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,1,0,0,0,1,0,1
SAN ANTONIO DE ESMORUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,1,0,0,0,1,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,3,0,0,0,3,3
SAN BENITO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,2,5,25,51,27,56,83
SAN BORJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,63,97,34,56,97,153,250
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,2,1,0,4,2,5,7
SAN CARLOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,32,35,14,24,46,59,105
SAN IGNACIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,13,18,50,69,63,87,150
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,73,107,0,5,73,112,185
SAN JAVIER(STC),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,27,30,165,218,192,248,440
SAN JOAQUIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,3,3,0,0,3,3,6
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,23,25,21,36,44,61,105
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,9,9,6,4,15,13,28
SAN JULIAN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,10,12,2,2,12,14,26
SAN LORENZO(PND),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,4,5,2,5,6,11
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,5,8,0,0,5,8,13
SAN LUCAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,25,27,22,49,47,76,123
SAN MATIAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,18,21,0,0,18,21,39
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,11,20,7,15,18,35,53
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,16,0,0,0,16,0,16
SAN PEDRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,22,9,37,31,59,40,99
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,6,6,10,10,16,16,32
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,2,0,49,2,51,2,53
SAN RAFAEL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,4,8,0,0,4,8,12
SAN RAMON BENI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,4,10,2,2,6,12,18
SAN RAMON SCZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,32,21,0,0,32,21,53
SANTA ANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,12,10,0,1,12,11,23
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,8224,10838,1322,1140,9546,11978,21524
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,36,47,11,12,47,59,106
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,1,1,0,1,1,2
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,1,0,0,0,1,0,1
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,2,7,3,3,5,10,15
SANTIVAÑES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,4,0,0,0,4,4
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,1,0,3,0,4,4
SAPAHAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,3,1,8,9,11,10,21
SENA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,6,4,22,35,28,39,67
SHINAOTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,61,52,77,56,138,108,246
SICAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,0,2,27,71,27,73,100
SIPE SIPE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,17,18,93,205,110,223,333
SOPACHUY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,3,15,20,53,23,68,91
SORATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,4,14,27,33,31,47,78
SUCRE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-07-01,290,518,286,348,576,866,1442
