,group,variable,month,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS FUERA,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS FUERA,TOTALES,TOTALES,TOTALES
TACACOMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,16,16,92,94,108,110,218
TACOBAMBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,6,15,58,80,64,95,159
TACOPAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,13,11,46,58,59,69,128
TAHUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,0,2,2,3,2,5,7
TAPACARI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,65,69,123,140,188,209,397
TARABUCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,61,71,64,77,125,148,273
TARACO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,40,36,41,29,81,65,146
TARATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,6,13,17,18,23,31,54
TARIJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,464,562,564,733,1028,1295,2323
TARVITA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,74,62,119,123,193,185,378
TEOPONTE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,38,25,21,13,59,38,97
TIAHUANACU,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,73,82,24,22,97,104,201
TINGUIPAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,13,17,99,125,112,142,254
TIPUANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,35,16,24,26,59,42,101
TIQUIPAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,127,183,112,145,239,328,567
TIRAQUE (CBBA),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,21,30,147,159,168,189,357
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,8,6,8,23,16,29,45
TOCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,7,13,18,28,25,41,66
TOLATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,4,5,9,12,13,17,30
TOLEDO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,1,1,4,5,5,6,11
TOMAVE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,23,32,59,75,82,107,189
TOMINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,47,39,27,38,74,77,151
TORO TORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,5,7,30,48,35,55,90
TOTORA(CBBA),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,41,67,62,70,103,137,240
TOTORA(ORR),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,11,10,9,4,20,14,34
TRIGAL,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,1,0,7,4,8,4,12
TRINIDAD,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,127,152,16,18,143,170,313
TUPIZA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,105,151,95,119,200,270,470
TURCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,8,10,35,56,43,66,109
UMALA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,18,19,37,28,55,47,102
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,13,20,11,32,24,52,76
URUBICHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,1,1,7,4,8,5,13
UYUNI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,89,96,23,29,112,125,237
VACAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,40,54,11,20,51,74,125
VALLEGRANDE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,40,36,59,54,99,90,189
VIACHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,104,126,157,227,261,353,614
VILA VILA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,9,9,22,15,31,24,55
VILLA CHARCAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,31,41,32,29,63,70,133
VILLA MONTES,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,58,56,23,33,81,89,170
VILLA NUEVA (LOMA ALTA),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,0,0,5,6,5,6,11
VILLA RIVERO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,10,23,38,64,48,87,135
VILLA SERRANO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,61,49,20,27,81,76,157
VILLA TUNARI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,178,159,391,289,569,448,1017
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,6,8,21,19,27,27,54
VILLAZON,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,50,90,52,77,102,167,269
VINTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,120,119,213,344,333,463,796
VITICHI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,6,15,16,22,22,37,59
WARNES,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,136,155,53,57,189,212,401
YACO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,53,44,19,16,72,60,132
YACUIBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,75,98,54,56,129,154,283
YAMPARAEZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,96,85,66,112,162,197,359
YANACACHI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,7,4,10,19,17,23,40
YAPACANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,98,67,94,94,192,161,353
YOCALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,6,6,13,10,19,16,35
YOTALA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,39,36,47,69,86,105,191
YUNCHARA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,11,20,48,36,59,56,115
ZUDAÑEZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-06-01,4,4,34,35,38,39,77
ACACIO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,0,21,15,21,15,36
ACHACACHI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,39,44,43,67,82,111,193
ACHOCALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,10,20,3,0,13,20,33
AIQUILE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,25,23,33,26,58,49,107
ALALAY,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,0,19,14,19,14,33
ALTO BENI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,29,23,19,17,48,40,88
ANCORAIMES,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,12,17,63,67,75,84,159
ANDAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,8,13,8,14,16,27,43
ANTEQUERA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,0,1,0,1,0,1
ANZALDO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,0,4,4,4,4,8
APOLO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,41,36,112,109,153,145,298
ARBIETO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,2,2,7,11,9,13,22
ARQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,4,9,6,10,10,19,29
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,84,70,8,3,92,73,165
ATOCHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,1,1,0,1,1,2,3
AUCAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,3,1,2,2,5,3,8
AYATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,1,2,18,16,19,18,37
AYO AYO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,2,5,16,14,18,19,37
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,24,24,42,60,66,84,150
AZURDUY,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,1,0,5,3,6,3,9
BATALLAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,10,13,10,13,20,26,46
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,1,1,4,4,5,5,10
BELLA FLOR,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,0,2,5,2,5,7
BERMEJO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,44,41,18,27,62,68,130
BETANZOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,39,28,33,40,72,68,140
BOLIVAR,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,14,15,11,9,25,24,49
BOLPEBRA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,2,1,0,1,2,2,4
BOYUIBE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,2,0,0,0,2,0,2
BUENA VISTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,69,32,43,16,112,48,160
CABEZAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,26,38,6,4,32,42,74
CAIROMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,0,2,5,2,5,7
"CAIZA ""D""",otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,3,10,6,7,9,17,26
CAJUATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,14,12,4,1,18,13,31
CALACOTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,7,3,4,3,11,6,17
CALAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,11,20,22,21,33,41,74
CAMARGO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,6,21,63,72,69,93,162
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,7,6,0,0,7,6,13
CAMIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,57,60,39,29,96,89,185
CAPINOTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,4,11,14,23,18,34,52
CAQUIAVIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,37,29,11,13,48,42,90
CARACOLLO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,16,11,56,70,72,81,153
CARANAVI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,64,35,26,21,90,56,146
CARANGAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,4,2,0,0,4,2,6
CARAPARI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,5,4,4,2,9,6,15
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,8,4,0,0,8,4,12
CHALLAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,18,19,87,81,105,100,205
CHAQUI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,3,5,5,5,8,10,18
CHARAGUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,15,10,29,21,44,31,75
CHARAÑA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,5,3,16,27,21,30,51
CHAYANTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,0,6,9,6,9,15
CHIMORE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,34,24,106,92,140,116,256
CHIPAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,1,0,2,2,3,2,5
CHOQUE COTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,3,4,1,2,4,6,10
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,16,21,14,9,30,30,60
CHUMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,15,14,10,13,25,27,52
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,0,14,27,14,27,41
CKOCHAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,10,11,17,28,27,39,66
COBIJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,8,10,20,22,28,32,60
COCAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,22,32,46,45,68,77,145
COCHABAMBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,699,909,707,772,1406,1681,3087
COIPASA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,1,2,1,1,2,3,5
COLCAPIRHUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,76,92,157,226,233,318,551
"COLCHA ""K""",otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,60,40,7,3,67,43,110
COLLANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,2,4,5,2,7,6,13
COLOMI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,45,47,98,112,143,159,302
COLQUECHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,13,24,45,43,58,67,125
COLQUENCHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,16,18,2,3,18,21,39
COLQUIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,0,7,8,7,8,15
COMANCHE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,5,7,7,6,12,13,25
COMBAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,11,7,13,13,24,20,44
CONCEPCION,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,18,17,8,5,26,22,48
COPACABANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,28,19,40,57,68,76,144
CORIPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,24,23,40,24,64,47,111
CORO CORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,5,4,10,17,15,21,36
COROICO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,1,1,21,20,22,21,43
CORQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,5,7,6,10,11,17,28
COTAGAITA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,13,12,10,15,23,27,50
COTOCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,242,238,51,41,293,279,572
CRUZ DE MACHACAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,0,3,0,3,0,3
CUATRO CAÑADAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,10,15,1,4,11,19,30
CUEVO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,1,0,0,1,1,1,2
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,9,16,0,0,9,16,25
CURVA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,6,7,7,9,13,16,29
DESAGUADERO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,3,3,18,27,21,30,51
EL ALTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,1256,1585,962,1387,2218,2972,5190
EL CHORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,1,1,2,3,3,4,7
EL PUENTE(STC),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,7,2,4,4,11,6,17
EL PUENTE(TJA),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,0,2,3,2,3,5
EL TORNO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,66,86,0,0,66,86,152
EL VILLAR,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,4,3,4,4,8,7,15
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,22,17,41,44,63,61,124
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,38,30,44,53,82,83,165
ESCARA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,0,3,4,3,4,7
ESCOMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,20,18,5,2,25,20,45
EUCALIPTUS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,12,16,7,5,19,21,40
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,2,0,1,1,3,1,4
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,17,13,9,13,26,26,52
FILADELFIA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,1,2,2,2,3,5
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,14,7,19,32,33,39,72
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,4,5,1,1,5,6,11
GUANAY,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,16,3,31,28,47,31,78
GUAQUI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,38,32,27,46,65,78,143
GUAYARAMERIN,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,76,59,15,20,91,79,170
GUTIERREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,4,3,7,8,11,11,22
HUACARETA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,6,8,0,1,6,9,15
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,2,2,0,0,2,2,4
HUANUNI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,11,13,17,25,28,38,66
HUARACAJE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,1,2,0,0,1,2,3
HUARINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,11,15,5,18,16,33,49
HUAYLLAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,7,5,4,8,11,13,24
HUMANATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,13,26,4,5,17,31,48
ICHOCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,13,6,8,5,21,11,32
ICLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,0,10,9,10,9,19
INCAHUASI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,1,3,0,0,1,3,4
INGAVI (HUMAITA),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,1,1,0,0,1,1,2
INQUISIVI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,19,16,15,13,34,29,63
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,21,15,9,7,30,22,52
IXIAMAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,11,7,14,13,25,20,45
JESUS DE MACHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,28,41,41,36,69,77,146
LA ASUNTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,52,27,16,4,68,31,99
LA GUARDIA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,164,145,28,28,192,173,365
LA PAZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,1070,1280,312,371,1382,1651,3033
LAGUNILLAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,2,1,2,0,4,1,5
LAJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,67,68,96,125,163,193,356
LAS CARRERAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,4,4,2,0,6,4,10
LLALLAGUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,70,130,13,9,83,139,222
LLICA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,1,2,1,2,2,4
MACHACAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,2,3,0,0,2,3,5
MACHARETI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,1,1,0,0,1,1,2
MAGDALENA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,2,0,7,15,9,15,24
MAIRANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,6,10,15,20,21,30,51
MAPIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,3,0,7,9,10,9,19
MECAPACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,11,9,10,18,21,27,48
MINEROS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,41,31,1,1,42,32,74
MIZQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,19,16,36,64,55,80,135
MOCOMOCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,25,15,41,47,66,62,128
MOJOCOYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,8,20,12,19,20,39,59
MONTEAGUDO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,14,18,8,12,22,30,52
MONTERO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,168,167,52,69,220,236,456
MORO MORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,4,1,3,2,7,3,10
MOROCHATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,4,5,29,41,33,46,79
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,0,1,0,1,0,1
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,0,2,1,2,1,3
OCURI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,1,0,8,6,9,6,15
OKINAWA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,17,10,12,10,29,20,49
OMEREQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,0,4,2,4,2,6
ORURO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,225,259,228,421,453,680,1133
PADCAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,4,2,25,28,29,30,59
PADILLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,5,7,7,11,12,18,30
PAILON,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,10,17,20,16,30,33,63
PALCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,12,5,15,15,27,20,47
PALOS BLANCOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,10,10,12,5,22,15,37
PAMPA AULLAGAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,3,1,1,1,4,5
PAMPA GRANDE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,1,0,0,0,1,1
PAPEL PAMPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,7,1,0,0,7,1,8
PASORAPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,1,2,3,2,4,6
PATACAMAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,28,31,15,14,43,45,88
PAZÑA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,3,0,4,6,7,6,13
PELECHUCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,16,15,12,16,28,31,59
POCOATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,1,1,18,21,19,22,41
POCONA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,0,0,4,0,4,4
POJO (CBBA),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,27,23,54,58,81,81,162
POOPO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,2,3,7,4,9,7,16
PORCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,0,29,60,29,60,89
POROMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,35,27,47,66,82,93,175
PORONGO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,13,10,15,13,28,23,51
PORTACHUELO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,43,32,0,0,43,32,75
PORVENIR,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,5,1,5,6,10,7,17
POSTRER VALLE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,0,1,0,1,0,1
POTOSI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,207,264,341,486,548,750,1298
PRESTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,3,12,15,7,18,19,37
PUCARA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,13,11,0,1,13,12,25
PUCARANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,36,29,86,97,122,126,248
PUERTO ACOSTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,3,2,21,21,24,23,47
PUERTO CARABUCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,9,18,5,1,14,19,33
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,5,4,38,26,43,30,73
PUERTO PEREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,1,1,12,10,13,11,24
PUERTO QUIJARRO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,11,0,0,0,11,11
PUERTO RICO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,0,2,4,2,4,6
PUERTO SUAREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,6,6,10,6,16,12,28
PUERTO VILLARROEL,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,59,41,292,196,351,237,588
PUNA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,11,13,23,27,34,40,74
PUNATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,42,75,114,193,156,268,424
QUIABAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,0,0,9,11,9,11,20
QUILLACOLLO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,132,182,254,383,386,565,951
QUIME,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,22,13,51,25,73,38,111
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,40,47,9,11,49,58,107
RAVELO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,13,14,9,12,22,26,48
REYES,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-07-01,9,12,37,28,46,40,86
