,group,variable,month,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,TOTALES,TOTALES,TOTALES
POTOSI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,158,482,31,58,189,540,729
PRESTO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,16,17,0,0,16,17,33
PUCARA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,5,12,0,0,5,12,17
PUCARANI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,12,18,0,0,12,18,30
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,6,5,0,1,6,6,12
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,11,9,0,0,11,9,20
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,4,9,9,8,13,17,30
PUERTO PEREZ,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,1,2,1,0,2,2,4
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,10,5,0,0,10,5,15
PUERTO RICO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,0,1,0,0,0,1,1
PUERTO SILES,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,0,1,0,0,0,1,1
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,4,12,11,3,15,15,30
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,86,174,35,52,121,226,347
PUNA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,14,28,5,5,19,33,52
PUNATA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,29,72,9,16,38,88,126
QUIABAYA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,6,6,0,0,6,6,12
QUILLACOLLO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,210,77,18,54,228,131,359
QUIME,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,4,2,7,13,11,15,26
QUIRUSILLAS,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,1,1,0,0,1,1,2
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,3,3,0,0,3,3,6
RAVELO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,17,23,2,2,19,25,44
RIBERALTA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,51,119,40,65,91,184,275
ROBORE,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,15,27,35,55,50,82,132
RURRENABAQUE,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,1,2,0,2,1,4,5
SABAYA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,0,0,1,0,1,0,1
SACABA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,128,124,60,124,188,248,436
SACABAMBA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,2,6,1,0,3,6,9
SACACA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,30,34,0,0,30,34,64
SAIPINA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,0,4,1,1,1,5,6
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,7,17,0,3,7,20,27
SAMAIPATA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,12,29,0,0,12,29,41
SAN AGUSTIN,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,4,5,0,0,4,5,9
SAN ANDRES,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,4,2,1,1,5,3,8
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,6,5,0,0,6,5,11
SAN ANTONIO DE ESMORUCO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,6,4,0,2,6,6,12
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,0,3,0,0,0,3,3
SAN BENITO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,11,32,1,4,12,36,48
SAN BORJA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,9,24,2,7,11,31,42
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,2,11,4,0,6,11,17
SAN CARLOS,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,5,7,0,0,5,7,12
SAN IGNACIO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,6,6,0,0,6,6,12
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,51,125,0,1,51,126,177
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,0,1,0,0,0,1,1
SAN JAVIER(STC),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,8,16,0,0,8,16,24
SAN JOAQUIN,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,9,5,0,0,9,5,14
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,17,69,0,0,17,69,86
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,2,4,26,52,28,56,84
SAN JULIAN,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,20,30,1,2,21,32,53
SAN LORENZO(PND),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,3,9,0,5,3,14,17
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,9,23,3,2,12,25,37
SAN LUCAS,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,53,68,2,4,55,72,127
SAN MATIAS,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,5,14,0,1,5,15,20
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,11,3,0,0,11,3,14
SAN PEDRO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,17,45,1,2,18,47,65
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,37,24,16,6,53,30,83
SAN PEDRO DE QUEMES,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,1,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,0,6,0,0,0,6,6
SAN PEDRO(PND),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,0,0,4,5,4,5,9
SAN RAFAEL,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,5,4,0,0,5,4,9
SAN RAMON BENI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,1,0,0,0,1,0,1
SAN RAMON SCZ,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,1,3,0,2,1,5,6
SANTA ANA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,23,23,0,0,23,23,46
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,1918,2853,496,704,2414,3557,5971
SANTA ROSA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,11,26,3,5,14,31,45
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,27,52,1,4,28,56,84
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,0,0,1,0,1,0,1
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,2,0,0,0,2,0,2
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,1,4,0,0,1,4,5
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,3,6,1,1,4,7,11
SANTIVAÑES,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,5,6,1,1,6,7,13
SAPAHAQUI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,9,4,1,0,10,4,14
SENA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,3,3,0,1,3,4,7
SHINAOTA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,17,50,1,1,18,51,69
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,2,5,3,6,5,11,16
SICAYA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,0,3,0,0,0,3,3
SIPE SIPE,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,30,45,7,22,37,67,104
SOPACHUY,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,5,5,0,2,5,7,12
SORACACHI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,4,2,1,0,5,2,7
SORATA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,19,23,1,1,20,24,44
SUCRE,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,239,695,182,462,421,1157,1578
TACACHI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,2,2,1,0,3,2,5
TACACOMA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,5,7,5,2,10,9,19
TACOBAMBA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,2,3,0,0,2,3,5
TACOPAYA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,5,6,7,7,12,13,25
TAHUA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,3,5,0,0,3,5,8
TAPACARI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,13,23,2,4,15,27,42
TARABUCO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,26,28,0,0,26,28,54
TARACO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,1,4,0,1,1,5,6
TARATA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,10,9,5,5,15,14,29
TARIJA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,154,307,108,258,262,565,827
TARVITA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,30,35,5,8,35,43,78
TEOPONTE,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,6,17,1,1,7,18,25
TIAHUANACU,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,10,20,0,0,10,20,30
TINGUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,4,6,14,3,18,9,27
TIPUANI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,5,7,0,1,5,8,13
TIQUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,21,65,29,80,50,145,195
TIRAQUE (CBBA),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,5,17,14,28,19,45,64
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,4,4,0,0,4,4,8
TOCO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,10,16,2,2,12,18,30
TODOS SANTOS,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,1,0,0,0,1,0,1
TOLATA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,3,11,2,2,5,13,18
TOLEDO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,1,0,2,5,3,5,8
TOMAVE,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,8,16,3,4,11,20,31
TOMINA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,17,33,3,5,20,38,58
TORO TORO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,25,10,3,2,28,12,40
TOTORA(CBBA),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,13,16,3,5,16,21,37
TOTORA(ORR),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,8,13,0,1,8,14,22
TRIGAL,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,1,0,0,0,1,0,1
TRINIDAD,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,78,151,208,299,286,450,736
TUPIZA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,35,39,6,8,41,47,88
TURCO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,9,9,0,1,9,10,19
UMALA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,5,12,4,0,9,12,21
UNCIA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,21,24,1,0,22,24,46
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,10,13,2,1,12,14,26
UYUNI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,21,39,17,60,38,99,137
VACAS,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,9,27,2,2,11,29,40
VALLEGRANDE,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,15,29,4,7,19,36,55
VIACHA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,39,78,24,54,63,132,195
VILA VILA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,4,2,0,0,4,2,6
VILLA CHARCAS,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,6,6,1,2,7,8,15
VILLA MONTES,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,21,73,2,6,23,79,102
VILLA NUEVA (LOMA ALTA),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,0,0,1,2,1,2,3
VILLA RIVERO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,3,6,2,1,5,7,12
VILLA SERRANO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,7,7,2,5,9,12,21
VILLA TUNARI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,85,108,27,30,112,138,250
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,4,9,4,7,8,16,24
VILLAZON,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,23,52,1,3,24,55,79
VINTO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,53,89,11,40,64,129,193
VITICHI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,34,19,0,0,34,19,53
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,0,0,0,1,0,1,1
WARNES,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,17,59,2,3,19,62,81
YACO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,6,1,0,1,6,2,8
YACUIBA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,69,109,7,15,76,124,200
YAMPARAEZ,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,20,18,0,0,20,18,38
YAPACANI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,14,48,3,31,17,79,96
YOCALLA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,4,5,0,0,4,5,9
YOTALA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,1,1,1,0,2,1,3
YUNCHARA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,17,24,3,7,20,31,51
YUNGUYO DE LITORAL,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,0,0,0,1,0,1,1
ZUDAÑEZ,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,9,10,1,1,10,11,21
ACACIO,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,2,1,0,0,2,1,3
ACHACACHI,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,2,8,0,0,2,8,10
ACHOCALLA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,9,12,0,0,9,12,21
AIQUILE,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,4,5,0,0,4,5,9
ALCALA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,1,4,0,0,1,4,5
ALTO BENI,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,1,0,0,0,1,1
ANCORAIMES,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,1,0,0,0,1,0,1
ANDAMARCA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,1,0,0,0,1,1
APOLO,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,0,0,1,0,1,1
ARAMPAMPA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,4,4,0,0,4,4,8
ARANI,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,3,2,1,0,4,2,6
ARBIETO,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,7,0,1,0,8,8
ARQUE,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,1,1,0,0,1,1,2
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,1,3,0,0,1,3,4
ATOCHA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,1,0,2,0,3,3
AUCAPATA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,2,4,0,0,2,4,6
AYATA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,0,2,1,2,1,3
AYO AYO,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,4,3,0,0,4,3,7
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personal de salud,2019-06-01,2,2,0,2,2,4,6
AZURDUY,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,2,4,3,4,5,9
BATALLAS,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,3,5,0,0,3,5,8
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,0,0,1,0,1,1
BELLA FLOR,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,10,28,2,1,12,29,41
BETANZOS,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,1,0,1,0,2,2
BOLIVAR,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,1,1,0,0,1,1,2
BOYUIBE,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,1,5,0,0,1,5,6
BUENA VISTA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,0,12,9,12,9,21
CABEZAS,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,2,1,1,1,3,2,5
CAJUATA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,9,0,0,0,9,9
CALAMARCA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,2,7,0,0,2,7,9
CAMARGO,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,2,3,1,1,3,4,7
CAMIRI,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,30,59,12,18,42,77,119
CAPINOTA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,0,3,8,3,8,11
CAQUIAVIRI,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,2,4,0,0,2,4,6
CARACOLLO,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,1,0,2,2,3,2,5
CARANAVI,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,8,5,1,0,9,5,14
CARAPARI,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,11,17,1,2,12,19,31
CARIPUYO,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,5,2,0,0,5,2,7
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,0,0,2,0,2,2
CHALLAPATA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,20,32,3,3,23,35,58
CHAQUI,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,2,3,0,0,2,3,5
CHARAGUA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,5,1,0,1,5,2,7
CHAYANTA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,3,9,0,2,3,11,14
CHIMORE,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,4,8,0,1,4,9,13
CHIPAYA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,1,5,0,1,1,6,7
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,2,0,1,0,3,3
CHUMA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,6,6,0,3,6,9,15
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,3,0,0,0,3,3
CKOCHAS,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,5,4,0,0,5,4,9
COBIJA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,3,20,0,2,3,22,25
COCAPATA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,12,6,1,0,13,6,19
COCHABAMBA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,199,395,213,269,412,664,1076
COIPASA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,1,0,0,0,1,1
COLCAPIRHUA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,16,25,21,37,37,62,99
"COLCHA ""K""",otras vacunaciones,influenza estacional a personal de salud,2019-06-01,3,1,0,1,3,2,5
COLOMI,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,6,3,3,6,9,9,18
COLPA BELGICA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,0,0,3,0,3,3
COLQUECHACA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,5,6,1,0,6,6,12
COLQUENCHA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,3,0,0,0,3,3
COLQUIRI,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,2,1,1,0,3,1,4
COMANCHE,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,2,0,0,0,2,2
COMARAPA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,1,2,0,0,1,2,3
COMBAYA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,1,0,0,0,1,0,1
CORO CORO,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,3,1,0,0,3,1,4
COROICO,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,2,0,0,0,2,2
CORQUE,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,1,0,0,0,1,0,1
COTAGAITA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,2,7,0,1,2,8,10
COTOCA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,5,10,0,0,5,10,15
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,5,8,0,0,5,8,13
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a personal de salud,2019-06-01,1,4,0,0,1,4,5
CURVA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,1,0,0,0,1,0,1
DESAGUADERO,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,3,0,1,0,4,4
EL ALTO,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,125,243,300,306,425,549,974
EL CHORO,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,1,0,0,0,1,1
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personal de salud,2019-06-01,9,10,0,1,9,11,20
EL TORNO,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,9,27,0,0,9,27,36
EL VILLAR,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,2,2,0,1,2,3,5
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,10,19,5,3,15,22,37
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,11,17,0,1,11,18,29
EUCALIPTUS,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,1,3,1,0,2,3,5
EXALTACION,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,2,0,0,0,2,2
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,1,2,0,0,1,2,3
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,1,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personal de salud,2019-06-01,4,0,0,0,4,0,4
GUANAY,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,1,3,0,0,1,3,4
GUAYARAMERIN,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,7,5,0,2,7,7,14
GUTIERREZ,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,4,1,0,3,4,4,8
HUACARETA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,2,1,0,1,2,3
HUACHACALLA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,11,16,0,0,11,16,27
HUARACAJE,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,2,5,0,0,2,5,7
HUARINA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,1,0,1,1,2,1,3
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,1,0,0,0,1,0,1
ICHOCA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,5,6,0,0,5,6,11
ICLA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,2,0,1,0,3,3
INGAVI (HUMAITA),otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,1,0,0,0,1,1
INQUISIVI,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,3,2,1,0,4,2,6
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personal de salud,2019-06-01,5,7,0,0,5,7,12
IXIAMAS,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,1,0,0,0,1,0,1
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,6,3,0,0,6,3,9
LA ASUNTA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,5,2,0,0,5,2,7
LA GUARDIA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,49,46,23,11,72,57,129
LA PAZ,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,584,935,270,355,854,1290,2144
LA RIVERA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,1,0,0,0,1,1
LAJA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,4,4,1,1,5,5,10
LAS CARRERAS,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,2,0,0,0,2,2
LICOMA PAMPA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,1,1,0,0,1,1,2
LLALLAGUA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,0,1,0,1,0,1
LLICA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,0,1,0,1,0,1
LURIBAY,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,1,0,0,0,1,0,1
MACHACAMARCA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,3,0,0,0,3,3
MACHARETI,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,3,0,0,0,3,3
MAGDALENA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,9,17,0,0,9,17,26
MAIRANA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,1,0,0,0,1,1
MALLA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,3,3,7,1,10,4,14
MAPIRI,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,4,0,0,0,4,4
MINEROS,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,2,3,0,0,2,3,5
MIZQUE,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,4,2,0,1,4,3,7
MOCOMOCO,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,1,0,0,0,1,0,1
MOJINETE,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,0,1,0,0,0,1,1
MOJOCOYA,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,3,2,0,0,3,2,5
MONTEAGUDO,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,4,6,7,10,11,16,27
MONTERO,otras vacunaciones,influenza estacional a personal de salud,2019-06-01,35,64,3,17,38,81,119
