municipality,group,variable,month,Niños de 2 años a menores de 5 años con dosis completa de hierro,TOTAL
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,16,16
CURVA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,26,26
DESAGUADERO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,31,31
EL ALTO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,844,844
EL CHORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,21,21
EL PUENTE(STC),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,67,67
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,26,26
EL TORNO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,104,104
EL VILLAR,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,2,2
ENTRE RIOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,48,48
ENTRE RIOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,128,128
ESCARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,1,1
EUCALIPTUS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,24,24
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,8,8
EXALTACION,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,5,5
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,69,69
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,73,73
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,60,60
GUANAY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,27,27
GUAQUI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,16,16
GUAYARAMERIN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,29,29
GUTIERREZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,58,58
HUACARETA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,14,14
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,16,16
HUANUNI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,45,45
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,9,9
ICHOCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,12,12
ICLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,36,36
INCAHUASI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,84,84
INGAVI (HUMAITA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,4,4
INQUISIVI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,18,18
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,18,18
IXIAMAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,10,10
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,45,45
LA ASUNTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,84,84
LA GUARDIA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,57,57
LA PAZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,606,606
LAGUNILLAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,41,41
LAS CARRERAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,5,5
LICOMA PAMPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,5,5
LLALLAGUA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,71,71
LLICA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,9,9
LORETO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,21,21
LURIBAY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,7,7
MACHACAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,13,13
MACHARETI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,12,12
MAGDALENA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,30,30
MAIRANA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,31,31
MALLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,18,18
MECAPACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,25,25
MINEROS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,82,82
MIZQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,159,159
MOCOMOCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,38,38
MOJOCOYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,7,7
MONTEAGUDO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,59,59
MONTERO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,225,225
MORO MORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,13,13
MOROCHATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,297,297
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,20,20
NAZACARA DE PACAJES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,1,1
OCURI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,113,113
OKINAWA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,39,39
OMEREQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,25,25
ORURO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,315,315
PADCAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,67,67
PADILLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,17,17
PAILON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,18,18
PALCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,7,7
PALOS BLANCOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,7,7
PAMPA AULLAGAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,13,13
PAMPA GRANDE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,47,47
PAPEL PAMPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,2,2
PASORAPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,16,16
PATACAMAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,10,10
PAZÑA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,32,32
PELECHUCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,37,37
POCOATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,125,125
POCONA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,33,33
POJO (CBBA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,75,75
POOPO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,22,22
PORCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,27,27
POROMA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,46,46
PORONGO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,58,58
PORTACHUELO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,21,21
PORVENIR,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,31,31
POSTRER VALLE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,7,7
POTOSI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,241,241
PRESTO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,18,18
PUCARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,8,8
PUCARANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,58,58
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,31,31
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,78,78
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,32,32
PUERTO PEREZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,25,25
PUERTO QUIJARRO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,15,15
PUERTO RICO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,1,1
PUERTO SILES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,1,1
PUERTO SUAREZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,47,47
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,294,294
PUNA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,154,154
PUNATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,53,53
QUIABAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,11,11
QUILLACOLLO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,113,113
QUIME,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,17,17
QUIRUSILLAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,4,4
RAVELO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,86,86
REYES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,33,33
RIBERALTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,340,340
ROBORE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,40,40
RURRENABAQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,56,56
SABAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,7,7
SACABA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,537,537
SACABAMBA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,10,10
SACACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,117,117
SAIPINA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,12,12
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,34,34
SAMAIPATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,27,27
SAN ANDRES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,50,50
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,24,24
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,13,13
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,37,37
SAN BENITO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,46,46
SAN BORJA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,449,449
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,26,26
SAN CARLOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,53,53
SAN IGNACIO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,138,138
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,179,179
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,7,7
SAN JAVIER(STC),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,27,27
SAN JOAQUIN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,14,14
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,27,27
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,29,29
SAN JULIAN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,125,125
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,29,29
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,68,68
SAN LUCAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,157,157
SAN MATIAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,18,18
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,42,42
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,7,7
SAN PEDRO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,66,66
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,117,117
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,1,1
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,22,22
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,3,3
SAN RAFAEL,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,21,21
SAN RAMON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,54,54
SANTA ANA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,9,9
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,1237,1237
SANTA ROSA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,42,42
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,71,71
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,3,3
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,66,66
SANTIVAÑES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,17,17
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,9,9
SAPAHAQUI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,52,52
SENA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,8,8
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,36,36
SICAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,27,27
SIPE SIPE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,165,165
SOPACHUY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,19,19
SORACACHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,47,47
SORATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,147,147
SUCRE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,491,491
TACACHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,1,1
TACACOMA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,22,22
TACOBAMBA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,13,13
TACOPAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,55,55
TAPACARI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,140,140
TARABUCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,29,29
TARACO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,27,27
TARATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,3,3
TARIJA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,454,454
TARVITA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,28,28
TIAWANACU,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,31,31
TINGUIPAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,148,148
TIPUANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,11,11
TIQUIPAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,242,242
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,125,125
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,5,5
TOCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,40,40
TODOS SANTOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,1,1
TOLATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,15,15
TOLEDO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,6,6
TOMAVE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,21,21
TOMINA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,17,17
TORO TORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,49,49
TOTORA(CBBA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,30,30
TOTORA(ORR),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,11,11
TRIGAL,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,9,9
TRINIDAD,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,68,68
TUPIZA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,306,306
TURCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,10,10
UMALA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,1,1
UNCIA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,88,88
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,62,62
UYUNI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,35,35
VACAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,85,85
VALLEGRANDE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,38,38
VIACHA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,73,73
VILA VILA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,41,41
VILLA MONTES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,207,207
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,12,12
VILLA RIVERO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,8,8
VILLA SERRANO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,35,35
VILLA TUNARI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,168,168
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,37,37
VILLAZON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,10,10
VINTO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,45,45
VITICHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,96,96
WALDO BALLIVIAN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,16,16
WARNES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,192,192
YACO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,1,1
YACUIBA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,159,159
YAMPARAEZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,21,21
YANACACHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,14,14
YAPACANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,77,77
YOCALLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,13,13
YOTALA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,10,10
YUNCHARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,33,33
ZUDAÑEZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-07-01,19,19
ACACIO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-08-01,8,8
ACHACACHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-08-01,223,223
AIQUILE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-08-01,89,89
ALALAY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-08-01,19,19
ANCORAIMES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-08-01,40,40
ANDAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-08-01,18,18
