municipality,group,variable,month,Niños de 6 a 11 meses con dosis única de vitamina A,TOTAL
MORO MORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,6,6
MOROCHATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,104,104
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,1,1
NAZACARA DE PACAJES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,6,6
OCURI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,43,43
OKINAWA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,20,20
OMEREQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,12,12
ORURO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,634,634
PADCAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,25,25
PADILLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,8,8
PAILON,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,16,16
PALCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,20,20
PALOS BLANCOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,42,42
PAMPA AULLAGAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,12,12
PAMPA GRANDE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,18,18
PAPEL PAMPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,2,2
PASORAPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,3,3
PATACAMAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,13,13
PAZÑA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,3,3
PELECHUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,15,15
POCOATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,45,45
POCONA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,26,26
POJO (CBBA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,19,19
POOPO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,14,14
PORCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,15,15
POROMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,28,28
PORONGO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,11,11
PORTACHUELO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,32,32
PORVENIR,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,9,9
POSTRER VALLE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,2,2
POTOSI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,343,343
PRESTO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,27,27
PUCARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,3,3
PUCARANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,47,47
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,27,27
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,27,27
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,13,13
PUERTO PEREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,15,15
PUERTO QUIJARRO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,36,36
PUERTO RICO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,8,8
PUERTO SILES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,1,1
PUERTO SUAREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,22,22
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,106,106
PUNA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,55,55
PUNATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,48,48
QUIABAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,2,2
QUILLACOLLO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,95,95
QUIME,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,8,8
QUIRUSILLAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,5,5
RAVELO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,38,38
REYES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,43,43
RIBERALTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,219,219
ROBORE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,32,32
RURRENABAQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,49,49
SABAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,5,5
SACABA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,217,217
SACABAMBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,8,8
SACACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,38,38
SAIPINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,5,5
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,21,21
SAMAIPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,16,16
SAN AGUSTIN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,1,1
SAN ANDRES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,22,22
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,4,4
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,4,4
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,19,19
SAN BENITO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,15,15
SAN BORJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,153,153
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,10,10
SAN CARLOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,31,31
SAN IGNACIO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,59,59
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,110,110
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,3,3
SAN JAVIER(STC),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,17,17
SAN JOAQUIN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,6,6
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,27,27
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,13,13
SAN JULIAN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,61,61
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,13,13
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,29,29
SAN LUCAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,86,86
SAN MATIAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,43,43
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,33,33
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,11,11
SAN PEDRO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,25,25
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,57,57
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,8,8
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,4,4
SAN RAFAEL,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,11,11
SAN RAMON,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,29,29
SAN RAMON,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,13,13
SANTA ANA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,32,32
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,1590,1590
SANTA ROSA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,17,17
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,34,34
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,29,29
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,12,12
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,3,3
SANTIVAÑES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,6,6
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,6,6
SAPAHAQUI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,11,11
SENA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,4,4
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,29,29
SICAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,9,9
SIPE SIPE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,62,62
SOPACHUY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,13,13
SORACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,25,25
SORATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,40,40
SUCRE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,574,574
TACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,3,3
TACACOMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,21,21
TACOBAMBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,21,21
TACOPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,22,22
TAHUA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,1,1
TAPACARI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,76,76
TARABUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,42,42
TARACO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,8,8
TARATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,13,13
TARIJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,339,339
TARVITA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,20,20
TEOPONTE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,13,13
TIAWANACU,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,23,23
TINGUIPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,38,38
TIPUANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,26,26
TIQUIPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,136,136
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,122,122
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,1,1
TOCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,10,10
TODOS SANTOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,2,2
TOLATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,15,15
TOLEDO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,4,4
TOMAVE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,24,24
TOMINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,18,18
TORO TORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,19,19
TOTORA(CBBA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,30,30
TOTORA(ORR),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,9,9
TRIGAL,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,6,6
TRINIDAD,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,160,160
TUPIZA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,71,71
TURCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,4,4
UMALA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,51,51
UNCIA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,54,54
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,27,27
UYUNI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,33,33
VACAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,15,15
VALLEGRANDE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,25,25
VIACHA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,98,98
VILA VILA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,10,10
VILLA MONTES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,54,54
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,5,5
VILLA RIVERO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,8,8
VILLA SERRANO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,18,18
VILLA TUNARI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,129,129
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,11,11
VILLAZON,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,81,81
VINTO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,20,20
VITICHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,27,27
WALDO BALLIVIAN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,3,3
WARNES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,106,106
YACO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,11,11
YACUIBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,152,152
YAMPARAEZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,13,13
YANACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,14,14
YAPACANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,80,80
YOCALLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,14,14
YOTALA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,13,13
YUNCHARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,8,8
ZUDAÑEZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-07-01,11,11
ACACIO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,5,5
ACHACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,113,113
ACHOCALLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,29,29
AIQUILE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,52,52
ALALAY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,11,11
ALCALA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,4,4
ANCORAIMES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,14,14
ANDAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,7,7
ANTEQUERA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,2,2
ANZALDO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,19,19
APOLO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,44,44
ARAMPAMPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,14,14
ARANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,22,22
ARBIETO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,16,16
ARQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,30,30
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,52,52
ATOCHA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,18,18
AUCAPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,9,9
AYATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,16,16
AYO AYO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,63,63
AZURDUY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,10,10
BATALLAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,22,22
BAURES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,5,5
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,1,1
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,6,6
BELLA FLOR,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,4,4
BERMEJO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,68,68
BETANZOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,53,53
BOLIVAR,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,19,19
BOLPEBRA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,4,4
BOYUIBE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,8,8
BUENA VISTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,34,34
CABEZAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,30,30
CAIROMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,22,22
"CAIZA ""D""",nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,15,15
CAJUATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,17,17
CALACOTO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,15,15
CALAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,18,18
CAMARGO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,20,20
CAMIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,41,41
CAPINOTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,31,31
CAQUIAVIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,13,13
CARACOLLO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,37,37
CARANAVI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,149,149
CARAPARI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,20,20
CARIPUYO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,15,15
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,13,13
CATACORA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,1,1
CHALLAPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,69,69
CHAQUI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,8,8
CHARAGUA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,51,51
CHARAÑA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,7,7
CHAYANTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,23,23
CHIMORE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,16,16
CHIPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,6,6
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,47,47
CHUMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,15,15
CLIZA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,39,39
COBIJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,96,96
COCHABAMBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,893,893
COIPASA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,1,1
COLCAPIRHUA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,52,52
"COLCHA ""K""",nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,6,6
COLLANA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,4,4
COLOMI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,31,31
COLPA BELGICA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,7,7
COLQUECHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,68,68
COLQUENCHA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,20,20
COLQUIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-08-01,53,53
