municipality,group,variable,month,Niños de 6 meses a menores de 2 años con dosis completa de hierro,TOTAL
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,11,11
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,4,4
OCURI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,30,30
OKINAWA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,3,3
OMEREQUE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,33,33
ORURO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,214,214
PADCAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,21,21
PADILLA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,33,33
PAILON,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,11,11
PALCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,14,14
PALOS BLANCOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,21,21
PAMPA AULLAGAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,3,3
PAMPA GRANDE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,25,25
PAPEL PAMPA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,3,3
PASORAPA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,5,5
PATACAMAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,5,5
PAZÑA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,9,9
PELECHUCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,24,24
POCOATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,141,141
POCONA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,27,27
POJO (CBBA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,64,64
POOPO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,1,1
PORCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,11,11
POROMA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,101,101
PORONGO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,15,15
PORTACHUELO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,73,73
PORVENIR,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,30,30
POSTRER VALLE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,1,1
POTOSI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,87,87
PRESTO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,52,52
PUCARA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,5,5
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,11,11
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,33,33
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,29,29
PUERTO PEREZ,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,10,10
PUERTO SILES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,7,7
PUERTO SUAREZ,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,13,13
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,118,118
PUNA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,76,76
PUNATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,114,114
QUIABAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,4,4
QUILLACOLLO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,138,138
RAVELO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,20,20
REYES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,16,16
RIBERALTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,491,491
RURRENABAQUE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,32,32
SABAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,9,9
SACABA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,264,264
SACABAMBA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,25,25
SACACA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,23,23
SAIPINA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,23,23
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,31,31
SAMAIPATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,5,5
SAN AGUSTIN,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,20,20
SAN ANDRES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,8,8
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,11,11
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,8,8
SAN BENITO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,16,16
SAN BORJA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,92,92
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,3,3
SAN CARLOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,8,8
SAN IGNACIO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,13,13
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,14,14
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,63,63
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,3,3
SAN JULIAN,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,41,41
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,16,16
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,32,32
SAN LUCAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,224,224
SAN MATIAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,9,9
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,40,40
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,2,2
SAN PEDRO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,16,16
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,5,5
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,11,11
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,14,14
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,8,8
SAN RAMON,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,3,3
SAN RAMON,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,48,48
SANTA ANA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,3,3
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,920,920
SANTA ROSA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,3,3
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,39,39
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,7,7
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,9,9
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,13,13
SANTIVAÑES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,19,19
SAPAHAQUI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,13,13
SENA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,6,6
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,26,26
SIPE SIPE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,5,5
SOPACHUY,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,27,27
SORACACHI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,20,20
SORATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,49,49
SUCRE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,702,702
TACACOMA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,6,6
TACOPAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,22,22
TAHUA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,6,6
TAPACARI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,50,50
TARABUCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,3,3
TARACO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,4,4
TARATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,27,27
TARIJA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,60,60
TARVITA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,202,202
TIAWANACU,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,32,32
TINGUIPAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,25,25
TIPUANI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,5,5
TIQUIPAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,234,234
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,58,58
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,2,2
TODOS SANTOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,4,4
TOLATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,3,3
TOLEDO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,1,1
TOMAVE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,10,10
TOMINA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,63,63
TORO TORO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,39,39
TOTORA(CBBA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,16,16
TOTORA(ORR),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,8,8
TRIGAL,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,15,15
TRINIDAD,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,267,267
TUPIZA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,28,28
TURCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,1,1
UNCIA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,51,51
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,22,22
UYUNI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,72,72
VACAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,36,36
VIACHA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,43,43
VILLA MONTES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,43,43
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,18,18
VILLA RIVERO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,7,7
VILLA SERRANO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,90,90
VILLA TUNARI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,177,177
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,53,53
VILLAZON,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,96,96
VITICHI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,27,27
WARNES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,27,27
YACO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,18,18
YACUIBA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,32,32
YAMPARAEZ,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,20,20
YANACACHI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,7,7
YAPACANI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,41,41
YOCALLA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,7,7
YOTALA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,5,5
YUNCHARA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-05-01,2,2
ACHACACHI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,30,30
ACHOCALLA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,4,4
AIQUILE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,20,20
ALALAY,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,5,5
ALCALA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,6,6
ANCORAIMES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,22,22
ANDAMARCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,1,1
ANZALDO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,4,4
APOLO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,3,3
ARQUE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,30,30
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,53,53
AYATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,6,6
AYO AYO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,32,32
AZURDUY,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,53,53
BAURES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,7,7
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,1,1
BERMEJO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,82,82
BETANZOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,52,52
BOLIVAR,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,19,19
BOLPEBRA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,6,6
BOYUIBE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,3,3
CABEZAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,31,31
CAIROMA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,10,10
"CAIZA ""D""",nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,1,1
CAJUATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,5,5
CALACOTO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,5,5
CALAMARCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,13,13
CAMARGO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,69,69
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,5,5
CAMIRI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,33,33
CAPINOTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,35,35
CARACOLLO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,22,22
CARANAVI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,115,115
CARANGAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,2,2
CARIPUYO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,72,72
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,2,2
CHALLAPATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,10,10
CHAQUI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,38,38
CHARAGUA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,49,49
CHIMORE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,30,30
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,3,3
CHUMA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,5,5
CLIZA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,7,7
COBIJA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,118,118
COCHABAMBA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,415,415
COLCAPIRHUA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,124,124
"COLCHA ""K""",nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,26,26
COLLANA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,6,6
COLOMI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,7,7
COLPA BELGICA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,15,15
COLQUECHACA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,33,33
COLQUENCHA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,1,1
COLQUIRI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,2,2
COMANCHE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,1,1
COMARAPA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,3,3
COMBAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,4,4
CONCEPCION,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,4,4
CORIPATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,1,1
COROICO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,3,3
CORQUE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,8,8
COTAGAITA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,59,59
COTOCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,16,16
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,27,27
CUEVO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,18,18
CULPINA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,59,59
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,1,1
CURVA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,6,6
EL ALTO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,78,78
EL CHORO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,1,1
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,70,70
EL TORNO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,5,5
EL VILLAR,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,11,11
ENTRE RIOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,50,50
ENTRE RIOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,10,10
ESMERALDA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,1,1
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,12,12
EXALTACION,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,7,7
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,23,23
FILADELFIA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,2,2
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,6,6
GUAYARAMERIN,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-06-01,15,15
