,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES
MINEROS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,1,2,3
MIZQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,0,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,5,0,3,2,10
OKINAWA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,1,0,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,7,4,3,1,15
PAILON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,3,1,15,23,42
PALCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,1,0,0,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,2,0,1,3
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,1,1,2
POCOATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,1,5,1,7
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,1,0,0,1
PORCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,1,0,1,2
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,0,0,0,1
PORVENIR,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,0,1,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,10,4,1,1,16
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,0,1,1
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,0,1,1
PUERTO SILES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,2,0,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,2,0,1,2,5
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,2,4,0,1,7
PUNATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,2,0,0,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,3,10,6,20
RAQAYPAMPA(ETA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,1,0,0,1
REYES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,1,0,0,2
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,4,3,3,3,13
ROBORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,2,3,5
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,1,0,1
SABAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,3,0,3
SACABA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,6,3,2,1,12
SACACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,1,5,3,10
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,1,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,2,4,3,5,14
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,2,2,0,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,2,3,3,8
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,2,0,0,2
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,1,3,1,6
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,2,0,0,2
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,0,0,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,0,1,1
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,1,8,8,17
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,50,51,21,16,138
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,0,1,1
SENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,2,5,7
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,2,2,0,1,5
SORATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,1,0,1,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,3,6,0,0,9
TAHUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,1,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,7,5,1,1,14
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,1,1,0,2
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,0,1,0,2
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,6,3,13,3,25
TUPIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,2,0,0,2
URUBICHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,0,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,3,2,0,0,5
VIACHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,1,0,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,2,1,3,1,7
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,0,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,4,1,1,7
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,5,0,1,0,6
VINTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,1,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,3,3,0,2,8
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,5,9,2,2,18
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,3,0,0,0,3
YOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,3,4,7
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,0,0,0,1
ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,0,0,1,1
ARAMPAMPA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,0,1,0,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,0,0,0,1
ARQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,0,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,4,2,0,0,6
ATOCHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,0,0,1,1
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,0,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,2,0,0,0,2
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,0,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,3,0,2,3,8
CAMARGO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,3,1,5,2,11
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,0,0,0,1
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,0,0,0,1
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,1,0,0,2
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,2,0,0,2
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,0,12,12,24
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,2,0,0,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,5,2,0,0,7
COBIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,1,1,2,5
COCAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,22,15,8,9,54
COLOMI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,0,0,2,2
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,0,1,0,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,0,0,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,3,0,0,3
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,2,0,0,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,3,3,3,2,11
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,33,28,14,17,92
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,0,1,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,3,1,0,0,4
EL VILLAR,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,0,0,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,5,4,0,1,10
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,0,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,0,0,0,1
GUANAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,0,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,0,2,4,7
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,1,0,0,1
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,0,0,0,1
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,1,0,0,1
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,1,0,0,2
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,0,4,3,7
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,0,0,1,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,7,6,4,3,20
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,25,22,10,8,65
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,2,0,1,0,3
MAPIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,3,7,1,0,11
OKINAWA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,7,3,1,1,12
PAILON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,0,0,0,1
PALCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,1,0,0,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,0,1,2,3
PAZÑA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,0,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,0,0,1,1
POROMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,1,1,0,2
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,2,2,0,0,4
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,2,3,3,9
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,0,0,0,1
PUERTO ACOSTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,2,0,1,0,3
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,2,2,0,0,4
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,3,2,0,0,5
PUNATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,1,0,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,2,1,5,9
REYES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,0,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,3,3,2,5,13
SACABA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,5,2,1,1,9
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,1,0,1,3
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,1,0,1,2
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,0,1,5,6
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,3,2,0,1,6
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,2,6,10,19
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,4,6,1,12
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,1,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,39,55,179,183,456
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,0,17,19,36
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,0,0,0,1
SENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,0,2,0,2
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,2,0,1,3
SORATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,0,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,5,5,1,0,11
TARABUCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,0,1,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,4,6,1,3,14
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,3,0,2,0,5
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,0,2,0,3
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,4,6,8,4,22
TUPIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,1,0,0,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,1,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,2,1,0,4
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,1,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,5,0,1,3,9
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,1,2,0,0,3
VINTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,0,1,1,2
WARNES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,6,5,5,4,20
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,3,1,1,1,6
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-06-01,0,0,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,2,2,0,1,5
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,1,0,0,1
AIQUILE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,1,0,0,1
ARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,1,0,0,0,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,1,0,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,1,1,10,8,20
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,0,1,0,1
BATALLAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,0,1,0,1
BAURES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,1,8,8,17
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,0,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,1,2,0,0,3
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,1,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,1,3,3,2,9
CAIROMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,0,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,4,2,3,3,12
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,3,0,0,3
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,3,1,1,4,9
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,1,0,0,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,2,3,3,8
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,1,2,11,1,15
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,1,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,1,0,1,1,3
COCAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,40,24,5,4,73
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,1,0,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,1,0,0,0,1
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,1,0,1,1,3
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,1,0,2,3
COTOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,2,4,10,15,31
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,27,25,8,14,74
EL CHORO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,1,0,0,0,1
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,0,1,1,2
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,1,0,0,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,5,6,4,4,19
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,1,0,0,0,1
GUANAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,1,0,0,0,1
GUAQUI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,0,3,0,3
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,1,1,0,1,3
HUACHACALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,1,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,4,2,0,0,6
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,1,0,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,1,0,0,1,2
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,1,1,2,1,5
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,4,2,0,0,6
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,7,3,4,1,15
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,58,61,11,13,143
LURIBAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,1,0,0,1
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,0,1,0,1
MAIRANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,1,0,0,0,1
MECAPACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,2,0,0,2
MINEROS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,0,1,0,1
MIZQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,1,0,1,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,2,4,0,0,6
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,6,7,8,19,40
PAILON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,4,4,5,8,21
PALCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,1,0,0,0,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,0,1,0,1
POCOATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,0,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,2,0,0,2,4
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,1,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,7,1,2,4,14
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,1,0,0,0,1
PUERTO ACOSTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,1,0,1,0,2
PUERTO CARABUCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,0,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,1,0,0,0,1
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,1,0,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,1,1,4,6
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,5,2,0,0,7
PUNATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,1,0,1,2
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,0,3,6,6,15
REYES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-07-01,1,1,0,0,2
