,group,variable,month,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS FUERA,PENTAVALENTE 2DA DOSIS FUERA,TOTALES
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,9,4,9,9,31
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,0,1,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,0,1,1,2
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,1,0,0,1
COMARAPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,0,0,1,1
COPACABANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,0,1,2,3
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,1,2,1,4
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,5,7,6,8,26
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,1,1,1,0,3
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,0,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,3,2,0,0,5
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,1,0,0,1,2
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,4,0,0,4
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,3,0,0,0,3
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,4,2,1,3,10
MINEROS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,0,0,1,1
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,1,3,2,0,6
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,1,2,1,3,7
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,1,1,1,1,4
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,1,0,0,0,1
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,1,0,1,2
PORCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,2,1,0,0,3
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,1,0,0,1
PORVENIR,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,2,3,3,3,11
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,1,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,1,1,3,0,5
PUNATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,0,1,2,3
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,1,0,0,1,2
REYES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,0,3,1,4
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,1,1,0,3,5
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,1,1,0,0,2
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,1,1,0,2,4
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,3,4,3,5,15
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,1,1,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,0,0,1,1
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,1,1,0,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,0,13,11,24
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,1,0,0,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,0,4,1,5
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,1,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,2,0,2,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,14,13,30,19,76
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,1,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,2,2,2,0,6
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,2,2,0,1,5
TOMAVE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,1,0,2,1,4
TUPIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,2,0,0,0,2
UNCIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,1,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,1,1,0,0,2
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,1,0,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,2,0,0,1,3
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,0,0,1,1
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,3,2,5,6,16
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,1,0,0,1,2
YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,0,1,1,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,0,1,0,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,1,0,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,1,0,0,0,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,0,0,0,1,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,0,2,0,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,3,6,3,2,14
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,0,0,1,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,1,0,0,0,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,1,0,0,0,1
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,2,5,5,5,17
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,0,1,0,0,1
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,0,1,0,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,0,1,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,0,1,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,4,0,1,0,5
MAIRANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,0,0,1,0,1
MECAPACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,1,0,0,0,1
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,1,0,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,1,2,2,0,5
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,2,0,0,0,2
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,0,0,10,5,15
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,0,0,0,1,1
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,0,0,1,1,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,0,1,0,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,0,0,1,1,2
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,0,0,0,1,1
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,2,2,4,5,13
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,3,2,0,2,7
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,2,0,9,4,15
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,0,0,0,1,1
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,1,0,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,14,12,7,4,37
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,0,0,0,1,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,1,1,1,0,3
TARATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,0,1,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,1,1,0,0,2
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,1,1,0,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,0,1,1,2,4
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,0,0,0,2,2
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,1,0,0,1,2
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,2,0,1,1,4
YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-11-01,0,0,2,1,3
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,1,3,0,0,4
ATOCHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,0,1,0,0,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,1,0,1,0,2
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,0,1,0,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,0,1,11,6,18
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,0,1,0,0,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,0,1,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,3,2,5,5,15
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,1,0,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,0,0,2,0,2
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,0,1,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,0,0,0,1,1
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,1,0,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,3,5,0,0,8
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,0,2,0,0,2
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,4,1,0,0,5
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,2,1,1,0,4
PALCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,0,1,0,0,1
PORONGO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,1,0,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,0,2,0,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,0,1,0,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,0,0,2,1,3
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,0,0,2,1,3
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,2,0,0,0,2
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,2,2,2,0,6
SAIPINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,1,0,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,1,1,7,2,11
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,3,3,0,0,6
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,1,0,1,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,0,1,0,0,1
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,1,1,0,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,1,1,3,2,7
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,0,0,2,3,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,9,11,8,15,43
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,0,1,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,1,1,0,1,3
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,3,2,7,13,25
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,2,1,0,1,4
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-12-01,0,2,1,0,3
