,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,0,5,8,5,8,13
ARANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,2,6,0,2,2,8,10
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,14,14,1,1,15,15,30
ARQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,5,4,1,3,6,7,13
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,39,24,0,0,39,24,63
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,8,1,6,6,14,7,21
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,1,2,1,3,2,5
AYATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,2,3,4,1,6,4,10
AYO AYO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,6,1,6,6,12,7,19
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,4,4,7,13,11,17,28
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,3,3,1,4,4,7,11
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,3,5,2,0,5,5,10
BAURES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,3,1,0,2,3,3,6
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,14,17,6,8,20,25,45
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,5,10,4,5,9,15,24
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,2,2,1,0,3,2,5
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,3,3,0,3,3,6,9
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,5,1,4,4,9,5,14
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,5,6,19,15,24,21,45
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,4,6,3,2,7,8,15
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,0,7,6,8,6,14
CAJUATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,4,2,0,2,4,4,8
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,0,1,0,1,0,1
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,5,2,2,0,7,2,9
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,12,10,3,1,15,11,26
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,17,23,0,1,17,24,41
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,9,6,3,4,12,10,22
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,5,1,0,0,5,1,6
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,9,5,7,6,16,11,27
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,38,31,10,9,48,40,88
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,0,10,7,11,7,18
CATACORA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,2,0,0,0,2,2
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,0,0,1,1,1,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,12,18,5,9,17,27,44
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,5,5,1,1,6,6,12
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,14,9,5,17,19,26,45
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,2,1,1,1,3,2,5
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,20,23,9,4,29,27,56
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,1,2,1,2,2,4
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,1,0,0,1,1,2
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,2,0,0,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,7,4,0,0,7,4,11
CHUMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,1,1,6,1,7,8
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,8,3,2,0,10,3,13
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,9,7,2,1,11,8,19
CLIZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,10,3,1,3,11,6,17
COBIJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,28,31,19,22,47,53,100
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,392,434,3,9,395,443,838
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,22,26,3,4,25,30,55
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,8,9,6,4,14,13,27
COLLANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,2,0,2,1,4,1,5
COLOMI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,5,1,2,7,7,8,15
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,1,6,4,7,5,12
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,3,7,6,13,9,20,29
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,2,8,9,9,11,20
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,0,6,2,6,2,8
COMARAPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,18,15,0,0,18,15,33
COMBAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,0,1,0,1,0,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,11,16,12,3,23,19,42
COPACABANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,6,4,7,6,13,10,23
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,6,7,7,3,13,10,23
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,1,1,2,1,3,4
COROICO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,14,7,0,1,14,8,22
CORQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,2,3,0,2,2,5,7
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,17,8,10,15,27,23,50
COTOCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,39,48,5,4,44,52,96
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,5,6,12,7,17,24
CUEVO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,2,2,1,2,3,5
CULPINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,4,6,4,2,8,8,16
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,0,1,7,1,7,8
CURVA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,2,1,1,2,3,5
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,7,3,1,2,8,5,13
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,448,448,204,235,652,683,1335
EL CHORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,4,0,0,0,4,0,4
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,4,9,0,0,4,9,13
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,43,32,11,15,54,47,101
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,2,6,2,4,4,10,14
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,40,35,0,0,40,35,75
ESCOMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,0,0,1,0,1,1
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,1,0,0,1,1,2
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,4,0,1,1,5,6
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,2,1,21,16,23,17,40
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,0,6,0,6,0,6
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,11,12,2,2,13,14,27
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,0,2,1,2,1,3
GUANAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,9,11,12,10,21,21,42
GUAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,1,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,31,18,31,18,62,36,98
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,2,6,2,4,4,10,14
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,2,2,2,3,4,7
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,0,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,2,13,5,6,7,19,26
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,0,7,1,7,1,8
HUARINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,3,2,2,0,5,2,7
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,0,2,0,2,0,2
HUMANATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,0,1,1,1,1,2
ICLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,2,4,1,0,3,4,7
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,5,3,2,5,7,8,15
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,5,1,0,1,5,2,7
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,7,10,3,4,10,14,24
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,11,8,1,0,12,8,20
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,7,4,3,1,10,5,15
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,46,44,7,10,53,54,107
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,56,65,6,8,62,73,135
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,423,350,5,22,428,372,800
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,1,1,5,1,6,7
LAJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,8,9,2,5,10,14,24
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,0,1,1,1,1,2
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,0,0,0,1,0,1
LLICA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,0,0,0,1,0,1
LURIBAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,3,4,4,3,7,7,14
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,3,0,0,0,3,3
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,2,1,2,1,4,2,6
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,3,3,15,14,18,17,35
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,14,5,1,1,15,6,21
MALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,0,1,2,1,2,3
MAPIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,14,15,4,4,18,19,37
MECAPACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,3,4,1,1,4,5,9
MINEROS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,16,16,4,4,20,20,40
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,7,5,14,12,21,17,38
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,2,6,4,7,6,13
MOJINETE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,0,1,1,1,1,2
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,0,1,2,2,2,4
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,15,10,1,0,16,10,26
MONTERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,75,68,26,14,101,82,183
MORO MORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,3,0,0,1,3,4
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,1,2,2,3,3,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,0,0,2,0,2,2
OCURI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,2,1,4,1,6,7
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,7,4,2,6,9,10,19
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,2,9,6,10,8,18
ORURO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,206,196,15,18,221,214,435
PADCAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,6,5,1,1,7,6,13
PADILLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,4,3,0,0,4,3,7
PAILON,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,20,18,4,3,24,21,45
PALCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,7,7,2,6,9,13,22
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,10,12,12,11,22,23,45
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,0,3,3,3,3,6
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,5,8,10,4,15,12,27
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,5,1,0,0,5,1,6
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,9,5,0,0,9,5,14
PAZÑA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,0,4,5,5,5,10
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,1,2,2,2,3,5
POCOATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,2,2,8,13,10,15,25
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,4,5,0,0,4,5,9
POOPO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,2,0,0,0,2,2
PORCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,6,12,9,5,15,17,32
POROMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,3,1,2,4,5,5,10
PORONGO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,4,4,9,10,13,14,27
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,15,6,6,3,21,9,30
PORVENIR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,2,5,12,6,14,20
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,148,160,29,25,177,185,362
PRESTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,2,2,2,0,4,2,6
PUCARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,3,1,1,1,4,5
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,25,16,5,8,30,24,54
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,5,1,1,2,6,3,9
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,3,2,2,6,5,8,13
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,0,8,11,8,11,19
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,5,0,3,7,8,7,15
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,4,2,2,3,6,5,11
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,3,2,5,8,8,10,18
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,2,10,2,3,4,13,17
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,37,29,4,1,41,30,71
PUNA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,1,6,5,7,6,13
PUNATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,7,13,0,0,7,13,20
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,3,3,0,0,3,3,6
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,73,82,48,50,121,132,253
QUIME,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,2,1,3,5,5,6,11
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,2,1,2,2,4,3,7
RAVELO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,0,1,0,1,0,1
REYES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,8,8,0,0,8,8,16
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,80,68,41,51,121,119,240
ROBORE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,26,14,2,7,28,21,49
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,9,13,7,6,16,19,35
SABAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,1,0,0,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,57,58,23,17,80,75,155
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,0,0,2,1,2,3
SACACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,2,1,0,2,2,4
SAIPINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,0,8,2,8,2,10
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,5,5,5,8,10,13,23
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,8,8,1,0,9,8,17
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,2,1,0,0,2,1,3
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,8,3,17,4,25,7,32
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,1,0,0,1,1,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,2,2,1,2,3,5
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,8,7,4,2,12,9,21
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,10,4,5,4,15,8,23
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,14,19,9,10,23,29,52
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,9,14,8,4,17,18,35
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,37,33,9,8,46,41,87
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,0,1,0,1,0,1
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,13,15,0,0,13,15,28
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,4,7,0,0,4,7,11
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,18,13,21,18,39,31,70
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,10,9,7,9,17,18,35
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,34,26,27,24,61,50,111
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,0,10,8,10,8,18
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,16,12,1,0,17,12,29
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,0,5,7,5,7,12
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,6,11,3,0,9,11,20
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,12,12,0,4,12,16,28
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,3,3,5,4,8,7,15
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,11,15,15,15,26,30,56
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,4,4,1,0,5,4,9
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,3,1,2,1,5,2,7
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,0,0,2,1,2,1,3
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,6,9,4,4,10,13,23
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,0,4,10,5,10,15
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,7,8,2,1,9,9,18
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,7,3,15,18,22,21,43
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1066,1019,28,23,1094,1042,2136
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,7,11,18,5,25,16,41
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,2,3,8,6,10,9,19
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,6,0,0,0,6,0,6
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,1,1,3,3,4,4,8
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,2,1,3,1,5,2,7
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-07-01,2,3,0,0,2,3,5
