,group,variable,month,BCG < A 1 AÑO - D,BCG < A 1 AÑO - D,BCG < A 1 AÑO - F,BCG < A 1 AÑO - F,BCG 12 A 23 MESES - D,BCG 12 A 23 MESES - D,BCG 12 A 23 MESES - F,BCG 12 A 23 MESES - F,BCG 2 AÑOS - D,BCG 2 AÑOS - D,BCG 2 AÑOS - F,BCG 2 AÑOS - F,BCG 3 AÑOS - D,BCG 3 AÑOS - D,BCG 3 AÑOS - F,BCG 3 AÑOS - F,BCG 4 AÑOS - D,BCG 4 AÑOS - D,BCG 4 AÑOS - F,BCG 4 AÑOS - F,TOTALES,TOTALES,TOTALES
LAS CARRERAS,vacunacion en menores  de 5 anos,bcg,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LLALLAGUA,vacunacion en menores  de 5 anos,bcg,2024-06-01,18,11,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,40,88
LLICA,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
LORETO,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LURIBAY,vacunacion en menores  de 5 anos,bcg,2024-06-01,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
MACHACAMARCA,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
MACHARETI,vacunacion en menores  de 5 anos,bcg,2024-06-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
MAGDALENA,vacunacion en menores  de 5 anos,bcg,2024-06-01,1,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
MAIRANA,vacunacion en menores  de 5 anos,bcg,2024-06-01,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
MALLA,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
MAPIRI,vacunacion en menores  de 5 anos,bcg,2024-06-01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
MECAPACA,vacunacion en menores  de 5 anos,bcg,2024-06-01,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
MINEROS,vacunacion en menores  de 5 anos,bcg,2024-06-01,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18
MIZQUE,vacunacion en menores  de 5 anos,bcg,2024-06-01,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16
MOCOMOCO,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
MOJINETE,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MOJOCOYA,vacunacion en menores  de 5 anos,bcg,2024-06-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
MONTEAGUDO,vacunacion en menores  de 5 anos,bcg,2024-06-01,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,23
MONTERO,vacunacion en menores  de 5 anos,bcg,2024-06-01,131,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,84,215
MORO MORO,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MOROCHATA,vacunacion en menores  de 5 anos,bcg,2024-06-01,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,bcg,2024-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
OCURI,vacunacion en menores  de 5 anos,bcg,2024-06-01,9,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,19
OKINAWA,vacunacion en menores  de 5 anos,bcg,2024-06-01,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
OMEREQUE,vacunacion en menores  de 5 anos,bcg,2024-06-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ORURO,vacunacion en menores  de 5 anos,bcg,2024-06-01,251,247,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,250,502
PADCAYA,vacunacion en menores  de 5 anos,bcg,2024-06-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
PADILLA,vacunacion en menores  de 5 anos,bcg,2024-06-01,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
PAILON,vacunacion en menores  de 5 anos,bcg,2024-06-01,23,22,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,54
PALCA,vacunacion en menores  de 5 anos,bcg,2024-06-01,3,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
PALOS BLANCOS,vacunacion en menores  de 5 anos,bcg,2024-06-01,4,12,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,29
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PAMPA GRANDE,vacunacion en menores  de 5 anos,bcg,2024-06-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PAPEL PAMPA,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PASORAPA,vacunacion en menores  de 5 anos,bcg,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PATACAMAYA,vacunacion en menores  de 5 anos,bcg,2024-06-01,12,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,22
PAZÑA,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PELECHUCO,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
POCOATA,vacunacion en menores  de 5 anos,bcg,2024-06-01,2,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22
POCONA,vacunacion en menores  de 5 anos,bcg,2024-06-01,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
POJO (CBBA),vacunacion en menores  de 5 anos,bcg,2024-06-01,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
POOPO,vacunacion en menores  de 5 anos,bcg,2024-06-01,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
PORCO,vacunacion en menores  de 5 anos,bcg,2024-06-01,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21
POROMA,vacunacion en menores  de 5 anos,bcg,2024-06-01,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
PORONGO,vacunacion en menores  de 5 anos,bcg,2024-06-01,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
PORTACHUELO,vacunacion en menores  de 5 anos,bcg,2024-06-01,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
POTOSI,vacunacion en menores  de 5 anos,bcg,2024-06-01,178,170,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,180,368
PRESTO,vacunacion en menores  de 5 anos,bcg,2024-06-01,1,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
PUCARA,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUCARANI,vacunacion en menores  de 5 anos,bcg,2024-06-01,7,6,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,37
PUERTO ACOSTA,vacunacion en menores  de 5 anos,bcg,2024-06-01,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
PUERTO CARABUCO,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,bcg,2024-06-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PUERTO PEREZ,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,bcg,2024-06-01,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
PUERTO RICO,vacunacion en menores  de 5 anos,bcg,2024-06-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PUERTO SILES,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO SUAREZ,vacunacion en menores  de 5 anos,bcg,2024-06-01,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,18
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,bcg,2024-06-01,69,56,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,58,128
PUNA,vacunacion en menores  de 5 anos,bcg,2024-06-01,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
PUNATA,vacunacion en menores  de 5 anos,bcg,2024-06-01,29,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,21,55
QUIABAYA,vacunacion en menores  de 5 anos,bcg,2024-06-01,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
QUILLACOLLO,vacunacion en menores  de 5 anos,bcg,2024-06-01,89,101,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,106,197
QUIME,vacunacion en menores  de 5 anos,bcg,2024-06-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
QUIRUSILLAS,vacunacion en menores  de 5 anos,bcg,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,bcg,2024-06-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
RAVELO,vacunacion en menores  de 5 anos,bcg,2024-06-01,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
REYES,vacunacion en menores  de 5 anos,bcg,2024-06-01,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
RIBERALTA,vacunacion en menores  de 5 anos,bcg,2024-06-01,91,88,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,90,185
ROBORE,vacunacion en menores  de 5 anos,bcg,2024-06-01,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
RURRENABAQUE,vacunacion en menores  de 5 anos,bcg,2024-06-01,11,8,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,29
SABAYA,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SACABA,vacunacion en menores  de 5 anos,bcg,2024-06-01,105,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,93,198
SACACA,vacunacion en menores  de 5 anos,bcg,2024-06-01,4,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20
SAIPINA,vacunacion en menores  de 5 anos,bcg,2024-06-01,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,bcg,2024-06-01,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SAMAIPATA,vacunacion en menores  de 5 anos,bcg,2024-06-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SAN AGUSTIN,vacunacion en menores  de 5 anos,bcg,2024-06-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN ANDRES,vacunacion en menores  de 5 anos,bcg,2024-06-01,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,bcg,2024-06-01,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
SAN BENITO,vacunacion en menores  de 5 anos,bcg,2024-06-01,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
SAN BORJA,vacunacion en menores  de 5 anos,bcg,2024-06-01,34,18,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,32,79
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,bcg,2024-06-01,13,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,22
SAN CARLOS,vacunacion en menores  de 5 anos,bcg,2024-06-01,8,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,23
SAN IGNACIO,vacunacion en menores  de 5 anos,bcg,2024-06-01,15,9,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,29
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,bcg,2024-06-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN JAVIER(STC),vacunacion en menores  de 5 anos,bcg,2024-06-01,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,21
SAN JOAQUIN,vacunacion en menores  de 5 anos,bcg,2024-06-01,1,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,bcg,2024-06-01,14,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,42
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,bcg,2024-06-01,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
SAN JULIAN,vacunacion en menores  de 5 anos,bcg,2024-06-01,40,26,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,27,69
SAN LORENZO(PND),vacunacion en menores  de 5 anos,bcg,2024-06-01,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,bcg,2024-06-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SAN LUCAS,vacunacion en menores  de 5 anos,bcg,2024-06-01,11,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,24
SAN PEDRO,vacunacion en menores  de 5 anos,bcg,2024-06-01,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,bcg,2024-06-01,4,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,bcg,2024-06-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,bcg,2024-06-01,5,3,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,26
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,bcg,2024-06-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
SAN RAMON BENI,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN RAMON SCZ,vacunacion en menores  de 5 anos,bcg,2024-06-01,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
SANTA ANA,vacunacion en menores  de 5 anos,bcg,2024-06-01,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,bcg,2024-06-01,1037,1039,76,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113,1105,2218
SANTA ROSA,vacunacion en menores  de 5 anos,bcg,2024-06-01,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,bcg,2024-06-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,bcg,2024-06-01,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,bcg,2024-06-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SANTIVAÑES,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAPAHAQUI,vacunacion en menores  de 5 anos,bcg,2024-06-01,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
SENA,vacunacion en menores  de 5 anos,bcg,2024-06-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SHINAOTA,vacunacion en menores  de 5 anos,bcg,2024-06-01,24,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,45
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,bcg,2024-06-01,4,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,17
SICAYA,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SIPE SIPE,vacunacion en menores  de 5 anos,bcg,2024-06-01,22,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,43
SOPACHUY,vacunacion en menores  de 5 anos,bcg,2024-06-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SORACACHI,vacunacion en menores  de 5 anos,bcg,2024-06-01,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SORATA,vacunacion en menores  de 5 anos,bcg,2024-06-01,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
SUCRE,vacunacion en menores  de 5 anos,bcg,2024-06-01,171,170,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,174,353
TACACHI,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
TACACOMA,vacunacion en menores  de 5 anos,bcg,2024-06-01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
TACOBAMBA,vacunacion en menores  de 5 anos,bcg,2024-06-01,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
TACOPAYA,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
TAPACARI,vacunacion en menores  de 5 anos,bcg,2024-06-01,8,2,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23
TARABUCO,vacunacion en menores  de 5 anos,bcg,2024-06-01,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
TARACO,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
TARATA,vacunacion en menores  de 5 anos,bcg,2024-06-01,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
TARIJA,vacunacion en menores  de 5 anos,bcg,2024-06-01,142,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,143,285
TARVITA,vacunacion en menores  de 5 anos,bcg,2024-06-01,3,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
TEOPONTE,vacunacion en menores  de 5 anos,bcg,2024-06-01,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
TIAHUANACU,vacunacion en menores  de 5 anos,bcg,2024-06-01,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
TINGUIPAYA,vacunacion en menores  de 5 anos,bcg,2024-06-01,2,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
TIPUANI,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
TIQUIPAYA,vacunacion en menores  de 5 anos,bcg,2024-06-01,32,16,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,18,55
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,bcg,2024-06-01,1,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
TOCO,vacunacion en menores  de 5 anos,bcg,2024-06-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TOLATA,vacunacion en menores  de 5 anos,bcg,2024-06-01,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
TOLEDO,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TOMAVE,vacunacion en menores  de 5 anos,bcg,2024-06-01,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
TOMINA,vacunacion en menores  de 5 anos,bcg,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TORO TORO,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
TOTORA(CBBA),vacunacion en menores  de 5 anos,bcg,2024-06-01,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
TRINIDAD,vacunacion en menores  de 5 anos,bcg,2024-06-01,101,88,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,91,193
TUPIZA,vacunacion en menores  de 5 anos,bcg,2024-06-01,28,19,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21,52
TURCO,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
UMALA,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
UNCIA,vacunacion en menores  de 5 anos,bcg,2024-06-01,8,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,27
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,bcg,2024-06-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
URUBICHA,vacunacion en menores  de 5 anos,bcg,2024-06-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
UYUNI,vacunacion en menores  de 5 anos,bcg,2024-06-01,16,18,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,37
VACAS,vacunacion en menores  de 5 anos,bcg,2024-06-01,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
VALLEGRANDE,vacunacion en menores  de 5 anos,bcg,2024-06-01,17,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,29
VIACHA,vacunacion en menores  de 5 anos,bcg,2024-06-01,44,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,27,72
VILA VILA,vacunacion en menores  de 5 anos,bcg,2024-06-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
VILLA CHARCAS,vacunacion en menores  de 5 anos,bcg,2024-06-01,2,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
VILLA MONTES,vacunacion en menores  de 5 anos,bcg,2024-06-01,27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,22,49
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,bcg,2024-06-01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
VILLA RIVERO,vacunacion en menores  de 5 anos,bcg,2024-06-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
VILLA SERRANO,vacunacion en menores  de 5 anos,bcg,2024-06-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
VILLA TUNARI,vacunacion en menores  de 5 anos,bcg,2024-06-01,51,41,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,45,104
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,bcg,2024-06-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
VILLAZON,vacunacion en menores  de 5 anos,bcg,2024-06-01,18,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,31
