,group,variable,month,ANTIPOLIOMELITICA 1RA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 1RA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 1RA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 1RA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 1RA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 1RA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 1RA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 1RA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 1RA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 1RA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 1RA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 1RA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 1RA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 4 AÑOS - F,ANTIPOLIOMELITICA 1RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
SAN PEDRO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,10,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,8,15,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,34
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,7,6,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,23
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN PEDRO(PND),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SAN RAFAEL,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,4,10,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,10,18
SAN RAMON BENI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SAN RAMON SCZ,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,6,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
SANTA ANA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,11,9,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,13,11,24
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,988,956,23,19,1,8,2,3,1,1,1,1,2,4,0,1,1,1,3,1,1022,995,2017
SANTA ROSA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,19
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SANTIVAÑES,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAPAHAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
SENA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,9,6,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,24
SHINAOTA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,21,33,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,35,56
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
SICAYA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SIPE SIPE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,24,36,4,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,30,44,74
SOPACHUY,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SORACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
SORATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,11,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,18
SUCRE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,165,161,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167,162,329
TACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TACACOMA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
TACOBAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
TACOPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
TAPACARI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,5,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19
TARABUCO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
TARACO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
TARATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,5,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
TARIJA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,110,122,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,126,241
TARVITA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,12
TEOPONTE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,4,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
TIAHUANACU,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
TINGUIPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
TIPUANI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
TIQUIPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,19,23,12,12,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,33,37,70
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,7,7,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,24
TOCO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
TODOS SANTOS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TOLATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
TOLEDO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
TOMAVE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
TOMINA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
TORO TORO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
TOTORA(CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,17,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,31
TOTORA(ORR),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
TRIGAL,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TRINIDAD,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,88,73,4,2,1,2,0,0,2,0,0,0,0,0,0,0,1,0,3,3,99,80,179
TUPIZA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,24,23,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,23,50
TURCO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
UMALA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
UNCIA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,11,9,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11,18,29
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,6,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16
URUBICHA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
UYUNI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,19,21,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,24,45
VACAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,3,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
VALLEGRANDE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,14,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,20
VIACHA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,37,42,6,10,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,46,53,99
VILA VILA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
VILLA CHARCAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,4,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
VILLA MONTES,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,27,30,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,35,63
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
VILLA RIVERO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
VILLA SERRANO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8
VILLA TUNARI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,57,51,8,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,67,59,126
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,3,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13
VILLAZON,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,22,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,42
VINTO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,18,18,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,58
VITICHI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
WARNES,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,113,108,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,113,111,224
YACO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
YACUIBA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,45,28,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,48,32,80
YAMPARAEZ,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
YANACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
YAPACANI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,20,15,19,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,31,71
YOCALLA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
YOTALA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
YUNCHARA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
ZUDAÑEZ,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-06-01,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
ACACIO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ACHACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,17,15,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,45
ACHOCALLA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,14,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,31
AIQUILE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,7,11,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,24
ALALAY,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ALCALA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
ALTO BENI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,7,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,11,6,17
ANCORAIMES,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
ANDAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
ANTEQUERA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ANZALDO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
APOLO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,9,11,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,28
ARAMPAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ARANI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,4,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
ARBIETO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,15,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30
ARQUE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,4,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,32,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,67
ATOCHA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
AYATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
AYO AYO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,13,11,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,34
AZURDUY,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
BATALLAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,7,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,21
BAURES,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
BELEN DE URMIRI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BELLA FLOR,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
BERMEJO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,20,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,38
BETANZOS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,3,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,18
BOLIVAR,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
BOYUIBE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
BUENA VISTA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14
CABEZAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,22,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,38
CAIROMA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10
"CAIZA ""D""",vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
CAJUATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,10,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,8,19
CALACOTO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CALAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
CAMARGO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,5,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CAMIRI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,37
CAPINOTA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,15,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,23
CAQUIAVIRI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
CARACOLLO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,7,8,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,25
CARANAVI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,31,26,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,28,64
CARAPARI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
CARIPUYO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,4,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
CATACORA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHACARILLA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHALLAPATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,17,14,4,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,22,17,39
CHAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
CHARAGUA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,15,13,18,21,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,37,36,73
CHARAÑA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-07-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
