,group,variable,month,ANTINEUMOCOCICA 3RA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 3RA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 3RA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 3RA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 3RA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 3RA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 3RA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 3RA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 3RA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 3RA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 3RA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 3RA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 3RA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 4 AÑOS - F,ANTINEUMOCOCICA 3RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
ICHOCA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
ICLA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
INCAHUASI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,8,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,25
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
INQUISIVI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,5,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15
IXIAMAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
JESUS DE MACHACA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
LA ASUNTA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,39,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,37,76
LA GUARDIA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,62,74,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,77,145
LA PAZ,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,335,346,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,351,692
LAGUNILLAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
LAJA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,8,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
LAS CARRERAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LICOMA PAMPA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
LLALLAGUA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,17,16,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,38,79
LLICA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
LORETO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
LURIBAY,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
MACHACAMARCA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
MACHARETI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
MAGDALENA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
MAIRANA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16
MAPIRI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,9,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21
MECAPACA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8
MINEROS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,8,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21
MIZQUE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
MOCOMOCO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
MOJOCOYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
MONTEAGUDO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,11,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,23
MONTERO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,106,101,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,105,221
MORO MORO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MOROCHATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
NAZACARA DE PACAJES,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
OCURI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,3,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,21
OKINAWA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
OMEREQUE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
ORURO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,177,161,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,165,350
PADCAYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
PADILLA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
PAILON,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,13,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,26
PALCA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20
PALOS BLANCOS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,18,13,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,46
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PAMPA GRANDE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
PAPEL PAMPA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
PASORAPA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PATACAMAYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,16
PAZÑA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
PELECHUCO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
POCOATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,3,4,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22
POCONA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10
POJO (CBBA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,2,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
POOPO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,3,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,20
PORCO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,9,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17
POROMA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
PORONGO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
PORTACHUELO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,19
PORVENIR,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
POTOSI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,91,93,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,108,217
PRESTO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
PUCARANI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,11,13,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30
PUERTO ACOSTA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
PUERTO CARABUCO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
PUERTO PEREZ,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11
PUERTO RICO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,11
PUERTO SILES,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO SUAREZ,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,9,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,29
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,39,47,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,49,93
PUNA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,2,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,18
PUNATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,17,22,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,58
QUIABAYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
QUILLACOLLO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,49,46,47,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,92,188
QUIME,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,6,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
QUIRUSILLAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
RAVELO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
REYES,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
RIBERALTA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,64,74,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,80,155
ROBORE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,11,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,29
RURRENABAQUE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,21,11,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,37
SABAYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,9
SACABA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,61,81,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,95,173
SACABAMBA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SACACA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,4,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17
SAIPINA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,6,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11
SAMAIPATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13
SAN AGUSTIN,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN ANDRES,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,9,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,19
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SAN BENITO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
SAN BORJA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,39,28,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,32,82
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,3,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14
SAN CARLOS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,11,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,23
SAN IGNACIO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,11,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,49,35,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,44,98
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN JAVIER(STC),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,22
SAN JOAQUIN,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,15,10,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,41
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
SAN JULIAN,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,10,17,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,33
SAN LORENZO(PND),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,20
SAN LUCAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,12,10,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,30
SAN MATIAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,2,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN PEDRO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,13,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,18
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,6,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,22
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,7,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,25
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
SAN PEDRO(PND),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN RAFAEL,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
SAN RAMON BENI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
SAN RAMON SCZ,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,9,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
SANTA ANA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,23
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,857,713,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882,744,1626
SANTA ROSA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SANTIVAÑES,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAPAHAQUI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
SENA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,13
SHINAOTA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,21,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,43
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,8,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,15
SICAYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
SIPE SIPE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,35,23,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,34,81
SOPACHUY,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
SORACACHI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11
SORATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,5,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
SUCRE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,160,166,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,167,331
TACACHI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
