,group,variable,month,PENTAVALENTE 4TA DOSIS < A 1 AÑO - D,PENTAVALENTE 4TA DOSIS < A 1 AÑO - D,PENTAVALENTE 4TA DOSIS < A 1 AÑO - F,PENTAVALENTE 4TA DOSIS < A 1 AÑO - F,PENTAVALENTE 4TA DOSIS 12 A 23 MESES - D,PENTAVALENTE 4TA DOSIS 12 A 23 MESES - D,PENTAVALENTE 4TA DOSIS 12 A 23 MESES - F,PENTAVALENTE 4TA DOSIS 12 A 23 MESES - F,PENTAVALENTE 4TA DOSIS 2 AÑOS - D,PENTAVALENTE 4TA DOSIS 2 AÑOS - D,PENTAVALENTE 4TA DOSIS 2 AÑOS - F,PENTAVALENTE 4TA DOSIS 2 AÑOS - F,PENTAVALENTE 4TA DOSIS 3 AÑOS - D,PENTAVALENTE 4TA DOSIS 3 AÑOS - D,PENTAVALENTE 4TA DOSIS 3 AÑOS - F,PENTAVALENTE 4TA DOSIS 3 AÑOS - F,PENTAVALENTE 4TA DOSIS 4 AÑOS - D,PENTAVALENTE 4TA DOSIS 4 AÑOS - D,PENTAVALENTE 4TA DOSIS 4 AÑOS - F,PENTAVALENTE 4TA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
YAPACANI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-06-01,0,0,0,0,12,15,23,13,3,1,0,2,1,2,1,0,0,0,0,0,40,33,73
YOCALLA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-06-01,0,0,0,0,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,6,2,8
YOTALA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-06-01,0,0,0,0,2,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,5,4,9
YUNCHARA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-06-01,0,0,0,0,1,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,4,4,8
ZUDAÑEZ,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-06-01,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
ACACIO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ACHACACHI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,11,11,2,3,2,1,0,1,0,1,0,0,0,0,0,0,15,17,32
ACHOCALLA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,13,16,0,0,2,0,1,0,0,1,0,0,1,1,0,0,17,18,35
AIQUILE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,13,10,3,3,1,0,0,0,0,0,0,0,0,1,0,0,17,14,31
ALALAY,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
ALCALA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
ALTO BENI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,4,6,1,2,0,0,1,0,0,0,0,0,0,0,0,0,6,8,14
ANCORAIMES,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
ANDAMARCA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ANTEQUERA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
ANZALDO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,4,3,4,0,0,0,0,0,0,1,1,0,0,0,0,4,9,13
APOLO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,10,10,3,5,1,0,0,0,1,2,0,0,0,0,0,0,15,17,32
ARAMPAMPA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,5,1,6
ARANI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,5,4,3,0,0,1,0,0,0,0,0,0,0,0,0,6,8,14
ARBIETO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,9,17,5,7,0,0,0,0,1,0,0,0,0,1,0,0,15,25,40
ARQUE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,5,4,9
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,23,16,0,2,6,1,0,1,0,1,1,0,0,1,0,1,30,23,53
ATOCHA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,6,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,7,6,13
AUCAPATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,6
AYATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
AYO AYO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,8,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,13,19,2,3,2,0,0,0,0,0,0,0,0,0,0,0,17,22,39
AZURDUY,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12
BATALLAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,6,12,0,2,0,0,1,1,0,0,0,0,0,0,0,0,7,15,22
BAURES,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,4
BELEN DE URMIRI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
BELLA FLOR,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
BERMEJO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,18,15,0,1,1,1,0,0,1,0,0,0,2,2,0,0,22,19,41
BETANZOS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,13,12,5,4,1,0,0,0,1,0,0,0,0,0,0,0,20,16,36
BOLIVAR,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,5
BOLPEBRA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BOYUIBE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,12
BUENA VISTA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,5,5,1,1,0,2,0,1,0,1,0,0,0,0,0,0,6,10,16
CABEZAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,4,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,7,5,12
CAIROMA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,4,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,6,4,10
"CAIZA ""D""",vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,7,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,9,6,15
CAJUATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,4,0,0,2,2,0,1,0,1,0,0,0,0,0,0,2,8,10
CALACOTO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,4,2,6
CALAMARCA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
CAMARGO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,9,5,3,1,0,1,1,0,0,0,0,0,0,0,0,0,13,7,20
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
CAMIRI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,8,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,10,20
CAPINOTA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,8,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20
CAQUIAVIRI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
CARACOLLO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,8,10,6,8,2,1,1,0,1,0,2,1,1,0,0,2,21,22,43
CARANAVI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,25,27,1,1,2,0,3,1,1,1,1,0,0,3,3,6,36,39,75
CARANGAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CARAPARI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,12,6,2,0,0,0,0,1,0,0,1,1,0,0,0,0,15,8,23
CARIPUYO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
CATACORA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHACARILLA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,5
CHALLAPATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,15,9,8,12,3,1,0,0,2,1,2,0,1,1,0,0,31,24,55
CHAQUI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
CHARAGUA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,3,6,5,0,0,5,2,0,0,0,1,0,0,0,0,13,11,24
CHARAÑA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CHAYANTA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,7,11,3,0,0,1,0,1,1,0,0,0,0,0,0,0,11,13,24
CHIMORE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,24,20,5,5,4,4,1,1,2,3,2,0,2,0,1,1,41,34,75
CHIPAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHUA COCANI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,6,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,11,17
CHUMA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,7,10
CKOCHAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,5,6,11
CLIZA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,15,13,4,4,0,1,1,1,0,0,1,0,0,0,0,0,21,19,40
COBIJA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,15,15,16,15,2,2,2,4,1,0,2,1,0,0,0,1,38,38,76
COCAPATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,10,7,4,4,1,0,0,1,0,0,1,0,0,0,0,0,16,12,28
COCHABAMBA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,318,322,43,30,33,41,21,23,11,13,24,21,17,17,19,20,486,487,973
COIPASA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
COLCAPIRHUA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,21,20,2,4,2,6,3,0,0,4,1,0,0,1,0,1,29,36,65
"COLCHA ""K""",vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,11,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,13,6,19
COLOMI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,14,16,0,2,1,1,0,0,0,0,0,0,0,2,0,0,15,21,36
COLPA BELGICA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,6,6,1,0,0,0,0,0,0,0,0,0,0,1,0,9,7,16
COLQUECHACA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,5,5,4,3,0,1,0,0,0,0,0,1,0,0,0,0,9,10,19
COLQUENCHA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
COLQUIRI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,3,11,7,9,0,1,5,5,1,0,2,9,0,1,2,4,20,40,60
COMANCHE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
COMARAPA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,5,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,13,18
COMBAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3
CONCEPCION,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,12,12,2,7,2,3,1,1,1,0,0,0,0,2,0,0,18,25,43
COPACABANA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,3
CORIPATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,14,7,0,0,1,1,0,0,0,0,0,0,1,0,0,0,16,8,24
CORO CORO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,0,2,2,3,0,1,1,1,0,0,0,0,0,0,0,9,3,12
COROICO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,5,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6,7,13
CORQUE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
COTAGAITA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,7,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
COTOCA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,39,45,20,17,5,5,3,8,1,2,8,3,0,1,2,4,78,85,163
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,15,13,2,7,0,0,0,0,0,1,1,0,0,0,0,0,18,21,39
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CUEVO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,6
CULPINA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,10,10,3,1,0,0,1,0,0,0,0,0,0,0,0,0,14,11,25
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
CURVA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
DESAGUADERO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,4
EL ALTO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,341,329,102,127,54,41,15,19,19,20,7,12,18,25,9,8,565,581,1146
EL CHORO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
EL PUENTE(STC),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,4,4,2,0,0,0,0,1,0,0,1,0,0,0,0,0,7,5,12
EL PUENTE(TJA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
EL TORNO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,33,32,7,11,1,3,0,1,0,1,1,1,0,1,0,1,42,51,93
EL VILLAR,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,4,10,1,5,0,0,0,0,0,0,0,0,0,0,0,0,5,15,20
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,34,26,7,9,1,1,7,8,0,0,1,1,0,0,1,0,51,45,96
ESCARA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
ESCOMA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
EUCALIPTUS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
EXALTACION,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,1,0,0,0,1,1,2,1,0,1,0,0,0,0,0,3,4,7
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,5,3,7,11,0,0,1,0,0,0,0,0,0,1,0,0,13,15,28
FILADELFIA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,5,8,13
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,5,11,4,0,1,1,0,1,0,0,0,0,0,0,0,0,10,13,23
GIA-TIM,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,7,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
GUANAY,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,7,3,6,2,0,0,0,0,0,0,4,1,0,0,0,0,17,6,23
GUAQUI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
GUAYARAMERIN,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,31,22,8,2,2,1,7,10,2,1,0,2,0,0,0,0,50,38,88
GUTIERREZ,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,6,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
HUACARAJE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
HUACARETA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
HUACAYA (VILLA DE HUACAYA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
HUANUNI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,9,6,7,5,1,2,1,2,0,0,0,1,0,0,2,1,20,17,37
HUARINA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
HUATAJATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2
HUAYLLAMARCA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
HUMANATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
ICHOCA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7
ICLA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
INCAHUASI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,7,3,2,8,0,1,0,0,0,0,0,0,0,0,0,0,9,12,21
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3
INQUISIVI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,3,5,1,1,0,1,0,2,0,0,0,0,0,0,0,0,4,9,13
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,4,8,5,10,0,1,0,0,0,0,0,0,0,0,0,0,9,19,28
IXIAMAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,8,0,0,1,1,0,0,0,1,0,1,0,0,0,0,3,11,14
JESUS DE MACHACA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,5,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
LA ASUNTA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,31,32,0,2,2,1,0,0,2,2,0,0,0,2,0,0,35,39,74
LA GUARDIA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,90,60,12,13,7,6,5,3,5,3,7,4,1,3,3,4,130,96,226
LA PAZ,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,279,256,8,3,47,34,1,0,21,15,1,2,21,20,1,3,379,333,712
LA RIVERA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
LAGUNILLAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9
LAJA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,15,15,3,0,2,0,3,3,1,0,0,1,0,0,0,0,24,19,43
LAS CARRERAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
LICOMA PAMPA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-07-01,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
