,group,variable,month,PENTAVELENTE 3RA DOSIS < A 1 AÑO - D,PENTAVELENTE 3RA DOSIS < A 1 AÑO - D,PENTAVELENTE 3RA DOSIS < A 1 AÑO - F,PENTAVELENTE 3RA DOSIS < A 1 AÑO - F,PENTAVELENTE 3RA DOSIS 12 A 23 MESES - D,PENTAVELENTE 3RA DOSIS 12 A 23 MESES - D,PENTAVELENTE 3RA DOSIS 12 A 23 MESES - F,PENTAVELENTE 3RA DOSIS 12 A 23 MESES - F,PENTAVELENTE 3RA DOSIS 2 AÑOS - D,PENTAVELENTE 3RA DOSIS 2 AÑOS - D,PENTAVELENTE 3RA DOSIS 2 AÑOS - F,PENTAVELENTE 3RA DOSIS 2 AÑOS - F,PENTAVELENTE 3RA DOSIS 3 AÑOS - D,PENTAVELENTE 3RA DOSIS 3 AÑOS - D,PENTAVELENTE 3RA DOSIS 3 AÑOS - F,PENTAVELENTE 3RA DOSIS 3 AÑOS - F,PENTAVELENTE 3RA DOSIS 4 AÑOS - D,PENTAVELENTE 3RA DOSIS 4 AÑOS - D,PENTAVELENTE 3RA DOSIS 4 AÑOS - F,PENTAVELENTE 3RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
VILA VILA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-05-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
VILLA CHARCAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-05-01,2,6,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,8,13
VILLA MONTES,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-05-01,24,17,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,31,22,53
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-05-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
VILLA RIVERO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-05-01,4,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
VILLA SERRANO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-05-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
VILLA TUNARI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-05-01,65,71,3,3,3,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,74,79,153
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-05-01,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,9
VILLAZON,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-05-01,20,18,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,43
VINTO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-05-01,23,17,13,17,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,39,35,74
VITICHI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-05-01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-05-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
WARNES,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-05-01,87,66,1,4,2,6,0,0,1,1,1,1,0,1,0,0,0,0,0,0,92,79,171
YACO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-05-01,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
YACUIBA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-05-01,35,25,8,5,2,4,2,2,0,1,1,1,0,0,1,0,0,0,1,0,50,38,88
YAMPARAEZ,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-05-01,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,4
YANACACHI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-05-01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
YAPACANI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-05-01,31,18,16,22,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,47,42,89
YOCALLA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-05-01,2,4,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,5,11
YOTALA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-05-01,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
YUNCHARA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-05-01,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
ZUDAÑEZ,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-05-01,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
ACACIO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
ACHACACHI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,6,6,3,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10,10,20
ACHOCALLA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,18,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,20,17,37
AIQUILE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,11,7,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,7,23
ALCALA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
ALTO BENI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,7,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
ANCORAIMES,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ANDAMARCA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ANZALDO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
APOLO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,12,9,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26
ARAMPAMPA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ARANI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
ARBIETO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,9,5,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,9,20
ARQUE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,6,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,21,25,2,2,4,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,28,31,59
ATOCHA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,4,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15
AUCAPATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
AYATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
AYO AYO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,7,12,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,34
AZURDUY,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7
BATALLAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
BAURES,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
BELEN DE URMIRI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BELLA FLOR,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
BERMEJO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,20,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,32
BETANZOS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,13,14,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,37
BOLIVAR,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
BOYUIBE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
BUENA VISTA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
CABEZAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,7,4,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,7,17
CAIROMA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
"CAIZA ""D""",vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
CAJUATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
CALACOTO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CALAMARCA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,6,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
CAMARGO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
CAMIRI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,15,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,33
CAPINOTA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16
CAQUIAVIRI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,6,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
CARACOLLO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,6,9,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,14,22
CARANAVI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,25,27,8,10,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,37,39,76
CARAPARI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,11,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20
CARIPUYO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,4,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18
CATACORA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHALLAPATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,13,11,5,4,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,20,16,36
CHAQUI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
CHARAGUA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,11,10,10,7,0,0,4,4,0,0,7,2,0,0,0,0,0,0,0,0,32,23,55
CHARAÑA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CHAYANTA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,8,6,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,10,22
CHIMORE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,10,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12,12,24
CHIPAYA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CHOQUE COTA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CHUA COCANI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
CHUMA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
CKOCHAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,6,5,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
CLIZA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,12,4,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,8,24
COBIJA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,25,26,18,26,0,0,2,1,0,0,1,1,0,0,1,1,0,0,0,3,47,58,105
COCAPATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,11,7,5,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,17,18,35
COCHABAMBA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,347,342,8,12,11,9,1,4,2,3,1,4,2,3,3,3,3,3,2,4,380,387,767
COLCAPIRHUA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,15,14,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,16,17,33
"COLCHA ""K""",vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,5,9,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,19
COLLANA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
COLOMI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,8,13,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,9,16,25
COLPA BELGICA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,8
COLQUECHACA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,13,5,5,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,23,7,30
COLQUENCHA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
COLQUIRI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,7,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20
COMANCHE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,5
COMARAPA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
COMBAYA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CONCEPCION,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,8,10,9,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,20,16,36
CORIPATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,6,9,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
CORO CORO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
COROICO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,7,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
CORQUE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
COTAGAITA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
COTOCA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,40,41,13,9,0,1,1,0,2,2,1,0,1,0,1,0,0,0,0,0,59,53,112
CRUZ DE MACHACAMARCA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,3,7,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,10,15
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
CUEVO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CULPINA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,6,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
DESAGUADERO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
EL ALTO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,317,320,144,112,10,12,9,11,5,4,4,6,3,5,11,4,5,3,8,2,516,479,995
EL CHORO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
EL PUENTE(STC),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
EL PUENTE(TJA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
EL TORNO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,34,24,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,24,61
EL VILLAR,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,9,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,29,33,1,6,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,32,41,73
ESCOMA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
ESMERALDA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
EUCALIPTUS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
EXALTACION,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,1,0,1,1,0,0,1,2,0,0,1,0,0,0,1,1,0,0,0,0,5,4,9
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,4,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
FILADELFIA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,7,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16
GIA-TIM,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
GUANAY,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,7,13,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,15,25
GUAQUI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
GUAYARAMERIN,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,17,23,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,27,46
GUTIERREZ,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,4,5,7,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,13,25
HUACARAJE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,5
HUACARETA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
HUACAYA (VILLA DE HUACAYA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
HUACHACALLA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUANUNI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,8,3,10,4,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,21,10,31
HUARINA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
HUATAJATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
HUMANATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ICHOCA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
ICLA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
INCAHUASI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,8,4,6,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,12,27
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
INQUISIVI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-06-01,2,2,2,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,6,7,13
