,group,variable,month,PENTAVALENTE 1RA DOSIS < A 1 AÑO - D,PENTAVALENTE 1RA DOSIS < A 1 AÑO - D,PENTAVALENTE 1RA DOSIS < A 1 AÑO - F,PENTAVALENTE 1RA DOSIS < A 1 AÑO - F,PENTAVALENTE 1RA DOSIS 12 A 23 MESES - D,PENTAVALENTE 1RA DOSIS 12 A 23 MESES - D,PENTAVALENTE 1RA DOSIS 12 A 23 MESES - F,PENTAVALENTE 1RA DOSIS 12 A 23 MESES - F,PENTAVALENTE 1RA DOSIS 2 AÑOS - D,PENTAVALENTE 1RA DOSIS 2 AÑOS - D,PENTAVALENTE 1RA DOSIS 2 AÑOS - F,PENTAVALENTE 1RA DOSIS 2 AÑOS - F,PENTAVALENTE 1RA DOSIS 3 AÑOS - D,PENTAVALENTE 1RA DOSIS 3 AÑOS - D,PENTAVALENTE 1RA DOSIS 3 AÑOS - F,PENTAVALENTE 1RA DOSIS 3 AÑOS - F,PENTAVALENTE 1RA DOSIS 4 AÑOS - D,PENTAVALENTE 1RA DOSIS 4 AÑOS - D,PENTAVALENTE 1RA DOSIS 4 AÑOS - F,PENTAVALENTE 1RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
POJO (CBBA),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,10,5,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,9,23
POOPO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
PORCO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,13,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,28
POROMA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,4,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
PORONGO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,8,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,22
PORTACHUELO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,11,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,36
PORVENIR,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,2,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,9
POSTRER VALLE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
POTOSI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,212,175,23,14,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,238,191,429
PRESTO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
PUCARANI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,16,18,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,24,43
PUERTO ACOSTA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
PUERTO CARABUCO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
PUERTO PEREZ,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19
PUERTO RICO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
PUERTO SILES,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO SUAREZ,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,44
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,72,51,11,12,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,86,64,150
PUNA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,2,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15
PUNATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,12,11,7,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,22,42
QUIABAYA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
QUILLACOLLO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,74,75,47,50,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,122,130,252
QUIME,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
QUIRUSILLAS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
RAVELO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,1,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
REYES,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
RIBERALTA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,97,83,3,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,101,89,190
ROBORE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,17,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,34
RURRENABAQUE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,17,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,28
SABAYA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SACABA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,106,97,18,17,1,1,2,0,1,0,1,0,1,2,0,0,0,0,1,2,131,119,250
SACABAMBA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SACACA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,6,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18
SAIPINA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,7,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
SAMAIPATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
SAN AGUSTIN,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN ANDRES,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,6,6,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
SAN BENITO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,7,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
SAN BORJA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,35,41,11,10,1,2,0,2,0,1,0,0,1,1,0,0,0,0,0,0,48,57,105
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,6,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14
SAN CARLOS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,20
SAN IGNACIO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,10,13,2,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,14,18,32
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,50,49,20,19,2,2,11,3,1,2,6,6,2,1,1,5,0,0,2,3,95,90,185
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,4,6
SAN JAVIER(STC),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,23
SAN JOAQUIN,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,22,20,26,35,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,50,58,108
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
SAN JULIAN,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,38,34,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42,37,79
SAN LORENZO(PND),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,10,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,24
SAN LUCAS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,14,16,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,37
SAN MATIAS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,16,16,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,44
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,13,5,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,10,29
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,23
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,13,7,6,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,18,37
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
SAN PEDRO(PND),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN RAFAEL,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,4,4,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,5,8,13
SAN RAMON BENI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
SAN RAMON SCZ,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,9,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22
SANTA ANA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,14,10,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,18,12,30
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,918,907,41,36,3,7,2,2,0,5,4,3,2,2,2,3,3,3,2,3,977,971,1948
SANTA ROSA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,8,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,13,22
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,9,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTIVAÑES,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAPAHAQUI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
SENA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,9,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,27
SHINAOTA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,24,22,4,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,30,29,59
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,11,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,27
SICAYA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
SIPE SIPE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,34,45,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,46,85
SOPACHUY,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SORACACHI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
SORATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,10,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,24
SUCRE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,178,202,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,179,211,390
TACACHI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TACACOMA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,6,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
TACOBAMBA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
TACOPAYA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
TAPACARI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,4,7,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,27
TARABUCO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
TARACO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TARATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
TARIJA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,131,119,10,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,141,129,270
TARVITA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,9,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
TEOPONTE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
TIAHUANACU,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
TINGUIPAYA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,2,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
TIPUANI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
TIQUIPAYA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,27,33,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,41,73
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18
TOCO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
TODOS SANTOS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TOLATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,4,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,6,3,9
TOLEDO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
TOMAVE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
TOMINA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TORO TORO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,4,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
TOTORA(CBBA),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,7,6,6,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,13,14,27
TOTORA(ORR),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
TRINIDAD,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,73,77,4,3,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,79,83,162
TUPIZA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,20,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,39
TURCO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
UMALA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
UNCIA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,12,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,28
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14
URUBICHA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,6,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,20
UYUNI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,15,21,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,18,22,40
VACAS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
VALLEGRANDE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,28
VIACHA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,47,46,6,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54,59,113
VILA VILA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
VILLA CHARCAS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
VILLA MONTES,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,29,29,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,33,74
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
VILLA RIVERO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,2,11
VILLA SERRANO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
VILLA TUNARI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,84,83,6,14,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,91,99,190
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,8,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
VILLAZON,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,23,23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,24,48
VINTO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,19,32,25,16,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,47,49,96
VITICHI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
WARNES,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,98,106,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,103,109,212
YACO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
YACUIBA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,50,47,22,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73,70,143
YAMPARAEZ,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
YANACACHI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
YAPACANI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,23,26,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,49,90
YOCALLA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
YOTALA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-07-01,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,6
