,group,variable,month,SRP 1RA DOSIS < A 1 AÑO - D,SRP 1RA DOSIS < A 1 AÑO - D,SRP 1RA DOSIS < A 1 AÑO - F,SRP 1RA DOSIS < A 1 AÑO - F,SRP 1RA DOSIS 12 A 23 MESES - D,SRP 1RA DOSIS 12 A 23 MESES - D,SRP 1RA DOSIS 12 A 23 MESES - F,SRP 1RA DOSIS 12 A 23 MESES - F,SRP 1RA DOSIS 2 AÑOS - D,SRP 1RA DOSIS 2 AÑOS - D,SRP 1RA DOSIS 2 AÑOS - F,SRP 1RA DOSIS 2 AÑOS - F,SRP 1RA DOSIS 3 AÑOS - D,SRP 1RA DOSIS 3 AÑOS - D,SRP 1RA DOSIS 3 AÑOS - F,SRP 1RA DOSIS 3 AÑOS - F,SRP 1RA DOSIS 4 AÑOS - D,SRP 1RA DOSIS 4 AÑOS - D,SRP 1RA DOSIS 4 AÑOS - F,SRP 1RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
URUBICHA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,3,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,5,8,13
UYUNI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,11,14,2,0,2,0,0,0,0,1,0,0,0,0,0,0,15,15,30
VACAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
VALLEGRANDE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,11,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20
VIACHA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,35,25,9,8,3,3,0,0,0,0,1,0,0,0,0,0,48,36,84
VILA VILA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
VILLA CHARCAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,4,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
VILLA MONTES,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,20,28,8,9,0,0,1,0,0,0,0,0,0,0,0,0,29,37,66
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
VILLA RIVERO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,1,3,5,3,0,0,0,1,0,0,1,0,0,0,0,0,7,7,14
VILLA SERRANO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
VILLA TUNARI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,64,57,13,7,0,1,0,0,0,2,0,0,0,4,0,0,77,71,148
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,3,3,6,6,0,0,0,0,0,0,1,1,0,0,0,0,10,10,20
VILLAZON,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,16,12,2,1,0,0,0,0,1,0,0,0,0,0,0,0,19,13,32
VINTO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,16,7,16,12,0,1,2,1,0,0,1,0,2,0,0,0,37,21,58
VITICHI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
WARNES,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,88,81,4,5,5,3,1,1,1,0,0,0,2,2,2,2,103,94,197
YACO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,6
YACUIBA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,46,34,11,14,2,1,1,1,0,0,0,0,1,0,0,0,61,50,111
YAMPARAEZ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
YANACACHI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,5,3,8
YAPACANI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,17,11,31,22,1,0,1,0,1,0,0,0,0,0,1,0,52,33,85
YOCALLA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
YOTALA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
YUNCHARA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
YUNGUYO DE LITORAL,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
ZUDAÑEZ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-05-01,0,0,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
ACACIO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,4,6,10
ACHACACHI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,18,13,10,9,0,2,1,1,0,2,1,0,0,2,0,0,30,29,59
ACHOCALLA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,5,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,9,15
AIQUILE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,5,8,2,5,0,0,0,0,0,0,0,0,0,0,0,0,7,13,20
ALALAY,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ALCALA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
ALTO BENI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,8,2,4,8,0,1,1,4,0,0,0,0,0,0,0,0,13,15,28
ANCORAIMES,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
ANDAMARCA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
ANTEQUERA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,5,1,6
ANZALDO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
APOLO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,11,17,5,1,0,1,0,0,0,0,0,0,0,0,0,0,16,19,35
ARAMPAMPA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ARANI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ARBIETO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,13,13,1,3,0,1,0,1,0,0,0,0,0,1,0,1,14,20,34
ARQUE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,37,22,2,2,0,2,0,0,0,1,0,0,0,2,0,0,39,29,68
ATOCHA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
AUCAPATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10
AYATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
AYO AYO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,3,5,2,1,0,0,0,0,3,0,0,0,0,0,0,0,8,6,14
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,7,9,9,4,0,0,0,0,0,0,0,0,0,0,0,0,16,13,29
AZURDUY,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,4,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
BATALLAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,11,8,0,2,0,0,3,1,0,0,3,0,0,0,0,0,17,11,28
BAURES,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
BELEN DE URMIRI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BELLA FLOR,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BERMEJO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,24,18,1,0,2,0,0,0,0,0,0,0,0,0,0,0,27,18,45
BETANZOS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,8,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,15,13,28
BOLIVAR,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
BUENA VISTA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,11,4,8,7,0,0,0,0,0,0,0,0,0,0,0,0,19,11,30
CABEZAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,13,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,17,15,32
CAIROMA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,9,5,0,2,1,1,0,0,0,0,0,0,0,0,0,0,10,8,18
"CAIZA ""D""",vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,2,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
CAJUATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
CALACOTO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,3,3,6
CALAMARCA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
CAMARGO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CAMIRI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,9,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,16,26
CAPINOTA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,12,13,1,2,0,1,0,0,0,0,0,0,0,0,0,0,13,16,29
CAQUIAVIRI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,4,4,2,1,0,0,0,1,0,0,0,0,0,1,0,1,6,8,14
CARACOLLO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,16,5,6,3,0,0,1,0,0,0,0,0,0,0,0,0,23,8,31
CARANAVI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,42,36,8,5,0,0,0,1,2,0,1,1,1,1,2,3,56,47,103
CARAPARI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,2,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14
CARIPUYO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
CATACORA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHACARILLA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHALLAPATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,11,10,7,14,0,2,1,1,1,0,0,1,0,0,0,0,20,28,48
CHAQUI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
CHARAGUA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,8,2,18,15,0,0,0,0,0,0,0,0,0,0,0,0,26,17,43
CHARAÑA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
CHAYANTA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,2,8,1,3,0,0,1,0,0,0,0,0,0,0,0,0,4,11,15
CHIMORE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,15,18,6,5,0,2,0,0,0,0,0,0,0,0,0,0,21,25,46
CHUA COCANI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,9,15
CHUMA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,3,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
CKOCHAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,6,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
CLIZA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,12,5,5,5,0,1,0,0,0,0,0,0,0,0,0,0,17,11,28
COBIJA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,10,16,21,15,0,0,1,2,0,0,1,2,0,0,0,1,33,36,69
COCAPATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,7,9,11,9,0,0,0,0,0,0,0,0,0,0,0,1,18,19,37
COCHABAMBA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,358,351,18,11,8,13,2,2,4,8,3,1,5,4,1,2,399,392,791
COIPASA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COLCAPIRHUA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,29,24,3,1,1,1,0,0,0,0,0,0,0,0,0,0,33,26,59
"COLCHA ""K""",vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,16,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,4,21
COLLANA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COLOMI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,8,10,3,7,0,0,0,0,0,0,0,0,0,0,0,0,11,17,28
COLPA BELGICA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,2,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12
COLQUECHACA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,8,7,15,11,0,0,1,0,0,0,1,0,0,0,0,1,25,19,44
COLQUENCHA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,2,4,0,0,0,0,0,2,0,1,1,3,1,0,0,2,4,12,16
COLQUIRI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,9,7,6,6,0,0,1,2,0,0,1,1,0,0,0,0,17,16,33
COMANCHE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
COMARAPA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,8,9,0,2,0,0,1,0,0,0,0,0,0,0,0,0,9,11,20
COMBAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3
CONCEPCION,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,20,16,5,7,0,0,0,0,0,0,1,0,0,0,0,0,26,23,49
CORIPATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,12,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,15,8,23
CORO CORO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12
COROICO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,9,8,6,11,1,0,0,0,0,1,0,0,0,0,0,0,16,20,36
CORQUE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,11
COTAGAITA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,4,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
COTOCA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,47,41,13,10,3,0,0,3,3,0,0,0,1,0,0,0,67,54,121
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CULPINA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CURVA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,1,0,0,0,0,2,5,7
DESAGUADERO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,6,2,8
EL ALTO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,272,287,168,127,12,15,11,12,10,14,13,13,8,12,21,17,515,497,1012
EL CHORO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
EL PUENTE(STC),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,4,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,6,4,10
EL PUENTE(TJA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2,9,11
EL TORNO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,30,44,1,3,0,0,0,0,1,0,0,0,0,0,0,0,32,47,79
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,13,7,8,1,0,0,0,0,0,0,0,0,0,0,0,0,21,8,29
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,30,24,4,2,1,1,0,0,0,0,0,0,0,0,1,0,36,27,63
ESCOMA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
EUCALIPTUS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
EXALTACION,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,3,5,9,7,0,0,0,0,0,0,0,0,0,0,0,0,12,12,24
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
GIA-TIM,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
GUANAY,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,4,6,10,0,0,0,0,0,0,0,0,0,0,0,1,7,15,22
GUAQUI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,9
GUAYARAMERIN,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,47,43,5,4,1,3,1,0,0,0,7,9,1,1,1,0,63,60,123
GUTIERREZ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,6,4,11,7,0,0,0,1,0,0,0,1,0,0,0,0,17,13,30
HUACARAJE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,8
HUACARETA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,6,12,18
HUACHACALLA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUANUNI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,4,3,2,0,0,0,0,1,0,0,1,0,1,1,0,6,8,14
HUARINA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,4,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,7,11,18
HUATAJATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
HUAYLLAMARCA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,6,8
HUMANATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ICHOCA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,1,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11
ICLA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
INCAHUASI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,2,4,6
INQUISIVI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,10,2,5,6,2,1,2,1,0,1,0,0,0,0,2,1,21,12,33
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,5,5,8,12,0,0,2,0,0,1,1,1,1,1,0,2,17,22,39
IXIAMAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,3,6,2,4,0,0,0,0,0,0,0,0,0,1,0,0,5,11,16
JESUS DE MACHACA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-06-01,0,0,0,0,2,3,1,1,0,0,1,3,0,0,3,1,0,0,0,0,7,8,15
