,group,variable,month,PENTAVALENTE 5TA DOSIS < A 1 AÑO - D,PENTAVALENTE 5TA DOSIS < A 1 AÑO - D,PENTAVALENTE 5TA DOSIS < A 1 AÑO - F,PENTAVALENTE 5TA DOSIS < A 1 AÑO - F,PENTAVALENTE 5TA DOSIS 12 A 23 MESES - D,PENTAVALENTE 5TA DOSIS 12 A 23 MESES - D,PENTAVALENTE 5TA DOSIS 12 A 23 MESES - F,PENTAVALENTE 5TA DOSIS 12 A 23 MESES - F,PENTAVALENTE 5TA DOSIS 2 AÑOS - D,PENTAVALENTE 5TA DOSIS 2 AÑOS - D,PENTAVALENTE 5TA DOSIS 2 AÑOS - F,PENTAVALENTE 5TA DOSIS 2 AÑOS - F,PENTAVALENTE 5TA DOSIS 3 AÑOS - D,PENTAVALENTE 5TA DOSIS 3 AÑOS - D,PENTAVALENTE 5TA DOSIS 3 AÑOS - F,PENTAVALENTE 5TA DOSIS 3 AÑOS - F,PENTAVALENTE 5TA DOSIS 4 AÑOS - D,PENTAVALENTE 5TA DOSIS 4 AÑOS - D,PENTAVALENTE 5TA DOSIS 4 AÑOS - F,PENTAVALENTE 5TA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
HUANUNI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,7,10,10,20
HUARINA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,3,4,7
HUATAJATA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
HUAYLLAMARCA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,3,5
HUMANATA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,2,5
ICHOCA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,5
ICLA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,5,3,8
INCAHUASI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,2,8,7,15
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,3,5
INQUISIVI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,2,5,6,11
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,4,11,10,21
IXIAMAS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,1,5,5,10
JESUS DE MACHACA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,4
LA ASUNTA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,15,6,9,37,24,61
LA GUARDIA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,39,38,40,75,79,154
LA PAZ,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,126,41,58,179,184,363
LAGUNILLAS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,6,2,8
LAJA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,4,3,7
LAS CARRERAS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LICOMA PAMPA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
LLALLAGUA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,29,31,37,45,82
LORETO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
LURIBAY,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
MACHACAMARCA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,3
MACHARETI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,4,5,9
MAGDALENA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,6,10,7,17
MAIRANA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,8,11,14,25
MALLA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
MAPIRI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,8,10,10,20
MECAPACA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
MINEROS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,6,6,12,18
MIZQUE,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,14,10,19,29
MOCOMOCO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,5,8,7,15
MOJINETE,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
MOJOCOYA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,2,6,8,14
MONTEAGUDO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,4,1,17,13,30
MONTERO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,33,46,41,73,74,147
MOROCHATA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,4,3,7
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,4,2,6
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
OCURI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,5,6,8,14
OKINAWA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,7,5,15,20
OMEREQUE,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,6,5,11
ORURO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,77,80,77,145,154,299
PADCAYA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,0,13,7,20
PADILLA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,3,5
PAILON,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,15,11,22,15,37
PALCA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,4,6,10
PALOS BLANCOS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,13,8,19,14,33
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
PAMPA GRANDE,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,4,6,10
PAPEL PAMPA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3
PASORAPA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
PATACAMAYA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,1,7,6,13
PAZÑA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,3,4
PELECHUCO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,4,1,5
POCOATA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,10,11,14,13,27
POCONA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,2,5
POJO (CBBA),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,6,9
POOPO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,5,7,12
PORCO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,6,2,8
POROMA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,3,4
PORONGO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,2,8,10
PORTACHUELO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,6,11,12,23
PORVENIR,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
POSTRER VALLE,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,3
POTOSI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,66,42,47,98,113,211
PRESTO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,5,4,9
PUCARA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUCARANI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,8,10,18
PUERTO ACOSTA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,7,10,10,20
PUERTO CARABUCO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,4,5
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,4,5
PUERTO PEREZ,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,6,7,13
PUERTO RICO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,12,10,16,26
PUERTO SILES,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,1,4
PUERTO SUAREZ,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,2,1,15,7,22
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,9,9,33,36,69
PUNA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,7,16,10,26
PUNATA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,16,13,27,19,46
QUIABAYA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3
QUILLACOLLO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,59,75,67,98,165
QUIME,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,11,8,19
QUIRUSILLAS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,2,5
RAVELO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,11,10,21
REYES,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,3,6
RIBERALTA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,5,3,26,25,51
ROBORE,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,6,9,15
RURRENABAQUE,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,4,6,11,17
SABAYA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SACABA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,25,24,29,51,54,105
SACABAMBA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,4,2,6
SACACA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,7,6,8,14
SAIPINA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,8,6,8,14
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,7,3,10
SAMAIPATA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,3,7
SAN AGUSTIN,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
SAN ANDRES,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,2,7,9
SAN BENITO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,6,4,10
SAN BORJA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,21,14,37,30,67
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,7,9,9,18
SAN CARLOS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,2,8,13,21
SAN IGNACIO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,10,12,15,27
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,34,12,16,38,50,88
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
SAN JAVIER(STC),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,4,8,11,19,30
SAN JOAQUIN,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,8,9,15,18,33
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,4,1,5
SAN JULIAN,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,15,30,32,46,78
SAN LORENZO(PND),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,14,6,14,20
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,0,8,7,15
SAN LUCAS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,15,7,25,19,44
SAN MATIAS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,2,5,6,11
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,12,9,14,23
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,1,4
SAN PEDRO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,2,2,10,5,15
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,19,8,25,17,42
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,3
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,2,12,7,19
SAN PEDRO DE QUEMES,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN PEDRO(PND),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,5
SAN RAFAEL,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
SAN RAMON BENI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,2,6
SAN RAMON SCZ,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,1,2,7,9
SANTA ANA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,2,5,7
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,349,180,142,546,491,1037
SANTA ROSA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,5,2,7
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,1,2,15,9,24
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,3,5
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SANTIVAÑES,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,4,6
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,5
SAPAHAQUI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,2,5
SENA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,12,10,17,27
SHINAOTA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,2,8,6,14
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,3,8,4,12
