,group,variable,month,ANTINEUMOCOCICA 1RA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 1RA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 1RA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 1RA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 1RA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 1RA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 1RA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 1RA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 1RA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 1RA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 1RA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 1RA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 1RA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 4 AÑOS - F,ANTINEUMOCOCICA 1RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
VILLAZON,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-06-01,22,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,42
VINTO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-06-01,18,18,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,58
VITICHI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-06-01,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-06-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
WARNES,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-06-01,113,107,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,109,222
YACO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-06-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
YACUIBA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-06-01,46,28,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,30,77
YAMPARAEZ,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-06-01,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
YANACACHI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-06-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
YAPACANI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-06-01,20,15,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,31,70
YOCALLA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-06-01,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
YOTALA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-06-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
YUNCHARA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-06-01,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
ZUDAÑEZ,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-06-01,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
ACACIO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ACHACACHI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,17,15,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,44
ACHOCALLA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,14,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,31
AIQUILE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,7,11,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,24
ALALAY,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ALCALA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
ALTO BENI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
ANCORAIMES,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
ANDAMARCA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
ANTEQUERA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ANZALDO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
APOLO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,9,11,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,28
ARAMPAMPA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ARANI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,4,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
ARBIETO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,15,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30
ARQUE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,4,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,32,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,67
ATOCHA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
AYATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
AYO AYO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,13,11,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,34
AZURDUY,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
BATALLAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,7,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,21
BAURES,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
BELEN DE URMIRI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BELLA FLOR,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
BERMEJO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,20,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,38
BETANZOS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,3,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,18
BOLIVAR,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
BOYUIBE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
BUENA VISTA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14
CABEZAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,21,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,37
CAIROMA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10
"CAIZA ""D""",vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
CAJUATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,12,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,18
CALACOTO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CALAMARCA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
CAMARGO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,5,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CAMIRI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,32
CAPINOTA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,15,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,23
CAQUIAVIRI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
CARACOLLO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,7,8,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,25
CARANAVI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,31,26,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,28,64
CARAPARI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
CARIPUYO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,4,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
CATACORA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHACARILLA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHALLAPATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,17,14,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,37
CHAQUI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
CHARAGUA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,15,13,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,27,60
CHARAÑA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CHAYANTA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,5,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
CHIMORE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,24,17,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,49
CHIPAYA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHUA COCANI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
CHUMA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
CKOCHAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,13
CLIZA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,11,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,17
COBIJA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,20,27,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,38,66
COCAPATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,22
COCHABAMBA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,385,394,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,404,806
COIPASA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COLCAPIRHUA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,25,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,48
"COLCHA ""K""",vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
COLOMI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,15,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,37
COLPA BELGICA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
COLQUECHACA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,7,12,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,27
COLQUENCHA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
COLQUIRI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,8,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,23
COMANCHE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
COMARAPA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,17
CONCEPCION,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,16,15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,36
COPACABANA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CORIPATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,17
CORO CORO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
COROICO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,4,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,18
CORQUE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
COTAGAITA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,9,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
COTOCA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,74,64,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,70,155
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,36
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CUEVO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CULPINA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,11,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CURVA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
DESAGUADERO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
EL ALTO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,502,479,145,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,622,1269
EL PUENTE(STC),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,21
EL PUENTE(TJA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
EL TORNO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,36,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,35,72
EL VILLAR,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,11,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,22
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,48,38,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,41,95
ESCOMA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
EUCALIPTUS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
EXALTACION,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,4,14,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,25
FILADELFIA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,13,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,27
GIA-TIM,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
GUANAY,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,15,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,34
GUAQUI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
GUAYARAMERIN,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,24,33,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,38,64
GUTIERREZ,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,10,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,24
HUACARAJE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
HUACARETA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
HUACAYA (VILLA DE HUACAYA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
HUANUNI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,9,9,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,29
HUARINA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
HUATAJATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
HUAYLLAMARCA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
HUMANATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
ICHOCA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
ICLA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,4,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
INCAHUASI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,8,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
INQUISIVI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,6,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
IXIAMAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
JESUS DE MACHACA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,14
LA ASUNTA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,43,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,33,76
LA GUARDIA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,88,90,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,101,191
LA PAZ,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,383,380,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,383,771
LA RIVERA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LAGUNILLAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
LAJA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-07-01,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18
