,group,variable,month,SRP 2DA DOSIS < A 1 AÑO - D,SRP 2DA DOSIS < A 1 AÑO - D,SRP 2DA DOSIS < A 1 AÑO - F,SRP 2DA DOSIS < A 1 AÑO - F,SRP 2DA DOSIS 12 A 23 MESES - D,SRP 2DA DOSIS 12 A 23 MESES - D,SRP 2DA DOSIS 12 A 23 MESES - F,SRP 2DA DOSIS 12 A 23 MESES - F,SRP 2DA DOSIS 2 AÑOS - D,SRP 2DA DOSIS 2 AÑOS - D,SRP 2DA DOSIS 2 AÑOS - F,SRP 2DA DOSIS 2 AÑOS - F,SRP 2DA DOSIS 3 AÑOS - D,SRP 2DA DOSIS 3 AÑOS - D,SRP 2DA DOSIS 3 AÑOS - F,SRP 2DA DOSIS 3 AÑOS - F,SRP 2DA DOSIS 4 AÑOS - D,SRP 2DA DOSIS 4 AÑOS - D,SRP 2DA DOSIS 4 AÑOS - F,SRP 2DA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
VILLA RIVERO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-07-01,0,0,0,0,9,3,1,3,0,0,0,1,0,0,0,3,0,0,0,1,10,11,21
VILLA SERRANO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-07-01,0,0,0,0,6,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,8,4,12
VILLA TUNARI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-07-01,0,0,0,0,81,77,24,12,4,2,5,2,2,3,4,3,2,2,3,2,125,103,228
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-07-01,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,5
VILLAZON,vacunacion en menores  de 5 anos,srp 2da dosis,2024-07-01,0,0,0,0,26,20,4,2,2,2,2,2,1,1,1,1,1,3,2,1,39,32,71
VINTO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-07-01,0,0,0,0,12,34,44,35,1,0,5,2,0,1,7,5,1,0,4,9,74,86,160
VITICHI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-07-01,0,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,11
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,srp 2da dosis,2024-07-01,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3
WARNES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-07-01,0,0,0,0,89,87,7,12,15,20,4,6,3,7,1,1,12,9,2,3,133,145,278
YACO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-07-01,0,0,0,0,5,5,3,5,1,0,2,0,0,0,0,1,0,0,0,0,11,11,22
YACUIBA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-07-01,0,0,0,0,28,29,14,15,3,1,4,3,0,1,0,6,0,0,0,0,49,55,104
YAMPARAEZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-07-01,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7
YANACACHI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-07-01,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,4,2,6
YAPACANI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-07-01,0,0,0,0,21,13,29,24,0,1,1,1,0,0,1,0,1,0,2,0,55,39,94
YOCALLA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-07-01,0,0,0,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
YOTALA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-07-01,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
YUNCHARA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-07-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
YUNGUYO DE LITORAL,vacunacion en menores  de 5 anos,srp 2da dosis,2024-07-01,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
ZUDAÑEZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-07-01,0,0,0,0,3,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15
ACACIO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,2,5
ACHACACHI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,6,9,3,7,0,0,1,3,1,1,0,0,0,0,2,0,13,20,33
ACHOCALLA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,20,18,0,0,3,1,1,1,1,1,0,0,3,0,1,1,29,22,51
AIQUILE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,5,8,7,4,1,0,1,1,0,0,0,1,0,0,0,0,14,14,28
ALALAY,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ALCALA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ALTO BENI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,5,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,7,4,11
ANCORAIMES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,5,5,0,2,0,0,0,0,0,0,0,0,0,2,1,2,6,11,17
ANDAMARCA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ANTEQUERA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ANZALDO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
APOLO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,8,7,1,3,1,0,0,1,0,0,0,0,0,0,0,0,10,11,21
ARAMPAMPA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
ARANI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,7,1,3,3,1,0,1,0,0,0,0,1,1,0,0,0,13,5,18
ARBIETO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,8,10,6,11,0,0,2,1,0,0,3,2,1,0,0,0,20,24,44
ARQUE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,7,2,3,3,1,1,0,1,0,0,0,0,0,0,0,0,11,7,18
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,15,14,8,12,1,2,14,7,0,0,6,4,0,0,0,2,44,41,85
ATOCHA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,4,8,2,1,1,1,0,0,0,0,0,0,1,0,0,1,8,11,19
AUCAPATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
AYATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,2,4,6,10
AYO AYO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,4,4,1,1,0,0,0,0,0,0,3,1,1,1,1,2,10,9,19
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,17,11,9,5,0,0,1,1,0,0,2,1,0,0,0,0,29,18,47
AZURDUY,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
BATALLAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,7,7,2,4,0,0,1,1,0,0,0,0,1,0,1,3,12,15,27
BAURES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
BELEN DE ANDAMARCA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
BELEN DE URMIRI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
BELLA FLOR,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
BERMEJO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,19,21,1,0,1,1,0,0,0,1,0,0,0,1,0,0,21,24,45
BETANZOS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,9,13,3,2,0,0,0,0,0,0,0,1,1,0,0,1,13,17,30
BOLIVAR,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
BOLPEBRA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BOYUIBE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
BUENA VISTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,11,10,1,0,1,1,0,0,1,0,0,0,0,1,1,0,15,12,27
CABEZAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,13,13,2,3,2,0,5,5,0,0,0,0,1,0,1,2,24,23,47
CAIROMA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,9,6,15
"CAIZA ""D""",vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,13,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,14,6,20
CAJUATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,6,2,2,3,0,0,0,0,0,0,0,0,1,1,0,0,9,6,15
CALACOTO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CALAMARCA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,8,7,0,2,0,1,0,1,1,0,0,0,0,1,0,0,9,12,21
CAMARGO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,7,18,1,3,1,0,0,0,2,0,0,0,0,1,0,0,11,22,33
CAMIRI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,34,25,4,7,0,0,1,0,0,0,1,1,1,1,0,0,41,34,75
CAPINOTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,30,32,5,2,3,0,2,2,2,2,1,3,1,3,2,1,46,45,91
CAQUIAVIRI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
CARACOLLO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,4,9,6,6,1,0,1,0,0,0,0,0,0,0,8,7,20,22,42
CARANAVI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,26,27,9,12,3,3,4,5,0,0,6,2,6,2,13,6,67,57,124
CARAPARI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,6,12
CARIPUYO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,8
CATACORA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3
CHACARILLA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3
CHALLAPATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,19,11,11,7,0,0,1,1,0,0,0,0,1,1,1,1,33,21,54
CHAQUI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,3,8,1,4,0,0,0,0,0,2,1,1,0,0,0,0,5,15,20
CHARAGUA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,11,9,18,24,3,2,5,2,0,0,2,6,0,0,0,2,39,45,84
CHARAÑA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
CHAYANTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,5,4,0,4,0,0,1,0,1,0,1,0,0,0,0,0,8,8,16
CHIMORE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,20,11,9,11,0,1,2,2,1,0,1,0,1,2,1,3,35,30,65
CHIPAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,4
CHOQUE COTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,8,10,1,1,1,0,0,0,1,1,0,0,0,0,0,0,11,12,23
CHUMA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,3,3,1,0,0,1,0,0,0,0,1,0,0,0,0,5,5,10
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,3,2,3,3,0,0,0,1,0,0,0,1,0,0,1,1,7,8,15
CKOCHAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,4,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,11,10,21
CLIZA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,17,19,10,8,1,1,0,2,0,0,0,0,1,0,0,0,29,30,59
COBIJA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,33,31,13,11,0,2,4,2,2,2,0,3,1,3,0,1,53,55,108
COCAPATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,8,7,7,8,0,1,1,0,0,0,0,0,0,0,0,0,16,16,32
COCHABAMBA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,314,321,29,32,55,43,18,28,17,14,29,20,30,22,32,27,524,507,1031
COIPASA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COLCAPIRHUA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,17,12,3,4,3,2,2,1,1,2,1,1,4,1,5,4,36,27,63
"COLCHA ""K""",vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,9,5,2,2,1,0,0,0,0,0,0,0,0,0,0,1,12,8,20
COLLANA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,0,1,1,1,1,0,2,0,1,4,0,2,0,3,0,12,5,17
COLOMI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,11,8,0,0,2,0,1,1,1,1,0,1,0,0,0,1,15,12,27
COLPA BELGICA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,4,5,3,4,0,0,1,0,0,0,0,0,0,0,0,0,8,9,17
COLQUECHACA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,15,14,10,8,1,0,1,2,0,0,5,1,0,0,0,0,32,25,57
COLQUENCHA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,9,10,0,0,0,1,0,0,1,0,1,0,0,0,0,0,11,11,22
COLQUIRI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,2,8,2,6,1,1,0,0,0,0,0,0,2,1,1,1,8,17,25
COMANCHE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,3,5
COMARAPA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,6,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16
COMBAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,4
CONCEPCION,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,49,35,1,2,1,1,0,1,0,1,0,0,1,0,1,0,53,40,93
COPACABANA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,3,0,1,4,0,0,0,0,0,1,0,1,0,1,3,1,7,8,15
CORIPATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,8,7,5,4,1,1,2,3,0,1,1,2,3,2,2,1,22,21,43
CORO CORO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
COROICO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,6,12,5,1,1,1,1,0,0,0,0,1,1,1,1,0,15,16,31
CORQUE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,6,5,1,10,0,1,0,0,0,0,0,1,0,0,3,3,10,20,30
COTAGAITA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,14,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,11,26
COTOCA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,35,31,7,7,4,2,3,3,4,1,3,0,1,2,0,0,57,46,103
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,13,10,2,1,0,0,1,0,0,0,1,1,0,0,0,0,17,12,29
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
CUEVO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CULPINA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,15,8,1,3,0,1,0,0,0,0,0,0,0,0,0,0,16,12,28
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CURVA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
DESAGUADERO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,2,1,0,1,0,1,4,0,0,0,6,1,0,3,1,8,13,21
EL ALTO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,261,253,119,134,42,22,20,26,19,20,18,13,40,42,49,41,568,551,1119
EL CHORO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,4,0,0,0,1,1,0,1,1,0,0,0,0,0,0,3,6,9
EL PUENTE(STC),vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,8,9,2,6,0,2,0,0,0,0,0,1,1,1,0,0,11,19,30
EL PUENTE(TJA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
EL TORNO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,50,65,1,2,4,1,1,1,0,0,1,1,3,1,0,0,60,71,131
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,17,8,2,3,0,2,0,0,2,1,0,0,1,1,0,0,22,15,37
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,36,31,15,11,2,1,6,5,0,1,4,1,0,1,1,0,64,51,115
ESCARA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2
ESCOMA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,3,0,0,7,4,11
ESMERALDA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EUCALIPTUS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
EXALTACION,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,22,12,23,14,0,0,1,4,0,1,0,0,0,0,0,1,46,32,78
FILADELFIA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,1,7,3,0,0,0,0,0,0,1,0,0,0,0,0,9,4,13
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,7,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,17,21,5,3,1,1,4,2,1,0,3,1,4,0,3,3,38,31,69
GIA-TIM,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,1,0,0,0,0,3,3,6
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,8,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,10,4,14
GUANAY,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,5,9,18,4,0,0,1,0,0,0,0,0,2,0,0,0,26,13,39
GUAQUI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,4,5,0,0,2,0,2,0,4,6,0,0,0,1,1,3,13,15,28
GUAYARAMERIN,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,21,38,12,6,1,1,6,7,0,0,4,1,2,0,2,3,48,56,104
GUTIERREZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,9,7,1,4,0,0,2,0,1,0,0,1,0,0,0,0,13,12,25
HUACARAJE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,1,5
HUACARETA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,5,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17
HUACAYA (VILLA DE HUACAYA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
HUACHACALLA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
HUANUNI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,5,9,10,8,0,2,1,1,0,1,1,0,2,3,0,1,19,25,44
HUARINA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
HUATAJATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,3
HUAYLLAMARCA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,5
HUMANATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4
ICHOCA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,3,4,7
ICLA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
INCAHUASI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,7,7,4,3,0,1,1,0,0,0,0,0,0,0,0,0,12,11,23
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
INQUISIVI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,4,3,2,2,2,1,1,0,0,0,0,0,1,0,0,0,10,6,16
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,9,7,5,2,0,1,2,0,1,0,1,0,0,1,0,2,18,13,31
IXIAMAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,5,5,9,4,2,0,4,2,1,1,0,1,0,0,0,2,21,15,36
JESUS DE MACHACA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,2,5,4,1,1,0,0,2,2,1,1,0,2,1,5,1,17,11,28
LA ASUNTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,32,25,8,2,4,7,1,2,2,2,3,0,17,13,1,1,68,52,120
LA GUARDIA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-08-01,0,0,0,0,85,64,10,3,7,6,6,1,4,5,5,2,1,2,4,4,122,87,209
