,group,variable,month,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA < A 1 AÑO - D,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA < A 1 AÑO - D,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA < A 1 AÑO - F,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA < A 1 AÑO - F,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 12 A 23 MESES - D,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 12 A 23 MESES - D,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 12 A 23 MESES - F,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 12 A 23 MESES - F,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 2 AÑOS - D,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 2 AÑOS - D,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 2 AÑOS - F,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 2 AÑOS - F,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 3 AÑOS - D,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 3 AÑOS - D,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 3 AÑOS - F,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 3 AÑOS - F,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 4 AÑOS - D,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 4 AÑOS - D,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 4 AÑOS - F,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 4 AÑOS - F,TOTALES,TOTALES,TOTALES
SANTA ROSA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-07-01,0,0,0,0,0,0,0,0,1,2,8,6,1,1,0,0,0,1,0,1,10,11,21
SUCRE,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2
TARACO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
TARIJA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-07-01,0,0,0,0,0,0,0,0,0,1,1,2,1,0,3,2,2,0,1,2,8,7,15
TOMINA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
TORO TORO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TRIGAL,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-07-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
TRINIDAD,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-07-01,0,0,0,0,0,0,0,0,13,9,1,4,7,5,0,0,1,8,0,0,22,26,48
TUPIZA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-07-01,0,0,0,0,0,0,0,0,3,1,0,2,2,2,0,0,2,4,2,1,9,10,19
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-07-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,1,3
URUBICHA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-07-01,0,0,0,0,0,0,0,0,8,10,4,2,8,10,3,5,8,3,5,6,36,36,72
UYUNI,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
VIACHA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-07-01,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,6,3,8,7,15
VILLAZON,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
WARNES,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-07-01,0,0,0,0,0,0,0,0,3,3,0,1,1,1,0,0,0,3,0,1,4,9,13
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,15,13,14,12,7,15,4,5,40,45,85
BAURES,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2
BUENA VISTA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,3
CABEZAS,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,2,1,0,3,9,0,0,2,0,6,12,18
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,1,2,2,7,2,1,3,1,3,0,6,9,17,20,37
CHARAGUA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
COBIJA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,1,1,3,1,1,0,0,2,1,1,2,0,8,5,13
COCHABAMBA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,9,7,10,14,1,0,5,4,1,1,4,8,30,34,64
COMARAPA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,2,2,8,3,0,0,0,0,0,0,0,0,10,5,15
CONCEPCION,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,8,8,0,1,3,9,1,1,6,8,2,1,20,28,48
EL ALTO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,0,5,5,2,4,0,0,3,6,3,6,13,21,34
EL TORNO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,3,1,4
GUTIERREZ,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
IXIAMAS,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,0,6,2,0,0,6,4,0,0,6,5,18,11,29
LA GUARDIA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LA PAZ,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,2,2,0,0,3,4,1,0,0,2,0,0,6,8,14
LORETO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,4,1,5
MAGDALENA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,3,4
MOCOMOCO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,1,3
MOJOCOYA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MONTEAGUDO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,3,4,0,0,4,3,0,0,1,2,0,0,8,9,17
MONTERO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,27,18,1,0,2,2,0,0,6,6,0,0,36,26,62
OKINAWA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ORURO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
PADCAYA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,2,0,5,1,6
PALOS BLANCOS,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,4,0,4
PAMPA GRANDE,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
PORTACHUELO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,3,2,5
POTOSI,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,13,11,1,1,14,7,0,2,10,3,1,0,39,24,63
PUERTO SUAREZ,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,15,12,4,4,15,16,0,2,13,2,12,5,59,41,100
QUIRUSILLAS,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,3,3,6
REYES,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,1,3
RIBERALTA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2,3
ROBORE,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2
RURRENABAQUE,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,3
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,4
SAN CARLOS,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,4,4,1,2,4,4,1,1,5,5,11,2,26,18,44
SAN JOAQUIN,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,1,3
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN RAMON SCZ,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,4,5,1,0,2,5,0,0,1,2,1,1,9,13,22
SANTA ANA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,0,9,10,0,0,3,9,0,1,8,8,20,28,48
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,51,45,10,13,39,25,9,14,42,28,9,14,160,139,299
SANTA ROSA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTIVAÑES,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SUCRE,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,4,4
TARIJA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TRINIDAD,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,3
TUPIZA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,2,1,0,3,3,1,2,1,1,6,9,15
URUBICHA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,6,4,1,1,3,5,0,0,2,6,1,0,13,16,29
VALLEGRANDE,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
VIACHA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
VILLAZON,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
WARNES,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,4,5
ACHACACHI,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1,3
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,5,0,5
CABEZAS,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,1,0,3,2,1,0,5,2,0,0,2,3,12,7,19
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,1,4,1,0,0,8,6,14
COCHABAMBA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,1,3,1,2,1,0,0,1,0,0,0,0,3,6,9
COMARAPA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,4,7,11
CONCEPCION,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,5,7,1,0,7,6,0,1,3,6,0,0,16,20,36
EL ALTO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,2,0,0,0,4,2,6
EL PUENTE(STC),vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
EL TORNO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,2,0,2,6,4,10
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GUAYARAMERIN,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,3,4
LA GUARDIA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LA PAZ,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,1,1,0,0,3,4,7
MAGDALENA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
MONTEAGUDO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,1,1,0,0,1,7,7,14
MONTERO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,5,15,5,1,9,6,2,3,3,11,1,2,25,38,63
OKINAWA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PAILON,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,0,2,6,9,0,1,5,5,0,0,3,1,14,18,32
PORTACHUELO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,4,4,0,2,0,2,0,0,1,2,1,2,6,12,18
PORVENIR,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
POTOSI,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,1,0,0,0,8,6,14
PUERTO SUAREZ,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,18,10,2,2,13,17,3,2,6,8,0,4,42,43,85
QUIRUSILLAS,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2
RIBERALTA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
SAIPINA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2
SAN CARLOS,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,2,1,0,0,6,3,9
SAN IGNACIO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,0,1,6,4,0,0,4,4,0,0,3,2,13,11,24
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2
SAN RAMON SCZ,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,46,43,9,10,27,14,6,10,24,24,7,10,119,111,230
SANTA ROSA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SUCRE,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2,3
TARIJA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,3
TRINIDAD,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,6
TUPIZA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,1,5,6
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
URUBICHA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,2,0,1,2,2,2,1,1,0,0,0,1,6,6,12
WARNES,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
BUENA VISTA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,3
COCHABAMBA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
CONCEPCION,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,0,3,2,0,0,10,6,16
EL ALTO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL TORNO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GUAYARAMERIN,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-10-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2
HUANUNI,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-10-01,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,2,4,8,0,8,13,21,34
LA PAZ,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-10-01,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,4,2,6
MONTERO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-10-01,0,0,0,0,0,0,0,0,8,1,1,3,0,1,6,5,4,1,4,5,23,16,39
MORO MORO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PAILON,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-10-01,0,0,0,0,0,0,0,0,1,3,5,4,1,0,2,3,1,1,1,3,11,14,25
PORTACHUELO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,3,1,4
POTOSI,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-10-01,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,6,4,0,0,7,11,18
PUERTO SUAREZ,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,10,6,1,0,5,2,0,0,16,8,24
RIBERALTA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN CARLOS,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,4,1,5
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-10-01,0,0,0,0,0,0,0,0,24,26,5,4,23,24,6,5,23,23,8,13,89,95,184
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,3,5,6,6,12
TRINIDAD,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,3
URUBICHA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
