,group,variable,month,ANTIPOLIOMELITICA 3RA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 3RA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 3RA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 3RA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 3RA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 3RA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 3RA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 3RA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 3RA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 3RA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 3RA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 3RA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 3RA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 4 AÑOS - F,ANTIPOLIOMELITICA 3RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
CUEVO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
CULPINA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
CURVA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DESAGUADERO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
EL ALTO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,405,380,113,120,19,12,6,13,9,9,5,4,5,8,2,2,6,1,4,1,574,550,1124
EL CHORO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
EL PUENTE(STC),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,6,7,0,3,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,9,13,22
EL PUENTE(TJA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,5,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,4,10
EL TORNO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,31,27,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,34,31,65
EL VILLAR,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,8,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,32,30,5,4,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,39,39,78
ESCOMA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
EUCALIPTUS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EXALTACION,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,6,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18
FILADELFIA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,3,1,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,5,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,6,13
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,10,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,21
GIA-TIM,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
GUANAY,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,9,4,6,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16,11,27
GUAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
GUAYARAMERIN,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,14,21,3,4,5,3,1,0,0,1,3,0,0,0,0,0,0,0,0,0,26,29,55
GUTIERREZ,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,5,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,18
HUACARAJE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
HUACARETA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
HUACAYA (VILLA DE HUACAYA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,4
HUANUNI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,6,15
HUATAJATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
HUAYLLAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
HUMANATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
ICHOCA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
ICLA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
INCAHUASI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
INQUISIVI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,4,8,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21
IXIAMAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
JESUS DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
LA ASUNTA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,31,21,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,34,23,57
LA GUARDIA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,94,75,9,8,2,1,2,4,2,0,1,1,0,2,0,0,0,0,3,2,113,93,206
LA PAZ,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,330,344,9,1,13,9,0,0,5,4,1,1,2,1,0,0,1,1,1,0,362,361,723
LAGUNILLAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
LAJA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,6,13,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,16,27
LAS CARRERAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
LICOMA PAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
LLALLAGUA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,20,13,18,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,45,83
LLICA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9
LURIBAY,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
MACHACAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MACHARETI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
MAGDALENA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
MAIRANA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,9,7,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12,9,21
MAPIRI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,15,10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,16,12,28
MECAPACA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
MINEROS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,16,14,9,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,46
MIZQUE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,12,11,5,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,17,15,32
MOCOMOCO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
MOJOCOYA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MONTEAGUDO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,14,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,29
MONTERO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,101,83,6,5,0,2,0,0,0,1,0,1,0,1,1,1,0,0,0,0,108,94,202
MOROCHATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,2,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,3,13
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
NAZACARA DE PACAJES,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
OCURI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
OKINAWA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,8,6,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,21
OMEREQUE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
ORURO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,173,180,8,15,5,3,1,3,2,1,3,1,1,1,3,1,0,2,0,2,196,209,405
PADCAYA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
PADILLA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
PAILON,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,23,22,8,8,1,1,3,1,0,1,7,3,0,0,0,3,0,1,1,0,43,40,83
PALCA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,5,15,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,27
PALOS BLANCOS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,12,16,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,42
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PAMPA GRANDE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,3,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
PAPEL PAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
PASORAPA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PATACAMAYA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,9,9,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23
PAZÑA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PELECHUCO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
POCOATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,5,6,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,27
POCONA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,3,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16
POJO (CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,9,5,3,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,14,7,21
POOPO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
PORCO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,7,12,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,22
POROMA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
PORONGO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,9,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,17
PORTACHUELO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,23,13,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,15,39
PORVENIR,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,4,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
POSTRER VALLE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
POTOSI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,136,108,24,12,0,3,1,2,1,2,0,1,3,0,3,1,2,3,11,15,181,147,328
PRESTO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PUCARA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUCARANI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,12,17,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,35
PUERTO ACOSTA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,10
PUERTO CARABUCO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,4,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,2,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,6,8
PUERTO PEREZ,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
PUERTO RICO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,6,10
PUERTO SILES,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PUERTO SUAREZ,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,19,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,39
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,55,55,6,10,0,2,4,3,2,0,3,4,0,0,3,0,0,0,4,2,77,76,153
PUNA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
PUNATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,11,13,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,37
QUIABAYA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
QUILLACOLLO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,40,71,43,59,0,4,6,2,0,0,1,0,2,0,0,0,0,0,0,0,92,136,228
QUIME,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
QUIRUSILLAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,4,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
RAVELO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
REYES,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
RIBERALTA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,75,95,12,8,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,88,106,194
ROBORE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,6,9,5,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,11,16,27
RURRENABAQUE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,8,11,3,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,18,30
SABAYA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SACABA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,89,78,19,24,7,4,3,1,0,1,1,0,1,4,2,3,0,0,1,0,123,115,238
SACABAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SACACA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,8,4,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,8,19
SAIPINA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
SAMAIPATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
SAN AGUSTIN,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SAN ANDRES,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,8,6,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,13,10,23
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
SAN BENITO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,9,11,1,0,2,3,2,0,0,0,1,0,0,1,1,0,0,0,0,0,16,15,31
SAN BORJA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,37,26,2,6,1,0,3,2,3,2,0,0,1,1,1,0,0,0,1,1,49,38,87
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
SAN CARLOS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,10,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19
SAN IGNACIO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,11,9,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,15,14,29
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,35,44,8,7,3,0,1,1,0,0,0,2,0,1,0,3,2,0,4,4,53,62,115
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,6
SAN JAVIER(STC),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
SAN JOAQUIN,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-07-01,16,15,13,7,0,1,5,4,0,0,5,1,0,0,1,1,0,0,1,0,41,29,70
