,group,variable,month,ANTIPOLIOMELITICA 5TA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 5TA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 5TA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 5TA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 5TA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 5TA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 5TA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 5TA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 5TA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 5TA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 5TA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 5TA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 5TA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 4 AÑOS - F,ANTIPOLIOMELITICA 5TA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,5,3,8
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,4,3,7
SAN PEDRO(PND),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
SAN RAMON BENI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,7,7,14
SAN RAMON SCZ,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,2,2,8,11,19
SANTA ANA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,6,4,10
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,471,108,102,551,573,1124
SANTA ROSA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,2,4,10,7,17
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,5,0,5
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
SANTIVAÑES,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,4,2,11,13
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,4
SAPAHAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,2,6,5,11
SENA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,7,3,10
SHINAOTA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,11,10,20,17,37
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,9,11,15,26
SICAYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,3
SIPE SIPE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,6,17,19,34,53
SOPACHUY,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,2,5
SORACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,3,6,6,12
SORATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,4,11,6,17
SUCRE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,151,28,21,173,172,345
TACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,4
TACACOMA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
TACOBAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,1,4
TACOPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,4
TAHUA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
TAPACARI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,10,13,13,26
TARABUCO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,5,10
TARACO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,8,12
TARATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2,4,6
TARIJA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,88,45,25,104,113,217
TARVITA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,2,6,8
TEOPONTE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,4
TIAHUANACU,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3,5,8,13
TINGUIPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,4,7,8,15
TIPUANI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,2,5,6,11
TIQUIPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,22,9,12,36,34,70
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,13,10,17,27
TITO YUPANQUI (PARQUIPUJIO),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
TOCO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,7,7,14
TOLATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,5,8
TOLEDO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,3
TOMAVE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,5,3,8
TOMINA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,1,7,5,12
TORO TORO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,4,6
TOTORA(CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,3,10,10,20
TOTORA(ORR),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3
TRIGAL,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TRINIDAD,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,0,0,19,16,35
TUPIZA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,21,7,4,40,25,65
TURCO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,4,2,6
UMALA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,3,5
UNCIA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6,4,16,8,24
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,6,7,13,20
URUBICHA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,1,7,6,13
UYUNI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,1,12,9,21
VACAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,2,6,5,11
VALLEGRANDE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,2,3,14,18,32
VIACHA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,7,20,27,47,74
VILA VILA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,3,5,8
VILLA CHARCAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,1,6,5,11
VILLA MONTES,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,3,8,20,24,44
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,5,8
VILLA RIVERO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,3,5,7,12
VILLA SERRANO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,3,5,8
VILLA TUNARI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,53,29,29,77,82,159
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,3,4,7
VILLAZON,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,11,10,30,32,62
VINTO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,34,33,51,51,102
VITICHI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,3,2,5
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
WARNES,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,41,10,12,57,53,110
YACO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
YACUIBA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,29,43,40,52,92
YAMPARAEZ,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4
YANACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,5,1,6
YAPACANI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,6,12,8,24,32
YOCALLA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,2,5,7
YOTALA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,3,5,8
YUNCHARA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
ZUDAÑEZ,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,3,2,7,9
ACACIO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,3,5
ACHACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,5,5,14,12,26
ACHOCALLA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,8,7,11,18
AIQUILE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,7,15,13,28
ALALAY,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,5,8
ALCALA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ALTO BENI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,2,5,7,12
ANCORAIMES,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,2,8,10
ANDAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,3
ANTEQUERA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
ANZALDO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,3
APOLO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,2,12,11,23
ARAMPAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,2,5,7
ARANI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,2,7,6,13
ARBIETO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,15,19,27,25,52
ARQUE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,9,7,16
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,1,1,5,10,15
ATOCHA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,5,4,9
AUCAPATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,2,5
AYATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,5,6,11
AYO AYO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,15,13,24,37
AZURDUY,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,1,9,6,15
BATALLAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,9,4,13
BAURES,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
BELLA FLOR,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,3
BERMEJO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,1,1,8,14,22
BETANZOS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,10,5,20,11,31
BOLIVAR,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
BOYUIBE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,4,6
BUENA VISTA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,3,15,5,20
CABEZAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,14,13,16,18,34
CAIROMA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,4,4,8
"CAIZA ""D""",vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,6,3,9
CAJUATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,3,2,5
CALACOTO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,3
CALAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,5,8,7,15
CAMARGO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,1,9,8,17
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CAMIRI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,1,2,12,9,21
CAPINOTA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,10,14,18,32
CAQUIAVIRI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,1,4
CARACOLLO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,23,19,30,23,53
CARANAVI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,32,17,58,32,90
CARAPARI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1,6,5,11
CARIPUYO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,3
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,4
CATACORA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
CHACARILLA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,3
CHALLAPATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,7,5,12,20,32
CHAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,2,6,8
CHARAGUA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,36,34,49,37,86
CHARAÑA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
CHAYANTA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,6,7,13
CHIMORE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,18,12,26,19,45
CHOQUE COTA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,4,2,6
CHUA COCANI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
