,group,variable,month,ANTIPOLIOMIELÍTICA 2DA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 2DA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 2DA DOSIS FUERA,ANTIPOLIOMIELÍTICA 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,3,2,2,2,5,4,9
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,0,2,0,0,0,2,2
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,1,3,0,3,1,6,7
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,2,0,8,4,10,4,14
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,0,2,1,0,1,2,3
PORCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,0,0,1,1,1,1,2
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,0,0,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,3,9,5,3,8,12,20
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,1,0,0,0,1,0,1
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,2,0,1,2,3,2,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,0,1,4,2,4,3,7
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,1,1,0,0,1,1,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,1,2,0,0,1,2,3
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,0,0,1,1,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,5,0,0,1,5,1,6
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,0,1,0,0,0,1,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,1,0,0,0,1,0,1
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,0,0,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,6,2,0,0,6,2,8
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,1,0,1,2,2,2,4
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,0,1,2,1,2,2,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,1,1,0,1,1,2,3
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,0,0,1,2,1,2,3
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,0,1,0,0,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,0,0,0,1,0,1,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,1,0,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,1,0,3,6,4,6,10
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,26,36,2,2,28,38,66
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,1,4,1,0,2,4,6
SENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,0,1,0,0,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,1,0,0,0,1,0,1
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,0,0,0,2,0,2,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,2,2,0,0,2,2,4
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,2,0,0,1,2,1,3
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,0,0,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,0,0,1,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,0,0,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,1,1,2,1,3,2,5
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,1,0,0,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,1,2,0,0,1,2,3
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,1,2,1,0,2,2,4
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,0,1,0,0,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,4,4,0,0,4,4,8
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,2,0,1,1,3,1,4
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,1,1,0,0,1,1,2
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,0,0,0,1,0,1,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-05-01,0,0,1,1,1,1,2
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,1,0,0,0,1,0,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,0,1,0,1,0,1
ARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,1,0,0,0,1,0,1
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,1,1,0,1,1,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,1,0,0,0,1,1
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,0,0,1,0,1,1
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,1,1,0,1,1,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,0,1,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,0,1,0,1,0,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,0,1,4,1,4,5
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,0,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,2,1,0,0,2,1,3
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,3,1,0,1,3,4
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,0,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,6,9,3,4,9,13,22
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,1,0,1,0,2,2
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,1,0,0,0,1,0,1
COROICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,1,1,0,0,1,1,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,2,0,1,0,3,3
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,0,1,0,1,0,1
CUEVO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,0,0,2,0,2,2
CULPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,0,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,10,13,10,7,20,20,40
EL CHORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,1,0,0,0,1,0,1
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,1,0,0,0,1,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,1,0,0,0,1,1
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,0,0,1,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,2,1,1,1,3,4
EXALTACION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,1,0,0,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,2,0,0,0,2,2
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,1,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,1,0,0,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,1,0,0,0,1,0,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,0,1,0,1,0,1
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,1,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,1,0,0,1,1,1,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,1,1,1,1,2,2,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,6,4,2,0,8,4,12
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,1,1,0,1,1,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,0,0,2,0,2,2
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,5,4,1,0,6,4,10
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,1,0,2,1,3,1,4
PALCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,0,1,0,1,0,1
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,3,0,0,0,3,3
POCONA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,1,0,0,0,1,0,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,1,0,1,0,2,2
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,1,0,0,0,1,1
PORVENIR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,1,0,0,1,1,1,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,3,5,2,3,5,8,13
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,1,0,0,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,1,0,0,0,1,1
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,1,0,0,0,1,0,1
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,2,1,0,1,2,3
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,8,7,3,4,11,11,22
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,1,2,3,1,4,3,7
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,0,0,1,0,1,1
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,0,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,0,74,22,74,22,96
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,1,2,1,2,2,4
SAIPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,1,0,0,0,1,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,0,1,0,1,0,1
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,2,0,0,0,2,0,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,1,0,0,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,0,2,0,2,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,4,0,1,1,5,1,6
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,0,0,1,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,1,0,1,1,2,1,3
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,1,0,0,0,1,0,1
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,0,2,0,2,0,2
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,0,1,0,1,0,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,1,2,0,2,1,3
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,33,25,42,41,75,66,141
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,2,0,0,4,2,4,6
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,1,0,0,0,1,0,1
SENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,2,0,1,0,3,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,1,6,0,1,1,7,8
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,1,0,0,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,1,4,1,0,2,4,6
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,1,1,0,1,1,2,3
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,1,0,0,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,1,0,1,0,2,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,12,11,2,0,14,11,25
UNCIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,1,0,1,0,2,0,2
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,2,1,0,0,2,1,3
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,4,0,0,0,4,4
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,1,4,1,0,2,4,6
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,0,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,3,3,1,0,4,3,7
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,3,1,0,1,3,4
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-06-01,0,0,1,0,1,0,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,0,0,0,1,0,1
ARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,1,3,5,4,6,10
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,0,1,0,2,0,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,0,0,1,0,1,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,0,0,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,0,0,1,1,1,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,0,2,1,2,1,3
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,1,0,0,0,1,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,3,1,0,0,3,1,4
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,0,7,8,7,8,15
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,1,0,0,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,1,0,1,1,2,3
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,7,8,1,2,8,10,18
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,0,0,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,1,1,0,1,1,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,0,2,2,2,2,4
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,0,0,0,1,0,1
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,0,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,3,1,2,3,5,4,9
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,1,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,5,3,6,6,11,9,20
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,1,1,1,1,2,3
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,1,0,0,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,5,5,2,0,7,5,12
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,1,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,1,0,1,0,2,2
ICHOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,0,0,0,1,0,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,0,0,1,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,0,1,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,0,0,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,2,0,1,1,3,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,10,7,0,0,10,7,17
LAJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,0,0,0,1,0,1
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,0,0,1,0,1,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,0,1,1,1,1,2
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,0,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,4,0,0,1,4,1,5
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,0,0,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,3,1,2,2,5,7
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,0,11,9,11,9,20
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,1,0,1,1,2,3
PAZÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,0,0,1,0,1,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,1,0,0,0,1,1
PORONGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,1,0,0,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,0,0,1,1,1,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,3,5,3,1,6,6,12
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,3,2,3,1,6,3,9
PUNA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,1,0,0,0,1,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,0,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,3,0,2,7,5,7,12
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,0,0,0,1,0,1
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,0,1,0,2,0,2
SABAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,0,0,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,2,3,2,4,4,8
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,0,1,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,1,0,0,0,1,1
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,0,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,3,6,0,0,3,6,9
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,0,0,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,1,0,0,0,1,1
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,2,0,3,2,5,2,7
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,1,7,6,7,7,14
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,0,1,1,1,1,2
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,0,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,0,0,0,1,0,1
