,group,variable,month,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS FUERA,SRP 2DA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,0,1,0,2,0,2
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,0,0,1,1,1,1,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,0,2,6,4,6,10
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,20,14,0,0,20,14,34
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,6,11,6,5,12,16,28
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,2,1,0,3,2,5
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,0,0,0,1,0,1,1
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,5,1,0,2,5,7
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,4,8,3,0,7,8,15
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,10,10,12,4,22,14,36
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,0,2,1,3,1,4
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,1,0,1,2,2,4
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,11,7,0,0,11,7,18
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,1,1,1,2,2,4
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,6,6,0,0,6,6,12
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,4,5,0,2,4,7,11
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,21,23,0,5,21,28,49
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,8,13,0,1,8,14,22
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,3,1,0,0,3,1,4
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,11,11,6,9,17,20,37
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,37,27,4,1,41,28,69
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,12,5,4,2,16,7,23
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,4,5,0,0,4,5,9
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,4,0,0,2,4,2,6
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,4,0,2,1,6,7
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,0,2,0,0,0,2,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,17,24,14,7,31,31,62
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,3,0,1,2,4,6
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,26,19,17,15,43,34,77
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,0,2,0,0,0,2,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,10,12,5,2,15,14,29
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,0,1,0,2,0,2
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,0,1,2,2,2,4
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,0,0,7,8,7,8,15
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,5,6,0,6,5,12,17
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,0,4,2,6,2,8
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,3,3,5,3,8,6,14
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,3,6,5,6,8,12,20
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,9,3,3,3,12,6,18
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,18,18,2,5,20,23,43
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,9,8,5,6,14,14,28
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,189,207,9,9,198,216,414
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,33,44,38,44,71,88,159
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,7,3,2,4,9,7,16
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,0,0,3,2,3,5
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,8,9,1,4,9,13,22
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,5,4,2,0,7,4,11
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,4,3,4,8,8,11,19
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,10,5,0,0,10,5,15
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,5,2,2,3,7,5,12
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,5,7,3,2,8,9,17
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,1,0,0,1,1,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,10,11,5,8,15,19,34
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,1,1,2,3,3,6
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,5,11,0,0,5,11,16
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,3,6,0,0,3,6,9
COROICO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,11,15,3,4,14,19,33
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,3,4,1,0,4,4,8
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,11,9,0,1,11,10,21
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,59,51,9,11,68,62,130
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,3,0,1,2,4,6
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,4,4,1,1,5,5,10
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,12,12,2,0,14,12,26
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,1,0,0,2,1,3
CURVA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,0,2,0,2,0,4,4
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,0,1,0,1,0,2,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,337,301,167,169,504,470,974
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,5,1,2,2,7,9
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,4,3,1,1,5,4,9
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,6,4,0,1,6,5,11
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,30,43,0,2,30,45,75
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,1,2,0,4,1,5
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,28,19,15,8,43,27,70
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,58,42,6,5,64,47,111
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,0,2,0,3,0,3
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,2,0,0,2,2,4
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,1,1,1,3,2,5
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,0,1,1,0,1,1,2
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,3,2,4,7,7,9,16
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,1,2,5,4,6,10
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,6,7,0,1,6,8,14
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,3,4,0,4,3,8,11
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,5,4,2,5,7,12
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,2,5,2,7,4,11
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,28,19,18,10,46,29,75
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,11,11,5,1,16,12,28
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,8,7,2,4,10,11,21
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,0,1,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,5,7,2,0,7,7,14
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,0,1,0,0,0,1,1
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,4,2,0,1,4,3,7
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,2,0,0,1,2,3
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,6,6,0,2,6,8,14
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,0,2,0,1,0,3,3
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,0,2,1,3,1,4
ICLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,4,2,4,0,8,2,10
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,5,1,0,5,5,6,11
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,0,1,0,2,0,2
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,9,1,2,4,11,5,16
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,6,4,5,6,11,10,21
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,12,5,7,5,19,10,29
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,9,7,1,2,10,9,19
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,23,30,25,30,48,60,108
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,61,62,6,6,67,68,135
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,347,318,77,85,424,403,827
LA RIVERA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,2,0,0,1,2,3
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,6,4,12,7,18,11,29
LAJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,10,11,2,1,12,12,24
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,0,0,0,1,0,1
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,0,0,0,2,0,2
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,5,6,10,11,15,17,32
LLICA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,0,2,1,3,1,4
LORETO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,0,0,0,5,0,5,5
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,4,1,0,1,4,2,6
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,4,5,2,2,6,7,13
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,4,3,1,2,5,5,10
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,0,6,7,6,7,12,19
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,10,3,0,0,10,3,13
MALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,1,4,1,6,2,8
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,8,8,3,4,11,12,23
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,5,11,1,4,6,15,21
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,11,8,2,0,13,8,21
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,4,5,14,7,18,12,30
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,6,1,5,5,11,6,17
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,4,6,0,0,4,6,10
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,11,9,0,0,11,9,20
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,42,42,9,4,51,46,97
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,1,2,0,3,1,4
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,3,3,8,4,11,15
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,1,0,0,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,0,0,1,3,1,3,4
OCURI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,4,2,3,2,7,4,11
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,15,10,2,0,17,10,27
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,0,1,2,2,2,3,5
ORURO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,290,287,40,43,330,330,660
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,13,13,1,3,14,16,30
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,23,18,0,0,23,18,41
PAILON,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,11,13,24,24,35,37,72
PALCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,14,3,2,1,16,4,20
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,15,23,4,0,19,23,42
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,5,4,0,0,5,4,9
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,9,6,0,0,9,6,15
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,1,0,0,2,1,3
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,2,1,0,3,2,5
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,8,10,1,3,9,13,22
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,13,5,8,16,21,21,42
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,4,3,0,0,4,3,7
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,4,3,8,8,12,11,23
POCONA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,4,1,6,8,10,9,19
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,8,11,7,3,15,14,29
POOPO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,5,9,8,6,13,15,28
PORCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,2,1,0,3,2,5
POROMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,6,7,5,4,11,11,22
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,9,3,3,5,12,8,20
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,8,11,0,0,8,11,19
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,1,1,1,3,2,5
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,0,3,1,0,1,3,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,132,132,19,19,151,151,302
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,3,0,0,1,3,4
PUCARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,0,0,0,1,0,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,9,22,8,4,17,26,43
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,3,3,3,2,6,5,11
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,6,9,3,1,9,10,19
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,2,0,0,1,2,3
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,0,0,2,2,2,2,4
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,8,3,3,0,11,3,14
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,0,1,1,0,1,1,2
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,0,0,1,1,1,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,0,0,0,2,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,41,50,12,19,53,69,122
PUNA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,3,6,0,5,3,11,14
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,14,16,9,8,23,24,47
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,0,0,3,2,3,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,42,43,87,88,129,131,260
QUIME,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,9,6,0,0,9,6,15
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,1,2,0,4,1,5
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,3,4,1,0,4,4,8
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,7,1,8,4,15,5,20
REYES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,7,2,2,1,9,3,12
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,78,59,4,7,82,66,148
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,9,11,1,1,10,12,22
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,27,35,1,2,28,37,65
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,3,5,3,7,6,13
SACABA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,96,97,23,21,119,118,237
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,1,0,0,1,1,2
SACACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,5,2,4,4,9,6,15
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,3,2,0,2,3,4,7
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,12,11,3,9,15,20,35
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,4,11,0,0,4,11,15
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,6,5,0,0,6,5,11
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,4,0,0,2,4,6
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,3,2,1,2,4,4,8
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,8,2,2,4,10,14
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,5,7,2,1,7,8,15
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,22,27,7,21,29,48,77
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,2,0,2,1,4,5
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,5,5,1,0,6,5,11
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,17,17,6,6,23,23,46
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,23,16,0,0,23,16,39
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,16,16,2,0,18,16,34
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,1,0,0,2,1,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,11,10,16,17,27,27,54
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,4,1,3,0,7,1,8
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,32,36,7,7,39,43,82
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,0,0,1,1,1,1,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,9,6,1,2,10,8,18
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,10,10,2,9,12,19,31
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,6,3,0,4,6,7,13
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,11,3,4,2,15,5,20
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,0,0,0,2,0,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,3,1,2,1,5,2,7
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,3,2,6,3,9,5,14
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,3,3,0,1,3,4,7
SAN PEDRO DE MACHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,7,8,2,4,9,12,21
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,0,0,1,1,1,2
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,0,2,0,1,0,3,3
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,0,0,0,2,0,2,2
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,3,4,5,5,8,13
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,4,2,0,0,4,2,6
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,3,1,0,1,3,2,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,657,623,34,42,691,665,1356
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,5,3,5,1,10,4,14
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,7,2,0,0,7,2,9
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,1,0,0,1,1,1,2
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-07-01,2,3,14,13,16,16,32
