,group,variable,month,ANTIPOLIOMIELÍTICA 4TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS FUERA,ANTIPOLIOMIELÍTICA 4TA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
PUCARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,1,0,0,0,1,0,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,10,23,11,4,21,27,48
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,4,4,2,0,6,4,10
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,7,8,3,1,10,9,19
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,3,3,1,1,4,4,8
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,0,0,3,2,3,2,5
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,11,4,3,0,14,4,18
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,2,1,1,1,3,2,5
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,0,0,0,1,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,10,9,0,2,10,11,21
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,39,43,7,6,46,49,95
PUNA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,5,10,3,8,8,18,26
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,14,13,10,7,24,20,44
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,2,0,0,3,2,3,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,45,39,83,70,128,109,237
QUIME,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,7,5,0,0,7,5,12
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,1,0,0,0,1,0,1
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,2,4,0,0,2,4,6
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,8,1,8,4,16,5,21
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,4,4,0,1,4,5,9
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,41,35,4,4,45,39,84
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,5,6,1,0,6,6,12
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,17,23,1,2,18,25,43
SABAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,1,2,0,0,1,2,3
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,72,74,17,19,89,93,182
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,1,1,0,0,1,1,2
SACACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,7,8,6,7,13,15,28
SAIPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,4,1,0,0,4,1,5
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,5,6,2,4,7,10,17
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,4,8,1,0,5,8,13
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,0,1,0,0,0,1,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,6,2,0,1,6,3,9
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,2,4,0,0,2,4,6
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,0,0,1,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,1,6,2,2,3,8,11
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,7,5,0,1,7,6,13
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,18,15,7,3,25,18,43
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,2,5,3,0,5,5,10
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,10,5,1,0,11,5,16
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,17,9,4,4,21,13,34
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,24,21,1,2,25,23,48
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,1,0,0,0,1,0,1
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,14,18,1,0,15,18,33
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,2,1,0,0,2,1,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,9,6,15,17,24,23,47
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,4,2,1,0,5,2,7
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,39,38,11,6,50,44,94
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,1,1,7,1,8,2,10
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,12,11,1,1,13,12,25
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,9,11,9,9,18,20,38
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,4,5,2,3,6,8,14
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,11,3,4,2,15,5,20
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,1,1,0,0,1,1,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,5,9,1,0,6,9,15
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,8,13,10,5,18,18,36
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,3,3,0,1,3,4,7
SAN PEDRO DE MACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,7,8,3,3,10,11,21
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,1,0,0,1,1,1,2
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,0,0,0,2,0,2,2
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,2,2,0,0,2,2,4
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,2,3,4,6,6,9,15
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,4,2,0,0,4,2,6
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,2,5,0,1,2,6,8
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,642,640,28,30,670,670,1340
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,8,5,1,1,9,6,15
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,14,6,0,0,14,6,20
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,1,0,0,1,1,1,2
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,1,2,0,0,1,2,3
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,2,1,0,2,2,3,5
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,2,2,1,0,3,2,5
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,5,5,2,1,7,6,13
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,5,1,2,0,7,1,8
SENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,4,1,0,2,4,3,7
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,23,18,0,1,23,19,42
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,6,6,3,1,9,7,16
SICAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,3,1,2,0,5,1,6
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,28,30,3,0,31,30,61
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,0,2,0,1,0,3,3
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,3,2,1,1,4,3,7
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,0,4,4,3,4,7,11
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,160,154,7,4,167,158,325
TACACOMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,2,4,0,0,2,4,6
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,6,2,1,2,7,4,11
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,1,1,5,2,6,3,9
TAHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,0,0,1,0,1,0,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,6,9,7,4,13,13,26
TARABUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,3,6,5,4,8,10,18
TARACO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,4,4,0,0,4,4,8
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,3,1,0,1,3,2,5
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,101,131,10,15,111,146,257
TARVITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,2,0,4,1,6,1,7
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,2,2,2,0,4,2,6
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,5,9,1,0,6,9,15
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,2,5,6,6,8,11,19
TIPUANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,2,2,1,1,3,3,6
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,17,20,9,4,26,24,50
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,5,8,4,5,9,13,22
TOCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,1,0,2,3,3,3,6
TOLATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,2,2,0,1,2,3,5
TOLEDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,0,3,0,0,0,3,3
TOMAVE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,4,6,1,1,5,7,12
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,5,2,2,4,7,6,13
TORO TORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,3,1,11,8,14,9,23
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,6,7,1,4,7,11,18
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,2,2,1,1,3,3,6
TRIGAL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,41,39,14,15,55,54,109
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,29,25,4,1,33,26,59
TURCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,2,0,2,2,4,2,6
UMALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,2,1,3,2,5,3,8
UNCIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,10,7,4,3,14,10,24
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,2,5,3,3,5,8,13
URUBICHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,3,5,0,0,3,5,8
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,7,4,1,0,8,4,12
VACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,6,10,2,1,8,11,19
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,2,3,0,0,2,3,5
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,31,32,5,8,36,40,76
VILA VILA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,0,0,1,2,1,2,3
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,1,1,3,1,4,2,6
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,23,23,4,4,27,27,54
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,1,2,2,0,3,2,5
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,3,1,0,1,3,2,5
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,6,4,0,0,6,4,10
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,66,70,12,7,78,77,155
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,3,3,0,0,3,3,6
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,18,26,0,1,18,27,45
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,26,20,17,28,43,48,91
VITICHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,4,1,1,0,5,1,6
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,3,1,0,0,3,1,4
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,42,51,2,3,44,54,98
YACO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,1,1,2,0,3,1,4
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,41,45,12,18,53,63,116
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,1,1,2,2,3,3,6
YANACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,3,2,0,0,3,2,5
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,14,24,11,20,25,44,69
YOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,7,7,1,1,8,8,16
YOTALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,2,1,3,2,5,3,8
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-07-01,0,0,0,4,0,4,4
ACACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,2,1,0,2,2,4
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,11,10,5,2,16,12,28
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,8,13,1,1,9,14,23
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,6,11,5,5,11,16,27
ALCALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,0,0,1,2,1,3
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,3,5,0,0,3,5,8
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,4,9,1,2,5,11,16
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,0,0,1,1,1,2
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,4,2,0,0,4,2,6
ANZALDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,2,0,0,2,2,4
APOLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,10,14,2,2,12,16,28
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,1,0,0,2,1,3
ARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,4,2,0,0,4,2,6
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,15,11,6,3,21,14,35
ARQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,7,6,1,0,8,6,14
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,16,20,0,0,16,20,36
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,5,2,4,4,9,13
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,0,3,0,1,0,4,4
AYATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,3,1,1,3,4,4,8
AYO AYO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,3,8,0,1,3,9,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,7,6,5,11,12,17,29
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,5,10,4,2,9,12,21
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,6,2,0,2,6,4,10
BAURES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,4,4,2,1,6,5,11
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,0,0,0,1,0,1,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,0,0,1,1,1,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,14,15,3,1,17,16,33
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,11,10,9,6,20,16,36
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,0,0,1,0,1,0,1
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,0,2,3,3,3,6
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,4,2,1,1,5,3,8
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,7,8,5,4,12,12,24
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,7,17,13,16,20,33,53
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,1,1,0,2,1,3
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,4,4,2,2,6,6,12
CAJUATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,11,9,0,0,11,9,20
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,0,1,1,2,1,3
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,4,5,2,0,6,5,11
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,6,3,1,1,7,4,11
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,1,0,0,1,1,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,13,15,1,0,14,15,29
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,9,6,1,0,10,6,16
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,3,2,0,0,3,2,5
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,7,9,2,1,9,10,19
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,31,23,8,2,39,25,64
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,8,8,0,0,8,8,16
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,3,0,0,2,3,5
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,4,3,1,4,5,9
CATACORA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,2,2,0,0,2,2,4
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,4,1,0,0,4,1,5
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,13,10,8,7,21,17,38
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,7,3,1,0,8,3,11
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,9,8,8,7,17,15,32
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,1,0,0,1,1,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,4,3,1,2,5,5,10
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,12,19,8,7,20,26,46
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,0,0,0,1,0,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,1,0,1,0,2,0,2
CHUMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,5,1,2,0,7,1,8
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,4,2,6,1,10,3,13
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,5,5,6,5,11,10,21
CLIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-08-01,9,7,0,3,9,10,19
