,group,variable,month,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,7,5,1,4,8,9,17
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,3,1,0,0,3,1,4
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,6,0,0,0,6,0,6
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,3,2,0,0,3,2,5
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,0,0,3,0,3,0,3
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,2,5,0,0,2,5,7
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,1,0,1,4,2,4,6
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,3,1,0,0,3,1,4
SENA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,2,1,2,0,4,1,5
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,24,22,3,6,27,28,55
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,10,9,3,15,13,24,37
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,30,41,8,4,38,45,83
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,0,0,1,1,1,1,2
SORACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,2,1,4,3,6,4,10
SORATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,5,8,11,10,16,18,34
SUCRE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,222,193,8,10,230,203,433
TACACOMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,5,3,2,3,7,6,13
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,3,3,0,0,3,3,6
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,6,4,7,1,13,5,18
TAHUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,1,2,0,2,1,4,5
TAPACARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,10,12,2,1,12,13,25
TARABUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,7,5,0,2,7,7,14
TARACO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,1,3,1,2,2,5,7
TARATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,11,4,3,1,14,5,19
TARIJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,118,114,18,21,136,135,271
TARVITA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,6,7,1,6,7,13,20
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,6,16,1,2,7,18,25
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,2,2,0,0,2,2,4
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,0,4,5,11,5,15,20
TIPUANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,6,9,0,1,6,10,16
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,35,31,13,33,48,64,112
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,13,13,13,14,26,27,53
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,0,0,0,1,0,1,1
TOCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,0,2,0,0,0,2,2
TOLATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,3,5,2,1,5,6,11
TOLEDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,1,3,0,0,1,3,4
TOMAVE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,0,2,0,0,0,2,2
TOMINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,2,0,1,0,3,0,3
TORO TORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,2,5,3,5,5,10,15
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,24,16,4,2,28,18,46
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,0,2,0,1,0,3,3
TRIGAL,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,0,2,0,1,0,3,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,59,58,0,3,59,61,120
TUPIZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,32,35,6,4,38,39,77
TURCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,0,2,0,0,0,2,2
UMALA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,2,2,0,0,2,2,4
UNCIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,7,4,7,2,14,6,20
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,6,5,5,5,11,10,21
URUBICHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,3,4,0,0,3,4,7
UYUNI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,16,29,0,0,16,29,45
VACAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,5,4,2,1,7,5,12
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,10,5,0,0,10,5,15
VIACHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,70,54,25,20,95,74,169
VILA VILA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,2,1,0,3,2,4,6
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,7,6,1,1,8,7,15
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,18,17,10,10,28,27,55
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,0,1,1,1,1,2,3
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,4,3,0,0,4,3,7
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,5,2,1,1,6,3,9
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,102,65,23,22,125,87,212
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,2,2,1,1,3,3,6
VILLAZON,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,27,27,1,1,28,28,56
VINTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,5,6,21,14,26,20,46
VITICHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,1,0,0,1,1,1,2
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,3,4,0,0,3,4,7
WARNES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,150,141,15,12,165,153,318
YACO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,0,0,5,2,5,2,7
YACUIBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,34,35,5,5,39,40,79
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,19,11,3,2,22,13,35
YANACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,2,4,1,1,3,5,8
YAPACANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,45,32,29,30,74,62,136
YOCALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,5,2,0,2,5,4,9
YOTALA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,4,2,0,2,4,4,8
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,3,0,3,3,6,3,9
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-08-01,2,2,3,4,5,6,11
ACACIO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,1,0,0,0,1,0,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,9,7,5,5,14,12,26
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,4,7,0,2,4,9,13
AIQUILE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,5,5,4,6,9,11,20
ALCALA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,0,0,1,0,1,0,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,5,3,2,3,7,6,13
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,0,0,2,0,2,0,2
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,2,0,0,0,2,0,2
APOLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,12,11,2,4,14,15,29
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,0,1,0,1,0,2,2
ARANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,1,0,0,1,1,1,2
ARQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,5,4,9,5,14,9,23
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,30,33,0,0,30,33,63
ATOCHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,1,6,0,0,1,6,7
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,2,1,0,0,2,1,3
AYATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,2,2,7,1,9,3,12
AYO AYO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,0,0,4,1,4,1,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,8,2,16,14,24,16,40
AZURDUY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,1,0,0,0,1,0,1
BATALLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,9,9,0,2,9,11,20
BAURES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,12,4,4,2,16,6,22
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,0,0,1,2,1,2,3
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,1,0,0,1,1,1,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,0,0,3,6,3,6,9
BERMEJO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,7,10,0,1,7,11,18
BETANZOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,5,5,1,2,6,7,13
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,4,1,2,0,6,1,7
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,1,0,0,1,1,1,2
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,3,2,0,3,3,5,8
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,11,6,3,6,14,12,26
CABEZAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,8,8,49,26,57,34,91
CAIROMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,8,2,2,1,10,3,13
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,2,1,0,1,2,2,4
CAJUATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,16,7,0,1,16,8,24
CALACOTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,0,0,1,0,1,0,1
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,2,0,6,1,8,1,9
CAMARGO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,4,4,2,0,6,4,10
CAMIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,23,17,18,19,41,36,77
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,6,3,0,2,6,5,11
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,2,2,0,0,2,2,4
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,13,14,2,1,15,15,30
CARANAVI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,28,21,5,2,33,23,56
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,9,4,4,13,13,17,30
CATACORA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,0,0,0,4,0,4,4
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,4,0,0,0,4,0,4
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,13,11,0,1,13,12,25
CHAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,1,1,0,0,1,1,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,11,14,9,4,20,18,38
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,7,2,2,2,9,4,13
CHIMORE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,8,14,3,5,11,19,30
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,1,1,0,0,1,1,2
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,2,1,1,2,3,3,6
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,2,0,0,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,15,15,0,2,15,17,32
CHUMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,3,2,4,2,7,4,11
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,3,2,4,6,7,8,15
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,1,1,2,0,3,1,4
CLIZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,14,10,5,10,19,20,39
COBIJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,20,26,16,4,36,30,66
COCAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,4,2,6,16,10,18,28
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,479,386,57,66,536,452,988
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,136,130,38,44,174,174,348
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,5,5,2,2,7,7,14
COLLANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,0,1,0,1,0,2,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,10,16,14,10,24,26,50
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,12,11,7,9,19,20,39
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,2,1,0,3,2,4,6
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,4,1,0,0,4,1,5
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,2,1,4,3,6,4,10
COMANCHE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,0,1,0,0,0,1,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,8,7,0,0,8,7,15
COMBAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,0,0,1,1,1,1,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,17,15,11,9,28,24,52
COPACABANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,1,1,3,4,4,5,9
CORIPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,8,10,1,0,9,10,19
CORO CORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,0,1,0,0,0,1,1
COROICO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,9,10,5,5,14,15,29
CORQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,1,3,0,0,1,3,4
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,4,4,1,3,5,7,12
COTOCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,55,51,5,6,60,57,117
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,12,18,1,0,13,18,31
CUEVO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,2,2,7,1,9,3,12
CULPINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,4,3,1,0,5,3,8
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,2,4,0,0,2,4,6
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,1,0,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,441,429,220,208,661,637,1298
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,9,16,0,0,9,16,25
EL TORNO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,30,30,2,1,32,31,63
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,4,7,3,2,7,9,16
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,32,43,21,8,53,51,104
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,7,3,1,0,8,3,11
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,0,3,0,7,0,10,10
EXALTACION,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,2,1,0,0,2,1,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,10,2,9,4,19,6,25
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,2,1,4,2,6,3,9
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,16,14,3,1,19,15,34
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,1,4,0,1,1,5,6
GUANAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,8,12,6,2,14,14,28
GUAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,0,1,0,2,0,3,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,42,24,15,15,57,39,96
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,8,11,7,9,15,20,35
HUACARETA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,2,0,0,0,2,0,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,5,5,4,4,9,9,18
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,6,2,0,0,6,2,8
HUARINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,0,0,1,6,1,6,7
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,0,1,0,0,0,1,1
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,1,2,0,0,1,2,3
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,3,3,3,0,6,3,9
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,6,2,1,1,7,3,10
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,11,6,14,11,25,17,42
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,11,7,3,1,14,8,22
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,1,1,2,3,3,4,7
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,41,30,2,9,43,39,82
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,44,36,3,13,47,49,96
LA PAZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,385,350,49,79,434,429,863
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,0,0,0,1,0,1,1
LAJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,14,12,0,3,14,15,29
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,0,2,0,0,0,2,2
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,25,17,52,51,77,68,145
LLICA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,1,0,0,0,1,0,1
LURIBAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,3,1,1,2,4,3,7
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,2,0,0,0,2,0,2
MACHARETI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,0,1,0,0,0,1,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,10,7,2,0,12,7,19
MAIRANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,1,2,3,1,4,3,7
MALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,1,1,3,1,4,2,6
MAPIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,12,5,1,2,13,7,20
MECAPACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,1,1,0,0,1,1,2
MINEROS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,11,8,14,28,25,36,61
MIZQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,5,3,7,7,12,10,22
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,3,0,0,3,3,3,6
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,3,3,4,0,7,3,10
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,6,6,0,0,6,6,12
MONTERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,69,74,18,19,87,93,180
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,1,3,0,0,1,3,4
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,2,2,0,0,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,0,0,0,1,0,1,1
OCURI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,3,2,0,1,3,3,6
OKINAWA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,8,11,4,5,12,16,28
ORURO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,157,175,22,26,179,201,380
PADCAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,3,1,0,0,3,1,4
PADILLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,6,6,2,3,8,9,17
PAILON,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,6,15,24,16,30,31,61
PALCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,8,6,9,11,17,17,34
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-09-01,7,5,1,3,8,8,16
