,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,15,12,4,6,19,18,37
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,16,10,0,0,16,10,26
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,5,15,2,5,7,20,27
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,0,0,0,1,0,1
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,0,0,1,1,1,1,2
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,2,2,0,0,2,2,4
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,6,6,3,1,9,7,16
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,2,0,0,1,2,1,3
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,4,0,0,1,4,5
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,2,0,2,1,4,5
APOLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,12,11,6,5,18,16,34
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,2,2,2,3,4,5,9
ARANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,5,6,3,1,8,7,15
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,12,13,9,7,21,20,41
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,3,4,6,1,9,5,14
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,24,17,18,38,42,55,97
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,6,5,1,2,7,7,14
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,3,0,0,1,3,4
AYATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,0,5,3,1,3,6,9
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,6,9,0,2,6,11,17
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,12,16,13,13,25,29,54
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,4,2,3,1,7,3,10
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,7,8,5,4,12,12,24
BAURES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,6,2,3,3,9,5,14
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,1,0,1,1,2,3
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,0,0,1,1,1,1,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,2,0,5,5,7,5,12
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,15,22,1,0,16,22,38
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,16,13,11,11,27,24,51
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,0,1,1,2,1,3
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,0,0,2,0,2,0,2
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,4,3,0,2,4,5,9
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,11,4,6,4,17,8,25
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,19,17,10,13,29,30,59
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,5,6,2,2,7,8,15
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,5,5,3,2,8,7,15
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,14,14,0,0,14,14,28
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,0,1,1,2,1,3
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,3,3,3,3,6,6,12
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,8,5,2,1,10,6,16
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,1,0,0,1,1,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,6,23,1,3,7,26,33
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,13,16,6,1,19,17,36
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,3,0,0,1,3,4
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,20,16,5,6,25,22,47
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,44,30,5,4,49,34,83
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,6,6,10,13,16,19,35
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,2,1,2,0,4,1,5
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,1,11,5,12,6,18
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,0,0,0,1,0,1,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,1,0,0,1,1,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,12,6,6,4,18,10,28
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,4,6,0,3,4,9,13
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,14,17,10,13,24,30,54
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,0,1,0,0,0,1,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,2,4,1,1,3,5,8
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,15,12,13,12,28,24,52
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,2,2,0,0,2,2,4
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,2,1,0,0,2,1,3
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,4,0,0,1,4,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,8,8,11,3,19,11,30
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,5,1,2,4,7,5,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,5,0,3,6,8,6,14
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,8,6,11,4,19,10,29
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,15,14,3,2,18,16,34
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,16,33,15,15,31,48,79
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,5,6,0,12,5,18,23
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,458,489,8,14,466,503,969
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,34,38,1,1,35,39,74
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,5,3,3,3,8,6,14
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,0,2,0,0,0,2,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,11,11,0,1,11,12,23
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,4,7,3,2,7,9,16
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,4,6,7,10,11,16,27
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,7,4,3,7,10,11,21
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,3,3,7,5,10,8,18
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,2,0,0,0,2,0,2
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,13,10,6,1,19,11,30
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,0,0,0,2,0,2,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,13,15,9,8,22,23,45
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,0,0,2,2,2,2,4
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,9,13,0,0,9,13,22
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,0,2,3,3,3,5,8
COROICO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,12,6,1,4,13,10,23
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,3,0,0,1,3,4
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,10,7,4,5,14,12,26
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,47,54,16,19,63,73,136
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,22,26,0,0,22,26,48
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,0,0,3,4,3,4,7
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,15,9,1,2,16,11,27
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,0,0,0,1,0,1
CURVA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,2,1,2,2,4,6
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,3,5,1,4,4,9,13
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,456,476,187,217,643,693,1336
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,2,1,0,1,2,2,4
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,8,1,2,2,10,12
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,4,3,4,3,8,6,14
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,29,32,2,2,31,34,65
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,1,0,0,1,1,2
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,9,17,2,6,11,23,34
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,37,38,4,2,41,40,81
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,0,5,3,6,3,9
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,3,0,0,0,3,0,3
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,1,4,4,5,5,10
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,0,1,2,1,2,2,4
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,4,0,7,5,11,5,16
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,13,8,1,0,14,8,22
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,2,1,3,0,5,1,6
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,10,5,5,3,15,8,23
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,3,4,2,5,5,9,14
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,36,29,13,7,49,36,85
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,7,11,1,1,8,12,20
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,5,3,4,3,9,6,15
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,9,9,1,3,10,12,22
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,2,0,0,0,2,0,2
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,6,3,1,2,7,5,12
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,2,0,0,1,2,3
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,5,2,0,0,5,2,7
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,0,6,0,7,0,7
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,2,2,4,3,6,9
ICLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,3,2,2,1,5,3,8
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,9,2,3,5,12,7,19
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,0,0,3,6,3,6,9
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,7,2,4,9,11,11,22
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,15,11,3,1,18,12,30
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,9,2,3,4,12,6,18
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,7,2,0,1,7,3,10
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,35,28,2,5,37,33,70
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,87,96,10,7,97,103,200
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,409,434,103,111,512,545,1057
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,4,0,3,2,7,2,9
LAJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,11,12,2,1,13,13,26
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,0,2,0,0,0,2,2
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,0,0,0,2,0,2,2
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,15,12,21,20,36,32,68
LLICA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,0,1,1,1,1,2,3
LORETO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,2,0,0,0,2,0,2
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,5,7,1,2,6,9,15
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,3,3,1,3,4,6,10
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,2,1,8,3,10,4,14
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,2,2,10,5,12,7,19
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,10,7,0,0,10,7,17
MALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,0,1,1,1,1,2,3
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,8,6,0,2,8,8,16
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,5,3,1,3,6,6,12
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,15,19,2,1,17,20,37
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,4,1,3,8,7,9,16
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,7,3,9,8,16,11,27
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,3,4,4,3,7,7,14
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,17,22,1,1,18,23,41
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,80,77,5,5,85,82,167
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,3,1,1,0,4,1,5
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,3,1,5,5,8,6,14
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,0,4,2,5,2,7
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,0,3,1,4,1,7,8
OCURI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,10,1,7,4,17,5,22
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,8,5,1,1,9,6,15
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,1,9,9,10,10,20
ORURO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,284,255,31,36,315,291,606
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,9,14,1,1,10,15,25
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,3,6,0,0,3,6,9
PAILON,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,11,16,40,20,51,36,87
PALCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,5,17,3,7,8,24,32
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,10,13,6,5,16,18,34
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,0,3,0,0,0,3,3
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,3,7,0,2,3,9,12
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,2,4,0,0,2,4,6
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,0,0,1,0,1,0,1
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,18,14,3,6,21,20,41
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,4,1,2,2,6,3,9
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,7,6,0,1,7,7,14
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,2,2,17,10,19,12,31
POCONA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,1,10,3,11,4,15
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,9,7,5,2,14,9,23
POOPO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,0,1,4,2,4,3,7
PORCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,5,5,11,7,16,12,28
POROMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,3,3,3,4,6,7,13
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,7,4,4,11,11,15,26
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,8,12,1,5,9,17,26
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,0,1,11,8,11,9,20
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,2,2,0,0,2,2,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,152,143,18,24,170,167,337
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,0,1,0,1,0,2,2
PUCARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,2,0,0,1,2,3
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,15,16,7,12,22,28,50
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,3,8,5,2,8,10,18
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,5,2,6,4,11,6,17
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,2,2,5,2,7,4,11
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,2,2,2,3,4,7
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,4,11,6,2,10,13,23
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,0,0,4,5,4,5,9
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,2,1,2,1,4,2,6
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,11,13,14,15,25,28,53
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,66,52,4,4,70,56,126
PUNA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,3,8,4,5,7,13,20
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,12,16,4,9,16,25,41
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,3,2,2,2,5,4,9
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,59,61,105,95,164,156,320
QUIME,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,3,0,1,3,4,3,7
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,4,2,5,3,9,5,14
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,6,4,9,7,15,11,26
REYES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,6,13,2,1,8,14,22
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,100,94,55,41,155,135,290
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,15,14,0,2,15,16,31
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,11,23,5,2,16,25,41
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,2,3,2,1,4,4,8
SACABA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,86,84,19,25,105,109,214
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,2,2,0,1,2,3,5
SACACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,12,11,17,7,29,18,47
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,4,0,2,5,6,5,11
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,4,2,3,3,7,5,12
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,11,9,0,0,11,9,20
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,2,2,0,0,2,2,4
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,7,10,1,4,8,14,22
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,1,4,0,0,1,4,5
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,2,1,0,0,2,1,3
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,4,6,1,2,5,8,13
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,6,3,0,2,6,5,11
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,38,36,19,17,57,53,110
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,5,6,6,8,11,14,25
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,13,14,6,3,19,17,36
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,12,20,3,8,15,28,43
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,39,30,0,0,39,30,69
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-07-01,3,4,10,8,13,12,25
