municipality,group,variable,month,Tratamientos iniciados con esquema l,TOTAL
PRESTO,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
PUCARANI,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
PUERTO ACOSTA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
PUERTO SUAREZ,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,2,2
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,11,11
PUNA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,5,5
RAVELO,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
REYES,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,2,2
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,6,6
RURRENABAQUE,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,2,2
SACABA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,3,3
SACACA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,4,4
SAMAIPATA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
SAN BENITO,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,3,3
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,3,3
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,3,3
SAN JAVIER(STC),tuberculosis,tratamientos iniciados con esquema l,2005-06-01,3,3
SAN JOSE DE CHIQUITOS,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,2,2
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,6,6
SAN LUCAS,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
SAN MIGUEL DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
SAN PEDRO DE BUENA VISTA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
SAN PEDRO DE TIQUINA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,104,104
SANTA ROSA DEL SARA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,2,2
SICA SICA (VILLA AROMA),tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
SORATA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,3,3
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,20,20
TARABUCO,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,11,11
TARVITA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,2,2
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,5,5
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,2,2
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2005-06-01,5,5
TOCO,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
TOMAVE,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
TORO TORO,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,3,3
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,3,3
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,3,3
UNCIA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,3,3
URUBICHA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
VALLEGRANDE,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,4,4
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,6,6
VILLAZON,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
VINTO,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,2,2
WALDO BALLIVIAN,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,12,12
YANACACHI,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,2,2
YOCALLA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
ACACIO,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,2,2
APOLO,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
ARBIETO,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,2,2
ARQUE,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,2,2
ATOCHA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
AUCAPATA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema l,2005-07-01,3,3
BATALLAS,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,3,3
BUENA VISTA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,2,2
CABEZAS,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,2,2
CAJUATA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
CAMARGO,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,4,4
CARACOLLO,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,7,7
CARAPARI,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,2,2
CARMEN RIVERO TORREZ,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
CHARAGUA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
CLIZA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,2,2
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,26,26
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,3,3
"COLCHA ""K""",tuberculosis,tratamientos iniciados con esquema l,2005-07-01,2,2
COLQUECHACA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
COLQUENCHA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
COTAGAITA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,2,2
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
CUEVO,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
CURAHUARA DE CARANGAS,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
DESAGUADERO,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,29,29
EL PUENTE(STC),tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
EL PUENTE(TJA),tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,2,2
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,4,4
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
EUCALIPTUS,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
FERNANDEZ ALONSO,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,4,4
GENERAL SAAVEDRA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,3,3
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,2,2
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,2,2
GUTIERREZ,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,3,3
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,3,3
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,94,94
LLICA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
MACHACAMARCA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
MAIRANA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
MECAPACA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,2,2
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,9,9
MOROCHATA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,2,2
OCURI,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
OKINAWA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,3,3
ORURO,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,3,3
PAILON,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,7,7
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,3,3
PAMPA GRANDE,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
PATACAMAYA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
POJO (CBBA),tuberculosis,tratamientos iniciados con esquema l,2005-07-01,2,2
PORONGO,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
PORVENIR,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,13,13
PUCARANI,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
PUERTO ACOSTA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,2,2
PUERTO PEREZ,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
PUERTO QUIJARRO,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,2,2
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,6,6
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
QUIME,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,5,5
ROBORE,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
RURRENABAQUE,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,3,3
SACABA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,4,4
SACABAMBA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
SAN BENITO,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,5,5
SAN BUENA VENTURA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,2,2
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,6,6
SAN JAVIER(STC),tuberculosis,tratamientos iniciados con esquema l,2005-07-01,3,3
SAN JOSE DE CHIQUITOS,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,5,5
SAN LORENZO(TJA),tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
SAN LUCAS,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,2,2
SAN MIGUEL DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,3,3
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,87,87
SANTA ROSA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
SANTIVAÑES,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
SORATA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,2,2
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,22,22
TACACOMA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
TAPACARI,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
TARABUCO,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,4,4
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,5,5
TARVITA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
TEOPONTE,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,3,3
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2005-07-01,5,5
TOLEDO,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,6,6
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,2,2
URIONDO (A. CONCEPCION),tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
URUBICHA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,2,2
UYUNI,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
VALLEGRANDE,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,2,2
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,6,6
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis,tratamientos iniciados con esquema l,2005-07-01,2,2
VILLAZON,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,2,2
VINTO,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,3,3
WARNES,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,2,2
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,12,12
YANACACHI,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,10,10
YOTALA,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
ZUDAÑEZ,tuberculosis,tratamientos iniciados con esquema l,2005-07-01,1,1
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,3,3
ACHOCALLA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
ARANI,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,4,4
ATOCHA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
AUCAPATA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
AYATA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
BATALLAS,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
BOLPEBRA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
BOYUIBE,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
"CAIZA ""D""",tuberculosis,tratamientos iniciados con esquema l,2005-08-01,2,2
CAJUATA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
CALAMARCA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
CAMARGO,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,3,3
CAMATAQUI (C. VILLA ABECIA),tuberculosis,tratamientos iniciados con esquema l,2005-08-01,2,2
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,2,2
CAPINOTA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,5,5
CARACOLLO,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,18,18
CHALLAPATA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,2,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2005-08-01,4,4
CHUMA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
CLIZA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,2,2
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,6,6
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,35,35
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,3,3
COLOMI,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
COLPA BELGICA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,2,2
COLQUIRI,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
CONCEPCION,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
COPACABANA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
COROICO,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,3,3
COTAGAITA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,3,3
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,3,3
CULPINA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,2,2
DESAGUADERO,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,35,35
EL PUENTE(STC),tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
EL PUENTE(TJA),tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,10,10
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,2,2
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,6,6
FERNANDEZ ALONSO,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,2,2
GENERAL SAAVEDRA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,2,2
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,3,3
GUTIERREZ,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
HUANUNI,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema l,2005-08-01,2,2
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,4,4
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,3,3
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,85,85
LAGUNILLAS,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
LAJA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
LICOMA PAMPA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
LLICA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
MACHACAMARCA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
MAIRANA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,4,4
MECAPACA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
MINEROS,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
MIZQUE,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,4,4
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,11,11
MOROCHATA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
OCURI,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,2,2
OKINAWA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,10,10
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,3,3
PAMPA GRANDE,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
PAZÑA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
POCONA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
POJO (CBBA),tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
PORONGO,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,2,2
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,19,19
PRESTO,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
PUCARANI,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
PUERTO QUIJARRO,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
PUERTO SUAREZ,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,2,2
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,6,6
PUNA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,3,3
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,8,8
QUIME,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
RAVELO,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,8,8
SACABA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,2,2
SAN BENITO,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,6,6
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,3,3
SAN IGNACIO,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,2,2
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,4,4
SAN JAVIER(STC),tuberculosis,tratamientos iniciados con esquema l,2005-08-01,4,4
SAN JOSE DE CHIQUITOS,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,2,2
SAN LUCAS,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,2,2
SAN PEDRO(PND),tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
SAN RAFAEL,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,104,104
SANTA ROSA DEL SARA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
SICA SICA (VILLA AROMA),tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
SIPE SIPE,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,3,3
SOPACHUY,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
SORATA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,3,3
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,17,17
TACACOMA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,3,3
TARABUCO,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,4,4
TARATA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,2,2
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,14,14
TEOPONTE,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
TIAWANACU,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,2,2
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,2,2
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2005-08-01,2,2
TOLATA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
TOLEDO,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
TOTORA(CBBA),tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
TRIGAL,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,8,8
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
UNCIA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,2,2
VACAS,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,3,3
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,2,2
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,7,7
VINTO,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,2,2
WARNES,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,7,7
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,17,17
YAMPARAEZ,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,2,2
YANACACHI,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,1,1
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2005-08-01,5,5
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2005-09-01,1,1
AIQUILE,tuberculosis,tratamientos iniciados con esquema l,2005-09-01,1,1
ANCORAIMES,tuberculosis,tratamientos iniciados con esquema l,2005-09-01,2,2
APOLO,tuberculosis,tratamientos iniciados con esquema l,2005-09-01,1,1
ARBIETO,tuberculosis,tratamientos iniciados con esquema l,2005-09-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema l,2005-09-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2005-09-01,9,9
BETANZOS,tuberculosis,tratamientos iniciados con esquema l,2005-09-01,3,3
BUENA VISTA,tuberculosis,tratamientos iniciados con esquema l,2005-09-01,1,1
CABEZAS,tuberculosis,tratamientos iniciados con esquema l,2005-09-01,2,2
"CAIZA ""D""",tuberculosis,tratamientos iniciados con esquema l,2005-09-01,2,2
CAJUATA,tuberculosis,tratamientos iniciados con esquema l,2005-09-01,1,1
CAMARGO,tuberculosis,tratamientos iniciados con esquema l,2005-09-01,3,3
CAMATAQUI (C. VILLA ABECIA),tuberculosis,tratamientos iniciados con esquema l,2005-09-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2005-09-01,6,6
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2005-09-01,9,9
CARMEN RIVERO TORREZ,tuberculosis,tratamientos iniciados con esquema l,2005-09-01,1,1
CHALLAPATA,tuberculosis,tratamientos iniciados con esquema l,2005-09-01,2,2
CHAYANTA,tuberculosis,tratamientos iniciados con esquema l,2005-09-01,1,1
