,group,variable,month,OTROS EN MENORES DE 5 AÑOS CANTIDAD,OTROS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
ZUDAÑEZ,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,3,5,8
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,7,1,8
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,34,15,49
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,6,4,10
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,280,223,503
BUENA VISTA,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,1,0,1
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,23,26,49
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,19,20,39
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,7,3,10
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,6,3,9
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,16,8,24
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2013-09-01,15,21,36
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,3,8,11
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,24,24,48
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,500,366,866
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,0,1,1
COROICO,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,2,2,4
COTOCA,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,2,2,4
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,174,182,356
EL PUENTE(TJA),diagnostico de egreso,otros en menores de 5 anos,2013-09-01,3,8,11
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,9,2,11
ENTRE RIOS TRJ,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,1,2,3
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,39,38,77
IRUPANA (VILLA DE LANZA),diagnostico de egreso,otros en menores de 5 anos,2013-09-01,0,1,1
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,6,12,18
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,277,256,533
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,7,7,14
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,4,2,6
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,1,2,3
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,3,11,14
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,93,71,164
ORURO,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,75,61,136
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,4,9,13
PAILON,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,0,3,3
PALOS BLANCOS,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,0,1,1
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,46,41,87
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,41,24,65
PUERTO RICO,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,1,1,2
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,1,2,3
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,13,12,25
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,20,11,31
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,104,116,220
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,71,54,125
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,2,1,3
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,6,11,17
SACABA,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,32,31,63
SACACA,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,2,0,2
SAN ANTONIO DE LOMERIO,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,0,1,1
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,3,2,5
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,9,7,16
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,23,36,59
SAN JOAQUIN,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,2,0,2
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,1,2,3
SAN JUAN DE YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,8,7,15
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,6,4,10
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,8,9,17
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,1,0,1
SAN RAFAEL,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,1,1,2
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,490,339,829
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,3,0,3
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,1,2,3
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,60,57,117
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,1,0,1
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,107,56,163
TARVITA,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,0,1,1
TIPUANI,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,0,1,1
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,21,15,36
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2013-09-01,0,1,1
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,27,28,55
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,20,16,36
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,2,4,6
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,8,6,14
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,9,10,19
VILLA SERRANO,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,67,67,134
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,7,5,12
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,11,9,20
VINTO,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,5,12,17
WARNES,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,4,6,10
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,52,61,113
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2013-09-01,41,36,77
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,1,0,1
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,30,24,54
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,1,0,1
AZURDUY,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,12,17,29
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,321,203,524
BETANZOS,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,1,0,1
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,43,24,67
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,25,16,41
CAPINOTA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,2,0,2
CARACOLLO,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,0,1,1
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,9,16,25
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,5,6,11
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,17,6,23
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2013-10-01,22,14,36
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,16,8,24
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,34,37,71
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,500,409,909
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,3,1,4
COROICO,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,2,1,3
COTOCA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,2,4,6
CULPINA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,1,0,1
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,198,210,408
EL PUENTE(TJA),diagnostico de egreso,otros en menores de 5 anos,2013-10-01,6,1,7
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,1,7,8
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,35,33,68
GUTIERREZ,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,0,1,1
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,2,1,3
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,12,4,16
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,577,395,972
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,10,7,17
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,14,7,21
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,0,1,1
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,5,7,12
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,82,70,152
ORURO,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,60,62,122
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,7,10,17
PATACAMAYA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,0,1,1
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,47,40,87
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,39,30,69
PUERTO RICO,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,4,4,8
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,7,3,10
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,6,6,12
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,18,14,32
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,127,131,258
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,63,84,147
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,0,1,1
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,6,6,12
SACABA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,37,30,67
SACACA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,0,1,1
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,6,3,9
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,0,3,3
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,29,24,53
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,34,42,76
SAN JOAQUIN,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,2,1,3
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,1,1,2
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,8,3,11
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,11,6,17
SAN RAFAEL,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,1,0,1
SAN RAMON SCZ,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,0,1,1
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,0,1,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,605,609,1214
SANTA ROSA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,1,2,3
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,3,5,8
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,2,0,2
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,65,52,117
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,0,1,1
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,58,42,100
TINGUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,3,7,10
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,11,20,31
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2013-10-01,3,3,6
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,68,40,108
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,13,10,23
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,7,12,19
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,5,7,12
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,5,2,7
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,10,7,17
VINTO,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,3,2,5
WARNES,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,7,4,11
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,53,52,105
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,19,18,37
ZUDAÑEZ,diagnostico de egreso,otros en menores de 5 anos,2013-10-01,4,3,7
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,2,3,5
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,27,34,61
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,0,1,1
AZURDUY,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,14,19,33
BAURES,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,0,1,1
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,107,108,215
BUENA VISTA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,1,1,2
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,52,43,95
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,30,18,48
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,15,5,20
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,11,4,15
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,9,8,17
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2013-11-01,26,23,49
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,4,7,11
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,38,38,76
COCAPATA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,1,0,1
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,498,380,878
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,10,7,17
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,1,1,2
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,1,1,2
COROICO,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,0,2,2
COTOCA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,2,5,7
CULPINA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,4,0,4
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,171,171,342
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,6,5,11
ENTRE RIOS TRJ,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,2,0,2
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,31,29,60
GUTIERREZ,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,1,2,3
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,1,7,8
IRUPANA (VILLA DE LANZA),diagnostico de egreso,otros en menores de 5 anos,2013-11-01,2,1,3
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,4,5,9
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,365,345,710
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,14,5,19
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,1,1,2
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,13,6,19
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,86,72,158
ORURO,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,97,112,209
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,5,1,6
PATACAMAYA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,1,0,1
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,46,52,98
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,73,70,143
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,6,0,6
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,11,12,23
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,21,18,39
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,113,111,224
REYES,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,0,1,1
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,39,30,69
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,1,1,2
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,6,7,13
SACABA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,43,44,87
SACACA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,0,1,1
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,4,6,10
SAN BUENA VENTURA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,0,1,1
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,2,2,4
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,2,1,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,38,37,75
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,4,0,4
SAN JUAN DE YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,4,3,7
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,15,9,24
SAN LUCAS,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,0,2,2
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,0,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,3,1,4
SAN RAFAEL,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,0,1,1
SAN RAMON BENI,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,2,0,2
SAN RAMON SCZ,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,1,0,1
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,2,1,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,449,510,959
SANTA ROSA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,3,1,4
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,7,1,8
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,1,2,3
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,82,49,131
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,3,2,5
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,115,91,206
TARVITA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,1,0,1
TINGUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,5,8,13
TIPUANI,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,1,0,1
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,23,28,51
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2013-11-01,3,4,7
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,45,35,80
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,10,11,21
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,0,2,2
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,9,7,16
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,5,5,10
VILLA SERRANO,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,86,66,152
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,14,7,21
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,11,11,22
VINTO,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,5,6,11
WARNES,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,1,8,9
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,66,105,171
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2013-11-01,26,13,39
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,4,4,8
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,42,18,60
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,0,1,1
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,170,183,353
BETANZOS,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,1,0,1
BUENA VISTA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,1,0,1
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,23,33,56
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,21,24,45
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,8,8,16
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,7,9,16
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,6,3,9
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,6,10,16
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2013-12-01,14,21,35
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,6,0,6
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,35,30,65
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,389,334,723
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,5,3,8
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,1,1,2
COROICO,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,5,3,8
COTOCA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,5,4,9
CULPINA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,3,0,3
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,223,233,456
EL PUENTE(TJA),diagnostico de egreso,otros en menores de 5 anos,2013-12-01,2,2,4
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,0,2,2
ENTRE RIOS TRJ,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,1,0,1
GUAQUI,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,2,1,3
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,25,41,66
GUTIERREZ,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,0,1,1
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,1,5,6
IRUPANA (VILLA DE LANZA),diagnostico de egreso,otros en menores de 5 anos,2013-12-01,2,0,2
JESUS DE MACHACA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,2,0,2
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,15,8,23
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,538,524,1062
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,2,4,6
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,6,0,6
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,7,9,16
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,88,64,152
ORURO,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,74,63,137
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,5,8,13
PATACAMAYA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,1,0,1
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,60,59,119
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,81,48,129
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,3,2,5
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,16,12,28
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,19,11,30
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,140,103,243
REYES,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,0,2,2
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,52,42,94
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,1,1,2
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,4,9,13
SACABA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,41,41,82
SAIPINA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,0,1,1
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,8,1,9
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,2,0,2
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,1,0,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,38,24,62
SAN JOAQUIN,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,1,1,2
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,2,3,5
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,14,1,15
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,0,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,1,0,1
SAN RAFAEL,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,0,1,1
SAN RAMON SCZ,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,3,1,4
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,0,1,1
