,group,variable,month,DIARREAS EN MENORES DE 5 AÑOS CANTIDAD,DIARREAS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
INCAHUASI,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,0,1,1
IRUPANA (VILLA DE LANZA),diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,1,0,1
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,18,9,27
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,33,38,71
LAGUNILLAS,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,0,1,1
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,2,4,6
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,5,1,6
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,1,0,1
MAPIRI,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,2,0,2
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,3,4,7
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,59,32,91
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,19,18,37
PADILLA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,1,1,2
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,12,5,17
PALOS BLANCOS,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,3,2,5
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,7,6,13
POSTRER VALLE,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,1,0,1
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,11,15,26
PUERTO GONZALO MORENO,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,0,1,1
PUERTO RICO,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,2,1,3
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,8,8,16
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,4,4,8
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,14,2,16
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,32,18,50
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,32,20,52
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,3,4,7
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,15,14,29
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,5,7,12
SAN ANTONIO DE ESMORUCO,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,3,6,9
SAN ANTONIO DE LOMERIO,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,0,2,2
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,1,1,2
SAN BUENA VENTURA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,0,1,1
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,6,3,9
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,27,25,52
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,3,2,5
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,1,0,1
SAN JUAN DE YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,13,9,22
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,24,16,40
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,2,1,3
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,3,3,6
SAN PEDRO,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,5,8,13
SAN RAFAEL,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,4,0,4
SAN RAMON BENI,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,2,0,2
SAN RAMON SCZ,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,0,3,3
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,6,2,8
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,243,226,469
SANTA ROSA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,4,0,4
SHINAOTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,5,11,16
SOPACHUY,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,0,1,1
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,16,10,26
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,35,28,63
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,0,3,3
TINGUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,3,5,8
TOTORA(CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,1,1,2
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,49,35,84
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,2,1,3
UMALA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,1,4,5
UYUNI,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,0,1,1
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,5,1,6
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,0,1,1
VILLA SERRANO,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,14,19,33
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,5,9,14
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,4,0,4
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,10,6,16
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,16,9,25
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,33,26,59
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,12,11,23
YOCALLA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,0,2,2
ZUDAÑEZ,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,0,1,1
APOLO,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,1,0,1
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,4,0,4
AZURDUY,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,12,10,22
BAURES,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,2,2,4
BELLA FLOR,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,0,1,1
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,33,24,57
BOYUIBE,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,1,0,1
BUENA VISTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,0,1,1
CAMARGO,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,1,1,2
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,9,11,20
CAPINOTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,0,1,1
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,6,3,9
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,1,1,2
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,4,1,5
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,1,2,3
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,38,30,68
COCAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,2,5,7
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,113,86,199
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,4,2,6
COTOCA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,2,0,2
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,85,76,161
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,9,11,20
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,5,4,9
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,50,46,96
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,1,1,2
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,8,4,12
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,41,54,95
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,4,0,4
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,7,3,10
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,1,0,1
MOJOCOYA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,2,2,4
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,2,1,3
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,20,21,41
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,21,22,43
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,0,2,2
PALOS BLANCOS,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,1,0,1
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,11,7,18
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,15,14,29
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,4,1,5
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,3,3,6
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,21,19,40
RAVELO,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,2,6,8
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,75,88,163
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,1,2,3
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,15,9,24
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,4,3,7
SAN ANTONIO DE LOMERIO,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,0,1,1
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,2,1,3
SAN BUENA VENTURA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,2,2,4
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,4,5,9
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,6,3,9
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,10,7,17
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,1,2,3
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,0,3,3
SAN JUAN DE YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,22,14,36
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,18,14,32
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,3,3,6
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,5,2,7
SAN PEDRO,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,5,8,13
SAN RAFAEL,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,0,1,1
SAN RAMON SCZ,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,0,1,1
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,4,0,4
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,119,108,227
SANTA ROSA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,3,0,3
SANTA ROSA DEL SARA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,4,3,7
SENA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,6,1,7
SHINAOTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,3,5,8
SOPACHUY,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,1,0,1
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,13,15,28
TARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,1,0,1
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,43,59,102
TINGUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,1,1,2
TOTORA(CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,1,0,1
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,35,11,46
UMALA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,1,1,2
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,4,2,6
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,4,2,6
VILLA SERRANO,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,10,19,29
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,15,25,40
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,3,1,4
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,12,16,28
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,1,5,6
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,28,33,61
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2013-09-01,72,84,156
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,1,2,3
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,3,1,4
AZURDUY,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,8,13,21
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,31,26,57
BUENA VISTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,1,0,1
CAMARGO,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,8,3,11
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,5,3,8
CAPINOTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,1,1,2
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,2,3,5
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,1,0,1
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,1,1,2
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,1,1,2
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,15,17,32
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,102,79,181
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,1,0,1
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,0,1,1
COTOCA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,3,2,5
CUATRO CAÑADAS,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,4,1,5
CULPINA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,1,0,1
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,48,44,92
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,15,4,19
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,12,11,23
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,11,10,21
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,1,2,3
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,4,5,9
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,32,32,64
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,6,2,8
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,9,9,18
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,1,1,2
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,4,2,6
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,43,23,66
OCURI,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,2,6,8
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,24,17,41
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,0,1,1
PALOS BLANCOS,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,0,2,2
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,9,4,13
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,19,18,37
PUERTO RICO,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,1,4,5
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,1,3,4
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,7,1,8
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,2,6,8
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,55,66,121
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,40,25,65
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,0,1,1
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,5,3,8
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,7,4,11
SACACA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,1,0,1
SAMAIPATA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,0,1,1
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,4,9,13
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,2,3,5
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,5,3,8
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,10,11,21
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,1,1,2
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,13,14,27
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,1,2,3
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,2,0,2
SAN PEDRO,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,10,4,14
SAN RAMON BENI,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,1,0,1
SAN RAMON SCZ,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,1,0,1
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,1,2,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,143,128,271
SANTA ROSA DEL SARA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,1,0,1
SENA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,0,1,1
SHINAOTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,6,3,9
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,26,25,51
TARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,1,0,1
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,9,9,18
TINGUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,2,3,5
TOTORA(CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,2,1,3
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,10,6,16
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,8,15,23
UMALA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,0,1,1
UYUNI,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,1,0,1
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,2,3,5
VIACHA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,0,651,651
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,2,3,5
VILLA SERRANO,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,17,22,39
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,6,6,12
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,1,1,2
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,10,11,21
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,2,5,7
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,26,23,49
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2013-10-01,9,8,17
ACHOCALLA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,3,4,7
AIQUILE,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,0,2,2
APOLO,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,2,0,2
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,2,0,2
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,4,5,9
AZURDUY,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,20,12,32
BAURES,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,1,0,1
BELLA FLOR,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,1,0,1
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,26,24,50
BUENA VISTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,0,1,1
CAMARGO,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,2,5,7
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,9,5,14
CAPINOTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,0,1,1
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,4,3,7
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,1,1,2
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,13,14,27
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,1,2,3
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,3,1,4
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,11,14,25
COCAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,1,2,3
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,104,73,177
COLCAPIRHUA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,1,0,1
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,0,1,1
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,3,1,4
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,1,4,5
COTOCA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,6,2,8
CUATRO CAÑADAS,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,44,52,96
CULPINA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,0,1,1
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,89,88,177
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,11,10,21
ENTRE RIOS TRJ,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,1,0,1
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,7,9,16
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,9,5,14
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,1,0,1
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,3,4,7
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,41,36,77
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,3,0,3
LORETO,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,4,1,5
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,4,0,4
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,47,41,88
OCURI,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,3,2,5
OMEREQUE,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,0,1,1
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,19,19,38
PADILLA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,1,0,1
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,3,0,3
PATACAMAYA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,1,0,1
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,10,10,20
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,22,22,44
PRESTO,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,0,3,3
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,2,1,3
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,5,3,8
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,3,2,5
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,30,27,57
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,14,10,24
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,0,2,2
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,1,2,3
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,2,4,6
SAN ANDRES,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,0,1,1
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,9,11,20
SAN BUENA VENTURA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,1,1,2
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,3,3,6
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,2,2,4
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,6,7,13
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,0,2,2
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,5,2,7
SAN JUAN DE YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,9,4,13
