,group,variable,month,NEUMONÍAS EN MENORES DE 5 AÑOS CANTIDAD,NEUMONÍAS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,1,0,1
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,23,20,43
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,6,11,17
AIQUILE,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,1,0,1
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,5,9,14
AZURDUY,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,2,0,2
BAURES,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,1,0,1
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,6,1,7
CAMARGO,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,2,0,2
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,6,4,10
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,1,2,3
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,1,2,3
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,6,5,11
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,1,3,4
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,0,2,2
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,14,9,23
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,46,40,86
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,2,1,3
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,0,1,1
COTOCA,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,7,4,11
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,187,116,303
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,6,8,14
ENTRE RIOS TRJ,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,3,2,5
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,2,4,6
IRUPANA (VILLA DE LANZA),diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,0,3,3
LA GUARDIA,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,4,1,5
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,19,19,38
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,6,4,10
MAIRANA,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,1,1,2
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,5,9,14
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,43,31,74
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,17,8,25
PAILON,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,2,3,5
PALOS BLANCOS,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,2,0,2
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,5,2,7
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,20,11,31
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,1,2,3
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,5,1,6
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,4,3,7
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,5,6,11
RAVELO,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,14,18,32
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,4,3,7
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,3,4,7
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,2,0,2
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,6,7,13
SACACA,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,0,1,1
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,0,2,2
SAN BUENA VENTURA,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,1,0,1
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,3,2,5
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,2,0,2
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,20,12,32
SAN JOAQUIN,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,1,1,2
SAN JOSE DE CHIQUITOS,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,1,1,2
SAN JUAN DE YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,6,5,11
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,5,3,8
SAN RAFAEL,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,0,1,1
SAN RAMON SCZ,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,1,2,3
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,88,61,149
SANTA ROSA,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,0,1,1
SENA,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,1,0,1
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,6,7,13
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,30,26,56
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,9,5,14
TINGUIPAYA,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,3,1,4
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,12,3,15
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,2,1,3
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,19,25,44
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,5,1,6
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,2,2,4
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,1,2,3
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,7,11,18
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,14,13,27
YOCALLA,diagnostico de egreso,neumonias en menores de 5 anos,2013-09-01,0,1,1
AIQUILE,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,1,0,1
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,13,8,21
ATOCHA,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,1,1,2
AZURDUY,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,3,0,3
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,9,8,17
CAMARGO,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,14,9,23
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,8,4,12
CAPINOTA,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,0,1,1
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,4,3,7
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,6,1,7
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,5,3,8
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,1,0,1
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,2,0,2
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,20,15,35
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,41,43,84
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,0,1,1
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,3,0,3
COTOCA,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,4,5,9
CUATRO CAÑADAS,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,0,1,1
CULPINA,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,2,2,4
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,66,62,128
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,5,2,7
ENTRE RIOS TRJ,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,1,2,3
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,3,2,5
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,3,1,4
LA GUARDIA,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,6,3,9
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,36,33,69
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,3,2,5
MAGDALENA,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,1,0,1
MAIRANA,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,1,0,1
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,3,8,11
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,38,33,71
OCURI,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,2,3,5
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,18,6,24
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,1,0,1
PALOS BLANCOS,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,0,1,1
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,7,9,16
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,29,25,54
PUERTO RICO,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,4,4,8
PUERTO SILES,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,2,0,2
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,6,1,7
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,0,1,1
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,3,1,4
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,1,9,10
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,2,2,4
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,5,1,6
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,9,1,10
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,2,2,4
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,6,4,10
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,4,3,7
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,12,11,23
SAN JOSE DE CHIQUITOS,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,1,1,2
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,4,1,5
SAN MATIAS,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,1,0,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,0,1,1
SAN RAFAEL,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,1,0,1
SAN RAMON SCZ,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,4,2,6
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,188,181,369
SANTA ROSA,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,0,2,2
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,11,5,16
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,8,6,14
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,1,0,1
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,27,13,40
TARVITA,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,0,1,1
TINGUIPAYA,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,2,1,3
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,9,3,12
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,1,1,2
UYUNI,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,0,1,1
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,4,1,5
VIACHA,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,279,0,279
VILLA SERRANO,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,3,0,3
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,3,5,8
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,2,1,3
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,3,2,5
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,5,5,10
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,15,14,29
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2013-10-01,13,11,24
ACHOCALLA,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,2,0,2
AIQUILE,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,1,0,1
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,12,5,17
AZURDUY,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,1,2,3
BAURES,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,0,2,2
BELLA FLOR,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,1,0,1
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,1,0,1
BOYUIBE,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,0,1,1
CAMARGO,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,8,3,11
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,11,10,21
CAPINOTA,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,0,1,1
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,3,1,4
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,1,1,2
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,6,4,10
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,1,0,1
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,2,1,3
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,20,17,37
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,47,27,74
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,1,0,1
COTOCA,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,6,3,9
CUATRO CAÑADAS,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,13,12,25
CULPINA,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,1,0,1
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,86,63,149
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,8,7,15
ENTRE RIOS TRJ,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,2,0,2
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,7,9,16
HUACARETA,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,0,4,4
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,0,2,2
IRUPANA (VILLA DE LANZA),diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,1,0,1
LA GUARDIA,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,10,5,15
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,30,27,57
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,6,5,11
LORETO,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,3,0,3
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,1,3,4
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,37,40,77
OCURI,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,0,1,1
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,13,11,24
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,1,0,1
PAILON,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,1,1,2
PATACAMAYA,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,0,1,1
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,7,10,17
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,17,22,39
PUERTO RICO,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,0,1,1
PUERTO SILES,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,0,1,1
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,0,5,5
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,3,2,5
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,4,1,5
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,3,0,3
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,7,8,15
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,2,6,8
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,6,1,7
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,12,5,17
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,4,2,6
SAN BUENA VENTURA,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,3,1,4
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,2,3,5
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,1,2,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,13,14,27
SAN JOAQUIN,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,0,1,1
SAN JUAN DE YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,3,1,4
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,6,3,9
SAN MATIAS,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,0,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,2,2,4
SAN RAMON SCZ,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,5,0,5
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,195,203,398
SANTA ROSA,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,0,1,1
SENA,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,2,2,4
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,4,4,8
SOPACHUY,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,0,2,2
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,23,19,42
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,1,1,2
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,5,3,8
TINGUIPAYA,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,0,5,5
TIPUANI,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,1,0,1
TOMAVE,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,1,0,1
TOMINA,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,1,0,1
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,2,2,4
UYUNI,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,0,1,1
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,2,2,4
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,2,1,3
VILLA SERRANO,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,1,0,1
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,7,3,10
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,2,0,2
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,2,1,3
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,0,1,1
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,23,21,44
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2013-11-01,14,15,29
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,4,5,9
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,3,2,5
BUENA VISTA,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,0,1,1
CAMARGO,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,10,15,25
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,8,5,13
CAPINOTA,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,1,1,2
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,3,0,3
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,1,2,3
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,8,0,8
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,0,2,2
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,1,0,1
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,8,14,22
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,34,18,52
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,1,0,1
COTOCA,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,2,2,4
CUATRO CAÑADAS,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,9,1,10
CULPINA,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,0,2,2
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,62,46,108
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,3,13,16
ENTRE RIOS TRJ,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,2,0,2
FILADELFIA,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,4,6,10
GUAQUI,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,9,11,20
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,3,2,5
GUTIERREZ,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,1,0,1
JESUS DE MACHACA,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,1,0,1
LA GUARDIA,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,3,3,6
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,29,29,58
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,2,4,6
MAIRANA,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,1,1,2
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,12,12,24
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,20,14,34
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,12,7,19
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,0,1,1
PAILON,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,2,0,2
PATACAMAYA,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,0,1,1
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,5,6,11
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,35,19,54
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,1,2,3
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,1,4,5
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,4,0,4
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,2,3,5
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,0,8,8
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,4,5,9
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,1,3,4
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,6,1,7
SAN ANTONIO DE LOMERIO,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,1,0,1
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,0,2,2
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,5,3,8
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,3,0,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,16,10,26
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,2,0,2
SAN MATIAS,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,1,1,2
SAN MIGUEL DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,3,1,4
SAN RAMON SCZ,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,1,0,1
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,5,0,5
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,797,214,1011
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,2,3,5
SOPACHUY,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,1,2,3
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,32,16,48
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,1,1,2
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,22,21,43
TINGUIPAYA,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,1,1,2
TOMAVE,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,2,1,3
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,10,6,16
UYUNI,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,1,0,1
VILLA SERRANO,diagnostico de egreso,neumonias en menores de 5 anos,2013-12-01,1,0,1
