municipality,group,variable,month,Anestesias generales y regionales,TOTAL
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2009-08-01,65,65
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2009-08-01,23,23
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2009-08-01,139,139
VINTO,cirugias y anestesias,anestesias generales y regionales,2009-08-01,20,20
WARNES,cirugias y anestesias,anestesias generales y regionales,2009-08-01,24,24
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2009-08-01,129,129
YAMPARAEZ,cirugias y anestesias,anestesias generales y regionales,2009-08-01,3,3
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2009-08-01,9,9
AIQUILE,cirugias y anestesias,anestesias generales y regionales,2009-09-01,4,4
ASCENCION DE GUARAYOS,cirugias y anestesias,anestesias generales y regionales,2009-09-01,26,26
AZURDUY,cirugias y anestesias,anestesias generales y regionales,2009-09-01,5,5
BAURES,cirugias y anestesias,anestesias generales y regionales,2009-09-01,1,1
BERMEJO,cirugias y anestesias,anestesias generales y regionales,2009-09-01,50,50
BETANZOS,cirugias y anestesias,anestesias generales y regionales,2009-09-01,2,2
CAMARGO,cirugias y anestesias,anestesias generales y regionales,2009-09-01,28,28
CAMIRI,cirugias y anestesias,anestesias generales y regionales,2009-09-01,67,67
CARANAVI,cirugias y anestesias,anestesias generales y regionales,2009-09-01,31,31
CHALLAPATA,cirugias y anestesias,anestesias generales y regionales,2009-09-01,8,8
CHARAGUA,cirugias y anestesias,anestesias generales y regionales,2009-09-01,10,10
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,anestesias generales y regionales,2009-09-01,1,1
COBIJA,cirugias y anestesias,anestesias generales y regionales,2009-09-01,127,127
COCHABAMBA,cirugias y anestesias,anestesias generales y regionales,2009-09-01,3236,3236
COLCAPIRHUA,cirugias y anestesias,anestesias generales y regionales,2009-09-01,91,91
COMARAPA,cirugias y anestesias,anestesias generales y regionales,2009-09-01,9,9
CONCEPCION,cirugias y anestesias,anestesias generales y regionales,2009-09-01,31,31
COROICO,cirugias y anestesias,anestesias generales y regionales,2009-09-01,38,38
COTOCA,cirugias y anestesias,anestesias generales y regionales,2009-09-01,8,8
CULPINA,cirugias y anestesias,anestesias generales y regionales,2009-09-01,41,41
EL ALTO,cirugias y anestesias,anestesias generales y regionales,2009-09-01,832,832
EL TORNO,cirugias y anestesias,anestesias generales y regionales,2009-09-01,22,22
GUAYARAMERIN,cirugias y anestesias,anestesias generales y regionales,2009-09-01,58,58
LA PAZ,cirugias y anestesias,anestesias generales y regionales,2009-09-01,3111,3111
LLALLAGUA,cirugias y anestesias,anestesias generales y regionales,2009-09-01,41,41
MAGDALENA,cirugias y anestesias,anestesias generales y regionales,2009-09-01,8,8
MAIRANA,cirugias y anestesias,anestesias generales y regionales,2009-09-01,4,4
MONTEAGUDO,cirugias y anestesias,anestesias generales y regionales,2009-09-01,45,45
MONTERO,cirugias y anestesias,anestesias generales y regionales,2009-09-01,70,70
OCURI,cirugias y anestesias,anestesias generales y regionales,2009-09-01,1,1
ORURO,cirugias y anestesias,anestesias generales y regionales,2009-09-01,682,682
PADILLA,cirugias y anestesias,anestesias generales y regionales,2009-09-01,19,19
PATACAMAYA,cirugias y anestesias,anestesias generales y regionales,2009-09-01,13,13
PORTACHUELO,cirugias y anestesias,anestesias generales y regionales,2009-09-01,53,53
PORVENIR,cirugias y anestesias,anestesias generales y regionales,2009-09-01,8,8
POTOSI,cirugias y anestesias,anestesias generales y regionales,2009-09-01,668,668
PUERTO ACOSTA,cirugias y anestesias,anestesias generales y regionales,2009-09-01,1,1
PUERTO RICO,cirugias y anestesias,anestesias generales y regionales,2009-09-01,113,113
PUERTO SUAREZ,cirugias y anestesias,anestesias generales y regionales,2009-09-01,39,39
PUERTO VILLARROEL,cirugias y anestesias,anestesias generales y regionales,2009-09-01,118,118
PUNATA,cirugias y anestesias,anestesias generales y regionales,2009-09-01,73,73
QUILLACOLLO,cirugias y anestesias,anestesias generales y regionales,2009-09-01,83,83
REYES,cirugias y anestesias,anestesias generales y regionales,2009-09-01,7,7
RIBERALTA,cirugias y anestesias,anestesias generales y regionales,2009-09-01,107,107
ROBORE,cirugias y anestesias,anestesias generales y regionales,2009-09-01,2,2
RURRENABAQUE,cirugias y anestesias,anestesias generales y regionales,2009-09-01,5,5
SACABA,cirugias y anestesias,anestesias generales y regionales,2009-09-01,132,132
SAN BORJA,cirugias y anestesias,anestesias generales y regionales,2009-09-01,19,19
SAN BUENA VENTURA,cirugias y anestesias,anestesias generales y regionales,2009-09-01,18,18
SAN IGNACIO,cirugias y anestesias,anestesias generales y regionales,2009-09-01,10,10
SAN IGNACIO DE VELASCO,cirugias y anestesias,anestesias generales y regionales,2009-09-01,59,59
SAN JAVIER(STC),cirugias y anestesias,anestesias generales y regionales,2009-09-01,5,5
SAN JOSE DE CHIQUITOS,cirugias y anestesias,anestesias generales y regionales,2009-09-01,19,19
SAN JUAN DE YAPACANI,cirugias y anestesias,anestesias generales y regionales,2009-09-01,29,29
SAN JULIAN,cirugias y anestesias,anestesias generales y regionales,2009-09-01,7,7
SAN LUCAS,cirugias y anestesias,anestesias generales y regionales,2009-09-01,23,23
SAN MATIAS,cirugias y anestesias,anestesias generales y regionales,2009-09-01,15,15
SAN RAMON,cirugias y anestesias,anestesias generales y regionales,2009-09-01,3,3
SAN RAMON,cirugias y anestesias,anestesias generales y regionales,2009-09-01,3,3
SANTA ANA,cirugias y anestesias,anestesias generales y regionales,2009-09-01,23,23
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,anestesias generales y regionales,2009-09-01,3841,3841
SANTA ROSA,cirugias y anestesias,anestesias generales y regionales,2009-09-01,2,2
SOPACHUY,cirugias y anestesias,anestesias generales y regionales,2009-09-01,7,7
SUCRE,cirugias y anestesias,anestesias generales y regionales,2009-09-01,1441,1441
TARABUCO,cirugias y anestesias,anestesias generales y regionales,2009-09-01,14,14
TARIJA,cirugias y anestesias,anestesias generales y regionales,2009-09-01,662,662
TARVITA,cirugias y anestesias,anestesias generales y regionales,2009-09-01,3,3
TIRAQUE (CBBA),cirugias y anestesias,anestesias generales y regionales,2009-09-01,22,22
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2009-09-01,296,296
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2009-09-01,63,63
UYUNI,cirugias y anestesias,anestesias generales y regionales,2009-09-01,31,31
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2009-09-01,28,28
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2009-09-01,63,63
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2009-09-01,20,20
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2009-09-01,70,70
VINTO,cirugias y anestesias,anestesias generales y regionales,2009-09-01,27,27
WARNES,cirugias y anestesias,anestesias generales y regionales,2009-09-01,25,25
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2009-09-01,91,91
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2009-09-01,3,3
YOTALA,cirugias y anestesias,anestesias generales y regionales,2009-09-01,11,11
ZUDAÑEZ,cirugias y anestesias,anestesias generales y regionales,2009-09-01,3,3
ACHACACHI,cirugias y anestesias,anestesias generales y regionales,2009-10-01,1,1
AIQUILE,cirugias y anestesias,anestesias generales y regionales,2009-10-01,7,7
ASCENCION DE GUARAYOS,cirugias y anestesias,anestesias generales y regionales,2009-10-01,45,45
BAURES,cirugias y anestesias,anestesias generales y regionales,2009-10-01,4,4
BERMEJO,cirugias y anestesias,anestesias generales y regionales,2009-10-01,77,77
BETANZOS,cirugias y anestesias,anestesias generales y regionales,2009-10-01,5,5
CAMARGO,cirugias y anestesias,anestesias generales y regionales,2009-10-01,22,22
CAMIRI,cirugias y anestesias,anestesias generales y regionales,2009-10-01,52,52
CARANAVI,cirugias y anestesias,anestesias generales y regionales,2009-10-01,32,32
CHALLAPATA,cirugias y anestesias,anestesias generales y regionales,2009-10-01,19,19
CHARAGUA,cirugias y anestesias,anestesias generales y regionales,2009-10-01,11,11
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,anestesias generales y regionales,2009-10-01,1,1
COBIJA,cirugias y anestesias,anestesias generales y regionales,2009-10-01,133,133
COCHABAMBA,cirugias y anestesias,anestesias generales y regionales,2009-10-01,3526,3526
COLCAPIRHUA,cirugias y anestesias,anestesias generales y regionales,2009-10-01,82,82
COMARAPA,cirugias y anestesias,anestesias generales y regionales,2009-10-01,17,17
CONCEPCION,cirugias y anestesias,anestesias generales y regionales,2009-10-01,18,18
COROICO,cirugias y anestesias,anestesias generales y regionales,2009-10-01,18,18
COTOCA,cirugias y anestesias,anestesias generales y regionales,2009-10-01,16,16
CULPINA,cirugias y anestesias,anestesias generales y regionales,2009-10-01,9,9
EL ALTO,cirugias y anestesias,anestesias generales y regionales,2009-10-01,823,823
EL TORNO,cirugias y anestesias,anestesias generales y regionales,2009-10-01,42,42
ENTRE RIOS,cirugias y anestesias,anestesias generales y regionales,2009-10-01,1,1
GUAYARAMERIN,cirugias y anestesias,anestesias generales y regionales,2009-10-01,76,76
LA PAZ,cirugias y anestesias,anestesias generales y regionales,2009-10-01,3293,3293
MAGDALENA,cirugias y anestesias,anestesias generales y regionales,2009-10-01,5,5
MAIRANA,cirugias y anestesias,anestesias generales y regionales,2009-10-01,14,14
MONTEAGUDO,cirugias y anestesias,anestesias generales y regionales,2009-10-01,47,47
MONTERO,cirugias y anestesias,anestesias generales y regionales,2009-10-01,73,73
ORURO,cirugias y anestesias,anestesias generales y regionales,2009-10-01,764,764
PADILLA,cirugias y anestesias,anestesias generales y regionales,2009-10-01,7,7
PORTACHUELO,cirugias y anestesias,anestesias generales y regionales,2009-10-01,49,49
POTOSI,cirugias y anestesias,anestesias generales y regionales,2009-10-01,667,667
PUERTO QUIJARRO,cirugias y anestesias,anestesias generales y regionales,2009-10-01,6,6
PUERTO RICO,cirugias y anestesias,anestesias generales y regionales,2009-10-01,69,69
PUERTO SUAREZ,cirugias y anestesias,anestesias generales y regionales,2009-10-01,80,80
PUERTO VILLARROEL,cirugias y anestesias,anestesias generales y regionales,2009-10-01,99,99
PUNATA,cirugias y anestesias,anestesias generales y regionales,2009-10-01,53,53
QUILLACOLLO,cirugias y anestesias,anestesias generales y regionales,2009-10-01,45,45
REYES,cirugias y anestesias,anestesias generales y regionales,2009-10-01,3,3
RIBERALTA,cirugias y anestesias,anestesias generales y regionales,2009-10-01,246,246
ROBORE,cirugias y anestesias,anestesias generales y regionales,2009-10-01,5,5
RURRENABAQUE,cirugias y anestesias,anestesias generales y regionales,2009-10-01,7,7
SACABA,cirugias y anestesias,anestesias generales y regionales,2009-10-01,112,112
SAMAIPATA,cirugias y anestesias,anestesias generales y regionales,2009-10-01,2,2
SAN ANDRES,cirugias y anestesias,anestesias generales y regionales,2009-10-01,3,3
SAN BORJA,cirugias y anestesias,anestesias generales y regionales,2009-10-01,21,21
SAN BUENA VENTURA,cirugias y anestesias,anestesias generales y regionales,2009-10-01,22,22
SAN CARLOS,cirugias y anestesias,anestesias generales y regionales,2009-10-01,27,27
SAN IGNACIO,cirugias y anestesias,anestesias generales y regionales,2009-10-01,3,3
SAN IGNACIO DE VELASCO,cirugias y anestesias,anestesias generales y regionales,2009-10-01,109,109
SAN JAVIER(STC),cirugias y anestesias,anestesias generales y regionales,2009-10-01,7,7
SAN JOAQUIN,cirugias y anestesias,anestesias generales y regionales,2009-10-01,49,49
SAN JOSE DE CHIQUITOS,cirugias y anestesias,anestesias generales y regionales,2009-10-01,40,40
SAN JUAN DE YAPACANI,cirugias y anestesias,anestesias generales y regionales,2009-10-01,32,32
SAN JULIAN,cirugias y anestesias,anestesias generales y regionales,2009-10-01,3,3
SAN LUCAS,cirugias y anestesias,anestesias generales y regionales,2009-10-01,2,2
SAN MATIAS,cirugias y anestesias,anestesias generales y regionales,2009-10-01,26,26
SAN RAMON,cirugias y anestesias,anestesias generales y regionales,2009-10-01,5,5
SAN RAMON,cirugias y anestesias,anestesias generales y regionales,2009-10-01,2,2
SANTA ANA,cirugias y anestesias,anestesias generales y regionales,2009-10-01,17,17
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,anestesias generales y regionales,2009-10-01,4066,4066
SANTA ROSA,cirugias y anestesias,anestesias generales y regionales,2009-10-01,2,2
SOPACHUY,cirugias y anestesias,anestesias generales y regionales,2009-10-01,4,4
SUCRE,cirugias y anestesias,anestesias generales y regionales,2009-10-01,1289,1289
TARABUCO,cirugias y anestesias,anestesias generales y regionales,2009-10-01,16,16
TARIJA,cirugias y anestesias,anestesias generales y regionales,2009-10-01,639,639
TARVITA,cirugias y anestesias,anestesias generales y regionales,2009-10-01,8,8
TIQUIPAYA,cirugias y anestesias,anestesias generales y regionales,2009-10-01,3,3
TIRAQUE (CBBA),cirugias y anestesias,anestesias generales y regionales,2009-10-01,19,19
TOLEDO,cirugias y anestesias,anestesias generales y regionales,2009-10-01,1,1
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2009-10-01,376,376
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2009-10-01,21,21
UYUNI,cirugias y anestesias,anestesias generales y regionales,2009-10-01,9,9
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2009-10-01,30,30
VIACHA,cirugias y anestesias,anestesias generales y regionales,2009-10-01,24,24
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2009-10-01,50,50
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2009-10-01,34,34
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2009-10-01,96,96
VINTO,cirugias y anestesias,anestesias generales y regionales,2009-10-01,21,21
WARNES,cirugias y anestesias,anestesias generales y regionales,2009-10-01,29,29
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2009-10-01,155,155
YAMPARAEZ,cirugias y anestesias,anestesias generales y regionales,2009-10-01,5,5
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2009-10-01,6,6
AIQUILE,cirugias y anestesias,anestesias generales y regionales,2009-11-01,9,9
ASCENCION DE GUARAYOS,cirugias y anestesias,anestesias generales y regionales,2009-11-01,25,25
AZURDUY,cirugias y anestesias,anestesias generales y regionales,2009-11-01,8,8
BERMEJO,cirugias y anestesias,anestesias generales y regionales,2009-11-01,80,80
BETANZOS,cirugias y anestesias,anestesias generales y regionales,2009-11-01,2,2
BOLPEBRA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,1,1
CAMARGO,cirugias y anestesias,anestesias generales y regionales,2009-11-01,18,18
CAMIRI,cirugias y anestesias,anestesias generales y regionales,2009-11-01,80,80
CARANAVI,cirugias y anestesias,anestesias generales y regionales,2009-11-01,24,24
CHALLAPATA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,6,6
CHARAGUA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,3,3
COBIJA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,139,139
COCHABAMBA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,3430,3430
COLCAPIRHUA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,87,87
COMARAPA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,15,15
CONCEPCION,cirugias y anestesias,anestesias generales y regionales,2009-11-01,11,11
COROICO,cirugias y anestesias,anestesias generales y regionales,2009-11-01,29,29
COTAGAITA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,1,1
COTOCA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,13,13
CULPINA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,6,6
EL ALTO,cirugias y anestesias,anestesias generales y regionales,2009-11-01,912,912
EL TORNO,cirugias y anestesias,anestesias generales y regionales,2009-11-01,31,31
GUAYARAMERIN,cirugias y anestesias,anestesias generales y regionales,2009-11-01,83,83
JESUS DE MACHACA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,6,6
LA PAZ,cirugias y anestesias,anestesias generales y regionales,2009-11-01,2371,2371
LLALLAGUA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,35,35
MAGDALENA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,7,7
MAIRANA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,8,8
MONTEAGUDO,cirugias y anestesias,anestesias generales y regionales,2009-11-01,57,57
MONTERO,cirugias y anestesias,anestesias generales y regionales,2009-11-01,82,82
OCURI,cirugias y anestesias,anestesias generales y regionales,2009-11-01,1,1
ORURO,cirugias y anestesias,anestesias generales y regionales,2009-11-01,486,486
PADILLA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,15,15
PATACAMAYA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,16,16
PORTACHUELO,cirugias y anestesias,anestesias generales y regionales,2009-11-01,60,60
PORVENIR,cirugias y anestesias,anestesias generales y regionales,2009-11-01,8,8
POTOSI,cirugias y anestesias,anestesias generales y regionales,2009-11-01,670,670
PUERTO ACOSTA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,1,1
PUERTO QUIJARRO,cirugias y anestesias,anestesias generales y regionales,2009-11-01,1,1
PUERTO SUAREZ,cirugias y anestesias,anestesias generales y regionales,2009-11-01,62,62
PUERTO VILLARROEL,cirugias y anestesias,anestesias generales y regionales,2009-11-01,150,150
PUNATA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,69,69
QUILLACOLLO,cirugias y anestesias,anestesias generales y regionales,2009-11-01,71,71
REYES,cirugias y anestesias,anestesias generales y regionales,2009-11-01,8,8
RIBERALTA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,248,248
ROBORE,cirugias y anestesias,anestesias generales y regionales,2009-11-01,5,5
SACABA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,81,81
SAMAIPATA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,2,2
SAN BORJA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,17,17
SAN BUENA VENTURA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,27,27
SAN CARLOS,cirugias y anestesias,anestesias generales y regionales,2009-11-01,7,7
SAN IGNACIO,cirugias y anestesias,anestesias generales y regionales,2009-11-01,5,5
SAN IGNACIO DE VELASCO,cirugias y anestesias,anestesias generales y regionales,2009-11-01,56,56
SAN JAVIER(STC),cirugias y anestesias,anestesias generales y regionales,2009-11-01,10,10
SAN JOAQUIN,cirugias y anestesias,anestesias generales y regionales,2009-11-01,1,1
SAN JOSE DE CHIQUITOS,cirugias y anestesias,anestesias generales y regionales,2009-11-01,20,20
SAN JUAN DE YAPACANI,cirugias y anestesias,anestesias generales y regionales,2009-11-01,28,28
SAN JULIAN,cirugias y anestesias,anestesias generales y regionales,2009-11-01,15,15
SAN LUCAS,cirugias y anestesias,anestesias generales y regionales,2009-11-01,9,9
SAN MATIAS,cirugias y anestesias,anestesias generales y regionales,2009-11-01,18,18
SAN RAMON,cirugias y anestesias,anestesias generales y regionales,2009-11-01,4,4
SAN RAMON,cirugias y anestesias,anestesias generales y regionales,2009-11-01,1,1
SANTA ANA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,70,70
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,3385,3385
SOPACHUY,cirugias y anestesias,anestesias generales y regionales,2009-11-01,5,5
SUCRE,cirugias y anestesias,anestesias generales y regionales,2009-11-01,994,994
TARABUCO,cirugias y anestesias,anestesias generales y regionales,2009-11-01,8,8
TARIJA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,609,609
TARVITA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,3,3
TIQUIPAYA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,9,9
TIRAQUE (CBBA),cirugias y anestesias,anestesias generales y regionales,2009-11-01,24,24
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2009-11-01,380,380
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,27,27
UYUNI,cirugias y anestesias,anestesias generales y regionales,2009-11-01,7,7
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2009-11-01,51,51
VIACHA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,26,26
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2009-11-01,56,56
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2009-11-01,39,39
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2009-11-01,120,120
VINTO,cirugias y anestesias,anestesias generales y regionales,2009-11-01,29,29
WARNES,cirugias y anestesias,anestesias generales y regionales,2009-11-01,25,25
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,155,155
YAMPARAEZ,cirugias y anestesias,anestesias generales y regionales,2009-11-01,1,1
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2009-11-01,6,6
YOTALA,cirugias y anestesias,anestesias generales y regionales,2009-11-01,20,20
ZUDAÑEZ,cirugias y anestesias,anestesias generales y regionales,2009-11-01,4,4
AIQUILE,cirugias y anestesias,anestesias generales y regionales,2009-12-01,7,7
ASCENCION DE GUARAYOS,cirugias y anestesias,anestesias generales y regionales,2009-12-01,37,37
AZURDUY,cirugias y anestesias,anestesias generales y regionales,2009-12-01,3,3
BAURES,cirugias y anestesias,anestesias generales y regionales,2009-12-01,3,3
BERMEJO,cirugias y anestesias,anestesias generales y regionales,2009-12-01,56,56
BETANZOS,cirugias y anestesias,anestesias generales y regionales,2009-12-01,2,2
CAMARGO,cirugias y anestesias,anestesias generales y regionales,2009-12-01,21,21
CAMIRI,cirugias y anestesias,anestesias generales y regionales,2009-12-01,95,95
CARACOLLO,cirugias y anestesias,anestesias generales y regionales,2009-12-01,5,5
CARANAVI,cirugias y anestesias,anestesias generales y regionales,2009-12-01,14,14
CHALLAPATA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,5,5
CHARAGUA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,6,6
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,anestesias generales y regionales,2009-12-01,1,1
COBIJA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,131,131
COCHABAMBA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,3256,3256
COLCAPIRHUA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,24,24
COMARAPA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,8,8
CONCEPCION,cirugias y anestesias,anestesias generales y regionales,2009-12-01,12,12
COROICO,cirugias y anestesias,anestesias generales y regionales,2009-12-01,17,17
COTOCA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,15,15
CULPINA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,2,2
EL ALTO,cirugias y anestesias,anestesias generales y regionales,2009-12-01,855,855
EL TORNO,cirugias y anestesias,anestesias generales y regionales,2009-12-01,18,18
ENTRE RIOS,cirugias y anestesias,anestesias generales y regionales,2009-12-01,2,2
GUAYARAMERIN,cirugias y anestesias,anestesias generales y regionales,2009-12-01,128,128
LA PAZ,cirugias y anestesias,anestesias generales y regionales,2009-12-01,2787,2787
LLALLAGUA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,38,38
MAGDALENA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,1,1
MAIRANA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,7,7
MONTEAGUDO,cirugias y anestesias,anestesias generales y regionales,2009-12-01,40,40
MONTERO,cirugias y anestesias,anestesias generales y regionales,2009-12-01,80,80
ORURO,cirugias y anestesias,anestesias generales y regionales,2009-12-01,634,634
PADILLA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,14,14
PORTACHUELO,cirugias y anestesias,anestesias generales y regionales,2009-12-01,42,42
PORVENIR,cirugias y anestesias,anestesias generales y regionales,2009-12-01,13,13
POTOSI,cirugias y anestesias,anestesias generales y regionales,2009-12-01,766,766
PUERTO ACOSTA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,4,4
PUERTO QUIJARRO,cirugias y anestesias,anestesias generales y regionales,2009-12-01,5,5
PUERTO SUAREZ,cirugias y anestesias,anestesias generales y regionales,2009-12-01,21,21
PUERTO VILLARROEL,cirugias y anestesias,anestesias generales y regionales,2009-12-01,60,60
PUNATA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,60,60
QUILLACOLLO,cirugias y anestesias,anestesias generales y regionales,2009-12-01,31,31
REYES,cirugias y anestesias,anestesias generales y regionales,2009-12-01,9,9
RIBERALTA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,250,250
ROBORE,cirugias y anestesias,anestesias generales y regionales,2009-12-01,7,7
RURRENABAQUE,cirugias y anestesias,anestesias generales y regionales,2009-12-01,6,6
SACABA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,91,91
SAMAIPATA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,2,2
SAN BORJA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,19,19
SAN BUENA VENTURA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,19,19
SAN CARLOS,cirugias y anestesias,anestesias generales y regionales,2009-12-01,15,15
SAN IGNACIO,cirugias y anestesias,anestesias generales y regionales,2009-12-01,4,4
SAN IGNACIO DE VELASCO,cirugias y anestesias,anestesias generales y regionales,2009-12-01,63,63
SAN JAVIER(STC),cirugias y anestesias,anestesias generales y regionales,2009-12-01,9,9
SAN JOSE DE CHIQUITOS,cirugias y anestesias,anestesias generales y regionales,2009-12-01,27,27
SAN JUAN DE YAPACANI,cirugias y anestesias,anestesias generales y regionales,2009-12-01,32,32
SAN JULIAN,cirugias y anestesias,anestesias generales y regionales,2009-12-01,28,28
SAN LUCAS,cirugias y anestesias,anestesias generales y regionales,2009-12-01,18,18
SAN MATIAS,cirugias y anestesias,anestesias generales y regionales,2009-12-01,13,13
SAN RAMON,cirugias y anestesias,anestesias generales y regionales,2009-12-01,4,4
SAN RAMON,cirugias y anestesias,anestesias generales y regionales,2009-12-01,3,3
SANTA ANA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,18,18
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,4397,4397
SANTA ROSA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,3,3
SOPACHUY,cirugias y anestesias,anestesias generales y regionales,2009-12-01,1,1
SUCRE,cirugias y anestesias,anestesias generales y regionales,2009-12-01,1257,1257
TARABUCO,cirugias y anestesias,anestesias generales y regionales,2009-12-01,10,10
TARIJA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,577,577
TARVITA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,5,5
TIQUIPAYA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,14,14
TIRAQUE (CBBA),cirugias y anestesias,anestesias generales y regionales,2009-12-01,22,22
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2009-12-01,186,186
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,63,63
UYUNI,cirugias y anestesias,anestesias generales y regionales,2009-12-01,2,2
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2009-12-01,41,41
VIACHA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,15,15
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2009-12-01,76,76
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2009-12-01,33,33
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2009-12-01,101,101
VINTO,cirugias y anestesias,anestesias generales y regionales,2009-12-01,6,6
WARNES,cirugias y anestesias,anestesias generales y regionales,2009-12-01,21,21
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,114,114
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2009-12-01,4,4
YOTALA,cirugias y anestesias,anestesias generales y regionales,2009-12-01,15,15
