municipality,group,variable,month,Cirugías medianas y mayores,TOTAL
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,2975,2975
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,91,91
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,4,4
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,31,31
COROICO,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,34,34
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,8,8
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,6,6
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,783,783
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,22,22
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,58,58
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,2931,2931
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,41,41
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,8,8
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,4,4
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,20,20
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,63,63
OCURI,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,1,1
ORURO,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,670,670
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,19,19
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,13,13
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,53,53
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,191,191
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,1,1
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,5,5
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,15,15
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,17,17
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,73,73
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,74,74
REYES,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,7,7
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,107,107
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,2,2
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,5,5
SACABA,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,72,72
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,19,19
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,10,10
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,10,10
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,45,45
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2009-09-01,5,5
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,19,19
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,29,29
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,7,7
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,6,6
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,14,14
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,3,3
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,3,3
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,20,20
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,3550,3550
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,2,2
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,7,7
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,1004,1004
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,12,12
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,580,580
TARVITA,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,3,3
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2009-09-01,22,22
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,296,296
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,63,63
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,31,31
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,28,28
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,63,63
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,20,20
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,26,26
VINTO,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,27,27
WARNES,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,27,27
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,86,86
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,3,3
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,1,1
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,1,1
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,7,7
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,29,29
BAURES,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,3,3
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,47,47
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,19,19
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,52,52
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,14,14
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,6,6
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,11,11
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2009-10-01,1,1
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,133,133
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,3179,3179
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,82,82
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,9,9
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,18,18
COROICO,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,14,14
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,16,16
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,9,9
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,803,803
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,42,42
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,65,65
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,3152,3152
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,5,5
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,14,14
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,31,31
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,73,73
ORURO,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,747,747
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,7,7
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,49,49
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,234,234
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,6,6
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,26,26
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,9,9
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,49,49
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,45,45
REYES,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,3,3
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,246,246
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,5,5
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,7,7
SACABA,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,78,78
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,2,2
SAN ANDRES,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,3,3
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,21,21
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,13,13
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,27,27
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,3,3
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,95,95
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2009-10-01,7,7
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,49,49
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,24,24
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,32,32
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,3,3
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,14,14
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,5,5
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,2,2
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,15,15
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,3909,3909
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,2,2
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,4,4
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,896,896
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,9,9
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,544,544
TARVITA,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,8,8
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,3,3
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2009-10-01,19,19
TOLEDO,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,1,1
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,376,376
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,21,21
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,9,9
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,30,30
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,24,24
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,50,50
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,34,34
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,18,18
VINTO,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,21,21
WARNES,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,41,41
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,152,152
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2009-10-01,6,6
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,9,9
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,8,8
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,8,8
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,44,44
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,16,16
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,71,71
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,23,23
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,6,6
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,3,3
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,139,139
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,3003,3003
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,87,87
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,10,10
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,11,11
COROICO,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,18,18
COTAGAITA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,1,1
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,13,13
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,6,6
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,903,903
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,31,31
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,66,66
JESUS DE MACHACA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,6,6
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,2183,2183
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,35,35
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,7,7
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,8,8
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,40,40
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,82,82
OCURI,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,1,1
ORURO,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,468,468
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,15,15
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,16,16
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,60,60
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,251,251
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,1,1
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,1,1
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,15,15
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,69,69
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,51,51
REYES,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,8,8
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,248,248
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,5,5
SACABA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,55,55
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,2,2
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,17,17
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,14,14
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,7,7
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,5,5
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,42,42
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2009-11-01,10,10
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,1,1
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,19,19
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,28,28
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,10,10
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,11,11
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,4,4
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,1,1
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,65,65
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,3314,3314
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,5,5
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,720,720
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,7,7
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,565,565
TARVITA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,3,3
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,9,9
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2009-11-01,24,24
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,378,378
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,25,25
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,7,7
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,51,51
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,26,26
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,56,56
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,39,39
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,18,18
VINTO,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,29,29
WARNES,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,31,31
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,150,150
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,6,6
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,1,1
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2009-11-01,1,1
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,7,7
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,26,26
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,3,3
BAURES,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,3,3
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,42,42
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,20,20
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,72,72
CARACOLLO,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,5,5
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,10,10
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,5,5
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,6,6
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2009-12-01,1,1
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,131,131
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,2995,2995
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,24,24
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,5,5
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,12,12
COROICO,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,10,10
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,15,15
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,1,1
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,808,808
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,18,18
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,109,109
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,2626,2626
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,38,38
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,1,1
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,7,7
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,30,30
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,80,80
ORURO,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,616,616
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,14,14
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,42,42
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,236,236
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,3,3
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,5,5
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,17,17
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,60,60
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,31,31
REYES,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,9,9
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,250,250
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,7,7
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,6,6
SACABA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,79,79
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,2,2
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,19,19
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,11,11
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,15,15
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,4,4
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,57,57
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2009-12-01,9,9
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,19,19
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,32,32
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,5,5
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,18,18
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,8,8
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,4,4
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,3,3
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,16,16
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,4116,4116
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,3,3
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,1,1
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,861,861
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,7,7
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,502,502
TARVITA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,2,2
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,14,14
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2009-12-01,22,22
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,186,186
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,52,52
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,2,2
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,41,41
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,15,15
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,76,76
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,33,33
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,19,19
VINTO,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,6,6
WARNES,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,22,22
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,88,88
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,4,4
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,1,1
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2009-12-01,1,1
