,group,variable,month,ANESTESIAS GENERALES Y REGIONALES CANTIDAD,ANESTESIAS GENERALES Y REGIONALES CANTIDAD,TOTALES
PUERTO SUAREZ,cirugias y anestesias,anestesias generales y regionales,2012-08-01,23,41,64
PUERTO VILLARROEL,cirugias y anestesias,anestesias generales y regionales,2012-08-01,11,38,49
PUNATA,cirugias y anestesias,anestesias generales y regionales,2012-08-01,12,58,70
QUILLACOLLO,cirugias y anestesias,anestesias generales y regionales,2012-08-01,19,106,125
REYES,cirugias y anestesias,anestesias generales y regionales,2012-08-01,0,6,6
RIBERALTA,cirugias y anestesias,anestesias generales y regionales,2012-08-01,80,225,305
ROBORE,cirugias y anestesias,anestesias generales y regionales,2012-08-01,1,6,7
RURRENABAQUE,cirugias y anestesias,anestesias generales y regionales,2012-08-01,5,15,20
SACABA,cirugias y anestesias,anestesias generales y regionales,2012-08-01,23,89,112
SAMAIPATA,cirugias y anestesias,anestesias generales y regionales,2012-08-01,0,4,4
SAN BORJA,cirugias y anestesias,anestesias generales y regionales,2012-08-01,6,31,37
SAN BUENA VENTURA,cirugias y anestesias,anestesias generales y regionales,2012-08-01,0,13,13
SAN CARLOS,cirugias y anestesias,anestesias generales y regionales,2012-08-01,4,19,23
SAN IGNACIO,cirugias y anestesias,anestesias generales y regionales,2012-08-01,3,5,8
SAN IGNACIO DE VELASCO,cirugias y anestesias,anestesias generales y regionales,2012-08-01,17,52,69
SAN JOSE DE CHIQUITOS,cirugias y anestesias,anestesias generales y regionales,2012-08-01,0,35,35
SAN JUAN DE YAPACANI,cirugias y anestesias,anestesias generales y regionales,2012-08-01,34,10,44
SAN JULIAN,cirugias y anestesias,anestesias generales y regionales,2012-08-01,9,19,28
SAN LUCAS,cirugias y anestesias,anestesias generales y regionales,2012-08-01,7,7,14
SAN MATIAS,cirugias y anestesias,anestesias generales y regionales,2012-08-01,3,10,13
SAN RAMON SCZ,cirugias y anestesias,anestesias generales y regionales,2012-08-01,4,2,6
SANTA ANA,cirugias y anestesias,anestesias generales y regionales,2012-08-01,4,21,25
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,anestesias generales y regionales,2012-08-01,1628,2721,4349
SANTA ROSA,cirugias y anestesias,anestesias generales y regionales,2012-08-01,1,2,3
SHINAOTA,cirugias y anestesias,anestesias generales y regionales,2012-08-01,0,8,8
SOPACHUY,cirugias y anestesias,anestesias generales y regionales,2012-08-01,0,1,1
SUCRE,cirugias y anestesias,anestesias generales y regionales,2012-08-01,471,683,1154
TARABUCO,cirugias y anestesias,anestesias generales y regionales,2012-08-01,0,4,4
TARIJA,cirugias y anestesias,anestesias generales y regionales,2012-08-01,207,423,630
TARVITA,cirugias y anestesias,anestesias generales y regionales,2012-08-01,0,7,7
TIQUIPAYA,cirugias y anestesias,anestesias generales y regionales,2012-08-01,1,7,8
TOTORA(CBBA),cirugias y anestesias,anestesias generales y regionales,2012-08-01,2,11,13
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2012-08-01,24,148,172
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2012-08-01,28,27,55
UYUNI,cirugias y anestesias,anestesias generales y regionales,2012-08-01,17,25,42
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2012-08-01,10,20,30
VIACHA,cirugias y anestesias,anestesias generales y regionales,2012-08-01,15,13,28
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2012-08-01,21,67,88
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2012-08-01,21,57,78
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2012-08-01,36,76,112
VINTO,cirugias y anestesias,anestesias generales y regionales,2012-08-01,10,30,40
WARNES,cirugias y anestesias,anestesias generales y regionales,2012-08-01,1,17,18
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2012-08-01,40,105,145
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2012-08-01,3,32,35
ZUDAÑEZ,cirugias y anestesias,anestesias generales y regionales,2012-08-01,0,2,2
ACHACACHI,cirugias y anestesias,anestesias generales y regionales,2012-09-01,0,4,4
AIQUILE,cirugias y anestesias,anestesias generales y regionales,2012-09-01,1,18,19
ASCENCION DE GUARAYOS,cirugias y anestesias,anestesias generales y regionales,2012-09-01,1,3,4
ATOCHA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,5,14,19
BAURES,cirugias y anestesias,anestesias generales y regionales,2012-09-01,0,3,3
BERMEJO,cirugias y anestesias,anestesias generales y regionales,2012-09-01,25,63,88
BETANZOS,cirugias y anestesias,anestesias generales y regionales,2012-09-01,0,3,3
CAMARGO,cirugias y anestesias,anestesias generales y regionales,2012-09-01,9,15,24
CAMIRI,cirugias y anestesias,anestesias generales y regionales,2012-09-01,22,81,103
CARANAVI,cirugias y anestesias,anestesias generales y regionales,2012-09-01,4,17,21
CHALLAPATA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,1,5,6
CHARAGUA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,2,7,9
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,anestesias generales y regionales,2012-09-01,0,15,15
CLIZA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,0,1,1
COBIJA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,38,113,151
COCHABAMBA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,1199,2109,3308
COLCAPIRHUA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,21,43,64
COMARAPA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,0,7,7
CONCEPCION,cirugias y anestesias,anestesias generales y regionales,2012-09-01,0,12,12
COROICO,cirugias y anestesias,anestesias generales y regionales,2012-09-01,0,9,9
COTOCA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,2,13,15
EL ALTO,cirugias y anestesias,anestesias generales y regionales,2012-09-01,281,634,915
EL TORNO,cirugias y anestesias,anestesias generales y regionales,2012-09-01,29,59,88
ENTRE RIOS TRJ,cirugias y anestesias,anestesias generales y regionales,2012-09-01,4,15,19
ESCOMA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,0,2,2
GUANAY,cirugias y anestesias,anestesias generales y regionales,2012-09-01,0,6,6
GUAYARAMERIN,cirugias y anestesias,anestesias generales y regionales,2012-09-01,38,86,124
HUANUNI,cirugias y anestesias,anestesias generales y regionales,2012-09-01,0,28,28
LA PAZ,cirugias y anestesias,anestesias generales y regionales,2012-09-01,1397,1914,3311
LLALLAGUA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,9,36,45
MAGDALENA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,9,23,32
MAIRANA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,1,12,13
MONTEAGUDO,cirugias y anestesias,anestesias generales y regionales,2012-09-01,20,41,61
MONTERO,cirugias y anestesias,anestesias generales y regionales,2012-09-01,39,107,146
OCURI,cirugias y anestesias,anestesias generales y regionales,2012-09-01,0,2,2
ORURO,cirugias y anestesias,anestesias generales y regionales,2012-09-01,310,500,810
PADILLA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,6,19,25
PATACAMAYA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,4,4,8
PORTACHUELO,cirugias y anestesias,anestesias generales y regionales,2012-09-01,9,41,50
POTOSI,cirugias y anestesias,anestesias generales y regionales,2012-09-01,263,455,718
PUERTO SUAREZ,cirugias y anestesias,anestesias generales y regionales,2012-09-01,28,43,71
PUERTO VILLARROEL,cirugias y anestesias,anestesias generales y regionales,2012-09-01,15,33,48
PUNATA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,14,38,52
QUILLACOLLO,cirugias y anestesias,anestesias generales y regionales,2012-09-01,11,114,125
REYES,cirugias y anestesias,anestesias generales y regionales,2012-09-01,1,5,6
RIBERALTA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,86,200,286
ROBORE,cirugias y anestesias,anestesias generales y regionales,2012-09-01,5,10,15
RURRENABAQUE,cirugias y anestesias,anestesias generales y regionales,2012-09-01,1,22,23
SACABA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,17,90,107
SAMAIPATA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,3,4,7
SAN BORJA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,5,29,34
SAN BUENA VENTURA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,0,6,6
SAN CARLOS,cirugias y anestesias,anestesias generales y regionales,2012-09-01,1,11,12
SAN IGNACIO,cirugias y anestesias,anestesias generales y regionales,2012-09-01,1,7,8
SAN IGNACIO DE VELASCO,cirugias y anestesias,anestesias generales y regionales,2012-09-01,12,45,57
SAN JAVIER(STC),cirugias y anestesias,anestesias generales y regionales,2012-09-01,5,9,14
SAN JOSE DE CHIQUITOS,cirugias y anestesias,anestesias generales y regionales,2012-09-01,4,21,25
SAN JUAN DE YAPACANI,cirugias y anestesias,anestesias generales y regionales,2012-09-01,14,10,24
SAN JULIAN,cirugias y anestesias,anestesias generales y regionales,2012-09-01,3,14,17
SAN LUCAS,cirugias y anestesias,anestesias generales y regionales,2012-09-01,2,7,9
SAN MATIAS,cirugias y anestesias,anestesias generales y regionales,2012-09-01,3,11,14
SAN RAMON BENI,cirugias y anestesias,anestesias generales y regionales,2012-09-01,0,4,4
SAN RAMON SCZ,cirugias y anestesias,anestesias generales y regionales,2012-09-01,1,4,5
SANTA ANA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,2,15,17
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,1886,2763,4649
SANTA ROSA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,1,2,3
SHINAOTA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,0,8,8
SUCRE,cirugias y anestesias,anestesias generales y regionales,2012-09-01,431,527,958
TARABUCO,cirugias y anestesias,anestesias generales y regionales,2012-09-01,1,0,1
TARIJA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,234,400,634
TARVITA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,0,2,2
TIQUIPAYA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,3,5,8
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2012-09-01,73,201,274
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,24,17,41
UYUNI,cirugias y anestesias,anestesias generales y regionales,2012-09-01,12,18,30
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2012-09-01,8,32,40
VIACHA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,12,18,30
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2012-09-01,18,72,90
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2012-09-01,6,24,30
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2012-09-01,40,54,94
VINTO,cirugias y anestesias,anestesias generales y regionales,2012-09-01,13,32,45
WARNES,cirugias y anestesias,anestesias generales y regionales,2012-09-01,0,17,17
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2012-09-01,69,82,151
YAMPARAEZ,cirugias y anestesias,anestesias generales y regionales,2012-09-01,5,2,7
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2012-09-01,4,34,38
ZUDAÑEZ,cirugias y anestesias,anestesias generales y regionales,2012-09-01,0,1,1
ACHACACHI,cirugias y anestesias,anestesias generales y regionales,2012-10-01,1,4,5
AIQUILE,cirugias y anestesias,anestesias generales y regionales,2012-10-01,16,8,24
ANZALDO,cirugias y anestesias,anestesias generales y regionales,2012-10-01,5,11,16
ASCENCION DE GUARAYOS,cirugias y anestesias,anestesias generales y regionales,2012-10-01,3,126,129
BERMEJO,cirugias y anestesias,anestesias generales y regionales,2012-10-01,17,49,66
CAMARGO,cirugias y anestesias,anestesias generales y regionales,2012-10-01,2,10,12
CAMIRI,cirugias y anestesias,anestesias generales y regionales,2012-10-01,25,92,117
CARANAVI,cirugias y anestesias,anestesias generales y regionales,2012-10-01,7,19,26
CHALLAPATA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,3,11,14
CHARAGUA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,0,7,7
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,anestesias generales y regionales,2012-10-01,2,10,12
CLIZA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,0,6,6
COBIJA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,40,107,147
COCHABAMBA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,1407,2388,3795
COLCAPIRHUA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,36,28,64
COMARAPA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,0,4,4
CONCEPCION,cirugias y anestesias,anestesias generales y regionales,2012-10-01,4,11,15
COROICO,cirugias y anestesias,anestesias generales y regionales,2012-10-01,6,12,18
COTOCA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,3,15,18
EL ALTO,cirugias y anestesias,anestesias generales y regionales,2012-10-01,329,683,1012
EL TORNO,cirugias y anestesias,anestesias generales y regionales,2012-10-01,21,45,66
ENTRE RIOS TRJ,cirugias y anestesias,anestesias generales y regionales,2012-10-01,1,6,7
ESCOMA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,2,0,2
GUANAY,cirugias y anestesias,anestesias generales y regionales,2012-10-01,0,3,3
GUAYARAMERIN,cirugias y anestesias,anestesias generales y regionales,2012-10-01,21,73,94
HUANUNI,cirugias y anestesias,anestesias generales y regionales,2012-10-01,6,26,32
LA PAZ,cirugias y anestesias,anestesias generales y regionales,2012-10-01,1519,2063,3582
LLALLAGUA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,21,33,54
MAGDALENA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,3,2,5
MAIRANA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,3,13,16
MONTEAGUDO,cirugias y anestesias,anestesias generales y regionales,2012-10-01,21,55,76
MONTERO,cirugias y anestesias,anestesias generales y regionales,2012-10-01,56,140,196
ORURO,cirugias y anestesias,anestesias generales y regionales,2012-10-01,254,557,811
PADILLA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,5,15,20
PAILON,cirugias y anestesias,anestesias generales y regionales,2012-10-01,0,4,4
PATACAMAYA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,2,10,12
PORTACHUELO,cirugias y anestesias,anestesias generales y regionales,2012-10-01,8,58,66
POTOSI,cirugias y anestesias,anestesias generales y regionales,2012-10-01,303,572,875
PUERTO SUAREZ,cirugias y anestesias,anestesias generales y regionales,2012-10-01,5,22,27
PUERTO VILLARROEL,cirugias y anestesias,anestesias generales y regionales,2012-10-01,10,61,71
PUNATA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,9,42,51
QUILLACOLLO,cirugias y anestesias,anestesias generales y regionales,2012-10-01,16,48,64
REYES,cirugias y anestesias,anestesias generales y regionales,2012-10-01,0,6,6
RIBERALTA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,55,174,229
ROBORE,cirugias y anestesias,anestesias generales y regionales,2012-10-01,5,6,11
RURRENABAQUE,cirugias y anestesias,anestesias generales y regionales,2012-10-01,5,13,18
SACABA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,18,105,123
SAMAIPATA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,0,9,9
SAN BUENA VENTURA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,0,10,10
SAN CARLOS,cirugias y anestesias,anestesias generales y regionales,2012-10-01,1,26,27
SAN IGNACIO,cirugias y anestesias,anestesias generales y regionales,2012-10-01,24,44,68
SAN IGNACIO DE VELASCO,cirugias y anestesias,anestesias generales y regionales,2012-10-01,9,67,76
SAN JAVIER(STC),cirugias y anestesias,anestesias generales y regionales,2012-10-01,2,10,12
SAN JOAQUIN,cirugias y anestesias,anestesias generales y regionales,2012-10-01,18,24,42
SAN JOSE DE CHIQUITOS,cirugias y anestesias,anestesias generales y regionales,2012-10-01,6,23,29
SAN JUAN DE YAPACANI,cirugias y anestesias,anestesias generales y regionales,2012-10-01,8,1,9
SAN JULIAN,cirugias y anestesias,anestesias generales y regionales,2012-10-01,9,20,29
SAN LUCAS,cirugias y anestesias,anestesias generales y regionales,2012-10-01,5,11,16
SAN MATIAS,cirugias y anestesias,anestesias generales y regionales,2012-10-01,0,8,8
SAN RAMON BENI,cirugias y anestesias,anestesias generales y regionales,2012-10-01,0,6,6
SAN RAMON SCZ,cirugias y anestesias,anestesias generales y regionales,2012-10-01,2,2,4
SANTA ANA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,1,15,16
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,1995,2740,4735
SANTA ROSA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,0,4,4
SHINAOTA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,0,14,14
SOPACHUY,cirugias y anestesias,anestesias generales y regionales,2012-10-01,1,0,1
SUCRE,cirugias y anestesias,anestesias generales y regionales,2012-10-01,444,631,1075
TARABUCO,cirugias y anestesias,anestesias generales y regionales,2012-10-01,4,6,10
TARIJA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,207,325,532
TARVITA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,0,2,2
TIQUIPAYA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,0,43,43
TOTORA(CBBA),cirugias y anestesias,anestesias generales y regionales,2012-10-01,0,9,9
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2012-10-01,108,191,299
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,15,21,36
UYUNI,cirugias y anestesias,anestesias generales y regionales,2012-10-01,23,22,45
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2012-10-01,7,39,46
VIACHA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,0,5,5
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2012-10-01,13,56,69
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2012-10-01,14,42,56
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2012-10-01,53,135,188
VINTO,cirugias y anestesias,anestesias generales y regionales,2012-10-01,20,37,57
WARNES,cirugias y anestesias,anestesias generales y regionales,2012-10-01,3,33,36
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2012-10-01,91,96,187
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2012-10-01,7,44,51
ACHACACHI,cirugias y anestesias,anestesias generales y regionales,2012-11-01,0,2,2
AIQUILE,cirugias y anestesias,anestesias generales y regionales,2012-11-01,3,14,17
ANZALDO,cirugias y anestesias,anestesias generales y regionales,2012-11-01,4,6,10
ASCENCION DE GUARAYOS,cirugias y anestesias,anestesias generales y regionales,2012-11-01,8,23,31
BAURES,cirugias y anestesias,anestesias generales y regionales,2012-11-01,0,3,3
BERMEJO,cirugias y anestesias,anestesias generales y regionales,2012-11-01,15,43,58
BETANZOS,cirugias y anestesias,anestesias generales y regionales,2012-11-01,0,2,2
CAMARGO,cirugias y anestesias,anestesias generales y regionales,2012-11-01,4,18,22
CAMIRI,cirugias y anestesias,anestesias generales y regionales,2012-11-01,18,66,84
CARANAVI,cirugias y anestesias,anestesias generales y regionales,2012-11-01,1,15,16
CHALLAPATA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,5,15,20
CHARAGUA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,0,9,9
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,anestesias generales y regionales,2012-11-01,2,7,9
CLIZA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,0,10,10
COBIJA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,34,85,119
COCHABAMBA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,1372,2484,3856
COLCAPIRHUA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,30,33,63
COMARAPA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,0,4,4
CONCEPCION,cirugias y anestesias,anestesias generales y regionales,2012-11-01,1,16,17
COTOCA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,2,6,8
CULPINA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,0,6,6
EL ALTO,cirugias y anestesias,anestesias generales y regionales,2012-11-01,331,629,960
EL TORNO,cirugias y anestesias,anestesias generales y regionales,2012-11-01,25,53,78
ENTRE RIOS TRJ,cirugias y anestesias,anestesias generales y regionales,2012-11-01,3,3,6
ESCOMA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,0,4,4
GUANAY,cirugias y anestesias,anestesias generales y regionales,2012-11-01,1,3,4
GUAYARAMERIN,cirugias y anestesias,anestesias generales y regionales,2012-11-01,13,68,81
HUACARETA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,0,1,1
HUANUNI,cirugias y anestesias,anestesias generales y regionales,2012-11-01,15,11,26
HUARACAJE,cirugias y anestesias,anestesias generales y regionales,2012-11-01,0,1,1
LA PAZ,cirugias y anestesias,anestesias generales y regionales,2012-11-01,1295,1845,3140
LLALLAGUA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,14,24,38
MAGDALENA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,2,5,7
MAIRANA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,3,14,17
MONTEAGUDO,cirugias y anestesias,anestesias generales y regionales,2012-11-01,18,49,67
MONTERO,cirugias y anestesias,anestesias generales y regionales,2012-11-01,38,97,135
OCURI,cirugias y anestesias,anestesias generales y regionales,2012-11-01,0,1,1
ORURO,cirugias y anestesias,anestesias generales y regionales,2012-11-01,378,626,1004
PADILLA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,6,20,26
PAILON,cirugias y anestesias,anestesias generales y regionales,2012-11-01,0,5,5
PATACAMAYA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,3,9,12
PORTACHUELO,cirugias y anestesias,anestesias generales y regionales,2012-11-01,13,53,66
POTOSI,cirugias y anestesias,anestesias generales y regionales,2012-11-01,314,497,811
PUERTO QUIJARRO,cirugias y anestesias,anestesias generales y regionales,2012-11-01,0,5,5
PUERTO SUAREZ,cirugias y anestesias,anestesias generales y regionales,2012-11-01,8,33,41
PUERTO VILLARROEL,cirugias y anestesias,anestesias generales y regionales,2012-11-01,17,43,60
PUNATA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,15,44,59
QUILLACOLLO,cirugias y anestesias,anestesias generales y regionales,2012-11-01,22,81,103
REYES,cirugias y anestesias,anestesias generales y regionales,2012-11-01,1,3,4
RIBERALTA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,67,221,288
ROBORE,cirugias y anestesias,anestesias generales y regionales,2012-11-01,0,4,4
RURRENABAQUE,cirugias y anestesias,anestesias generales y regionales,2012-11-01,4,23,27
SACABA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,19,88,107
SAMAIPATA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,0,6,6
SAN BORJA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,6,37,43
SAN BUENA VENTURA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,1,13,14
SAN CARLOS,cirugias y anestesias,anestesias generales y regionales,2012-11-01,1,11,12
SAN IGNACIO,cirugias y anestesias,anestesias generales y regionales,2012-11-01,2,11,13
SAN IGNACIO DE VELASCO,cirugias y anestesias,anestesias generales y regionales,2012-11-01,13,55,68
SAN JAVIER(STC),cirugias y anestesias,anestesias generales y regionales,2012-11-01,5,8,13
SAN JOAQUIN,cirugias y anestesias,anestesias generales y regionales,2012-11-01,0,24,24
SAN JOSE DE CHIQUITOS,cirugias y anestesias,anestesias generales y regionales,2012-11-01,17,44,61
SAN JUAN DE YAPACANI,cirugias y anestesias,anestesias generales y regionales,2012-11-01,2,1,3
SAN JULIAN,cirugias y anestesias,anestesias generales y regionales,2012-11-01,4,17,21
SAN LUCAS,cirugias y anestesias,anestesias generales y regionales,2012-11-01,5,14,19
SAN MATIAS,cirugias y anestesias,anestesias generales y regionales,2012-11-01,2,8,10
SAN RAMON BENI,cirugias y anestesias,anestesias generales y regionales,2012-11-01,1,2,3
SAN RAMON SCZ,cirugias y anestesias,anestesias generales y regionales,2012-11-01,3,6,9
SANTA ANA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,2,19,21
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,2102,2490,4592
SANTA ROSA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,0,2,2
SHINAOTA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,0,12,12
SOPACHUY,cirugias y anestesias,anestesias generales y regionales,2012-11-01,1,5,6
SUCRE,cirugias y anestesias,anestesias generales y regionales,2012-11-01,447,610,1057
TARIJA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,203,307,510
TARVITA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,0,2,2
TIQUIPAYA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,5,14,19
TOTORA(CBBA),cirugias y anestesias,anestesias generales y regionales,2012-11-01,0,2,2
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2012-11-01,55,26,81
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,17,10,27
UYUNI,cirugias y anestesias,anestesias generales y regionales,2012-11-01,17,23,40
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2012-11-01,11,25,36
VIACHA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,8,16,24
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2012-11-01,20,67,87
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2012-11-01,12,35,47
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2012-11-01,50,83,133
VINTO,cirugias y anestesias,anestesias generales y regionales,2012-11-01,15,21,36
WARNES,cirugias y anestesias,anestesias generales y regionales,2012-11-01,4,22,26
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2012-11-01,81,80,161
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2012-11-01,6,24,30
ACHACACHI,cirugias y anestesias,anestesias generales y regionales,2012-12-01,0,2,2
AIQUILE,cirugias y anestesias,anestesias generales y regionales,2012-12-01,2,7,9
ANZALDO,cirugias y anestesias,anestesias generales y regionales,2012-12-01,5,6,11
ASCENCION DE GUARAYOS,cirugias y anestesias,anestesias generales y regionales,2012-12-01,3,27,30
BAURES,cirugias y anestesias,anestesias generales y regionales,2012-12-01,1,6,7
BERMEJO,cirugias y anestesias,anestesias generales y regionales,2012-12-01,22,59,81
BETANZOS,cirugias y anestesias,anestesias generales y regionales,2012-12-01,0,1,1
CAMARGO,cirugias y anestesias,anestesias generales y regionales,2012-12-01,4,26,30
CAMIRI,cirugias y anestesias,anestesias generales y regionales,2012-12-01,14,63,77
CARANAVI,cirugias y anestesias,anestesias generales y regionales,2012-12-01,4,28,32
CHALLAPATA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,3,3,6
CHARAGUA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,1,9,10
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,anestesias generales y regionales,2012-12-01,3,11,14
CLIZA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,1,4,5
COBIJA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,35,97,132
COCHABAMBA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,1159,2227,3386
COLCAPIRHUA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,19,26,45
COMARAPA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,0,13,13
CONCEPCION,cirugias y anestesias,anestesias generales y regionales,2012-12-01,2,12,14
COROICO,cirugias y anestesias,anestesias generales y regionales,2012-12-01,8,20,28
