municipality,group,variable,month,Nº. De actividades educativas en Salud,TOTAL
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,125,125
SAN JULIAN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,74,74
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,22,22
SAN LUCAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,27,27
SAN MATIAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,6,6
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,59,59
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,5,5
SAN PEDRO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,54,54
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,7,7
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,1,1
SAN RAFAEL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,2,2
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,293,293
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,8,8
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,12,12
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,25,25
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,3,3
SANTIVAÑES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,12,12
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,2,2
SAPAHAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,9,9
SENA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,6,6
SHINAOTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,11,11
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,38,38
SICAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,24,24
SIPE SIPE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,6,6
SOPACHUY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,3,3
SORACACHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,84,84
SORATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,35,35
SUCRE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,325,325
TACACHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,1,1
TACOBAMBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,3,3
TACOPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,14,14
TAHUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,1,1
TAPACARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,61,61
TARABUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,77,77
TARATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,8,8
TARIJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,1965,1965
TARVITA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,48,48
TEOPONTE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,2,2
TIAWANACU,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,4,4
TINGUIPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,11,11
TIPUANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,2,2
TIQUIPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,32,32
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,9,9
TOCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,4,4
TODOS SANTOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,4,4
TOLATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,13,13
TOLEDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,10,10
TOMAVE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,7,7
TOMINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,30,30
TORO TORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,33,33
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,9,9
TOTORA(ORR),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,25,25
TRIGAL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,6,6
TRINIDAD,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,69,69
TUPIZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,341,341
TURCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,12,12
UMALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,10,10
UNCIA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,2,2
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,21,21
URUBICHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,13,13
VACAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,11,11
VALLEGRANDE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,16,16
VIACHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,68,68
VILA VILA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,3,3
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,9,9
VILLA MONTES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,5,5
VILLA NUEVA (LOMA ALTA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,20,20
VILLA SERRANO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,25,25
VILLA TUNARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,34,34
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,8,8
VILLAZON,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,117,117
VINTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,6,6
VITICHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,22,22
WARNES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,15,15
YACO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,40,40
YACUIBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,93,93
YAMPARAEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,23,23
YAPACANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,181,181
YOCALLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,1,1
YOTALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,28,28
YUNCHARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,79,79
YUNGUYO DE LITORAL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-06-01,47,47
ACACIO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,5,5
ACHACACHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,51,51
ACHOCALLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,8,8
AIQUILE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,24,24
ALALAY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,11,11
ALCALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,20,20
ALTO BENI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,10,10
ANCORAIMES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,1,1
ANDAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,11,11
ANTEQUERA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,3,3
ANZALDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,7,7
APOLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,29,29
ARAMPAMPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,3,3
ARANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,12,12
ARBIETO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,5,5
ARQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,23,23
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,12,12
ATOCHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,5,5
AYO AYO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,5,5
AZURDUY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,40,40
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,15,15
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,88,88
BETANZOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,53,53
BOLIVAR,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,20,20
BUENA VISTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,1,1
CABEZAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,8,8
CAIROMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,2,2
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,21,21
CALAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,17,17
CAMARGO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,46,46
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,17,17
CAMIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,13,13
CAPINOTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,43,43
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,25,25
CARACOLLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,14,14
CARANAVI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,5,5
CARAPARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,8,8
CATACORA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,3,3
CHALLAPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,50,50
CHAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,19,19
CHARAGUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,2,2
CHAYANTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,16,16
CHIMORE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,17,17
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,7,7
CHUMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,21,21
CKOCHAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,10,10
CLIZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,13,13
COBIJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,1,1
COCAPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,12,12
COCHABAMBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,313,313
COIPASA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,2,2
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,28,28
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,9,9
COLLANA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,39,39
COLOMI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,8,8
COLQUECHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,40,40
COMARAPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,33,33
COMBAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,4,4
CONCEPCION,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,6,6
COPACABANA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,5,5
CORO CORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,16,16
COROICO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,5,5
CORQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,16,16
COTAGAITA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,35,35
COTOCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,3,3
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,19,19
CUEVO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,7,7
CULPINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,18,18
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,4,4
CURVA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,4,4
DESAGUADERO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,8,8
EL ALTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,682,682
EL CHORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,3,3
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,3,3
EL TORNO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,20,20
EL VILLAR,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,12,12
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,35,35
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,7,7
EUCALIPTUS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,2,2
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,28,28
FILADELFIA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,9,9
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,14,14
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,6,6
GUAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,2,2
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,15,15
GUTIERREZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,1,1
HUACARETA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,26,26
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,8,8
HUACHACALLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,20,20
HUANUNI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,31,31
HUARINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,3,3
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,29,29
ICHOCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,5,5
ICLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,25,25
INQUISIVI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,3,3
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,3,3
IXIAMAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,5,5
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,12,12
LA ASUNTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,6,6
LA GUARDIA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,260,260
LA PAZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,384,384
LAGUNILLAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,3,3
LAJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,11,11
LAS CARRERAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,10,10
LLALLAGUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,23,23
LORETO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,4,4
MACHACAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,2,2
MACHARETI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,40,40
MAGDALENA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,1,1
MALLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,8,8
MECAPACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,14,14
MINEROS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,14,14
MIZQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,20,20
MOCOMOCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,4,4
MOJINETE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,1,1
MOJOCOYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,29,29
MONTEAGUDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,42,42
MONTERO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,182,182
MORO MORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,3,3
MOROCHATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,8,8
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,2,2
OCURI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,39,39
OKINAWA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,107,107
OMEREQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,6,6
ORURO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,378,378
PADCAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,17,17
PADILLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,53,53
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,34,34
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,5,5
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,1,1
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,8,8
PASORAPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,31,31
PAZÑA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,37,37
POCOATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,15,15
POCONA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,11,11
POJO (CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,1,1
POOPO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,13,13
POROMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,21,21
PORONGO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,3,3
PORVENIR,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,3,3
POSTRER VALLE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,120,120
PRESTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,31,31
PUCARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,4,4
PUCARANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,5,5
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,3,3
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,10,10
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,10,10
PUERTO RICO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,18,18
PUERTO SILES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,3,3
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,18,18
PUNA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,17,17
PUNATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,617,617
QUILLACOLLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,607,607
QUIME,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,17,17
RAVELO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,86,86
RIBERALTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,5,5
SABAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,8,8
SACABA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,103,103
SACABAMBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,11,11
SACACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,23,23
SAIPINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,2,2
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,15,15
SAMAIPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,1,1
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,7,7
SAN ANDRES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,13,13
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,10,10
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,14,14
SAN BENITO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,31,31
SAN BORJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,3,3
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,2,2
SAN CARLOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,44,44
SAN IGNACIO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,28,28
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,170,170
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,10,10
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,13,13
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,42,42
SAN JULIAN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,45,45
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,1,1
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,16,16
SAN LUCAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,25,25
SAN MATIAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,5,5
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,50,50
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,1,1
SAN PEDRO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,11,11
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,7,7
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-07-01,1,1
