municipality,group,variable,month,N° de reuniones realizadas con Comités Loc. De Salud/Consejo Mun. De Salud,TOTAL
TIPUANI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,3,3
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,2,2
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,1,1
TOLEDO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,3,3
TOMAVE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,2,2
TOMINA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,3,3
TORO TORO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,3,3
TOTORA(CBBA),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,3,3
TRIGAL,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,3,3
TUPIZA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,8,8
UMALA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,1,1
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,5,5
VALLEGRANDE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,4,4
VILA VILA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,2,2
VILLA CHARCAS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,1,1
VILLA MONTES,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,3,3
VILLA SERRANO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,6,6
VITICHI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,12,12
WARNES,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,3,3
YACUIBA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,1,1
YAMPARAEZ,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,1,1
YAPACANI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,1,1
YOTALA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-06-01,1,1
ACACIO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,3,3
AIQUILE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
ALALAY,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,3,3
ALTO BENI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,3,3
ANDAMARCA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
APOLO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
ARAMPAMPA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
ARANI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,3,3
ARBIETO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,3,3
ARQUE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,6,6
ATOCHA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
AYATA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
AZURDUY,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,15,15
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
BERMEJO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,13,13
BUENA VISTA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,5,5
"CAIZA ""D""",actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
CAJUATA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
CAMARGO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,3,3
CAPINOTA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,5,5
CAQUIAVIRI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
CARACOLLO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
CARANAVI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
CARAPARI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,6,6
CHAQUI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,6,6
CHAYANTA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,6,6
CKOCHAS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,5,5
CLIZA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
COCAPATA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,6,6
COCHABAMBA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,15,15
"COLCHA ""K""",actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
COMARAPA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
CORIPATA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,5,5
COTOCA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,9,9
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,9,9
CULPINA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
DESAGUADERO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,13,13
EL CHORO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
EL TORNO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,10,10
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,3,3
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
GUANAY,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,6,6
GUTIERREZ,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
HUACARETA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
HUANUNI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,5,5
HUARINA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
ICLA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
IXIAMAS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,23,23
LAJA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
LAS CARRERAS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
LORETO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,4,4
MACHARETI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
MAGDALENA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
MIZQUE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,3,3
MONTEAGUDO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,12,12
MONTERO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,5,5
MOROCHATA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,3,3
OMEREQUE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
PADCAYA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
PADILLA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
PAILON,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
PALOS BLANCOS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
PASORAPA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
POCOATA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,5,5
POCONA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,7,7
POJO (CBBA),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
POROMA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,3,3
PORTACHUELO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,3,3
POSTRER VALLE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,5,5
PUERTO PEREZ,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,5,5
PUNA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,11,11
PUNATA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
QUILLACOLLO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
QUIME,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
RAVELO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
REYES,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,9,9
ROBORE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
SABAYA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,4,4
SACABA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,4,4
SACABAMBA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,3,3
SAIPINA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,3,3
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
SAN AGUSTIN,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,3,3
SAN ANDRES,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,4,4
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
SAN BENITO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,3,3
SAN CARLOS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,5,5
SAN IGNACIO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,3,3
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,3,3
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,5,5
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
SAN LUCAS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,15,15
SAN MATIAS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
SAN PEDRO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,3,3
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,5,5
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,4,4
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,5,5
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
SANTIVAÑES,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,3,3
SAPAHAQUI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
SENA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,4,4
SHINAOTA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,3,3
SORACACHI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
SORATA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,9,9
TACACHI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,6,6
TACACOMA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,4,4
TAPACARI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,4,4
TARATA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,10,10
TARIJA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,13,13
TARVITA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,4,4
TEOPONTE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
TIPUANI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,3,3
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,3,3
TOMAVE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
TORO TORO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,7,7
TOTORA(ORR),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,3,3
TRINIDAD,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,15,15
TUPIZA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,6,6
UNCIA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,5,5
UYUNI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
VALLEGRANDE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
VILA VILA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
VILLA NUEVA (LOMA ALTA),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
VILLA SERRANO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,10,10
VILLAZON,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
VINTO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
VITICHI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,12,12
WARNES,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
YACUIBA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,9,9
YAMPARAEZ,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,3,3
YOCALLA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,2,2
YUNCHARA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-07-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-08-01,3,3
AIQUILE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-08-01,1,1
ALALAY,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-08-01,1,1
ANTEQUERA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-08-01,2,2
ANZALDO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-08-01,2,2
APOLO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-08-01,2,2
ARANI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-08-01,2,2
ARBIETO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-08-01,5,5
ARQUE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-08-01,6,6
ATOCHA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-08-01,3,3
AYATA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-08-01,2,2
AZURDUY,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-08-01,1,1
BAURES,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-08-01,1,1
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-08-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-08-01,3,3
BETANZOS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-08-01,7,7
BUENA VISTA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-08-01,2,2
CABEZAS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-08-01,1,1
