municipality,group,variable,month,Nuevas en personas de 60 años o más -Hombre,Nuevas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
TARATA,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,6,18,6,18,24
TARIJA,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,1720,2196,1720,2196,3916
TARVITA,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,81,95,81,95,176
TEOPONTE,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,67,66,67,66,133
TIAWANACU,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,35,32,35,32,67
TINGUIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,69,75,69,75,144
TIPUANI,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,22,19,22,19,41
TIQUIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,9,27,9,27,36
TIRAQUE (CBBA),consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,68,65,68,65,133
TITO YUPANQUI (PARQUIPUJIO),consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,3,11,3,11,14
TOCO,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,3,9,3,9,12
TODOS SANTOS,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,5,2,5,2,7
TOLATA,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,1,11,1,11,12
TOLEDO,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,29,45,29,45,74
TOMAVE,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,53,71,53,71,124
TOMINA,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,29,48,29,48,77
TORO TORO,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,30,58,30,58,88
TOTORA(CBBA),consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,23,22,23,22,45
TOTORA(ORR),consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,7,4,7,4,11
TRIGAL,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,27,36,27,36,63
TRINIDAD,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,583,620,583,620,1203
TUPIZA,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,321,502,321,502,823
TURCO,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,25,29,25,29,54
UMALA,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,29,30,29,30,59
UNCIA,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,118,170,118,170,288
URIONDO (A. CONCEPCION),consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,48,69,48,69,117
URUBICHA,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,3,10,3,10,13
UYUNI,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,312,156,312,156,468
VACAS,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,46,58,46,58,104
VALLEGRANDE,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,237,316,237,316,553
VIACHA,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,274,234,274,234,508
VILA VILA,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,6,9,6,9,15
VILLA MONTES,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,108,84,108,84,192
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,1,0,1,0,1
VILLA RIVERO,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,13,22,13,22,35
VILLA SERRANO,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,65,85,65,85,150
VILLA TUNARI,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,131,102,131,102,233
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,54,75,54,75,129
VILLAZON,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,301,392,301,392,693
VINTO,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,8,13,8,13,21
VITICHI,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,73,119,73,119,192
WALDO BALLIVIAN,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,1,6,1,6,7
WARNES,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,54,63,54,63,117
YACO,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,12,13,12,13,25
YACUIBA,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,461,630,461,630,1091
YAMPARAEZ,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,35,49,35,49,84
YANACACHI,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,18,17,18,17,35
YAPACANI,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,137,108,137,108,245
YOCALLA,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,40,72,40,72,112
YOTALA,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,70,95,70,95,165
YUNCHARA,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,13,17,13,17,30
ZUDAÑEZ,consulta externa,nuevas en personas de 60 anos o mas,2006-06-01,90,110,90,110,200
ACACIO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,26,45,26,45,71
ACHACACHI,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,122,149,122,149,271
ACHOCALLA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,7,4,7,4,11
AIQUILE,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,80,86,80,86,166
ALALAY,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,2,4,2,4,6
ALCALA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,34,49,34,49,83
ANCORAIMES,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,37,36,37,36,73
ANDAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,22,34,22,34,56
ANTEQUERA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,6,9,6,9,15
ANZALDO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,9,13,9,13,22
APOLO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,30,54,30,54,84
ARAMPAMPA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,14,8,14,8,22
ARANI,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,12,7,12,7,19
ARBIETO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,16,23,16,23,39
ARQUE,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,12,14,12,14,26
ASCENCION DE GUARAYOS,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,50,28,50,28,78
ATOCHA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,74,90,74,90,164
AUCAPATA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,31,15,31,15,46
AYATA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,11,14,11,14,25
AYO AYO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,13,8,13,8,21
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,62,71,62,71,133
AZURDUY,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,75,94,75,94,169
BATALLAS,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,38,29,38,29,67
BAURES,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,41,35,41,35,76
BELEN DE ANDAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,7,11,7,11,18
BELEN DE URMIRI,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,7,14,7,14,21
BELLA FLOR,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,10,8,10,8,18
BERMEJO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,247,279,247,279,526
BETANZOS,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,179,286,179,286,465
BOLIVAR,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,27,24,27,24,51
BOLPEBRA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,8,3,8,3,11
BOYUIBE,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,31,73,31,73,104
BUENA VISTA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,57,50,57,50,107
CABEZAS,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,62,66,62,66,128
CAIROMA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,44,24,44,24,68
"CAIZA ""D""",consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,73,121,73,121,194
CAJUATA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,51,48,51,48,99
CALACOTO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,41,37,41,37,78
CALAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,15,23,15,23,38
CAMARGO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,214,303,214,303,517
CAMATAQUI (C. VILLA ABECIA),consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,40,52,40,52,92
CAMIRI,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,607,913,607,913,1520
CAPINOTA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,47,52,47,52,99
CAQUIAVIRI,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,37,31,37,31,68
CARACOLLO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,94,102,94,102,196
CARANAVI,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,314,179,314,179,493
CARANGAS,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,0,1,0,1,1
CARAPARI,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,43,47,43,47,90
CARIPUYO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,7,15,7,15,22
CARMEN RIVERO TORREZ,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,3,4,3,4,7
CATACORA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,9,10,9,10,19
CHACARILLA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,5,1,5,1,6
CHALLAPATA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,107,111,107,111,218
CHAQUI,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,24,45,24,45,69
CHARAGUA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,40,51,40,51,91
CHARAÑA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,8,6,8,6,14
CHAYANTA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,72,117,72,117,189
CHIMORE,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,15,11,15,11,26
CHIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,5,2,5,2,7
CHOQUE COTA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,17,30,17,30,47
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,52,37,52,37,89
CHUMA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,59,72,59,72,131
CLIZA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,26,39,26,39,65
COBIJA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,228,400,228,400,628
COCHABAMBA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,4134,5491,4134,5491,9625
COIPASA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,4,2,4,2,6
COLCAPIRHUA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,104,197,104,197,301
"COLCHA ""K""",consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,57,63,57,63,120
COLLANA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,6,8,6,8,14
COLOMI,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,13,16,13,16,29
COLPA BELGICA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,63,41,63,41,104
COLQUECHACA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,71,75,71,75,146
COLQUENCHA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,24,33,24,33,57
COLQUIRI,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,69,46,69,46,115
COMANCHE,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,10,13,10,13,23
COMARAPA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,131,160,131,160,291
COMBAYA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,10,9,10,9,19
CONCEPCION,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,60,74,60,74,134
COPACABANA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,45,52,45,52,97
CORIPATA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,37,42,37,42,79
CORO CORO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,22,25,22,25,47
COROICO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,70,78,70,78,148
CORQUE,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,33,32,33,32,65
COTAGAITA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,208,363,208,363,571
COTOCA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,86,143,86,143,229
CUATRO CAÑADAS,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,46,37,46,37,83
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,1,8,1,8,9
CUEVO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,14,36,14,36,50
CULPINA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,86,109,86,109,195
CURAHUARA DE CARANGAS,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,62,41,62,41,103
CURVA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,6,11,6,11,17
DESAGUADERO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,30,33,30,33,63
EL ALTO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,1164,1101,1164,1101,2265
EL CHORO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,18,25,18,25,43
EL PUENTE(STC),consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,31,26,31,26,57
EL PUENTE(TJA),consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,40,71,40,71,111
EL TORNO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,205,201,205,201,406
EL VILLAR,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,40,113,40,113,153
ENTRE RIOS,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,98,102,98,102,200
ENTRE RIOS,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,23,14,23,14,37
ESCARA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,5,4,5,4,9
ESMERALDA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,3,9,3,9,12
EUCALIPTUS,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,40,60,40,60,100
EUREKA (SANTOS MERCADO),consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,2,0,2,0,2
EXALTACION,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,4,1,4,1,5
FERNANDEZ ALONSO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,15,9,15,9,24
FILADELFIA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,11,13,11,13,24
GENERAL SAAVEDRA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,25,22,25,22,47
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,22,33,22,33,55
GUANAY,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,104,106,104,106,210
GUAQUI,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,22,26,22,26,48
GUAYARAMERIN,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,379,426,379,426,805
GUTIERREZ,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,36,53,36,53,89
HUACARETA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,61,80,61,80,141
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,7,26,7,26,33
HUACHACALLA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,15,15,15,15,30
HUANUNI,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,120,125,120,125,245
HUARACAJE,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,8,5,8,5,13
HUAYLLAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,49,63,49,63,112
ICHOCA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,18,16,18,16,34
ICLA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,45,74,45,74,119
INCAHUASI,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,59,104,59,104,163
INGAVI (HUMAITA),consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,3,2,3,2,5
INQUISIVI,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,40,17,40,17,57
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,60,26,60,26,86
IXIAMAS,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,46,48,46,48,94
JESUS DE MACHACA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,88,121,88,121,209
LA ASUNTA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,37,26,37,26,63
LA GUARDIA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,75,75,75,75,150
LA PAZ,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,7834,9603,7834,9603,17437
LA RIVERA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,1,2,1,2,3
LAGUNILLAS,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,35,34,35,34,69
LAJA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,27,15,27,15,42
LAS CARRERAS,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,42,64,42,64,106
LICOMA PAMPA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,18,17,18,17,35
LLALLAGUA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,394,465,394,465,859
LLICA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,32,58,32,58,90
LORETO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,6,5,6,5,11
LURIBAY,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,44,34,44,34,78
MACHACAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,74,73,74,73,147
MACHARETI,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,38,55,38,55,93
MAGDALENA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,81,77,81,77,158
MAIRANA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,42,68,42,68,110
MALLA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,7,9,7,9,16
MAPIRI,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,51,36,51,36,87
MECAPACA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,73,50,73,50,123
MINEROS,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,12,11,12,11,23
MIZQUE,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,28,54,28,54,82
MOCOMOCO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,58,69,58,69,127
MOJINETE,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,9,26,9,26,35
MOJOCOYA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,42,63,42,63,105
MONTEAGUDO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,445,462,445,462,907
MONTERO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,255,273,255,273,528
MORO MORO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,26,41,26,41,67
MOROCHATA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,15,27,15,27,42
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,2,3,2,3,5
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,2,1,2,1,3
OCURI,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,45,50,45,50,95
OKINAWA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,102,120,102,120,222
OMEREQUE,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,14,25,14,25,39
ORURO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,2839,2914,2839,2914,5753
PADCAYA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,95,150,95,150,245
PADILLA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,181,241,181,241,422
PAILON,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,16,8,16,8,24
PALCA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,31,29,31,29,60
PALOS BLANCOS,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,50,30,50,30,80
PAMPA AULLAGAS,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,8,10,8,10,18
PAMPA GRANDE,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,34,36,34,36,70
PAPEL PAMPA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,31,30,31,30,61
PASORAPA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,9,10,9,10,19
PATACAMAYA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,29,17,29,17,46
PAZÑA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,34,34,34,34,68
PELECHUCO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,23,14,23,14,37
POCOATA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,54,88,54,88,142
POCONA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,10,35,10,35,45
POJO (CBBA),consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,14,19,14,19,33
POOPO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,23,34,23,34,57
PORCO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,11,23,11,23,34
POROMA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,106,90,106,90,196
PORONGO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,65,46,65,46,111
PORTACHUELO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,126,152,126,152,278
PORVENIR,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,15,21,15,21,36
POSTRER VALLE,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,31,23,31,23,54
POTOSI,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,1348,1730,1348,1730,3078
PRESTO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,32,91,32,91,123
PUCARA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,29,30,29,30,59
PUCARANI,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,56,42,56,42,98
PUERTO ACOSTA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,175,133,175,133,308
PUERTO CARABUCO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,39,61,39,61,100
PUERTO GONZALO MORENO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,14,10,14,10,24
PUERTO PEREZ,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,25,19,25,19,44
PUERTO QUIJARRO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,101,88,101,88,189
PUERTO RICO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,9,5,9,5,14
PUERTO SILES,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,10,0,10,0,10
PUERTO SUAREZ,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,75,93,75,93,168
PUERTO VILLARROEL,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,37,30,37,30,67
PUNA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,135,213,135,213,348
PUNATA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,142,108,142,108,250
QUIABAYA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,24,22,24,22,46
QUILLACOLLO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,46,97,46,97,143
QUIME,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,15,10,15,10,25
QUIRUSILLAS,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,2,7,2,7,9
RAVELO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,61,55,61,55,116
REYES,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,84,89,84,89,173
RIBERALTA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,129,113,129,113,242
ROBORE,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,116,87,116,87,203
RURRENABAQUE,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,112,105,112,105,217
SABAYA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,37,41,37,41,78
SACABA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,112,182,112,182,294
SACABAMBA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,7,6,7,6,13
SACACA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,57,97,57,97,154
SAIPINA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,52,68,52,68,120
SALINAS DE GARCI MENDOZA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,74,76,74,76,150
SAMAIPATA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,50,59,50,59,109
SAN AGUSTIN,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,7,7,7,7,14
SAN ANDRES,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,18,23,18,23,41
SAN ANDRES DE MACHACA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,39,65,39,65,104
SAN ANTONIO DE ESMORUCO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,6,5,6,5,11
SAN ANTONIO DE LOMERIO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,14,17,14,17,31
SAN BENITO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,21,33,21,33,54
SAN BORJA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,92,76,92,76,168
SAN BUENA VENTURA,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,25,22,25,22,47
SAN CARLOS,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,142,131,142,131,273
SAN IGNACIO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,117,132,117,132,249
SAN IGNACIO DE VELASCO,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,226,284,226,284,510
SAN JAVIER(BNI),consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,8,10,8,10,18
SAN JAVIER(STC),consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,7,14,7,14,21
SAN JOAQUIN,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,83,71,83,71,154
SAN JOSE DE CHIQUITOS,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,22,30,22,30,52
SAN JUAN DE YAPACANI,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,36,41,36,41,77
SAN JULIAN,consulta externa,nuevas en personas de 60 anos o mas,2006-07-01,150,145,150,145,295
