municipality,group,variable,month,Repetidas en menores de 5 años -Hombre,Repetidas en menores de 5 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
MOJOCOYA,consulta externa,repetidas en menores de 5 anos,2006-07-01,10,3,10,3,13
MONTEAGUDO,consulta externa,repetidas en menores de 5 anos,2006-07-01,65,63,65,63,128
MONTERO,consulta externa,repetidas en menores de 5 anos,2006-07-01,372,345,372,345,717
MORO MORO,consulta externa,repetidas en menores de 5 anos,2006-07-01,1,4,1,4,5
MOROCHATA,consulta externa,repetidas en menores de 5 anos,2006-07-01,72,64,72,64,136
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,repetidas en menores de 5 anos,2006-07-01,26,28,26,28,54
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,repetidas en menores de 5 anos,2006-07-01,0,1,0,1,1
OCURI,consulta externa,repetidas en menores de 5 anos,2006-07-01,2,1,2,1,3
OKINAWA,consulta externa,repetidas en menores de 5 anos,2006-07-01,15,20,15,20,35
OMEREQUE,consulta externa,repetidas en menores de 5 anos,2006-07-01,12,5,12,5,17
ORURO,consulta externa,repetidas en menores de 5 anos,2006-07-01,631,636,631,636,1267
PADCAYA,consulta externa,repetidas en menores de 5 anos,2006-07-01,8,7,8,7,15
PADILLA,consulta externa,repetidas en menores de 5 anos,2006-07-01,1,0,1,0,1
PAILON,consulta externa,repetidas en menores de 5 anos,2006-07-01,7,10,7,10,17
PALCA,consulta externa,repetidas en menores de 5 anos,2006-07-01,2,7,2,7,9
PALOS BLANCOS,consulta externa,repetidas en menores de 5 anos,2006-07-01,30,20,30,20,50
PAMPA AULLAGAS,consulta externa,repetidas en menores de 5 anos,2006-07-01,0,1,0,1,1
PAMPA GRANDE,consulta externa,repetidas en menores de 5 anos,2006-07-01,2,2,2,2,4
PAPEL PAMPA,consulta externa,repetidas en menores de 5 anos,2006-07-01,0,1,0,1,1
PASORAPA,consulta externa,repetidas en menores de 5 anos,2006-07-01,1,0,1,0,1
PATACAMAYA,consulta externa,repetidas en menores de 5 anos,2006-07-01,8,3,8,3,11
PAZÑA,consulta externa,repetidas en menores de 5 anos,2006-07-01,9,8,9,8,17
PELECHUCO,consulta externa,repetidas en menores de 5 anos,2006-07-01,1,3,1,3,4
POCOATA,consulta externa,repetidas en menores de 5 anos,2006-07-01,12,11,12,11,23
POCONA,consulta externa,repetidas en menores de 5 anos,2006-07-01,7,5,7,5,12
POJO (CBBA),consulta externa,repetidas en menores de 5 anos,2006-07-01,5,2,5,2,7
POOPO,consulta externa,repetidas en menores de 5 anos,2006-07-01,6,5,6,5,11
PORCO,consulta externa,repetidas en menores de 5 anos,2006-07-01,9,7,9,7,16
POROMA,consulta externa,repetidas en menores de 5 anos,2006-07-01,1,1,1,1,2
PORONGO,consulta externa,repetidas en menores de 5 anos,2006-07-01,16,18,16,18,34
PORTACHUELO,consulta externa,repetidas en menores de 5 anos,2006-07-01,58,49,58,49,107
PORVENIR,consulta externa,repetidas en menores de 5 anos,2006-07-01,3,6,3,6,9
POSTRER VALLE,consulta externa,repetidas en menores de 5 anos,2006-07-01,5,6,5,6,11
POTOSI,consulta externa,repetidas en menores de 5 anos,2006-07-01,488,326,488,326,814
PRESTO,consulta externa,repetidas en menores de 5 anos,2006-07-01,4,0,4,0,4
PUCARA,consulta externa,repetidas en menores de 5 anos,2006-07-01,3,2,3,2,5
PUCARANI,consulta externa,repetidas en menores de 5 anos,2006-07-01,7,3,7,3,10
PUERTO ACOSTA,consulta externa,repetidas en menores de 5 anos,2006-07-01,16,17,16,17,33
PUERTO CARABUCO,consulta externa,repetidas en menores de 5 anos,2006-07-01,10,10,10,10,20
PUERTO GONZALO MORENO,consulta externa,repetidas en menores de 5 anos,2006-07-01,19,17,19,17,36
PUERTO PEREZ,consulta externa,repetidas en menores de 5 anos,2006-07-01,0,1,0,1,1
PUERTO QUIJARRO,consulta externa,repetidas en menores de 5 anos,2006-07-01,7,18,7,18,25
PUERTO RICO,consulta externa,repetidas en menores de 5 anos,2006-07-01,19,7,19,7,26
PUERTO SILES,consulta externa,repetidas en menores de 5 anos,2006-07-01,1,1,1,1,2
PUERTO SUAREZ,consulta externa,repetidas en menores de 5 anos,2006-07-01,15,17,15,17,32
PUERTO VILLARROEL,consulta externa,repetidas en menores de 5 anos,2006-07-01,122,106,122,106,228
PUNA,consulta externa,repetidas en menores de 5 anos,2006-07-01,7,7,7,7,14
PUNATA,consulta externa,repetidas en menores de 5 anos,2006-07-01,110,112,110,112,222
QUIABAYA,consulta externa,repetidas en menores de 5 anos,2006-07-01,1,0,1,0,1
QUILLACOLLO,consulta externa,repetidas en menores de 5 anos,2006-07-01,401,393,401,393,794
QUIME,consulta externa,repetidas en menores de 5 anos,2006-07-01,2,7,2,7,9
QUIRUSILLAS,consulta externa,repetidas en menores de 5 anos,2006-07-01,6,1,6,1,7
RAVELO,consulta externa,repetidas en menores de 5 anos,2006-07-01,5,1,5,1,6
REYES,consulta externa,repetidas en menores de 5 anos,2006-07-01,36,43,36,43,79
RIBERALTA,consulta externa,repetidas en menores de 5 anos,2006-07-01,291,259,291,259,550
ROBORE,consulta externa,repetidas en menores de 5 anos,2006-07-01,7,10,7,10,17
RURRENABAQUE,consulta externa,repetidas en menores de 5 anos,2006-07-01,15,14,15,14,29
SABAYA,consulta externa,repetidas en menores de 5 anos,2006-07-01,3,0,3,0,3
SACABA,consulta externa,repetidas en menores de 5 anos,2006-07-01,230,174,230,174,404
SACABAMBA,consulta externa,repetidas en menores de 5 anos,2006-07-01,6,1,6,1,7
SACACA,consulta externa,repetidas en menores de 5 anos,2006-07-01,4,4,4,4,8
SAIPINA,consulta externa,repetidas en menores de 5 anos,2006-07-01,22,18,22,18,40
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en menores de 5 anos,2006-07-01,2,7,2,7,9
SAMAIPATA,consulta externa,repetidas en menores de 5 anos,2006-07-01,4,2,4,2,6
SAN AGUSTIN,consulta externa,repetidas en menores de 5 anos,2006-07-01,4,2,4,2,6
SAN ANDRES,consulta externa,repetidas en menores de 5 anos,2006-07-01,18,15,18,15,33
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en menores de 5 anos,2006-07-01,10,10,10,10,20
SAN BENITO,consulta externa,repetidas en menores de 5 anos,2006-07-01,20,24,20,24,44
SAN BORJA,consulta externa,repetidas en menores de 5 anos,2006-07-01,107,79,107,79,186
SAN BUENA VENTURA,consulta externa,repetidas en menores de 5 anos,2006-07-01,2,1,2,1,3
SAN CARLOS,consulta externa,repetidas en menores de 5 anos,2006-07-01,10,20,10,20,30
SAN IGNACIO,consulta externa,repetidas en menores de 5 anos,2006-07-01,42,38,42,38,80
SAN IGNACIO DE VELASCO,consulta externa,repetidas en menores de 5 anos,2006-07-01,66,56,66,56,122
SAN JAVIER(BNI),consulta externa,repetidas en menores de 5 anos,2006-07-01,10,6,10,6,16
SAN JAVIER(STC),consulta externa,repetidas en menores de 5 anos,2006-07-01,9,12,9,12,21
SAN JOAQUIN,consulta externa,repetidas en menores de 5 anos,2006-07-01,9,6,9,6,15
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en menores de 5 anos,2006-07-01,6,8,6,8,14
SAN JUAN DE YAPACANI,consulta externa,repetidas en menores de 5 anos,2006-07-01,42,27,42,27,69
SAN JULIAN,consulta externa,repetidas en menores de 5 anos,2006-07-01,34,31,34,31,65
SAN LORENZO(PND),consulta externa,repetidas en menores de 5 anos,2006-07-01,2,1,2,1,3
SAN LORENZO(TJA),consulta externa,repetidas en menores de 5 anos,2006-07-01,82,55,82,55,137
SAN LUCAS,consulta externa,repetidas en menores de 5 anos,2006-07-01,15,18,15,18,33
SAN MATIAS,consulta externa,repetidas en menores de 5 anos,2006-07-01,11,4,11,4,15
SAN MIGUEL DE VELASCO,consulta externa,repetidas en menores de 5 anos,2006-07-01,45,42,45,42,87
SAN PABLO DE LIPEZ,consulta externa,repetidas en menores de 5 anos,2006-07-01,3,2,3,2,5
SAN PEDRO,consulta externa,repetidas en menores de 5 anos,2006-07-01,49,55,49,55,104
SAN PEDRO DE TIQUINA,consulta externa,repetidas en menores de 5 anos,2006-07-01,0,4,0,4,4
SAN PEDRO(PND),consulta externa,repetidas en menores de 5 anos,2006-07-01,2,0,2,0,2
SAN RAFAEL,consulta externa,repetidas en menores de 5 anos,2006-07-01,16,11,16,11,27
SAN RAMON,consulta externa,repetidas en menores de 5 anos,2006-07-01,17,19,17,19,36
SAN RAMON,consulta externa,repetidas en menores de 5 anos,2006-07-01,41,33,41,33,74
SANTA ANA,consulta externa,repetidas en menores de 5 anos,2006-07-01,18,6,18,6,24
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en menores de 5 anos,2006-07-01,3344,3506,3344,3506,6850
SANTA ROSA,consulta externa,repetidas en menores de 5 anos,2006-07-01,17,27,17,27,44
SANTA ROSA DEL SARA,consulta externa,repetidas en menores de 5 anos,2006-07-01,9,9,9,9,18
SANTIAGO DE HUARI,consulta externa,repetidas en menores de 5 anos,2006-07-01,15,9,15,9,24
SANTIAGO DE MACHACA,consulta externa,repetidas en menores de 5 anos,2006-07-01,1,0,1,0,1
SANTIVAÑES,consulta externa,repetidas en menores de 5 anos,2006-07-01,5,1,5,1,6
SENA,consulta externa,repetidas en menores de 5 anos,2006-07-01,0,1,0,1,1
SICA SICA (VILLA AROMA),consulta externa,repetidas en menores de 5 anos,2006-07-01,7,10,7,10,17
SIPE SIPE,consulta externa,repetidas en menores de 5 anos,2006-07-01,82,99,82,99,181
SOPACHUY,consulta externa,repetidas en menores de 5 anos,2006-07-01,16,11,16,11,27
SORACACHI,consulta externa,repetidas en menores de 5 anos,2006-07-01,4,2,4,2,6
SORATA,consulta externa,repetidas en menores de 5 anos,2006-07-01,0,2,0,2,2
SUCRE,consulta externa,repetidas en menores de 5 anos,2006-07-01,879,855,879,855,1734
TACACHI,consulta externa,repetidas en menores de 5 anos,2006-07-01,4,7,4,7,11
TACACOMA,consulta externa,repetidas en menores de 5 anos,2006-07-01,1,2,1,2,3
TACOBAMBA,consulta externa,repetidas en menores de 5 anos,2006-07-01,0,1,0,1,1
TACOPAYA,consulta externa,repetidas en menores de 5 anos,2006-07-01,5,8,5,8,13
TAPACARI,consulta externa,repetidas en menores de 5 anos,2006-07-01,41,21,41,21,62
TARABUCO,consulta externa,repetidas en menores de 5 anos,2006-07-01,166,174,166,174,340
TARATA,consulta externa,repetidas en menores de 5 anos,2006-07-01,15,9,15,9,24
TARIJA,consulta externa,repetidas en menores de 5 anos,2006-07-01,496,457,496,457,953
TARVITA,consulta externa,repetidas en menores de 5 anos,2006-07-01,30,42,30,42,72
TEOPONTE,consulta externa,repetidas en menores de 5 anos,2006-07-01,1,3,1,3,4
TINGUIPAYA,consulta externa,repetidas en menores de 5 anos,2006-07-01,12,6,12,6,18
TIPUANI,consulta externa,repetidas en menores de 5 anos,2006-07-01,5,2,5,2,7
TIQUIPAYA,consulta externa,repetidas en menores de 5 anos,2006-07-01,249,250,249,250,499
TIRAQUE (CBBA),consulta externa,repetidas en menores de 5 anos,2006-07-01,147,133,147,133,280
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en menores de 5 anos,2006-07-01,1,1,1,1,2
TOCO,consulta externa,repetidas en menores de 5 anos,2006-07-01,32,25,32,25,57
TOLATA,consulta externa,repetidas en menores de 5 anos,2006-07-01,1,0,1,0,1
TOLEDO,consulta externa,repetidas en menores de 5 anos,2006-07-01,34,25,34,25,59
TOMAVE,consulta externa,repetidas en menores de 5 anos,2006-07-01,3,5,3,5,8
TOMINA,consulta externa,repetidas en menores de 5 anos,2006-07-01,9,27,9,27,36
TORO TORO,consulta externa,repetidas en menores de 5 anos,2006-07-01,4,3,4,3,7
TOTORA(CBBA),consulta externa,repetidas en menores de 5 anos,2006-07-01,119,107,119,107,226
TOTORA(ORR),consulta externa,repetidas en menores de 5 anos,2006-07-01,21,36,21,36,57
TRIGAL,consulta externa,repetidas en menores de 5 anos,2006-07-01,1,4,1,4,5
TRINIDAD,consulta externa,repetidas en menores de 5 anos,2006-07-01,401,360,401,360,761
TUPIZA,consulta externa,repetidas en menores de 5 anos,2006-07-01,56,75,56,75,131
TURCO,consulta externa,repetidas en menores de 5 anos,2006-07-01,0,1,0,1,1
UNCIA,consulta externa,repetidas en menores de 5 anos,2006-07-01,29,34,29,34,63
URIONDO (A. CONCEPCION),consulta externa,repetidas en menores de 5 anos,2006-07-01,71,71,71,71,142
URUBICHA,consulta externa,repetidas en menores de 5 anos,2006-07-01,3,6,3,6,9
UYUNI,consulta externa,repetidas en menores de 5 anos,2006-07-01,6,9,6,9,15
VACAS,consulta externa,repetidas en menores de 5 anos,2006-07-01,29,10,29,10,39
VALLEGRANDE,consulta externa,repetidas en menores de 5 anos,2006-07-01,47,37,47,37,84
VIACHA,consulta externa,repetidas en menores de 5 anos,2006-07-01,56,55,56,55,111
VILA VILA,consulta externa,repetidas en menores de 5 anos,2006-07-01,2,0,2,0,2
VILLA MONTES,consulta externa,repetidas en menores de 5 anos,2006-07-01,25,11,25,11,36
VILLA RIVERO,consulta externa,repetidas en menores de 5 anos,2006-07-01,14,2,14,2,16
VILLA SERRANO,consulta externa,repetidas en menores de 5 anos,2006-07-01,31,33,31,33,64
VILLA TUNARI,consulta externa,repetidas en menores de 5 anos,2006-07-01,88,103,88,103,191
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en menores de 5 anos,2006-07-01,9,8,9,8,17
VILLAZON,consulta externa,repetidas en menores de 5 anos,2006-07-01,35,30,35,30,65
VINTO,consulta externa,repetidas en menores de 5 anos,2006-07-01,216,175,216,175,391
VITICHI,consulta externa,repetidas en menores de 5 anos,2006-07-01,3,3,3,3,6
WALDO BALLIVIAN,consulta externa,repetidas en menores de 5 anos,2006-07-01,1,0,1,0,1
WARNES,consulta externa,repetidas en menores de 5 anos,2006-07-01,146,135,146,135,281
YACO,consulta externa,repetidas en menores de 5 anos,2006-07-01,4,3,4,3,7
YACUIBA,consulta externa,repetidas en menores de 5 anos,2006-07-01,125,126,125,126,251
YAMPARAEZ,consulta externa,repetidas en menores de 5 anos,2006-07-01,15,11,15,11,26
YANACACHI,consulta externa,repetidas en menores de 5 anos,2006-07-01,3,0,3,0,3
YAPACANI,consulta externa,repetidas en menores de 5 anos,2006-07-01,78,106,78,106,184
YOCALLA,consulta externa,repetidas en menores de 5 anos,2006-07-01,10,4,10,4,14
YOTALA,consulta externa,repetidas en menores de 5 anos,2006-07-01,21,21,21,21,42
YUNCHARA,consulta externa,repetidas en menores de 5 anos,2006-07-01,17,19,17,19,36
ZUDAÑEZ,consulta externa,repetidas en menores de 5 anos,2006-07-01,4,1,4,1,5
ACACIO,consulta externa,repetidas en menores de 5 anos,2006-08-01,2,1,2,1,3
ACHACACHI,consulta externa,repetidas en menores de 5 anos,2006-08-01,12,15,12,15,27
ACHOCALLA,consulta externa,repetidas en menores de 5 anos,2006-08-01,2,1,2,1,3
AIQUILE,consulta externa,repetidas en menores de 5 anos,2006-08-01,31,34,31,34,65
ALCALA,consulta externa,repetidas en menores de 5 anos,2006-08-01,1,2,1,2,3
ANCORAIMES,consulta externa,repetidas en menores de 5 anos,2006-08-01,5,1,5,1,6
ANDAMARCA,consulta externa,repetidas en menores de 5 anos,2006-08-01,4,4,4,4,8
ANTEQUERA,consulta externa,repetidas en menores de 5 anos,2006-08-01,19,20,19,20,39
ANZALDO,consulta externa,repetidas en menores de 5 anos,2006-08-01,25,24,25,24,49
APOLO,consulta externa,repetidas en menores de 5 anos,2006-08-01,11,10,11,10,21
ARAMPAMPA,consulta externa,repetidas en menores de 5 anos,2006-08-01,4,2,4,2,6
ARANI,consulta externa,repetidas en menores de 5 anos,2006-08-01,49,39,49,39,88
ARBIETO,consulta externa,repetidas en menores de 5 anos,2006-08-01,10,14,10,14,24
ARQUE,consulta externa,repetidas en menores de 5 anos,2006-08-01,19,28,19,28,47
ASCENCION DE GUARAYOS,consulta externa,repetidas en menores de 5 anos,2006-08-01,45,45,45,45,90
ATOCHA,consulta externa,repetidas en menores de 5 anos,2006-08-01,26,24,26,24,50
AUCAPATA,consulta externa,repetidas en menores de 5 anos,2006-08-01,14,8,14,8,22
AYATA,consulta externa,repetidas en menores de 5 anos,2006-08-01,3,9,3,9,12
AYO AYO,consulta externa,repetidas en menores de 5 anos,2006-08-01,4,8,4,8,12
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en menores de 5 anos,2006-08-01,29,37,29,37,66
AZURDUY,consulta externa,repetidas en menores de 5 anos,2006-08-01,4,6,4,6,10
BATALLAS,consulta externa,repetidas en menores de 5 anos,2006-08-01,13,13,13,13,26
BAURES,consulta externa,repetidas en menores de 5 anos,2006-08-01,15,8,15,8,23
BELEN DE ANDAMARCA,consulta externa,repetidas en menores de 5 anos,2006-08-01,2,4,2,4,6
BELEN DE URMIRI,consulta externa,repetidas en menores de 5 anos,2006-08-01,1,0,1,0,1
BELLA FLOR,consulta externa,repetidas en menores de 5 anos,2006-08-01,2,2,2,2,4
BERMEJO,consulta externa,repetidas en menores de 5 anos,2006-08-01,34,39,34,39,73
BETANZOS,consulta externa,repetidas en menores de 5 anos,2006-08-01,19,9,19,9,28
BOLIVAR,consulta externa,repetidas en menores de 5 anos,2006-08-01,6,3,6,3,9
BOYUIBE,consulta externa,repetidas en menores de 5 anos,2006-08-01,3,16,3,16,19
BUENA VISTA,consulta externa,repetidas en menores de 5 anos,2006-08-01,68,40,68,40,108
CABEZAS,consulta externa,repetidas en menores de 5 anos,2006-08-01,46,23,46,23,69
CAIROMA,consulta externa,repetidas en menores de 5 anos,2006-08-01,1,4,1,4,5
"CAIZA ""D""",consulta externa,repetidas en menores de 5 anos,2006-08-01,5,3,5,3,8
CAJUATA,consulta externa,repetidas en menores de 5 anos,2006-08-01,6,3,6,3,9
CALAMARCA,consulta externa,repetidas en menores de 5 anos,2006-08-01,5,12,5,12,17
CAMARGO,consulta externa,repetidas en menores de 5 anos,2006-08-01,9,16,9,16,25
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en menores de 5 anos,2006-08-01,5,0,5,0,5
CAMIRI,consulta externa,repetidas en menores de 5 anos,2006-08-01,88,94,88,94,182
CAPINOTA,consulta externa,repetidas en menores de 5 anos,2006-08-01,59,83,59,83,142
CAQUIAVIRI,consulta externa,repetidas en menores de 5 anos,2006-08-01,7,2,7,2,9
CARACOLLO,consulta externa,repetidas en menores de 5 anos,2006-08-01,19,11,19,11,30
CARANAVI,consulta externa,repetidas en menores de 5 anos,2006-08-01,26,12,26,12,38
CARANGAS,consulta externa,repetidas en menores de 5 anos,2006-08-01,1,1,1,1,2
CARAPARI,consulta externa,repetidas en menores de 5 anos,2006-08-01,7,7,7,7,14
CARIPUYO,consulta externa,repetidas en menores de 5 anos,2006-08-01,4,0,4,0,4
CARMEN RIVERO TORREZ,consulta externa,repetidas en menores de 5 anos,2006-08-01,0,1,0,1,1
CHALLAPATA,consulta externa,repetidas en menores de 5 anos,2006-08-01,48,36,48,36,84
CHAQUI,consulta externa,repetidas en menores de 5 anos,2006-08-01,1,2,1,2,3
CHARAGUA,consulta externa,repetidas en menores de 5 anos,2006-08-01,10,72,10,72,82
CHARAÑA,consulta externa,repetidas en menores de 5 anos,2006-08-01,2,0,2,0,2
CHAYANTA,consulta externa,repetidas en menores de 5 anos,2006-08-01,18,5,18,5,23
CHIMORE,consulta externa,repetidas en menores de 5 anos,2006-08-01,18,17,18,17,35
CHIPAYA,consulta externa,repetidas en menores de 5 anos,2006-08-01,2,0,2,0,2
CHOQUE COTA,consulta externa,repetidas en menores de 5 anos,2006-08-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en menores de 5 anos,2006-08-01,15,28,15,28,43
CHUMA,consulta externa,repetidas en menores de 5 anos,2006-08-01,3,2,3,2,5
CLIZA,consulta externa,repetidas en menores de 5 anos,2006-08-01,119,70,119,70,189
COBIJA,consulta externa,repetidas en menores de 5 anos,2006-08-01,99,90,99,90,189
COCHABAMBA,consulta externa,repetidas en menores de 5 anos,2006-08-01,3467,3431,3467,3431,6898
COLCAPIRHUA,consulta externa,repetidas en menores de 5 anos,2006-08-01,129,116,129,116,245
"COLCHA ""K""",consulta externa,repetidas en menores de 5 anos,2006-08-01,9,6,9,6,15
COLLANA,consulta externa,repetidas en menores de 5 anos,2006-08-01,1,0,1,0,1
COLOMI,consulta externa,repetidas en menores de 5 anos,2006-08-01,63,47,63,47,110
COLPA BELGICA,consulta externa,repetidas en menores de 5 anos,2006-08-01,30,12,30,12,42
COLQUECHACA,consulta externa,repetidas en menores de 5 anos,2006-08-01,2,0,2,0,2
COLQUENCHA,consulta externa,repetidas en menores de 5 anos,2006-08-01,5,1,5,1,6
COLQUIRI,consulta externa,repetidas en menores de 5 anos,2006-08-01,23,25,23,25,48
COMARAPA,consulta externa,repetidas en menores de 5 anos,2006-08-01,18,31,18,31,49
CONCEPCION,consulta externa,repetidas en menores de 5 anos,2006-08-01,17,116,17,116,133
CORIPATA,consulta externa,repetidas en menores de 5 anos,2006-08-01,23,19,23,19,42
CORO CORO,consulta externa,repetidas en menores de 5 anos,2006-08-01,8,3,8,3,11
COROICO,consulta externa,repetidas en menores de 5 anos,2006-08-01,39,35,39,35,74
CORQUE,consulta externa,repetidas en menores de 5 anos,2006-08-01,31,30,31,30,61
COTAGAITA,consulta externa,repetidas en menores de 5 anos,2006-08-01,19,13,19,13,32
COTOCA,consulta externa,repetidas en menores de 5 anos,2006-08-01,39,47,39,47,86
CUATRO CAÑADAS,consulta externa,repetidas en menores de 5 anos,2006-08-01,41,24,41,24,65
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en menores de 5 anos,2006-08-01,6,6,6,6,12
CUEVO,consulta externa,repetidas en menores de 5 anos,2006-08-01,9,9,9,9,18
CULPINA,consulta externa,repetidas en menores de 5 anos,2006-08-01,8,8,8,8,16
CURAHUARA DE CARANGAS,consulta externa,repetidas en menores de 5 anos,2006-08-01,2,4,2,4,6
CURVA,consulta externa,repetidas en menores de 5 anos,2006-08-01,3,3,3,3,6
DESAGUADERO,consulta externa,repetidas en menores de 5 anos,2006-08-01,3,1,3,1,4
EL ALTO,consulta externa,repetidas en menores de 5 anos,2006-08-01,1779,1792,1779,1792,3571
EL CHORO,consulta externa,repetidas en menores de 5 anos,2006-08-01,3,0,3,0,3
EL PUENTE(STC),consulta externa,repetidas en menores de 5 anos,2006-08-01,7,10,7,10,17
EL PUENTE(TJA),consulta externa,repetidas en menores de 5 anos,2006-08-01,32,34,32,34,66
EL TORNO,consulta externa,repetidas en menores de 5 anos,2006-08-01,56,55,56,55,111
EL VILLAR,consulta externa,repetidas en menores de 5 anos,2006-08-01,4,7,4,7,11
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2006-08-01,7,11,7,11,18
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2006-08-01,62,42,62,42,104
EUCALIPTUS,consulta externa,repetidas en menores de 5 anos,2006-08-01,10,3,10,3,13
EXALTACION,consulta externa,repetidas en menores de 5 anos,2006-08-01,13,4,13,4,17
FERNANDEZ ALONSO,consulta externa,repetidas en menores de 5 anos,2006-08-01,28,29,28,29,57
FILADELFIA,consulta externa,repetidas en menores de 5 anos,2006-08-01,14,15,14,15,29
GENERAL SAAVEDRA,consulta externa,repetidas en menores de 5 anos,2006-08-01,36,49,36,49,85
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en menores de 5 anos,2006-08-01,2,1,2,1,3
GUANAY,consulta externa,repetidas en menores de 5 anos,2006-08-01,7,5,7,5,12
GUAQUI,consulta externa,repetidas en menores de 5 anos,2006-08-01,0,2,0,2,2
GUAYARAMERIN,consulta externa,repetidas en menores de 5 anos,2006-08-01,136,118,136,118,254
GUTIERREZ,consulta externa,repetidas en menores de 5 anos,2006-08-01,43,61,43,61,104
HUACARETA,consulta externa,repetidas en menores de 5 anos,2006-08-01,21,11,21,11,32
HUACHACALLA,consulta externa,repetidas en menores de 5 anos,2006-08-01,1,2,1,2,3
HUANUNI,consulta externa,repetidas en menores de 5 anos,2006-08-01,154,180,154,180,334
HUARACAJE,consulta externa,repetidas en menores de 5 anos,2006-08-01,19,18,19,18,37
HUAYLLAMARCA,consulta externa,repetidas en menores de 5 anos,2006-08-01,0,3,0,3,3
ICHOCA,consulta externa,repetidas en menores de 5 anos,2006-08-01,1,0,1,0,1
ICLA,consulta externa,repetidas en menores de 5 anos,2006-08-01,8,4,8,4,12
INCAHUASI,consulta externa,repetidas en menores de 5 anos,2006-08-01,6,7,6,7,13
INGAVI (HUMAITA),consulta externa,repetidas en menores de 5 anos,2006-08-01,8,6,8,6,14
INQUISIVI,consulta externa,repetidas en menores de 5 anos,2006-08-01,3,5,3,5,8
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en menores de 5 anos,2006-08-01,7,7,7,7,14
IXIAMAS,consulta externa,repetidas en menores de 5 anos,2006-08-01,14,17,14,17,31
JESUS DE MACHACA,consulta externa,repetidas en menores de 5 anos,2006-08-01,0,2,0,2,2
LA ASUNTA,consulta externa,repetidas en menores de 5 anos,2006-08-01,23,15,23,15,38
LA GUARDIA,consulta externa,repetidas en menores de 5 anos,2006-08-01,82,78,82,78,160
LA PAZ,consulta externa,repetidas en menores de 5 anos,2006-08-01,3235,3300,3235,3300,6535
LAGUNILLAS,consulta externa,repetidas en menores de 5 anos,2006-08-01,7,5,7,5,12
LAJA,consulta externa,repetidas en menores de 5 anos,2006-08-01,4,1,4,1,5
LAS CARRERAS,consulta externa,repetidas en menores de 5 anos,2006-08-01,2,5,2,5,7
LICOMA PAMPA,consulta externa,repetidas en menores de 5 anos,2006-08-01,2,1,2,1,3
LLALLAGUA,consulta externa,repetidas en menores de 5 anos,2006-08-01,28,20,28,20,48
LORETO,consulta externa,repetidas en menores de 5 anos,2006-08-01,19,22,19,22,41
LURIBAY,consulta externa,repetidas en menores de 5 anos,2006-08-01,3,1,3,1,4
MACHACAMARCA,consulta externa,repetidas en menores de 5 anos,2006-08-01,1,2,1,2,3
MACHARETI,consulta externa,repetidas en menores de 5 anos,2006-08-01,12,16,12,16,28
MAGDALENA,consulta externa,repetidas en menores de 5 anos,2006-08-01,62,53,62,53,115
MAIRANA,consulta externa,repetidas en menores de 5 anos,2006-08-01,2,0,2,0,2
MALLA,consulta externa,repetidas en menores de 5 anos,2006-08-01,5,5,5,5,10
MAPIRI,consulta externa,repetidas en menores de 5 anos,2006-08-01,2,2,2,2,4
MECAPACA,consulta externa,repetidas en menores de 5 anos,2006-08-01,13,7,13,7,20
MINEROS,consulta externa,repetidas en menores de 5 anos,2006-08-01,8,12,8,12,20
MIZQUE,consulta externa,repetidas en menores de 5 anos,2006-08-01,17,19,17,19,36
MOCOMOCO,consulta externa,repetidas en menores de 5 anos,2006-08-01,10,3,10,3,13
MOJINETE,consulta externa,repetidas en menores de 5 anos,2006-08-01,1,3,1,3,4
MOJOCOYA,consulta externa,repetidas en menores de 5 anos,2006-08-01,12,5,12,5,17
MONTEAGUDO,consulta externa,repetidas en menores de 5 anos,2006-08-01,63,58,63,58,121
MONTERO,consulta externa,repetidas en menores de 5 anos,2006-08-01,507,472,507,472,979
MORO MORO,consulta externa,repetidas en menores de 5 anos,2006-08-01,2,0,2,0,2
MOROCHATA,consulta externa,repetidas en menores de 5 anos,2006-08-01,66,67,66,67,133
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,repetidas en menores de 5 anos,2006-08-01,18,16,18,16,34
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,repetidas en menores de 5 anos,2006-08-01,1,0,1,0,1
