municipality,group,variable,month,Repetidas en personas de 60 años o más -Hombre,Repetidas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
CORO CORO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,4,2,4,2,6
COROICO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,45,57,45,57,102
CORQUE,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,23,5,23,5,28
COTAGAITA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,24,46,24,46,70
COTOCA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,2,0,2,0,2
CUATRO CAÑADAS,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,2,5,2,5,7
CUEVO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,3,3,3,3,6
CULPINA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,1,1,1,2
CURAHUARA DE CARANGAS,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,1,1,1,2
CURVA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,1,1,1,2
DESAGUADERO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,0,2,0,2,2
EL ALTO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,768,815,768,815,1583
EL CHORO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,1,1,1,2
EL PUENTE(STC),consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,0,1,0,1,1
EL PUENTE(TJA),consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,0,1,0,1,1
EL TORNO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,73,429,73,429,502
EL VILLAR,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,2,2,2,2,4
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,22,11,22,11,33
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,7,2,7,2,9
ESCARA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,0,1,0,1
ESMERALDA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,3,2,3,2,5
EUCALIPTUS,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,4,4,4,4,8
EXALTACION,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,0,1,0,1
FERNANDEZ ALONSO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,3,1,3,4
GENERAL SAAVEDRA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,3,7,3,7,10
GUANAY,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,0,2,0,2,2
GUAQUI,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,3,2,3,2,5
GUAYARAMERIN,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,100,105,100,105,205
GUTIERREZ,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,3,4,3,4,7
HUACARETA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,7,21,7,21,28
HUACAYA (VILLA DE HUACAYA),consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,0,1,0,1
HUACHACALLA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,0,1,0,1
HUANUNI,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,88,103,88,103,191
HUARACAJE,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,1,1,1,2
ICLA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,3,1,3,4
INCAHUASI,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,2,1,2,3
INGAVI (HUMAITA),consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,0,1,0,1
INQUISIVI,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,6,1,6,1,7
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,15,10,15,10,25
IXIAMAS,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,8,1,8,1,9
JESUS DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,14,9,14,9,23
LA ASUNTA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,6,3,6,3,9
LA GUARDIA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,6,24,6,24,30
LA PAZ,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,8231,11644,8231,11644,19875
LAGUNILLAS,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,2,0,2,0,2
LAJA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,2,1,2,3
LAS CARRERAS,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,2,4,2,4,6
LLALLAGUA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,65,102,65,102,167
LLICA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,4,7,4,7,11
LORETO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,0,1,0,1
LURIBAY,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,2,4,2,4,6
MACHACAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,33,49,33,49,82
MACHARETI,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,3,0,3,0,3
MAGDALENA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,6,1,6,1,7
MAPIRI,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,1,1,1,2
MECAPACA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,6,2,6,2,8
MIZQUE,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,2,1,2,3
MOCOMOCO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,5,1,5,6
MOJINETE,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,0,1,0,1
MOJOCOYA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,0,5,0,5,5
MONTEAGUDO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,67,66,67,66,133
MONTERO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,535,2569,535,2569,3104
MORO MORO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,3,1,3,4
MOROCHATA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,20,17,20,17,37
OKINAWA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,2,4,2,4,6
OMEREQUE,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,0,3,0,3,3
ORURO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1566,2013,1566,2013,3579
PADCAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,7,13,7,13,20
PADILLA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,19,26,19,26,45
PAILON,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,6,0,6,0,6
PALCA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,4,5,4,5,9
PALOS BLANCOS,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,1,1,1,2
PAMPA GRANDE,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,2,8,2,8,10
PAPEL PAMPA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,2,5,2,5,7
PAZÑA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,9,15,9,15,24
PELECHUCO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,0,1,0,1
POCOATA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,3,1,3,4
POCONA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,2,1,2,3
POOPO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,24,24,24,24,48
PORCO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,3,1,3,4
PORONGO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,0,3,0,3,3
PORTACHUELO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,16,16,16,16,32
PORVENIR,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,3,0,3,0,3
POSTRER VALLE,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,2,4,2,4,6
POTOSI,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,883,1261,883,1261,2144
PUCARA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,14,30,14,30,44
PUCARANI,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,6,5,6,5,11
PUERTO ACOSTA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,29,16,29,16,45
PUERTO CARABUCO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,4,0,4,0,4
PUERTO GONZALO MORENO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,2,2,2,2,4
PUERTO PEREZ,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,12,7,12,7,19
PUERTO QUIJARRO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,3,4,3,4,7
PUERTO RICO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,2,0,2,0,2
PUERTO SILES,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,7,1,7,8
PUERTO SUAREZ,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,8,21,8,21,29
PUERTO VILLARROEL,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,3,1,3,1,4
PUNA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,3,1,3,1,4
PUNATA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,139,154,139,154,293
QUIABAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,2,2,2,2,4
QUILLACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,12,19,12,19,31
QUIME,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,1,1,1,2
RAVELO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,2,1,2,1,3
REYES,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,17,44,17,44,61
RIBERALTA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,14,7,14,7,21
ROBORE,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,29,78,29,78,107
RURRENABAQUE,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,111,73,111,73,184
SABAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,6,1,6,7
SACABA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,77,91,77,91,168
SACABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,2,1,2,1,3
SACACA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,3,1,3,4
SAIPINA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,11,20,11,20,31
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,2,12,2,12,14
SAMAIPATA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,3,4,3,4,7
SAN ANDRES,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,0,2,0,2,2
SAN ANDRES DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,4,7,4,7,11
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,3,1,3,1,4
SAN BENITO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,3,8,3,8,11
SAN BORJA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,73,57,73,57,130
SAN BUENA VENTURA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,2,2,2,2,4
SAN CARLOS,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,35,27,35,27,62
SAN IGNACIO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,45,62,45,62,107
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,34,21,34,21,55
SAN JAVIER(BNI),consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,0,3,0,3,3
SAN JAVIER(STC),consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,2,3,2,3,5
SAN JOAQUIN,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,18,25,18,25,43
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,2,1,2,1,3
SAN JUAN DE YAPACANI,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,40,20,40,20,60
SAN JULIAN,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,5,5,5,5,10
SAN LORENZO(TJA),consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,4,7,4,7,11
SAN LUCAS,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,5,6,5,6,11
SAN MATIAS,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,1,1,1,2
SAN MIGUEL DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,31,55,31,55,86
SAN PABLO DE LIPEZ,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,7,4,7,4,11
SAN PEDRO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,6,9,6,9,15
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,3,3,3,3,6
SAN RAFAEL,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,3,1,3,1,4
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,27,27,27,27,54
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,7,0,7,0,7
SANTA ANA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,73,102,73,102,175
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,3892,5386,3892,5386,9278
SANTA ROSA DEL SARA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,2,1,2,3
SANTIAGO DE CALLAPA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,0,3,0,3,3
SANTIAGO DE HUARI,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,18,31,18,31,49
SANTIAGO DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,2,2,2,2,4
SANTIVAÑES,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,2,1,2,3
SANTUARIO DE QUILLACAS,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,2,1,2,3
SAPAHAQUI,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,0,1,0,1
SICA SICA (VILLA AROMA),consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,1,1,1,2
SIPE SIPE,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,25,26,25,26,51
SOPACHUY,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,2,6,2,6,8
SORATA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,2,1,2,1,3
SUCRE,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1554,2131,1554,2131,3685
TACACHI,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,3,7,3,7,10
TACACOMA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,2,1,2,3
TACOPAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,0,1,0,1,1
TAPACARI,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,0,1,0,1
TARABUCO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,30,21,30,21,51
TARACO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,5,3,5,3,8
TARATA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,3,1,3,4
TARIJA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,280,347,280,347,627
TARVITA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,2,2,2,2,4
TEOPONTE,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,8,4,8,4,12
TIAWANACU,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,0,1,0,1,1
TIPUANI,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,3,3,3,3,6
TIQUIPAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,8,17,8,17,25
TIRAQUE (CBBA),consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,26,13,26,13,39
TOCO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,3,4,3,4,7
TOLEDO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,6,4,6,4,10
TOMINA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,2,1,2,3
TORO TORO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,3,2,3,2,5
TOTORA(CBBA),consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,5,7,5,7,12
TOTORA(ORR),consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,3,1,3,1,4
TRINIDAD,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,228,284,228,284,512
TUPIZA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,45,58,45,58,103
TURCO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,2,1,2,3
UNCIA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,103,106,103,106,209
URIONDO (A. CONCEPCION),consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,17,22,17,22,39
UYUNI,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,28,23,28,23,51
VACAS,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,7,14,7,14,21
VALLEGRANDE,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,193,200,193,200,393
VIACHA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,187,181,187,181,368
VILA VILA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,2,0,2,0,2
VILLA MONTES,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,78,80,78,80,158
VILLA RIVERO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,9,3,9,3,12
VILLA SERRANO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,4,5,4,5,9
VILLA TUNARI,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,40,47,40,47,87
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,3,1,3,4
VILLAZON,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,72,118,72,118,190
VINTO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,18,37,18,37,55
VITICHI,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,8,8,8,8,16
WALDO BALLIVIAN,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,0,1,0,1,1
WARNES,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,1,2,1,2,3
YACO,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,2,0,2,0,2
YACUIBA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,181,343,181,343,524
YAMPARAEZ,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,5,6,5,6,11
YANACACHI,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,0,2,0,2,2
YAPACANI,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,5,5,5,5,10
YOCALLA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,6,6,6,6,12
YOTALA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,5,3,5,3,8
YUNCHARA,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,6,13,6,13,19
ZUDAÑEZ,consulta externa,repetidas en personas de 60 anos o mas,2006-07-01,3,8,3,8,11
ACACIO,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,1,2,1,2,3
ACHACACHI,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,41,56,41,56,97
ACHOCALLA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,0,2,0,2,2
AIQUILE,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,36,55,36,55,91
ALCALA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,2,1,2,1,3
ANCORAIMES,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,5,9,5,9,14
ANDAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,14,19,14,19,33
ANZALDO,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,2,1,2,1,3
APOLO,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,8,8,8,8,16
ARAMPAMPA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,2,1,2,1,3
ARANI,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,1,11,1,11,12
ARBIETO,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,9,4,9,4,13
ARQUE,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,1,0,1,0,1
ASCENCION DE GUARAYOS,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,3,0,3,0,3
ATOCHA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,42,77,42,77,119
AUCAPATA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,4,1,4,1,5
AYATA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,0,2,0,2,2
AYO AYO,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,14,4,14,4,18
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,2,1,2,1,3
AZURDUY,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,1,3,1,3,4
BATALLAS,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,4,5,4,5,9
BAURES,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,3,2,3,2,5
BELEN DE ANDAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,2,4,2,4,6
BELEN DE URMIRI,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,2,0,2,0,2
BELLA FLOR,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,1,1,1,1,2
BERMEJO,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,53,35,53,35,88
BETANZOS,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,61,90,61,90,151
BOLPEBRA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,1,0,1,0,1
BOYUIBE,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,0,2,0,2,2
BUENA VISTA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,29,29,29,29,58
CABEZAS,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,27,92,27,92,119
CAIROMA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,2,3,2,3,5
"CAIZA ""D""",consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,7,4,7,4,11
CAJUATA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,4,1,4,1,5
CALACOTO,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,1,1,1,1,2
CALAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,5,4,5,4,9
CAMARGO,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,19,33,19,33,52
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,5,0,5,0,5
CAMIRI,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,65,134,65,134,199
CAPINOTA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,17,22,17,22,39
CAQUIAVIRI,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,6,2,6,2,8
CARACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,12,6,12,6,18
CARANAVI,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,28,15,28,15,43
CARAPARI,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,1,1,1,1,2
CATACORA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,1,2,1,2,3
CHALLAPATA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,24,17,24,17,41
CHAQUI,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,1,1,1,1,2
CHARAGUA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,6,7,6,7,13
CHAYANTA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,3,10,3,10,13
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,11,9,11,9,20
CHUMA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,14,19,14,19,33
CLIZA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,4,3,4,3,7
COBIJA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,44,49,44,49,93
COCHABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,6202,7119,6202,7119,13321
COLCAPIRHUA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,47,74,47,74,121
"COLCHA ""K""",consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,6,5,6,5,11
COLLANA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,1,1,1,1,2
COLOMI,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,1,1,1,1,2
COLPA BELGICA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,0,1,0,1,1
COLQUECHACA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,7,7,7,7,14
COLQUENCHA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,2,5,2,5,7
COLQUIRI,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,0,1,0,1,1
COMANCHE,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,1,1,1,1,2
COMARAPA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,25,32,25,32,57
COMBAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,2,7,2,7,9
CONCEPCION,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,1,3,1,3,4
COPACABANA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,1,0,1,0,1
CORIPATA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,8,16,8,16,24
CORO CORO,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,3,0,3,0,3
COROICO,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,59,57,59,57,116
CORQUE,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,27,15,27,15,42
COTAGAITA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,16,28,16,28,44
COTOCA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,0,2,0,2,2
CUATRO CAÑADAS,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,3,2,3,2,5
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,0,1,0,1,1
CUEVO,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,1,4,1,4,5
CULPINA,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,0,1,0,1,1
DESAGUADERO,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,1,2,1,2,3
EL ALTO,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,1048,1102,1048,1102,2150
EL PUENTE(TJA),consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,4,1,4,1,5
EL TORNO,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,360,346,360,346,706
EL VILLAR,consulta externa,repetidas en personas de 60 anos o mas,2006-08-01,2,2,2,2,4
