municipality,group,variable,month,Repetidas en personas de 15 a 59 años -Hombre,Repetidas en personas de 15 a 59 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
TARVITA,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,2,17,2,17,19
TEOPONTE,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,4,8,4,8,12
TIAWANACU,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,1,4,1,4,5
TINGUIPAYA,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,2,7,2,7,9
TIPUANI,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,7,6,7,6,13
TIQUIPAYA,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,33,253,33,253,286
TIRAQUE (CBBA),consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,95,148,95,148,243
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,0,7,0,7,7
TOCO,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,6,11,6,11,17
TOLATA,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,1,0,1,0,1
TOLEDO,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,54,31,54,31,85
TOMAVE,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,5,5,5,5,10
TOMINA,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,8,11,8,11,19
TORO TORO,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,5,4,5,4,9
TOTORA(CBBA),consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,8,8,8,8,16
TOTORA(ORR),consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,11,24,11,24,35
TRINIDAD,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,347,748,347,748,1095
TUPIZA,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,160,265,160,265,425
TURCO,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,0,1,0,1,1
UNCIA,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,142,204,142,204,346
URIONDO (A. CONCEPCION),consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,124,212,124,212,336
URUBICHA,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,0,105,0,105,105
UYUNI,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,145,87,145,87,232
VACAS,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,21,42,21,42,63
VALLEGRANDE,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,44,210,44,210,254
VIACHA,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,144,327,144,327,471
VILA VILA,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,0,2,0,2,2
VILLA MONTES,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,73,145,73,145,218
VILLA RIVERO,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,12,66,12,66,78
VILLA SERRANO,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,9,34,9,34,43
VILLA TUNARI,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,54,365,54,365,419
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,4,45,4,45,49
VILLAZON,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,69,217,69,217,286
VINTO,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,34,76,34,76,110
VITICHI,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,7,8,7,8,15
WALDO BALLIVIAN,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,2,2,2,2,4
WARNES,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,5,122,5,122,127
YACO,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,2,0,2,0,2
YACUIBA,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,322,898,322,898,1220
YAMPARAEZ,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,11,21,11,21,32
YANACACHI,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,4,4,4,4,8
YAPACANI,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,8,231,8,231,239
YOCALLA,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,6,27,6,27,33
YOTALA,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,20,46,20,46,66
YUNCHARA,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,17,24,17,24,41
ZUDAÑEZ,consulta externa,repetidas en personas de 15 a 59 anos,2006-07-01,5,11,5,11,16
ACACIO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,6,5,6,5,11
ACHACACHI,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,44,48,44,48,92
ACHOCALLA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,16,1,16,17
AIQUILE,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,49,287,49,287,336
ALCALA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,9,1,9,10
ANCORAIMES,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,15,7,15,7,22
ANDAMARCA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,11,19,11,19,30
ANTEQUERA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,2,1,2,3
ANZALDO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,2,6,2,6,8
APOLO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,13,24,13,24,37
ARAMPAMPA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,7,3,7,3,10
ARANI,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,6,24,6,24,30
ARBIETO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,10,20,10,20,30
ARQUE,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,15,1,15,16
ASCENCION DE GUARAYOS,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,9,16,9,16,25
ATOCHA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,168,306,168,306,474
AUCAPATA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,20,10,20,10,30
AYATA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,2,2,2,2,4
AYO AYO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,10,11,10,11,21
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,2,6,2,6,8
AZURDUY,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,2,21,2,21,23
BATALLAS,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,3,19,3,19,22
BAURES,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,3,9,3,9,12
BELEN DE ANDAMARCA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,3,5,3,5,8
BELEN DE URMIRI,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,2,1,2,3
BERMEJO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,75,144,75,144,219
BETANZOS,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,34,38,34,38,72
BOLIVAR,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,1,1,1,2
BOLPEBRA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,1,1,1,2
BOYUIBE,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,2,0,2,0,2
BUENA VISTA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,47,60,47,60,107
CABEZAS,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,54,119,54,119,173
CAIROMA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,3,3,3,3,6
"CAIZA ""D""",consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,8,21,8,21,29
CAJUATA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,2,3,2,3,5
CALACOTO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,4,2,4,2,6
CALAMARCA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,8,10,8,10,18
CAMARGO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,8,45,8,45,53
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,2,1,2,1,3
CAMIRI,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,76,239,76,239,315
CAPINOTA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,37,60,37,60,97
CAQUIAVIRI,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,4,6,4,6,10
CARACOLLO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,14,14,14,14,28
CARANAVI,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,43,43,43,43,86
CARAPARI,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,2,11,2,11,13
CARIPUYO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,0,1,0,1,1
CARMEN RIVERO TORREZ,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,2,1,2,3
CHALLAPATA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,52,48,52,48,100
CHAQUI,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,0,1,0,1,1
CHARAGUA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,9,27,9,27,36
CHAYANTA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,10,1,10,11
CHIMORE,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,9,1,9,10
CHOQUE COTA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,38,17,38,17,55
CHUMA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,15,8,15,8,23
CLIZA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,47,33,47,33,80
COBIJA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,112,342,112,342,454
COCHABAMBA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,7843,19649,7843,19649,27492
COLCAPIRHUA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,114,338,114,338,452
"COLCHA ""K""",consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,14,13,14,13,27
COLLANA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,8,1,8,9
COLOMI,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,9,16,9,16,25
COLPA BELGICA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,16,1,16,17
COLQUECHACA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,12,18,12,18,30
COLQUENCHA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,12,1,12,13
COLQUIRI,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,5,18,5,18,23
COMARAPA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,49,69,49,69,118
COMBAYA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,0,1,0,1
CONCEPCION,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,4,11,4,11,15
COPACABANA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,1,1,1,2
CORIPATA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,4,14,4,14,18
CORO CORO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,6,6,6,6,12
COROICO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,58,141,58,141,199
CORQUE,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,16,27,16,27,43
COTAGAITA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,23,65,23,65,88
COTOCA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,11,18,11,18,29
CUATRO CAÑADAS,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,19,28,19,28,47
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,3,9,3,9,12
CUEVO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,3,4,3,4,7
CULPINA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,3,6,3,6,9
CURAHUARA DE CARANGAS,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,0,2,0,2,2
DESAGUADERO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,2,7,2,7,9
EL ALTO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,2674,5515,2674,5515,8189
EL CHORO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,4,5,4,5,9
EL PUENTE(STC),consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,0,5,0,5,5
EL PUENTE(TJA),consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,3,1,3,4
EL TORNO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,149,217,149,217,366
EL VILLAR,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,5,9,5,9,14
ENTRE RIOS,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,13,20,13,20,33
ENTRE RIOS,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,57,83,57,83,140
ESMERALDA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,0,6,0,6,6
EUCALIPTUS,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,3,5,3,5,8
EXALTACION,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,2,1,2,1,3
FERNANDEZ ALONSO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,14,33,14,33,47
FILADELFIA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,13,28,13,28,41
GENERAL SAAVEDRA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,19,26,19,26,45
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,2,2,2,2,4
GUANAY,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,5,7,5,7,12
GUAQUI,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,4,9,4,9,13
GUAYARAMERIN,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,140,242,140,242,382
GUTIERREZ,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,12,12,12,12,24
HUACARETA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,8,58,8,58,66
HUACAYA (VILLA DE HUACAYA),consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,0,1,0,1,1
HUACHACALLA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,14,8,14,8,22
HUANUNI,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,242,248,242,248,490
HUARACAJE,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,5,20,5,20,25
HUAYLLAMARCA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,2,2,2,2,4
ICHOCA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,2,3,2,3,5
ICLA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,4,6,4,6,10
INCAHUASI,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,4,11,4,11,15
INGAVI (HUMAITA),consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,8,3,8,3,11
INQUISIVI,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,4,3,4,3,7
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,31,25,31,25,56
IXIAMAS,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,7,7,7,7,14
JESUS DE MACHACA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,5,14,5,14,19
LA ASUNTA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,2,4,2,4,6
LA GUARDIA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,14,130,14,130,144
LA PAZ,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,14110,31885,14110,31885,45995
LA RIVERA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,0,1,0,1,1
LAGUNILLAS,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,3,1,3,4
LAJA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,11,16,11,16,27
LAS CARRERAS,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,6,12,6,12,18
LICOMA PAMPA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,3,2,3,2,5
LLALLAGUA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,120,266,120,266,386
LLICA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,6,4,6,4,10
LORETO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,9,4,9,4,13
LURIBAY,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,18,18,18,18,36
MACHACAMARCA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,9,17,9,17,26
MACHARETI,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,9,34,9,34,43
MAGDALENA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,32,94,32,94,126
MAIRANA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,4,1,4,1,5
MALLA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,3,9,3,9,12
MECAPACA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,18,18,18,18,36
MINEROS,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,10,59,10,59,69
MIZQUE,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,8,11,8,11,19
MOCOMOCO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,10,15,10,15,25
MOJINETE,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,0,5,0,5,5
MOJOCOYA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,13,24,13,24,37
MONTEAGUDO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,89,323,89,323,412
MONTERO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,895,1633,895,1633,2528
MORO MORO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,1,1,1,2
MOROCHATA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,21,59,21,59,80
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,134,122,134,122,256
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,4,1,4,5
OCURI,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,8,5,8,5,13
OKINAWA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,40,1,40,41
OMEREQUE,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,4,2,4,2,6
ORURO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,2035,5575,2035,5575,7610
PADCAYA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,3,10,3,10,13
PADILLA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,11,99,11,99,110
PAILON,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,6,2,6,2,8
PALCA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,5,5,5,5,10
PALOS BLANCOS,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,41,30,41,30,71
PAMPA AULLAGAS,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,0,2,0,2,2
PAMPA GRANDE,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,11,15,11,15,26
PAPEL PAMPA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,4,3,4,3,7
PASORAPA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,0,1,0,1,1
PATACAMAYA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,12,1,12,13
PAZÑA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,11,27,11,27,38
PELECHUCO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,2,2,2,2,4
POCOATA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,4,4,4,4,8
POCONA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,3,5,3,5,8
POJO (CBBA),consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,4,4,4,4,8
POOPO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,10,11,10,11,21
PORCO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,6,1,6,7
POROMA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,3,9,3,9,12
PORONGO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,7,24,7,24,31
PORTACHUELO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,18,42,18,42,60
PORVENIR,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,8,7,8,7,15
POSTRER VALLE,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,3,4,3,4,7
POTOSI,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,5482,3785,5482,3785,9267
PRESTO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,1,1,1,2
PUCARA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,2,4,2,4,6
PUCARANI,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,20,14,20,14,34
PUERTO ACOSTA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,18,31,18,31,49
PUERTO CARABUCO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,7,11,7,11,18
PUERTO GONZALO MORENO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,14,1,14,15
PUERTO PEREZ,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,4,7,4,7,11
PUERTO QUIJARRO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,52,45,52,45,97
PUERTO RICO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,6,3,6,3,9
PUERTO SUAREZ,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,28,88,28,88,116
PUERTO VILLARROEL,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,18,40,18,40,58
PUNA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,13,17,13,17,30
PUNATA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,90,251,90,251,341
QUIABAYA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,0,1,0,1
QUILLACOLLO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,64,291,64,291,355
QUIME,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,2,1,2,1,3
RAVELO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,0,2,0,2,2
REYES,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,27,24,27,24,51
RIBERALTA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,22,432,22,432,454
ROBORE,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,105,162,105,162,267
RURRENABAQUE,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,41,137,41,137,178
SABAYA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,4,3,4,3,7
SACABA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,114,554,114,554,668
SACABAMBA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,4,6,4,6,10
SACACA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,5,0,5,0,5
SAIPINA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,0,3,0,3,3
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,4,11,4,11,15
SAMAIPATA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,2,5,2,5,7
SAN AGUSTIN,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,4,1,4,1,5
SAN ANDRES,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,4,7,4,7,11
SAN ANDRES DE MACHACA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,11,1,11,12
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,1,1,1,2
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,5,9,5,9,14
SAN BENITO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,33,43,33,43,76
SAN BORJA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,51,132,51,132,183
SAN BUENA VENTURA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,19,75,19,75,94
SAN CARLOS,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,22,193,22,193,215
SAN IGNACIO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,53,157,53,157,210
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,89,176,89,176,265
SAN JAVIER(BNI),consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,0,6,0,6,6
SAN JAVIER(STC),consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,3,34,3,34,37
SAN JOAQUIN,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,5,11,5,11,16
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,9,14,9,14,23
SAN JUAN DE YAPACANI,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,203,154,203,154,357
SAN JULIAN,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,34,145,34,145,179
SAN LORENZO(PND),consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,0,2,0,2,2
SAN LORENZO(TJA),consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,11,38,11,38,49
SAN LUCAS,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,23,37,23,37,60
SAN MATIAS,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,2,43,2,43,45
SAN MIGUEL DE VELASCO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,12,82,12,82,94
SAN PABLO DE LIPEZ,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,6,13,6,13,19
SAN PEDRO,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,20,27,20,27,47
SAN PEDRO DE BUENA VISTA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,1,1,1,1,2
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,3,1,3,1,4
SAN PEDRO DE TIQUINA,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,12,7,12,7,19
SAN PEDRO(PND),consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,0,1,0,1,1
SAN RAFAEL,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,3,3,3,3,6
SAN RAMON,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,5,26,5,26,31
SAN RAMON,consulta externa,repetidas en personas de 15 a 59 anos,2006-08-01,20,125,20,125,145
