municipality,group,variable,month,Nuevas en personas de 5 a 14 años -Hombre,Nuevas en personas de 5 a 14 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
ACACIO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,48,44,48,44,92
ACHACACHI,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,78,74,78,74,152
ACHOCALLA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,6,20,6,20,26
AIQUILE,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,72,93,72,93,165
ALALAY,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,5,2,5,2,7
ALCALA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,43,46,43,46,89
ANCORAIMES,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,15,15,15,15,30
ANDAMARCA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,13,16,13,16,29
ANTEQUERA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,11,18,11,18,29
ANZALDO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,19,17,19,17,36
APOLO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,36,48,36,48,84
ARAMPAMPA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,9,8,9,8,17
ARANI,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,18,13,18,13,31
ARBIETO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,10,11,10,11,21
ARQUE,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,30,16,30,16,46
ASCENCION DE GUARAYOS,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,98,100,98,100,198
ATOCHA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,147,170,147,170,317
AUCAPATA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,43,21,43,21,64
AYATA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,24,31,24,31,55
AYO AYO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,16,13,16,13,29
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,46,42,46,42,88
AZURDUY,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,71,86,71,86,157
BATALLAS,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,34,28,34,28,62
BAURES,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,30,33,30,33,63
BELEN DE ANDAMARCA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,8,5,8,5,13
BELEN DE URMIRI,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,9,9,9,9,18
BELLA FLOR,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,63,87,63,87,150
BERMEJO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,324,227,324,227,551
BETANZOS,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,131,130,131,130,261
BOLIVAR,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,42,31,42,31,73
BOLPEBRA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,11,12,11,12,23
BOYUIBE,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,154,167,154,167,321
BUENA VISTA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,68,55,68,55,123
CABEZAS,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,165,159,165,159,324
CAIROMA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,42,34,42,34,76
"CAIZA ""D""",consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,64,59,64,59,123
CAJUATA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,37,40,37,40,77
CALACOTO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,45,39,45,39,84
CALAMARCA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,16,17,16,17,33
CAMARGO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,166,212,166,212,378
CAMATAQUI (C. VILLA ABECIA),consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,23,20,23,20,43
CAMIRI,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,638,660,638,660,1298
CAPINOTA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,80,74,80,74,154
CAQUIAVIRI,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,17,21,17,21,38
CARACOLLO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,55,78,55,78,133
CARANAVI,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,294,284,294,284,578
CARAPARI,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,75,87,75,87,162
CARIPUYO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,12,11,12,11,23
CARMEN RIVERO TORREZ,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,8,4,8,4,12
CATACORA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,4,6,4,6,10
CHACARILLA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,3,2,3,2,5
CHALLAPATA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,103,101,103,101,204
CHAQUI,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,21,34,21,34,55
CHARAGUA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,87,108,87,108,195
CHARAÑA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,6,8,6,8,14
CHAYANTA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,47,45,47,45,92
CHIMORE,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,72,73,72,73,145
CHIPAYA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,12,8,12,8,20
CHOQUE COTA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,28,32,28,32,60
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,48,52,48,52,100
CHUMA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,94,82,94,82,176
CLIZA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,65,62,65,62,127
COBIJA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,344,358,344,358,702
COCHABAMBA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,3879,4111,3879,4111,7990
COIPASA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,1,4,1,4,5
COLCAPIRHUA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,225,207,225,207,432
"COLCHA ""K""",consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,50,45,50,45,95
COLLANA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,3,1,3,1,4
COLOMI,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,24,31,24,31,55
COLPA BELGICA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,41,37,41,37,78
COLQUECHACA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,87,88,87,88,175
COLQUENCHA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,22,26,22,26,48
COLQUIRI,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,67,45,67,45,112
COMANCHE,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,7,5,7,5,12
COMARAPA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,108,119,108,119,227
COMBAYA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,7,3,7,3,10
CONCEPCION,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,36,32,36,32,68
COPACABANA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,36,29,36,29,65
CORIPATA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,49,36,49,36,85
CORO CORO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,23,30,23,30,53
COROICO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,87,109,87,109,196
CORQUE,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,33,28,33,28,61
COTAGAITA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,238,232,238,232,470
COTOCA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,70,77,70,77,147
CUATRO CAÑADAS,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,112,121,112,121,233
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,4,3,4,3,7
CUEVO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,38,36,38,36,74
CULPINA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,121,151,121,151,272
CURAHUARA DE CARANGAS,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,26,26,26,26,52
CURVA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,4,3,4,3,7
DESAGUADERO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,10,13,10,13,23
EL ALTO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,4785,5673,4785,5673,10458
EL CHORO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,9,6,9,6,15
EL PUENTE(STC),consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,87,68,87,68,155
EL PUENTE(TJA),consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,91,121,91,121,212
EL TORNO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,210,240,210,240,450
EL VILLAR,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,43,54,43,54,97
ENTRE RIOS,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,191,210,191,210,401
ENTRE RIOS,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,98,92,98,92,190
ESCARA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,2,0,2,0,2
ESMERALDA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,0,2,0,2,2
EUCALIPTUS,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,15,20,15,20,35
EUREKA (SANTOS MERCADO),consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,4,4,4,4,8
EXALTACION,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,9,11,9,11,20
FERNANDEZ ALONSO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,53,68,53,68,121
FILADELFIA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,50,58,50,58,108
GENERAL SAAVEDRA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,67,85,67,85,152
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,22,28,22,28,50
GUANAY,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,55,77,55,77,132
GUAQUI,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,12,14,12,14,26
GUAYARAMERIN,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,304,345,304,345,649
GUTIERREZ,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,115,80,115,80,195
HUACARETA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,75,62,75,62,137
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,21,23,21,23,44
HUACHACALLA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,3,9,3,9,12
HUANUNI,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,144,150,144,150,294
HUARACAJE,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,9,7,9,7,16
HUAYLLAMARCA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,17,20,17,20,37
ICHOCA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,11,8,11,8,19
ICLA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,82,87,82,87,169
INCAHUASI,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,69,76,69,76,145
INGAVI (HUMAITA),consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,10,11,10,11,21
INQUISIVI,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,48,56,48,56,104
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,84,50,84,50,134
IXIAMAS,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,101,90,101,90,191
JESUS DE MACHACA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,28,27,28,27,55
LA ASUNTA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,59,69,59,69,128
LA GUARDIA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,225,227,225,227,452
LA PAZ,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,6434,6417,6434,6417,12851
LA RIVERA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,1,3,1,3,4
LAGUNILLAS,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,79,74,79,74,153
LAJA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,27,23,27,23,50
LAS CARRERAS,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,33,24,33,24,57
LICOMA PAMPA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,18,23,18,23,41
LLALLAGUA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,187,185,187,185,372
LLICA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,16,18,16,18,34
LORETO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,21,18,21,18,39
LURIBAY,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,43,33,43,33,76
MACHACAMARCA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,19,22,19,22,41
MACHARETI,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,50,67,50,67,117
MAGDALENA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,74,80,74,80,154
MAIRANA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,42,44,42,44,86
MALLA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,37,31,37,31,68
MAPIRI,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,43,50,43,50,93
MECAPACA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,86,49,86,49,135
MINEROS,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,45,29,45,29,74
MIZQUE,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,41,51,41,51,92
MOCOMOCO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,41,58,41,58,99
MOJINETE,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,10,14,10,14,24
MOJOCOYA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,60,62,60,62,122
MONTEAGUDO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,401,459,401,459,860
MONTERO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,921,868,921,868,1789
MORO MORO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,8,13,8,13,21
MOROCHATA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,35,33,35,33,68
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,11,6,11,6,17
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,4,7,4,7,11
OCURI,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,47,51,47,51,98
OKINAWA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,164,186,164,186,350
OMEREQUE,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,35,26,35,26,61
ORURO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,2210,2297,2210,2297,4507
PADCAYA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,274,203,274,203,477
PADILLA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,103,89,103,89,192
PAILON,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,10,34,10,34,44
PALCA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,30,15,30,15,45
PALOS BLANCOS,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,109,86,109,86,195
PAMPA AULLAGAS,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,11,5,11,5,16
PAMPA GRANDE,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,34,43,34,43,77
PAPEL PAMPA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,58,9,58,9,67
PASORAPA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,9,3,9,3,12
PATACAMAYA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,24,23,24,23,47
PAZÑA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,22,26,22,26,48
PELECHUCO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,25,32,25,32,57
POCOATA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,58,54,58,54,112
POCONA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,37,31,37,31,68
POJO (CBBA),consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,21,20,21,20,41
POOPO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,17,13,17,13,30
PORCO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,24,26,24,26,50
POROMA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,111,97,111,97,208
PORONGO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,134,103,134,103,237
PORTACHUELO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,108,123,108,123,231
PORVENIR,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,40,57,40,57,97
POSTRER VALLE,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,12,9,12,9,21
POTOSI,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,2228,1281,2228,1281,3509
PRESTO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,31,35,31,35,66
PUCARA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,14,21,14,21,35
PUCARANI,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,39,21,39,21,60
PUERTO ACOSTA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,73,81,73,81,154
PUERTO CARABUCO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,195,171,195,171,366
PUERTO GONZALO MORENO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,57,64,57,64,121
PUERTO PEREZ,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,17,23,17,23,40
PUERTO QUIJARRO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,144,171,144,171,315
PUERTO RICO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,52,56,52,56,108
PUERTO SILES,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,18,17,18,17,35
PUERTO SUAREZ,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,96,108,96,108,204
PUERTO VILLARROEL,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,217,176,217,176,393
PUNA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,98,121,98,121,219
PUNATA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,106,82,106,82,188
QUIABAYA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,6,12,6,12,18
QUILLACOLLO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,143,130,143,130,273
QUIME,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,40,42,40,42,82
QUIRUSILLAS,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,3,4,3,4,7
RAVELO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,52,44,52,44,96
REYES,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,66,57,66,57,123
RIBERALTA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,552,563,552,563,1115
ROBORE,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,207,187,207,187,394
RURRENABAQUE,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,67,62,67,62,129
SABAYA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,15,9,15,9,24
SACABA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,133,135,133,135,268
SACABAMBA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,11,6,11,6,17
SACACA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,75,98,75,98,173
SAIPINA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,52,49,52,49,101
SALINAS DE GARCI MENDOZA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,65,73,65,73,138
SAMAIPATA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,21,30,21,30,51
SAN AGUSTIN,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,7,7,7,7,14
SAN ANDRES,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,88,94,88,94,182
SAN ANDRES DE MACHACA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,23,26,23,26,49
SAN ANTONIO DE ESMORUCO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,10,9,10,9,19
SAN ANTONIO DE LOMERIO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,14,15,14,15,29
SAN BENITO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,34,21,34,21,55
SAN BORJA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,137,112,137,112,249
SAN BUENA VENTURA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,44,50,44,50,94
SAN CARLOS,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,202,220,202,220,422
SAN IGNACIO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,178,213,178,213,391
SAN IGNACIO DE VELASCO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,258,291,258,291,549
SAN JAVIER(BNI),consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,30,33,30,33,63
SAN JAVIER(STC),consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,26,32,26,32,58
SAN JOAQUIN,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,33,31,33,31,64
SAN JOSE DE CHIQUITOS,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,69,64,69,64,133
SAN JUAN DE YAPACANI,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,79,98,79,98,177
SAN JULIAN,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,325,369,325,369,694
SAN LORENZO(PND),consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,81,75,81,75,156
SAN LORENZO(TJA),consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,220,276,220,276,496
SAN LUCAS,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,134,162,134,162,296
SAN MATIAS,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,61,51,61,51,112
SAN MIGUEL DE VELASCO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,37,41,37,41,78
SAN PABLO DE LIPEZ,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,19,32,19,32,51
SAN PEDRO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,123,105,123,105,228
SAN PEDRO DE BUENA VISTA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,40,52,40,52,92
SAN PEDRO DE CURAHUARA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,34,32,34,32,66
SAN PEDRO DE QUEMES,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,1,1,1,1,2
SAN PEDRO DE TIQUINA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,15,13,15,13,28
SAN PEDRO(PND),consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,3,4,3,4,7
SAN RAFAEL,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,19,14,19,14,33
SAN RAMON,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,52,46,52,46,98
SAN RAMON,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,38,39,38,39,77
SANTA ANA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,46,41,46,41,87
SANTA CRUZ DE LA SIERRA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,7748,8378,7748,8378,16126
SANTA ROSA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,24,20,24,20,44
SANTA ROSA DEL SARA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,89,116,89,116,205
SANTIAGO DE CALLAPA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,14,11,14,11,25
SANTIAGO DE HUARI,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,17,11,17,11,28
SANTIAGO DE MACHACA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,4,1,4,1,5
SANTIVAÑES,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,20,15,20,15,35
SANTUARIO DE QUILLACAS,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,15,8,15,8,23
SAPAHAQUI,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,55,47,55,47,102
SENA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,56,51,56,51,107
SICA SICA (VILLA AROMA),consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,27,18,27,18,45
SICAYA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,2,2,2,2,4
SIPE SIPE,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,40,44,40,44,84
SOPACHUY,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,65,58,65,58,123
SORACACHI,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,50,37,50,37,87
SORATA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,69,51,69,51,120
SUCRE,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,2477,2513,2477,2513,4990
TACACHI,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,2,6,2,6,8
TACACOMA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,8,14,8,14,22
TACOBAMBA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,18,21,18,21,39
TACOPAYA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,55,25,55,25,80
TAHUA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,0,4,0,4,4
TAPACARI,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,84,66,84,66,150
TARABUCO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,109,105,109,105,214
TARACO,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,6,3,6,3,9
TARATA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,26,28,26,28,54
TARIJA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,1003,917,1003,917,1920
TARVITA,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,128,147,128,147,275
TEOPONTE,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,97,87,97,87,184
TIAWANACU,consulta externa,nuevas en personas de 5 a 14 anos,2006-07-01,43,45,43,45,88
