municipality,group,variable,month,Repetidas en personas de 5 a 14 años -Hombre,Repetidas en personas de 5 a 14 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
SANTIAGO DE HUARI,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,11,10,11,10,21
SANTIAGO DE MACHACA,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,0,1,0,1,1
SANTIVAÑES,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,1,0,1,0,1
SAPAHAQUI,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,1,0,1,0,1
SICA SICA (VILLA AROMA),consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,2,1,2,1,3
SIPE SIPE,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,4,14,4,14,18
SOPACHUY,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,16,4,16,4,20
SORACACHI,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,0,1,0,1,1
SUCRE,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,823,894,823,894,1717
TACACHI,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,1,1,1,1,2
TACOPAYA,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,5,10,5,10,15
TAPACARI,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,3,3,3,3,6
TARABUCO,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,10,15,10,15,25
TARATA,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,9,23,9,23,32
TARIJA,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,452,424,452,424,876
TARVITA,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,2,1,2,1,3
TEOPONTE,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,1,1,1,1,2
TIAWANACU,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,5,1,5,1,6
TIPUANI,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,1,1,1,1,2
TIQUIPAYA,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,25,24,25,24,49
TIRAQUE (CBBA),consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,11,26,11,26,37
TOLATA,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,1,4,1,4,5
TOLEDO,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,3,2,3,2,5
TOMAVE,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,1,2,1,2,3
TOMINA,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,5,2,5,2,7
TORO TORO,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,2,0,2,0,2
TOTORA(CBBA),consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,3,4,3,4,7
TOTORA(ORR),consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,2,1,2,1,3
TRINIDAD,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,362,317,362,317,679
TUPIZA,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,85,92,85,92,177
UNCIA,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,17,31,17,31,48
URIONDO (A. CONCEPCION),consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,16,24,16,24,40
UYUNI,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,6,9,6,9,15
VACAS,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,5,5,5,5,10
VALLEGRANDE,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,15,9,15,9,24
VIACHA,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,33,41,33,41,74
VILLA MONTES,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,6,10,6,10,16
VILLA NUEVA (LOMA ALTA),consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,28,28,28,28,56
VILLA RIVERO,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,0,3,0,3,3
VILLA SERRANO,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,1,4,1,4,5
VILLA TUNARI,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,12,7,12,7,19
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,2,1,2,1,3
VILLAZON,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,14,16,14,16,30
VINTO,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,7,6,7,6,13
VITICHI,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,1,6,1,6,7
WARNES,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,22,17,22,17,39
YACO,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,0,1,0,1,1
YACUIBA,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,66,135,66,135,201
YAMPARAEZ,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,3,8,3,8,11
YAPACANI,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,5,4,5,4,9
YOCALLA,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,0,3,0,3,3
YOTALA,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,3,7,3,7,10
YUNCHARA,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,74,94,74,94,168
ZUDAÑEZ,consulta externa,repetidas en personas de 5 a 14 anos,2006-06-01,6,1,6,1,7
ACHACACHI,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,8,3,8,3,11
AIQUILE,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,72,94,72,94,166
ANCORAIMES,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,9,1,9,10
ANTEQUERA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,4,5,4,5,9
ANZALDO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,1,0,1,1
APOLO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,3,3,3,3,6
ARANI,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,4,2,4,2,6
ARBIETO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,4,7,4,7,11
ARQUE,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,0,1,0,1
ASCENCION DE GUARAYOS,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,6,6,6,6,12
ATOCHA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,28,34,28,34,62
AUCAPATA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,3,4,3,4,7
AYATA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,2,3,2,3,5
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,0,1,0,1
BATALLAS,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,2,7,2,7,9
BAURES,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,2,4,2,4,6
BERMEJO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,24,23,24,23,47
BETANZOS,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,2,8,2,8,10
BOLIVAR,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,1,0,1,1
BUENA VISTA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,9,13,9,13,22
CABEZAS,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,2,1,2,1,3
CAIROMA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,22,17,22,17,39
"CAIZA ""D""",consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,2,1,2,1,3
CALACOTO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,2,0,2,2
CAMARGO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,1,1,1,2
CAMIRI,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,54,60,54,60,114
CAPINOTA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,8,9,8,9,17
CARACOLLO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,4,8,4,8,12
CARANAVI,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,16,10,16,10,26
CARAPARI,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,3,2,3,2,5
CARIPUYO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,6,0,6,0,6
CARMEN RIVERO TORREZ,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,0,1,0,1
CHALLAPATA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,3,7,3,7,10
CHAQUI,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,1,0,1,1
CHARAGUA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,8,7,8,7,15
CHAYANTA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,1,1,1,2
CHIMORE,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,6,4,6,4,10
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,11,7,11,7,18
CLIZA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,69,104,69,104,173
COBIJA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,29,30,29,30,59
COCHABAMBA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,2154,2014,2154,2014,4168
COLCAPIRHUA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,34,40,34,40,74
"COLCHA ""K""",consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,3,2,3,2,5
COLOMI,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,25,40,25,40,65
COLPA BELGICA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,11,4,11,4,15
COLQUENCHA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,2,0,2,2
COLQUIRI,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,13,6,13,6,19
COMARAPA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,6,7,6,7,13
CORIPATA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,5,1,5,1,6
CORO CORO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,0,1,0,1
COROICO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,3,5,3,5,8
CORQUE,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,2,5,2,5,7
COTAGAITA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,23,13,23,13,36
COTOCA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,6,3,6,3,9
CUATRO CAÑADAS,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,11,9,11,9,20
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,0,1,0,1
CUEVO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,2,1,2,1,3
CULPINA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,1,1,1,2
EL ALTO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1801,1861,1801,1861,3662
EL PUENTE(TJA),consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,2,1,2,3
EL TORNO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,60,81,60,81,141
ENTRE RIOS,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,3,14,3,14,17
ENTRE RIOS,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,4,1,4,1,5
ESMERALDA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,1,0,1,1
EUCALIPTUS,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,2,1,2,1,3
EXALTACION,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,1,1,1,2
FERNANDEZ ALONSO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,4,6,4,6,10
GENERAL SAAVEDRA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,5,6,5,6,11
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,0,1,0,1
GUANAY,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,2,7,2,7,9
GUAQUI,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,1,0,1,1
GUAYARAMERIN,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,51,46,51,46,97
GUTIERREZ,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,5,5,5,5,10
HUACARETA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,7,0,7,0,7
HUANUNI,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,292,301,292,301,593
HUARACAJE,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,2,0,2,2
HUAYLLAMARCA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,0,1,0,1
ICLA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,2,1,2,1,3
INGAVI (HUMAITA),consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,7,2,7,2,9
INQUISIVI,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,3,0,3,3
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,1,1,1,2
IXIAMAS,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,3,1,3,1,4
JESUS DE MACHACA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,1,0,1,1
LA ASUNTA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,1,1,1,2
LA GUARDIA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,9,14,9,14,23
LA PAZ,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,2874,2797,2874,2797,5671
LAJA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,3,0,3,0,3
LLALLAGUA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,7,15,7,15,22
LLICA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,0,1,0,1
LORETO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,2,1,2,1,3
LURIBAY,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,3,0,3,0,3
MACHACAMARCA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,4,6,4,6,10
MACHARETI,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,5,1,5,6
MAGDALENA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,15,16,15,16,31
MALLA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,1,0,1,1
MAPIRI,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,0,1,0,1
MECAPACA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,5,2,5,2,7
MINEROS,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,1,1,1,2
MIZQUE,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,5,2,5,2,7
MOCOMOCO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,3,0,3,0,3
MOJINETE,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,0,1,0,1
MOJOCOYA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,3,1,3,1,4
MONTEAGUDO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,24,39,24,39,63
MONTERO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,214,213,214,213,427
MORO MORO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,2,0,2,2
MOROCHATA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,21,11,21,11,32
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,20,33,20,33,53
OKINAWA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,3,3,3,3,6
OMEREQUE,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,2,1,2,1,3
ORURO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,431,500,431,500,931
PADCAYA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,2,3,2,3,5
PADILLA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,0,1,0,1
PAILON,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,0,1,0,1
PALCA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,5,0,5,0,5
PALOS BLANCOS,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,2,0,2,2
PAMPA GRANDE,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,2,0,2,0,2
PAPEL PAMPA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,1,0,1,1
PATACAMAYA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,2,1,2,1,3
POCOATA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,1,1,1,2
POCONA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,4,2,4,2,6
POOPO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,3,1,3,1,4
POROMA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,0,1,0,1
PORONGO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,6,3,6,3,9
PORTACHUELO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,11,15,11,15,26
PORVENIR,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,0,1,0,1
POTOSI,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,366,383,366,383,749
PUCARA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,4,8,4,8,12
PUCARANI,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,1,0,1,1
PUERTO ACOSTA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,2,0,2,0,2
PUERTO CARABUCO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,2,0,2,0,2
PUERTO GONZALO MORENO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,16,9,16,9,25
PUERTO QUIJARRO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,3,6,3,6,9
PUERTO SUAREZ,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,12,11,12,11,23
PUERTO VILLARROEL,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,28,26,28,26,54
PUNA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,2,0,2,0,2
PUNATA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,41,30,41,30,71
QUILLACOLLO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,25,36,25,36,61
QUIME,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,3,5,3,5,8
RAVELO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,1,0,1,1
REYES,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,6,7,6,7,13
RIBERALTA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,26,20,26,20,46
ROBORE,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,14,8,14,8,22
RURRENABAQUE,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,10,9,10,9,19
SACABA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,60,46,60,46,106
SACABAMBA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,5,2,5,2,7
SACACA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,1,0,1,1
SAIPINA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,4,3,4,3,7
SAMAIPATA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,2,1,2,1,3
SAN ANDRES,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,3,2,3,2,5
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,3,2,3,2,5
SAN BENITO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,5,2,5,2,7
SAN BORJA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,19,9,19,9,28
SAN BUENA VENTURA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,2,0,2,2
SAN CARLOS,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,5,2,5,2,7
SAN IGNACIO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,5,7,5,7,12
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,14,22,14,22,36
SAN JAVIER(BNI),consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,0,1,0,1
SAN JAVIER(STC),consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,4,1,4,5
SAN JOAQUIN,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,5,11,5,11,16
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,0,1,0,1
SAN JUAN DE YAPACANI,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,22,44,22,44,66
SAN JULIAN,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,12,12,12,12,24
SAN LORENZO(TJA),consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,5,6,5,6,11
SAN LUCAS,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,3,2,3,2,5
SAN MATIAS,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,3,3,3,3,6
SAN PABLO DE LIPEZ,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,1,1,1,2
SAN PEDRO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,5,5,5,5,10
SAN PEDRO DE BUENA VISTA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,11,12,11,12,23
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,2,1,2,3
SAN PEDRO DE TIQUINA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,0,1,0,1
SAN RAMON,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,5,7,5,7,12
SAN RAMON,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,8,10,8,10,18
SANTA ANA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,15,12,15,12,27
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,2299,2951,2299,2951,5250
SANTA ROSA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,2,1,2,3
SANTA ROSA DEL SARA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,3,0,3,3
SANTIAGO DE HUARI,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,4,3,4,3,7
SANTIVAÑES,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,1,0,1,1
SICA SICA (VILLA AROMA),consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,2,0,2,2
SICAYA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,0,1,0,1
SIPE SIPE,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,5,20,5,20,25
SOPACHUY,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,8,17,8,17,25
SORACACHI,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,2,2,2,2,4
SORATA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,0,1,0,1
SUCRE,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,869,1024,869,1024,1893
TACACOMA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,0,1,0,1
TACOPAYA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,2,0,2,0,2
TAPACARI,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,5,2,5,2,7
TARABUCO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,6,6,6,6,12
TARATA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,11,11,11,11,22
TARIJA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,312,260,312,260,572
TARVITA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,2,1,2,3
TEOPONTE,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,3,2,3,2,5
TIPUANI,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,1,0,1,1
TIQUIPAYA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,25,22,25,22,47
TIRAQUE (CBBA),consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,17,15,17,15,32
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,1,0,1,1
TOCO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,2,3,2,3,5
TOLEDO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,11,17,11,17,28
TOMAVE,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,1,0,1,1
TOMINA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,3,1,3,4
TORO TORO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,0,1,0,1
TOTORA(CBBA),consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,2,4,2,4,6
TOTORA(ORR),consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,4,7,4,7,11
TRINIDAD,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,157,235,157,235,392
TUPIZA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,66,100,66,100,166
TURCO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,1,0,1,1
UNCIA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,44,54,44,54,98
URIONDO (A. CONCEPCION),consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,107,122,107,122,229
UYUNI,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,1,2,1,2,3
VACAS,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,6,4,6,4,10
VALLEGRANDE,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,14,9,14,9,23
VIACHA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,45,45,45,45,90
VILLA MONTES,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,14,18,14,18,32
VILLA RIVERO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,1,0,1,1
VILLA SERRANO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,4,3,4,3,7
VILLA TUNARI,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,4,14,4,14,18
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,1,0,1,1
VILLAZON,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,21,19,21,19,40
VINTO,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,6,8,6,8,14
VITICHI,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,0,1,0,1,1
WARNES,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,31,24,31,24,55
YACUIBA,consulta externa,repetidas en personas de 5 a 14 anos,2006-07-01,109,82,109,82,191
