municipality,group,variable,month,Nuevas en personas de 15 a 59 años -Hombre,Nuevas en personas de 15 a 59 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
SAN BUENA VENTURA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,71,127,71,127,198
SAN CARLOS,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,295,1027,295,1027,1322
SAN IGNACIO,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,301,543,301,543,844
SAN IGNACIO DE VELASCO,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,644,1386,644,1386,2030
SAN JAVIER(BNI),consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,20,28,20,28,48
SAN JAVIER(STC),consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,92,192,92,192,284
SAN JOAQUIN,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,130,277,130,277,407
SAN JOSE DE CHIQUITOS,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,180,355,180,355,535
SAN JUAN DE YAPACANI,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,150,187,150,187,337
SAN JULIAN,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,620,932,620,932,1552
SAN LORENZO(PND),consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,61,146,61,146,207
SAN LORENZO(TJA),consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,325,742,325,742,1067
SAN LUCAS,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,545,1159,545,1159,1704
SAN MATIAS,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,95,217,95,217,312
SAN MIGUEL DE VELASCO,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,74,185,74,185,259
SAN PABLO DE LIPEZ,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,80,151,80,151,231
SAN PEDRO,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,287,503,287,503,790
SAN PEDRO DE BUENA VISTA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,231,349,231,349,580
SAN PEDRO DE CURAHUARA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,71,73,71,73,144
SAN PEDRO DE QUEMES,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,3,8,3,8,11
SAN PEDRO DE TIQUINA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,55,104,55,104,159
SAN PEDRO(PND),consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,48,94,48,94,142
SAN RAFAEL,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,94,140,94,140,234
SAN RAMON,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,52,131,52,131,183
SAN RAMON,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,110,235,110,235,345
SANTA ANA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,96,291,96,291,387
SANTA CRUZ DE LA SIERRA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,16455,30201,16455,30201,46656
SANTA ROSA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,31,105,31,105,136
SANTA ROSA DEL SARA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,148,394,148,394,542
SANTIAGO DE CALLAPA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,34,29,34,29,63
SANTIAGO DE HUARI,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,134,177,134,177,311
SANTIAGO DE MACHACA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,17,46,17,46,63
SANTIVAÑES,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,35,93,35,93,128
SANTUARIO DE QUILLACAS,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,20,50,20,50,70
SAPAHAQUI,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,108,127,108,127,235
SENA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,58,110,58,110,168
SICA SICA (VILLA AROMA),consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,92,107,92,107,199
SICAYA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,13,24,13,24,37
SIPE SIPE,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,91,427,91,427,518
SOPACHUY,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,126,271,126,271,397
SORACACHI,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,44,39,44,39,83
SORATA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,181,268,181,268,449
SUCRE,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,8041,15840,8041,15840,23881
TACACHI,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,7,26,7,26,33
TACACOMA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,150,142,150,142,292
TACOBAMBA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,106,152,106,152,258
TACOPAYA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,41,86,41,86,127
TAHUA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,19,22,19,22,41
TAPACARI,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,217,402,217,402,619
TARABUCO,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,297,467,297,467,764
TARACO,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,35,42,35,42,77
TARATA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,38,51,38,51,89
TARIJA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,4249,8682,4249,8682,12931
TARVITA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,259,644,259,644,903
TEOPONTE,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,97,130,97,130,227
TIAWANACU,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,90,158,90,158,248
TINGUIPAYA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,232,553,232,553,785
TIPUANI,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,101,196,101,196,297
TIQUIPAYA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,132,478,132,478,610
TIRAQUE (CBBA),consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,396,528,396,528,924
TITO YUPANQUI (PARQUIPUJIO),consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,14,60,14,60,74
TOCO,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,21,26,21,26,47
TODOS SANTOS,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,3,2,3,2,5
TOLATA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,19,41,19,41,60
TOLEDO,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,109,139,109,139,248
TOMAVE,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,168,287,168,287,455
TOMINA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,146,340,146,340,486
TORO TORO,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,135,249,135,249,384
TOTORA(CBBA),consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,103,92,103,92,195
TOTORA(ORR),consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,35,40,35,40,75
TRIGAL,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,41,52,41,52,93
TRINIDAD,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,1839,3016,1839,3016,4855
TUPIZA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,1594,2616,1594,2616,4210
TURCO,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,56,77,56,77,133
UMALA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,47,66,47,66,113
UNCIA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,445,812,445,812,1257
URIONDO (A. CONCEPCION),consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,151,430,151,430,581
URUBICHA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,21,82,21,82,103
UYUNI,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,516,658,516,658,1174
VACAS,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,121,203,121,203,324
VALLEGRANDE,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,360,774,360,774,1134
VIACHA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,538,903,538,903,1441
VILA VILA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,34,56,34,56,90
VILLA MONTES,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,436,569,436,569,1005
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,7,13,7,13,20
VILLA RIVERO,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,47,70,47,70,117
VILLA SERRANO,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,200,467,200,467,667
VILLA TUNARI,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,759,1534,759,1534,2293
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,222,395,222,395,617
VILLAZON,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,671,1529,671,1529,2200
VINTO,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,20,45,20,45,65
VITICHI,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,212,474,212,474,686
WALDO BALLIVIAN,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,34,32,34,32,66
WARNES,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,399,628,399,628,1027
YACO,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,42,88,42,88,130
YACUIBA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,1450,3178,1450,3178,4628
YAMPARAEZ,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,92,188,92,188,280
YANACACHI,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,84,113,84,113,197
YAPACANI,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,611,1324,611,1324,1935
YOCALLA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,100,165,100,165,265
YOTALA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,145,238,145,238,383
YUNCHARA,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,85,178,85,178,263
ZUDAÑEZ,consulta externa,nuevas en personas de 15 a 59 anos,2006-06-01,265,608,265,608,873
ACACIO,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,89,178,89,178,267
ACHACACHI,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,335,574,335,574,909
ACHOCALLA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,33,51,33,51,84
AIQUILE,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,207,505,207,505,712
ALALAY,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,8,16,8,16,24
ALCALA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,103,234,103,234,337
ANCORAIMES,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,84,208,84,208,292
ANDAMARCA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,28,52,28,52,80
ANTEQUERA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,12,32,12,32,44
ANZALDO,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,28,40,28,40,68
APOLO,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,103,263,103,263,366
ARAMPAMPA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,44,64,44,64,108
ARANI,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,22,62,22,62,84
ARBIETO,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,32,68,32,68,100
ARQUE,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,61,164,61,164,225
ASCENCION DE GUARAYOS,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,367,519,367,519,886
ATOCHA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,675,755,675,755,1430
AUCAPATA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,94,107,94,107,201
AYATA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,56,93,56,93,149
AYO AYO,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,66,75,66,75,141
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,190,385,190,385,575
AZURDUY,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,295,588,295,588,883
BATALLAS,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,94,156,94,156,250
BAURES,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,60,127,60,127,187
BELEN DE ANDAMARCA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,12,23,12,23,35
BELEN DE URMIRI,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,30,50,30,50,80
BELLA FLOR,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,138,178,138,178,316
BERMEJO,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,870,1175,870,1175,2045
BETANZOS,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,430,803,430,803,1233
BOLIVAR,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,74,151,74,151,225
BOLPEBRA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,51,48,51,48,99
BOYUIBE,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,154,262,154,262,416
BUENA VISTA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,160,278,160,278,438
CABEZAS,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,323,474,323,474,797
CAIROMA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,142,237,142,237,379
"CAIZA ""D""",consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,188,302,188,302,490
CAJUATA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,122,229,122,229,351
CALACOTO,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,65,100,65,100,165
CALAMARCA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,41,121,41,121,162
CAMARGO,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,468,1023,468,1023,1491
CAMATAQUI (C. VILLA ABECIA),consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,109,149,109,149,258
CAMIRI,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,916,1990,916,1990,2906
CAPINOTA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,194,247,194,247,441
CAQUIAVIRI,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,67,100,67,100,167
CARACOLLO,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,174,318,174,318,492
CARANAVI,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,939,1575,939,1575,2514
CARANGAS,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,2,2,2,2,4
CARAPARI,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,198,270,198,270,468
CARIPUYO,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,74,138,74,138,212
CARMEN RIVERO TORREZ,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,22,13,22,13,35
CATACORA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,6,22,6,22,28
CHACARILLA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,6,14,6,14,20
CHALLAPATA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,267,385,267,385,652
CHAQUI,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,73,136,73,136,209
CHARAGUA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,160,393,160,393,553
CHARAÑA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,37,36,37,36,73
CHAYANTA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,149,326,149,326,475
CHIMORE,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,136,249,136,249,385
CHIPAYA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,29,35,29,35,64
CHOQUE COTA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,48,86,48,86,134
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,194,243,194,243,437
CHUMA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,194,289,194,289,483
CLIZA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,73,105,73,105,178
COBIJA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,934,1555,934,1555,2489
COCHABAMBA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,10778,22947,10778,22947,33725
COIPASA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,6,23,6,23,29
COLCAPIRHUA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,401,875,401,875,1276
"COLCHA ""K""",consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,147,252,147,252,399
COLLANA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,17,29,17,29,46
COLOMI,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,92,202,92,202,294
COLPA BELGICA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,110,172,110,172,282
COLQUECHACA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,283,574,283,574,857
COLQUENCHA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,54,112,54,112,166
COLQUIRI,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,222,478,222,478,700
COMANCHE,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,23,38,23,38,61
COMARAPA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,304,588,304,588,892
COMBAYA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,15,21,15,21,36
CONCEPCION,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,80,166,80,166,246
COPACABANA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,150,162,150,162,312
CORIPATA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,136,224,136,224,360
CORO CORO,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,59,113,59,113,172
COROICO,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,249,380,249,380,629
CORQUE,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,85,89,85,89,174
COTAGAITA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,786,1154,786,1154,1940
COTOCA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,178,447,178,447,625
CUATRO CAÑADAS,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,289,586,289,586,875
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,14,18,14,18,32
CUEVO,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,64,83,64,83,147
CULPINA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,330,654,330,654,984
CURAHUARA DE CARANGAS,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,107,168,107,168,275
CURVA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,10,30,10,30,40
DESAGUADERO,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,44,68,44,68,112
EL ALTO,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,6916,11054,6916,11054,17970
EL CHORO,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,32,46,32,46,78
EL PUENTE(STC),consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,148,220,148,220,368
EL PUENTE(TJA),consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,178,363,178,363,541
EL TORNO,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,616,934,616,934,1550
EL VILLAR,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,170,350,170,350,520
ENTRE RIOS,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,404,645,404,645,1049
ENTRE RIOS,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,299,357,299,357,656
ESCARA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,4,4,4,4,8
ESMERALDA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,9,4,9,4,13
EUCALIPTUS,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,32,85,32,85,117
EUREKA (SANTOS MERCADO),consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,4,29,4,29,33
EXALTACION,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,15,20,15,20,35
FERNANDEZ ALONSO,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,175,282,175,282,457
FILADELFIA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,97,137,97,137,234
GENERAL SAAVEDRA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,204,266,204,266,470
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,86,146,86,146,232
GUANAY,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,132,337,132,337,469
GUAQUI,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,48,85,48,85,133
GUAYARAMERIN,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,700,1558,700,1558,2258
GUTIERREZ,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,180,242,180,242,422
HUACARETA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,190,336,190,336,526
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,65,144,65,144,209
HUACHACALLA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,26,36,26,36,62
HUANUNI,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,306,486,306,486,792
HUARACAJE,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,15,40,15,40,55
HUAYLLAMARCA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,47,102,47,102,149
ICHOCA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,65,94,65,94,159
ICLA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,182,406,182,406,588
INCAHUASI,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,198,657,198,657,855
INGAVI (HUMAITA),consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,17,16,17,16,33
INQUISIVI,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,97,192,97,192,289
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,215,408,215,408,623
IXIAMAS,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,220,377,220,377,597
JESUS DE MACHACA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,119,370,119,370,489
LA ASUNTA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,284,457,284,457,741
LA GUARDIA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,317,785,317,785,1102
LA PAZ,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,20224,36808,20224,36808,57032
LA RIVERA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,3,8,3,8,11
LAGUNILLAS,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,106,216,106,216,322
LAJA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,75,107,75,107,182
LAS CARRERAS,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,73,185,73,185,258
LICOMA PAMPA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,45,70,45,70,115
LLALLAGUA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,846,1484,846,1484,2330
LLICA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,96,173,96,173,269
LORETO,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,21,47,21,47,68
LURIBAY,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,138,202,138,202,340
MACHACAMARCA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,60,75,60,75,135
MACHARETI,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,146,352,146,352,498
MAGDALENA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,141,293,141,293,434
MAIRANA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,98,232,98,232,330
MALLA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,34,76,34,76,110
MAPIRI,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,143,209,143,209,352
MECAPACA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,158,270,158,270,428
MINEROS,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,163,138,163,138,301
MIZQUE,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,169,276,169,276,445
MOCOMOCO,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,184,213,184,213,397
MOJINETE,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,15,33,15,33,48
MOJOCOYA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,149,279,149,279,428
MONTEAGUDO,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,1144,2227,1144,2227,3371
MONTERO,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,1159,3027,1159,3027,4186
MORO MORO,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,38,110,38,110,148
MOROCHATA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,86,173,86,173,259
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,29,26,29,26,55
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,23,41,23,41,64
OCURI,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,233,383,233,383,616
OKINAWA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,456,782,456,782,1238
OMEREQUE,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,42,132,42,132,174
ORURO,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,7504,11660,7504,11660,19164
PADCAYA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,412,649,412,649,1061
PADILLA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,271,739,271,739,1010
PAILON,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,121,145,121,145,266
PALCA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,115,135,115,135,250
PALOS BLANCOS,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,451,536,451,536,987
PAMPA AULLAGAS,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,8,31,8,31,39
PAMPA GRANDE,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,139,216,139,216,355
PAPEL PAMPA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,33,39,33,39,72
PASORAPA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,23,70,23,70,93
PATACAMAYA,consulta externa,nuevas en personas de 15 a 59 anos,2006-07-01,90,166,90,166,256
