,group,variable,month,ANTIPOLIOMIELÍTICA 5TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 5TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 5TA. DOSIS FUERA,ANTIPOLIOMIELÍTICA 5TA. DOSIS FUERA,TOTALES
SAN PEDRO(PND),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,0,0,1,1,2
SAN RAFAEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,3,0,0,4,7
SAN RAMON BENI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,0,0,3,2,5
SAN RAMON SCZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,5,1,17,12,35
SANTA ANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,4,6,6,5,21
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,378,354,356,327,1415
SANTA ROSA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,5,4,6,5,20
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,15,13,14,8,50
SANTIAGO DE CALLAPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,0,1,1,0,2
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,1,1,1,0,3
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,3,1,1,1,6
SANTIAGO DE MACHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,2,2,4,1,9
SANTIVAÑES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,4,4,1,4,13
SANTUARIO DE QUILLACAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,0,1,1,0,2
SAPAHAQUI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,2,1,8,3,14
SENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,3,2,29,25,59
SHINAOTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,12,12,25,24,73
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,2,9,4,4,19
SICAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,2,5,2,1,10
SIPE SIPE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,20,16,51,47,134
SOPACHUY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,1,1,8,3,13
SORACACHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,2,2,2,1,7
SORATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,5,1,3,10,19
SUCRE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,134,127,166,151,578
TACACHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,1,0,2,1,4
TACACOMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,0,2,1,1,4
TACOBAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,0,3,6,2,11
TACOPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,0,0,9,7,16
TAHUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,0,0,1,0,1
TAPACARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,7,11,14,24,56
TARABUCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,6,2,9,11,28
TARACO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,1,1,1,2,5
TARATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,2,3,3,5,13
TARIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,57,54,73,79,263
TARVITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,1,5,2,6,14
TEOPONTE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,4,3,4,4,15
TIAHUANACU,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,2,2,1,4,9
TINGUIPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,2,5,10,22,39
TIPUANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,2,4,4,2,12
TIQUIPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,17,25,61,53,156
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,2,4,17,28,51
TOCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,5,1,1,2,9
TOLATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,3,2,5,5,15
TOLEDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,1,0,1,0,2
TOMAVE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,0,3,3,7,13
TOMINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,2,5,1,3,11
TORO TORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,7,5,16,7,35
TOTORA(CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,4,4,12,13,33
TOTORA(ORR),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,1,1,0,0,2
TRIGAL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,1,1,1,2,5
TRINIDAD,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,19,30,79,78,206
TUPIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,7,16,9,10,42
TURCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,0,2,0,0,2
UMALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,0,0,2,2,4
UNCIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,2,5,15,10,32
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,6,6,5,5,22
URUBICHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,9,10,3,5,27
UYUNI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,5,8,13,16,42
VACAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,2,3,7,5,17
VALLEGRANDE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,9,17,9,5,40
VIACHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,8,8,15,16,47
VILA VILA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,0,0,5,6,11
VILLA CHARCAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,5,3,7,6,21
VILLA MONTES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,15,22,33,35,105
VILLA NUEVA (LOMA ALTA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,0,1,2,0,3
VILLA RIVERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,6,4,11,7,28
VILLA SERRANO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,3,8,5,10,26
VILLA TUNARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,56,48,54,46,204
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,10,7,13,8,38
VILLAZON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,20,17,9,9,55
VINTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,11,15,35,36,97
VITICHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,3,4,4,1,12
WALDO BALLIVIAN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,0,1,1,0,2
WARNES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,105,87,88,82,362
YACO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,2,2,6,5,15
YACUIBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,33,40,78,78,229
YAMPARAEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,0,1,3,2,6
YANACACHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,5,11,3,1,20
YAPACANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,26,17,36,39,118
YOCALLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,3,4,4,5,16
YOTALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,2,4,4,2,12
YUNCHARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,0,0,3,4,7
ZUDAÑEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-06-01,3,2,5,8,18
ACACIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,2,0,0,2
ACHACACHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,3,6,5,4,18
ACHOCALLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,7,6,2,0,15
AIQUILE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,2,7,11,6,26
ALALAY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,1,2,5,8
ALCALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,1,0,0,1
ALTO BENI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,9,6,1,1,17
ANCORAIMES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,0,0,1,2
ANDAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,0,2,0,3
ANTEQUERA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,1,0,0,2
ANZALDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,2,5,7,15
APOLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,4,8,7,4,23
ARAMPAMPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,0,1,0,1
ARANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,4,3,5,10,22
ARBIETO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,8,5,10,6,29
ARQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,5,1,8,2,16
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,10,13,1,0,24
ATOCHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,2,4,5,12
AUCAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,3,0,0,4
AYATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,2,1,3,2,8
AYO AYO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,0,0,2,3
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,7,7,12,12,38
AZURDUY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,2,3,2,1,8
BATALLAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,4,4,3,4,15
BAURES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,2,1,0,0,3
BELEN DE ANDAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,0,1,0,1
BELLA FLOR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,2,1,2,2,7
BERMEJO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,10,9,3,1,23
BETANZOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,6,7,5,5,23
BOLIVAR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,2,1,3,0,6
BOLPEBRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,2,1,2,5
BOYUIBE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,4,2,1,0,7
BUENA VISTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,12,14,3,0,29
CABEZAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,10,12,4,8,34
CAIROMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,2,1,0,3,6
"CAIZA ""D""",vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,2,3,2,1,8
CAJUATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,4,0,0,4
CALACOTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,0,1,2,3
CALAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,4,1,0,0,5
CAMARGO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,4,8,0,2,14
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,0,0,1,2
CAMIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,11,15,5,5,36
CAPINOTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,5,4,4,7,20
CAQUIAVIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,1,2,0,4
CARACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,7,7,3,2,19
CARANAVI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,13,21,5,3,42
CARAPARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,2,7,5,2,16
CARIPUYO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,2,2,5,10
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,2,1,2,6
CATACORA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,0,1,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,10,6,9,25
CHAQUI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,4,1,1,7
CHARAGUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,6,14,21,21,62
CHARAÑA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,1,0,0,1
CHAYANTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,3,5,4,3,15
CHIMORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,11,16,22,21,70
CHIPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,1,0,0,1
CHOQUE COTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,5,4,3,0,12
CHUMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,3,1,0,3,7
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,1,10,5,16
CKOCHAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,3,2,6,3,14
CLIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,9,7,10,8,34
COBIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,14,16,23,13,66
COCAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,6,5,4,8,23
COCHABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,302,267,212,189,970
COLCAPIRHUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,27,19,17,12,75
"COLCHA ""K""",vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,5,6,0,0,11
COLLANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,2,1,2,0,5
COLOMI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,11,6,3,6,26
COLPA BELGICA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,4,2,2,0,8
COLQUECHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,4,1,5,5,15
COLQUENCHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,5,3,0,0,8
COLQUIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,5,2,13,17,37
COMANCHE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,0,0,1,1
COMARAPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,7,9,2,9,27
COMBAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,0,1,0,2
CONCEPCION,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,16,11,29,21,77
COPACABANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,2,3,3,3,11
CORIPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,10,4,12,7,33
CORO CORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,0,2,3,5
COROICO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,2,4,1,1,8
CORQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,3,1,0,0,4
COTAGAITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,14,11,4,2,31
COTOCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,33,49,37,34,153
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,2,9,3,5,19
CUCHUMUELA (V. G. VILLARROEL),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,1,4,0,6
CUEVO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,1,0,1,3
CULPINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,10,11,4,2,27
CURVA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,0,2,1,3
DESAGUADERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,0,0,4,5
EL ALTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,212,233,140,124,709
EL CHORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,1,0,0,2
EL PUENTE(STC),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,5,3,2,0,10
EL PUENTE(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,5,1,3,8,17
EL TORNO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,53,42,7,10,112
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,10,7,1,7,25
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,12,12,20,14,58
ESCOMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,0,4,4,8
ESMERALDA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,1,0,0,1
EUCALIPTUS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,3,3,0,0,6
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,1,1,0,2
EXALTACION,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,0,6,4,10
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,2,7,5,8,22
FILADELFIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,2,9,4,15
GAIOC JATUN AYLLU YURA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,1,2,0,4
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,14,6,2,1,23
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,3,0,5,9
GUANAY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,3,5,4,6,18
GUAQUI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,1,0,0,2
GUAYARAMERIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,10,13,2,3,28
GUTIERREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,7,5,3,3,18
HUACARAJE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,0,0,0,1
HUACARETA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,6,3,5,1,15
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,0,2,0,2
HUANUNI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,3,0,5,5,13
HUARINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,5,0,1,7
HUATAJATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,0,1,0,1
HUAYLLAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,2,1,0,3
ICHOCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,0,3,0,3
ICLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,2,1,2,6
INCAHUASI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,2,4,4,11
INQUISIVI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,1,3,0,4
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,8,6,10,5,29
IXIAMAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,2,1,1,5
JESUS DE MACHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,7,0,1,1,9
LA ASUNTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,16,12,1,4,33
LA GUARDIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,76,81,33,28,218
LA PAZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,285,260,5,3,553
LAGUNILLAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,3,0,4,0,7
LAJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,7,4,3,5,19
LAS CARRERAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,2,0,0,3
LICOMA PAMPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,2,1,0,4
LLALLAGUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,7,10,21,25,63
LLICA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,0,1,0,1
LORETO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,0,3,0,0,3
LURIBAY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,3,2,0,1,6
MACHACAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,2,1,1,0,4
MACHARETI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,1,0,1,3
MAGDALENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,3,2,0,0,5
MAIRANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,8,5,0,2,15
MAPIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,3,4,1,1,9
MECAPACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,7,0,1,9
MINEROS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,11,10,0,0,21
MIZQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,6,2,10,14,32
MOCOMOCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,0,2,1,4
MOJOCOYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,2,2,1,7,12
MONTEAGUDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,21,9,5,5,40
MONTERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,49,56,57,59,221
MORO MORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,1,1,1,1,4
MOROCHATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-07-01,3,2,4,4,13
