,group,variable,month,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA FUERA,ANTIAMARILICA DOSIS UNICA FUERA,TOTALES
LA ASUNTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,1,0,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,2,1,1,2,6
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,12,9,2,1,24
LLALLAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,0,2,0,2
MAIRANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,2,0,0,0,2
MAPIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,1,0,0,1
MONTEAGUDO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,0,0,0,1
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,3,0,1,2,6
OCURI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,0,1,0,1
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,3,6,2,0,11
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,2,0,3,2,7
PALOS BLANCOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,0,2,0,2
POCONA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,0,0,1,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,0,0,0,1
PUERTO ACOSTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,0,0,0,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,0,8,1,10
PUNATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,0,1,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,1,4,5,11
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,1,1,0,3
ROBORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,0,3,0,3
RURRENABAQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,1,0,0,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,2,3,4,10
SAMAIPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,0,0,0,1
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,0,0,0,1
SAN CARLOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,0,0,0,1
SAN IGNACIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,2,0,0,0,2
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,2,0,0,2
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,0,3,1,5
SAN JUAN DE YAPACANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,1,0,0,1
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,1,0,0,1
SAN MATIAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,0,1,1,2
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,0,1,0,1
SAN RAFAEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,0,0,1,1
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,0,1,2,3
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,49,44,19,14,126
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,0,0,0,1
SANTIVAÑES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,0,1,0,1
SHINAOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,1,2,1,4
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,0,1,0,1
SICAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,0,0,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,0,0,0,1
SORATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,0,0,1,1
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,0,3,2,5
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,1,1,1,4
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,1,0,1,3
TOLATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,0,0,0,1
TOTORA(CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,0,0,0,1
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,3,5,2,3,13
UNCIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,1,0,0,1
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,1,0,0,1
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,3,1,0,2,6
VILLA MONTES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,2,1,0,0,3
VILLA RIVERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,0,0,1,1
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,1,3,1,5
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,1,0,0,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,2,3,3,0,8
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,3,1,1,6
YAPACANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,1,1,1,4
ANZALDO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,0,0,1,1
ARBIETO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,1,0,0,0,1
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,0,1,0,1
BELLA FLOR,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,0,0,1,1
BUENA VISTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,0,0,1,1
CABEZAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,1,0,0,0,1
CAPINOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,1,0,0,0,1
CARANAVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,1,0,0,0,1
CHARAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,0,0,1,1
CHIMORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,1,0,1,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,1,2,0,0,3
COBIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,2,0,1,0,3
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,8,8,11,4,31
COLCAPIRHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,2,0,2,0,4
CONCEPCION,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,1,0,1,2
COPACABANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,1,0,0,1
CORIPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,1,2,1,0,4
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,2,1,2,0,5
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,8,6,16,11,41
EL TORNO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,1,0,1,2
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,0,1,1,2
ICLA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,0,1,0,1
INQUISIVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,0,2,0,2
LA ASUNTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,1,0,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,4,1,9,3,17
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,7,6,3,0,16
MAPIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,0,0,1,1
MIZQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,1,0,0,0,1
MONTEAGUDO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,2,0,1,0,3
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,1,2,0,0,3
OKINAWA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,0,0,1,1
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,1,1,1,4,7
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,1,0,2,2,5
PALOS BLANCOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,0,1,0,1
PORCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,2,3,0,0,5
PORTACHUELO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,1,0,0,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,1,4,1,1,7
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,3,0,1,1,5
PUNATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,0,0,1,1
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,1,0,1,0,2
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,2,3,0,1,6
ROBORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,0,0,1,1
RURRENABAQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,1,0,1,2
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,4,3,0,0,7
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,4,1,0,0,5
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,2,2,0,0,4
SAN JAVIER(STC),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,1,0,4,2,7
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,1,0,0,0,1
SAN MATIAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,1,0,0,0,1
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,0,2,0,2
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,1,0,0,1
SAN RAMON BENI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,0,1,0,1
SAN RAMON SCZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,1,0,0,0,1
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,2,0,1,0,3
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,37,32,60,63,192
SENA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,0,0,1,1
SHINAOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,1,0,0,0,1
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,1,0,0,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,1,1,0,0,2
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,2,2,1,0,5
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,1,2,1,2,6
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,3,1,0,0,4
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,2,1,2,1,6
TUPIZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,1,0,0,1
UNCIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,0,1,0,1
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,1,1,0,1,3
VILLA MONTES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,2,0,0,2
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,1,0,0,0,1
VILLAZON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,1,0,1,0,2
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,1,1,1,0,3
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,4,6,0,0,10
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,2,1,0,3
YAPACANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-08-01,0,0,0,2,2
ACHOCALLA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,1,0,0,1
BELLA FLOR,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,0,0,1,1
BERMEJO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,1,0,0,1
CARIPUYO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,0,0,1,1
CHARAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,1,1,0,0,2
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,5,8,1,1,15
COLCAPIRHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,2,0,0,2
COLOMI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,1,0,0,0,1
COMARAPA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,1,0,0,0,1
CONCEPCION,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,1,0,0,1
COROICO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,1,0,0,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,2,1,0,0,3
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,4,7,13,8,32
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,2,2,2,6
HUACHACALLA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,1,0,0,0,1
LA ASUNTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,2,1,1,0,4
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,1,0,0,0,1
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,7,6,0,0,13
MAGDALENA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,0,0,1,1
MAIRANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,1,0,0,0,1
MAPIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,0,1,0,1
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,1,1,0,4,6
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,4,2,1,0,7
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,1,0,4,4,9
POJO (CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,1,0,0,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,2,3,0,0,5
PUCARANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,0,0,1,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,1,0,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,0,1,1,2
ROBORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,0,1,0,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,2,0,1,3
SAN ANDRES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,1,0,0,1
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,3,1,0,4
SAN IGNACIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,0,3,4,7
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,1,0,1,0,2
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,0,0,2,2
SAN JUAN DE YAPACANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,0,0,1,1
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,1,1,2,1,5
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,26,28,96,90,240
SENA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,1,0,0,0,1
SHINAOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,1,0,0,0,1
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,1,0,0,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,1,0,0,1
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,2,3,0,0,5
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,3,2,0,2,7
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,0,1,1,2
TOTORA(CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,1,0,1,2
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,2,0,1,3
TUPIZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,2,2,0,0,4
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,1,0,0,0,1
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,0,0,1,1
VILLA MONTES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,1,0,2,0,3
VILLA RIVERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,1,0,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,1,0,0,0,1
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,0,0,1,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,1,0,0,1
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,0,0,1,1
YAPACANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-09-01,0,0,1,1,2
ACHOCALLA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,1,1,0,0,2
ALTO BENI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,0,1,0,1
BERMEJO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,0,2,1,3
BETANZOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,1,0,0,1
BOYUIBE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,0,1,0,1
CARACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,1,0,0,1
CARIPUYO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,1,0,0,0,1
CHARAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,1,0,1,2
CHIMORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,0,1,0,1
COBIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,0,1,0,1
COCAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,1,0,1,0,2
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,9,12,9,10,40
COLCAPIRHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,0,3,1,4
CONCEPCION,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,1,1,0,0,2
CORIPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,1,0,0,1
CORQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,1,0,0,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,2,2,1,5
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,1,0,1,0,2
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,13,10,25,24,72
EL TORNO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,0,1,0,1
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,0,2,2,4
LA ASUNTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,1,0,1,2
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,1,1,0,0,2
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,13,10,3,7,33
MAIRANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,1,0,0,1,2
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,1,1,0,0,2
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,3,4,11,3,21
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,0,1,0,1
PAMPA AULLAGAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,1,0,0,1
PORCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,1,1,2,4
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,1,5,2,10,18
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,0,1,0,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,1,1,3,1,6
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,1,4,5,10
REYES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,3,0,5,1,9
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,1,1,1,1,4
ROBORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,1,0,0,0,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,2,2,2,3,9
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,0,1,0,1
SAMAIPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,1,0,0,0,1
SAN ANDRES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,0,1,0,1
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,2,1,12,4,19
SAN IGNACIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,0,4,0,4
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,0,1,0,1
SAN JOAQUIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,0,1,3,4
SAN JULIAN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,0,1,0,1
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,1,0,0,1
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,0,3,1,4
SAN RAMON SCZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,0,1,0,1
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,2,0,0,1,3
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,32,24,32,35,123
SENA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,0,1,0,1
SHINAOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,1,0,0,0,1
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,0,0,1,1
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,2,2,0,1,5
SORATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,1,0,0,1
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,1,1,0,1,3
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,2,2,5,2,11
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,1,1,0,0,2
TOTORA(CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,1,1,0,0,2
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,1,2,12,6,21
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,1,0,1,2
VILLA MONTES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,0,1,1,2
