municipality,group,variable,month,Consultas repetidas en menores de 5 años,TOTAL
APOLO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,10,10
ARAMPAMPA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1,1
ARANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,17,17
ARQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,12,12
ASCENCION DE GUARAYOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,5,5
ATOCHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,46,46
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,22,22
AZURDUY,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1,1
BERMEJO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,56,56
BETANZOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1,1
BUENA VISTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,103,103
CABEZAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,36,36
"CAIZA ""D""",consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,2,2
CAMARGO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,41,41
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,12,12
CAMIRI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,37,37
CAPINOTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,43,43
CARACOLLO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,223,223
CARANAVI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,5,5
CARAPARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1,1
CARMEN RIVERO TORREZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,60,60
CHALLAPATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,75,75
CHARAGUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,187,187
CHAYANTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,9,9
CHIMORE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,4,4
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1,1
CLIZA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,44,44
COBIJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,31,31
COCHABAMBA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1480,1480
COLCAPIRHUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,97,97
COLOMI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,51,51
COLQUECHACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,34,34
COLQUENCHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,4,4
COLQUIRI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,4,4
COMARAPA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,2,2
CONCEPCION,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,2,2
CORIPATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,90,90
CORO CORO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1,1
COROICO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,8,8
CORQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,2,2
COTAGAITA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,49,49
COTOCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,5,5
CUATRO CAÑADAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,142,142
CUEVO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1,1
CULPINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,2,2
CURAHUARA DE CARANGAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,52,52
EL ALTO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,505,505
EL PUENTE(TJA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,2,2
EL TORNO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,71,71
EL VILLAR,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1,1
ENTRE RIOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1,1
ENTRE RIOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,97,97
EUCALIPTUS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,2,2
FERNANDEZ ALONSO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,2,2
GUAYARAMERIN,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,10,10
GUTIERREZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,6,6
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,21,21
HUANUNI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,112,112
HUARACAJE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,3,3
HUAYLLAMARCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,4,4
INCAHUASI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,3,3
INQUISIVI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,4,4
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,11,11
LA GUARDIA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,6,6
LA PAZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1659,1659
LAGUNILLAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,6,6
LAJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,2,2
LLALLAGUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,15,15
LURIBAY,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1,1
MACHACAMARCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,15,15
MACHARETI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,29,29
MAGDALENA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,4,4
MAIRANA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,16,16
MAPIRI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,4,4
MECAPACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1,1
MIZQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,6,6
MONTEAGUDO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,13,13
MONTERO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,51,51
MOROCHATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,47,47
OCURI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1,1
OKINAWA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,12,12
OMEREQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,6,6
ORURO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1383,1383
PADILLA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,294,294
PAILON,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,2,2
PALCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,3,3
PALOS BLANCOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,4,4
PAPEL PAMPA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1,1
PAZÑA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,8,8
POCOATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,154,154
POJO (CBBA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,4,4
POOPO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,8,8
PORCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,7,7
PORONGO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,6,6
PORTACHUELO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,3,3
PORVENIR,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,2,2
POTOSI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,520,520
PUCARA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,2,2
PUCARANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,4,4
PUERTO ACOSTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,13,13
PUERTO QUIJARRO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,3,3
PUERTO RICO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,3,3
PUERTO SUAREZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1,1
PUERTO VILLARROEL,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,45,45
PUNATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,17,17
QUILLACOLLO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,577,577
QUIME,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1,1
QUIRUSILLAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,8,8
REYES,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,56,56
RIBERALTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,15,15
ROBORE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,47,47
RURRENABAQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,19,19
SABAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,15,15
SACABA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,224,224
SAIPINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,7,7
SALINAS DE GARCI MENDOZA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,43,43
SAMAIPATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,2,2
SAN ANDRES DE MACHACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,2,2
SAN BENITO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,5,5
SAN BORJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,2,2
SAN CARLOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1,1
SAN IGNACIO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,47,47
SAN IGNACIO DE VELASCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,44,44
SAN JOAQUIN,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,56,56
SAN JUAN DE YAPACANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1,1
SAN LORENZO(TJA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,4,4
SAN LUCAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,22,22
SAN MATIAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1,1
SAN PEDRO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1,1
SAN PEDRO DE CURAHUARA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,8,8
SAN PEDRO DE TIQUINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,3,3
SAN RAFAEL,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,6,6
SAN RAMON,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,18,18
SANTA ANA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,2,2
SANTA CRUZ DE LA SIERRA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1870,1870
SANTA ROSA DEL SARA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,8,8
SANTIAGO DE HUARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,30,30
SANTUARIO DE QUILLACAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,8,8
SAPAHAQUI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,83,83
SENA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1,1
SICAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,4,4
SIPE SIPE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,137,137
SOPACHUY,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,2,2
SORACACHI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,20,20
SORATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,5,5
SUCRE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,499,499
TACACOMA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,2,2
TAPACARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1,1
TARIJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,109,109
TARVITA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,12,12
TINGUIPAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,76,76
TIPUANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1,1
TIQUIPAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,76,76
TIRAQUE (CBBA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,29,29
TOCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1,1
TOLATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,13,13
TOLEDO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,3,3
TOMAVE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,2,2
TOMINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,267,267
TOTORA(CBBA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,118,118
TOTORA(ORR),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,14,14
TRINIDAD,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,96,96
TUPIZA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,12,12
TURCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,23,23
UNCIA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,35,35
URIONDO (A. CONCEPCION),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,2,2
URUBICHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,2,2
UYUNI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,4,4
VALLEGRANDE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,20,20
VIACHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,131,131
VILLA MONTES,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,4,4
VILLA RIVERO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,17,17
VILLA SERRANO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,2,2
VILLA TUNARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,47,47
VILLAZON,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,50,50
VINTO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,85,85
WALDO BALLIVIAN,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1,1
WARNES,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,36,36
YACUIBA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,181,181
YAMPARAEZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,5,5
YAPACANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,11,11
ZUDAÑEZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-07-01,1,1
ACACIO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,1,1
ACHACACHI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,43,43
AIQUILE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,34,34
ALCALA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,6,6
ANCORAIMES,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,3,3
ANDAMARCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,5,5
ANTEQUERA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,4,4
ANZALDO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,8,8
APOLO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,1,1
ARANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,13,13
ARBIETO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,17,17
ARQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,2,2
ASCENCION DE GUARAYOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,15,15
ATOCHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,87,87
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,11,11
AZURDUY,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,17,17
BAURES,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,2,2
BERMEJO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,4,4
BETANZOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,5,5
BUENA VISTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,17,17
CABEZAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,41,41
"CAIZA ""D""",consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,6,6
CAJUATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,10,10
CALAMARCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,6,6
CAMARGO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,60,60
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,33,33
CAMIRI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,66,66
CAPINOTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,60,60
CARACOLLO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,6,6
CARANAVI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,8,8
CHALLAPATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,75,75
CHARAGUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,8,8
CHAYANTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,6,6
CHIMORE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,5,5
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,3,3
CLIZA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,29,29
COBIJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,135,135
COCHABAMBA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,1248,1248
COLCAPIRHUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,94,94
COLOMI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,1,1
COLPA BELGICA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,1,1
COLQUECHACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,4,4
COLQUENCHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,15,15
COLQUIRI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,5,5
COMARAPA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,4,4
COPACABANA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,2,2
CORIPATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,4,4
COROICO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,6,6
CORQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,1,1
COTAGAITA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,246,246
COTOCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,11,11
CUATRO CAÑADAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,111,111
CUEVO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,1,1
CULPINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,6,6
CURAHUARA DE CARANGAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,6,6
EL ALTO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,720,720
EL TORNO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,40,40
EL VILLAR,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,4,4
ENTRE RIOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,35,35
ENTRE RIOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,8,8
FERNANDEZ ALONSO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,10,10
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,3,3
GUAYARAMERIN,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,29,29
GUTIERREZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,9,9
HUACARETA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,10,10
HUANUNI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,95,95
HUARACAJE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,5,5
HUAYLLAMARCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,2,2
INCAHUASI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,16,16
INQUISIVI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,1,1
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,8,8
IXIAMAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,7,7
LA GUARDIA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,16,16
LA PAZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,1826,1826
LAGUNILLAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,1,1
LAJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,2,2
LICOMA PAMPA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,2,2
LLALLAGUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,23,23
LURIBAY,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,1,1
MACHACAMARCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,14,14
MAGDALENA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,1,1
MAIRANA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,8,8
MALLA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,1,1
MIZQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,2,2
MOCOMOCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,1,1
MONTEAGUDO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,15,15
MONTERO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,48,48
MOROCHATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,20,20
OKINAWA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,12,12
OMEREQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,1,1
ORURO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,761,761
PADCAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,1,1
PADILLA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,292,292
PAILON,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,2,2
PALCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,4,4
PALOS BLANCOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,10,10
PASORAPA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,6,6
PATACAMAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,4,4
POJO (CBBA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,2,2
POOPO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,22,22
PORCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,21,21
POROMA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,286,286
PORONGO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,1,1
PORTACHUELO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,39,39
POSTRER VALLE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,1,1
POTOSI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,435,435
PUCARA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,6,6
PUCARANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,7,7
PUERTO CARABUCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,2,2
PUERTO PEREZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,11,11
PUERTO QUIJARRO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,25,25
PUERTO RICO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,1,1
PUERTO SUAREZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,10,10
PUERTO VILLARROEL,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,33,33
PUNA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,1,1
PUNATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,15,15
QUILLACOLLO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,502,502
QUIME,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,2,2
QUIRUSILLAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,2,2
RAVELO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,27,27
REYES,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-08-01,11,11
