municipality,group,variable,month,Pulpotomías,TOTAL
IRUPANA (VILLA DE LANZA),consultas odontologicas,pulpotomias,2007-07-01,69,69
IXIAMAS,consultas odontologicas,pulpotomias,2007-07-01,128,128
JESUS DE MACHACA,consultas odontologicas,pulpotomias,2007-07-01,84,84
LA ASUNTA,consultas odontologicas,pulpotomias,2007-07-01,101,101
LA GUARDIA,consultas odontologicas,pulpotomias,2007-07-01,99,99
LA PAZ,consultas odontologicas,pulpotomias,2007-07-01,3381,3381
LAGUNILLAS,consultas odontologicas,pulpotomias,2007-07-01,53,53
LAJA,consultas odontologicas,pulpotomias,2007-07-01,108,108
LAS CARRERAS,consultas odontologicas,pulpotomias,2007-07-01,4,4
LICOMA PAMPA,consultas odontologicas,pulpotomias,2007-07-01,15,15
LLALLAGUA,consultas odontologicas,pulpotomias,2007-07-01,93,93
LLICA,consultas odontologicas,pulpotomias,2007-07-01,31,31
LORETO,consultas odontologicas,pulpotomias,2007-07-01,18,18
LURIBAY,consultas odontologicas,pulpotomias,2007-07-01,65,65
MACHACAMARCA,consultas odontologicas,pulpotomias,2007-07-01,28,28
MACHARETI,consultas odontologicas,pulpotomias,2007-07-01,35,35
MAGDALENA,consultas odontologicas,pulpotomias,2007-07-01,10,10
MAIRANA,consultas odontologicas,pulpotomias,2007-07-01,13,13
MALLA,consultas odontologicas,pulpotomias,2007-07-01,4,4
MAPIRI,consultas odontologicas,pulpotomias,2007-07-01,66,66
MECAPACA,consultas odontologicas,pulpotomias,2007-07-01,62,62
MINEROS,consultas odontologicas,pulpotomias,2007-07-01,31,31
MIZQUE,consultas odontologicas,pulpotomias,2007-07-01,49,49
MOCOMOCO,consultas odontologicas,pulpotomias,2007-07-01,86,86
MOJOCOYA,consultas odontologicas,pulpotomias,2007-07-01,42,42
MONTEAGUDO,consultas odontologicas,pulpotomias,2007-07-01,89,89
MONTERO,consultas odontologicas,pulpotomias,2007-07-01,274,274
MORO MORO,consultas odontologicas,pulpotomias,2007-07-01,2,2
MOROCHATA,consultas odontologicas,pulpotomias,2007-07-01,98,98
OCURI,consultas odontologicas,pulpotomias,2007-07-01,13,13
OKINAWA,consultas odontologicas,pulpotomias,2007-07-01,37,37
OMEREQUE,consultas odontologicas,pulpotomias,2007-07-01,3,3
ORURO,consultas odontologicas,pulpotomias,2007-07-01,1704,1704
PADCAYA,consultas odontologicas,pulpotomias,2007-07-01,111,111
PADILLA,consultas odontologicas,pulpotomias,2007-07-01,87,87
PAILON,consultas odontologicas,pulpotomias,2007-07-01,30,30
PALCA,consultas odontologicas,pulpotomias,2007-07-01,21,21
PALOS BLANCOS,consultas odontologicas,pulpotomias,2007-07-01,118,118
PAMPA AULLAGAS,consultas odontologicas,pulpotomias,2007-07-01,26,26
PAMPA GRANDE,consultas odontologicas,pulpotomias,2007-07-01,1,1
PAPEL PAMPA,consultas odontologicas,pulpotomias,2007-07-01,48,48
PASORAPA,consultas odontologicas,pulpotomias,2007-07-01,16,16
PATACAMAYA,consultas odontologicas,pulpotomias,2007-07-01,43,43
PAZÑA,consultas odontologicas,pulpotomias,2007-07-01,61,61
PELECHUCO,consultas odontologicas,pulpotomias,2007-07-01,9,9
POCOATA,consultas odontologicas,pulpotomias,2007-07-01,52,52
POCONA,consultas odontologicas,pulpotomias,2007-07-01,16,16
POJO (CBBA),consultas odontologicas,pulpotomias,2007-07-01,46,46
POOPO,consultas odontologicas,pulpotomias,2007-07-01,21,21
PORCO,consultas odontologicas,pulpotomias,2007-07-01,18,18
POROMA,consultas odontologicas,pulpotomias,2007-07-01,51,51
PORONGO,consultas odontologicas,pulpotomias,2007-07-01,79,79
PORTACHUELO,consultas odontologicas,pulpotomias,2007-07-01,75,75
PORVENIR,consultas odontologicas,pulpotomias,2007-07-01,23,23
POSTRER VALLE,consultas odontologicas,pulpotomias,2007-07-01,33,33
POTOSI,consultas odontologicas,pulpotomias,2007-07-01,584,584
PRESTO,consultas odontologicas,pulpotomias,2007-07-01,17,17
PUCARA,consultas odontologicas,pulpotomias,2007-07-01,16,16
PUCARANI,consultas odontologicas,pulpotomias,2007-07-01,216,216
PUERTO ACOSTA,consultas odontologicas,pulpotomias,2007-07-01,148,148
PUERTO CARABUCO,consultas odontologicas,pulpotomias,2007-07-01,130,130
PUERTO GONZALO MORENO,consultas odontologicas,pulpotomias,2007-07-01,27,27
PUERTO PEREZ,consultas odontologicas,pulpotomias,2007-07-01,7,7
PUERTO QUIJARRO,consultas odontologicas,pulpotomias,2007-07-01,36,36
PUERTO RICO,consultas odontologicas,pulpotomias,2007-07-01,36,36
PUERTO SUAREZ,consultas odontologicas,pulpotomias,2007-07-01,92,92
PUERTO VILLARROEL,consultas odontologicas,pulpotomias,2007-07-01,108,108
PUNA,consultas odontologicas,pulpotomias,2007-07-01,123,123
PUNATA,consultas odontologicas,pulpotomias,2007-07-01,123,123
QUIABAYA,consultas odontologicas,pulpotomias,2007-07-01,12,12
QUILLACOLLO,consultas odontologicas,pulpotomias,2007-07-01,139,139
QUIME,consultas odontologicas,pulpotomias,2007-07-01,159,159
QUIRUSILLAS,consultas odontologicas,pulpotomias,2007-07-01,15,15
REYES,consultas odontologicas,pulpotomias,2007-07-01,63,63
RIBERALTA,consultas odontologicas,pulpotomias,2007-07-01,346,346
ROBORE,consultas odontologicas,pulpotomias,2007-07-01,42,42
RURRENABAQUE,consultas odontologicas,pulpotomias,2007-07-01,76,76
SABAYA,consultas odontologicas,pulpotomias,2007-07-01,18,18
SACABA,consultas odontologicas,pulpotomias,2007-07-01,150,150
SACACA,consultas odontologicas,pulpotomias,2007-07-01,23,23
SAIPINA,consultas odontologicas,pulpotomias,2007-07-01,30,30
SALINAS DE GARCI MENDOZA,consultas odontologicas,pulpotomias,2007-07-01,43,43
SAMAIPATA,consultas odontologicas,pulpotomias,2007-07-01,12,12
SAN ANDRES,consultas odontologicas,pulpotomias,2007-07-01,6,6
SAN ANDRES DE MACHACA,consultas odontologicas,pulpotomias,2007-07-01,44,44
SAN ANTONIO DE LOMERIO,consultas odontologicas,pulpotomias,2007-07-01,41,41
SAN BENITO,consultas odontologicas,pulpotomias,2007-07-01,7,7
SAN BORJA,consultas odontologicas,pulpotomias,2007-07-01,101,101
SAN BUENA VENTURA,consultas odontologicas,pulpotomias,2007-07-01,39,39
SAN CARLOS,consultas odontologicas,pulpotomias,2007-07-01,83,83
SAN IGNACIO,consultas odontologicas,pulpotomias,2007-07-01,108,108
SAN IGNACIO DE VELASCO,consultas odontologicas,pulpotomias,2007-07-01,147,147
SAN JAVIER(STC),consultas odontologicas,pulpotomias,2007-07-01,23,23
SAN JOAQUIN,consultas odontologicas,pulpotomias,2007-07-01,73,73
SAN JOSE DE CHIQUITOS,consultas odontologicas,pulpotomias,2007-07-01,52,52
SAN JUAN DE YAPACANI,consultas odontologicas,pulpotomias,2007-07-01,34,34
SAN JULIAN,consultas odontologicas,pulpotomias,2007-07-01,43,43
SAN LORENZO(PND),consultas odontologicas,pulpotomias,2007-07-01,65,65
SAN LORENZO(TJA),consultas odontologicas,pulpotomias,2007-07-01,160,160
SAN LUCAS,consultas odontologicas,pulpotomias,2007-07-01,65,65
SAN MATIAS,consultas odontologicas,pulpotomias,2007-07-01,46,46
SAN MIGUEL DE VELASCO,consultas odontologicas,pulpotomias,2007-07-01,71,71
SAN PEDRO,consultas odontologicas,pulpotomias,2007-07-01,35,35
SAN PEDRO DE BUENA VISTA,consultas odontologicas,pulpotomias,2007-07-01,68,68
SAN PEDRO DE CURAHUARA,consultas odontologicas,pulpotomias,2007-07-01,22,22
SAN PEDRO DE TIQUINA,consultas odontologicas,pulpotomias,2007-07-01,13,13
SAN PEDRO(PND),consultas odontologicas,pulpotomias,2007-07-01,17,17
SAN RAFAEL,consultas odontologicas,pulpotomias,2007-07-01,36,36
SAN RAMON,consultas odontologicas,pulpotomias,2007-07-01,11,11
SANTA ANA,consultas odontologicas,pulpotomias,2007-07-01,49,49
SANTA CRUZ DE LA SIERRA,consultas odontologicas,pulpotomias,2007-07-01,2447,2447
SANTA ROSA,consultas odontologicas,pulpotomias,2007-07-01,7,7
SANTA ROSA DEL SARA,consultas odontologicas,pulpotomias,2007-07-01,128,128
SANTIAGO DE CALLAPA,consultas odontologicas,pulpotomias,2007-07-01,5,5
SANTIAGO DE HUARI,consultas odontologicas,pulpotomias,2007-07-01,81,81
SANTIAGO DE MACHACA,consultas odontologicas,pulpotomias,2007-07-01,17,17
SANTUARIO DE QUILLACAS,consultas odontologicas,pulpotomias,2007-07-01,28,28
SAPAHAQUI,consultas odontologicas,pulpotomias,2007-07-01,17,17
SENA,consultas odontologicas,pulpotomias,2007-07-01,29,29
SICA SICA (VILLA AROMA),consultas odontologicas,pulpotomias,2007-07-01,55,55
SICAYA,consultas odontologicas,pulpotomias,2007-07-01,32,32
SIPE SIPE,consultas odontologicas,pulpotomias,2007-07-01,82,82
SOPACHUY,consultas odontologicas,pulpotomias,2007-07-01,42,42
SORACACHI,consultas odontologicas,pulpotomias,2007-07-01,26,26
SORATA,consultas odontologicas,pulpotomias,2007-07-01,62,62
SUCRE,consultas odontologicas,pulpotomias,2007-07-01,1084,1084
TACACOMA,consultas odontologicas,pulpotomias,2007-07-01,91,91
TACOPAYA,consultas odontologicas,pulpotomias,2007-07-01,25,25
TAPACARI,consultas odontologicas,pulpotomias,2007-07-01,15,15
TARABUCO,consultas odontologicas,pulpotomias,2007-07-01,63,63
TARACO,consultas odontologicas,pulpotomias,2007-07-01,26,26
TARATA,consultas odontologicas,pulpotomias,2007-07-01,12,12
TARIJA,consultas odontologicas,pulpotomias,2007-07-01,485,485
TARVITA,consultas odontologicas,pulpotomias,2007-07-01,146,146
TEOPONTE,consultas odontologicas,pulpotomias,2007-07-01,20,20
TIAWANACU,consultas odontologicas,pulpotomias,2007-07-01,96,96
TINGUIPAYA,consultas odontologicas,pulpotomias,2007-07-01,31,31
TIPUANI,consultas odontologicas,pulpotomias,2007-07-01,38,38
TIQUIPAYA,consultas odontologicas,pulpotomias,2007-07-01,47,47
TIRAQUE (CBBA),consultas odontologicas,pulpotomias,2007-07-01,152,152
TITO YUPANQUI (PARQUIPUJIO),consultas odontologicas,pulpotomias,2007-07-01,6,6
TOCO,consultas odontologicas,pulpotomias,2007-07-01,106,106
TOLATA,consultas odontologicas,pulpotomias,2007-07-01,4,4
TOLEDO,consultas odontologicas,pulpotomias,2007-07-01,30,30
TOMAVE,consultas odontologicas,pulpotomias,2007-07-01,47,47
TOMINA,consultas odontologicas,pulpotomias,2007-07-01,66,66
TORO TORO,consultas odontologicas,pulpotomias,2007-07-01,32,32
TOTORA(CBBA),consultas odontologicas,pulpotomias,2007-07-01,45,45
TOTORA(ORR),consultas odontologicas,pulpotomias,2007-07-01,9,9
TRIGAL,consultas odontologicas,pulpotomias,2007-07-01,15,15
TRINIDAD,consultas odontologicas,pulpotomias,2007-07-01,462,462
TUPIZA,consultas odontologicas,pulpotomias,2007-07-01,266,266
TURCO,consultas odontologicas,pulpotomias,2007-07-01,52,52
UMALA,consultas odontologicas,pulpotomias,2007-07-01,15,15
UNCIA,consultas odontologicas,pulpotomias,2007-07-01,121,121
URIONDO (A. CONCEPCION),consultas odontologicas,pulpotomias,2007-07-01,47,47
URUBICHA,consultas odontologicas,pulpotomias,2007-07-01,51,51
UYUNI,consultas odontologicas,pulpotomias,2007-07-01,89,89
VACAS,consultas odontologicas,pulpotomias,2007-07-01,28,28
VALLEGRANDE,consultas odontologicas,pulpotomias,2007-07-01,119,119
VIACHA,consultas odontologicas,pulpotomias,2007-07-01,177,177
VILLA MONTES,consultas odontologicas,pulpotomias,2007-07-01,144,144
VILLA NUEVA (LOMA ALTA),consultas odontologicas,pulpotomias,2007-07-01,9,9
VILLA RIVERO,consultas odontologicas,pulpotomias,2007-07-01,13,13
VILLA SERRANO,consultas odontologicas,pulpotomias,2007-07-01,54,54
VILLA TUNARI,consultas odontologicas,pulpotomias,2007-07-01,197,197
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,pulpotomias,2007-07-01,59,59
VILLAZON,consultas odontologicas,pulpotomias,2007-07-01,162,162
VINTO,consultas odontologicas,pulpotomias,2007-07-01,61,61
VITICHI,consultas odontologicas,pulpotomias,2007-07-01,8,8
WALDO BALLIVIAN,consultas odontologicas,pulpotomias,2007-07-01,19,19
WARNES,consultas odontologicas,pulpotomias,2007-07-01,91,91
YACO,consultas odontologicas,pulpotomias,2007-07-01,25,25
YACUIBA,consultas odontologicas,pulpotomias,2007-07-01,240,240
YAMPARAEZ,consultas odontologicas,pulpotomias,2007-07-01,46,46
YANACACHI,consultas odontologicas,pulpotomias,2007-07-01,21,21
YAPACANI,consultas odontologicas,pulpotomias,2007-07-01,76,76
YOCALLA,consultas odontologicas,pulpotomias,2007-07-01,15,15
YOTALA,consultas odontologicas,pulpotomias,2007-07-01,28,28
YUNCHARA,consultas odontologicas,pulpotomias,2007-07-01,66,66
ZUDAÑEZ,consultas odontologicas,pulpotomias,2007-07-01,24,24
ACACIO,consultas odontologicas,pulpotomias,2007-08-01,19,19
ACHACACHI,consultas odontologicas,pulpotomias,2007-08-01,219,219
ACHOCALLA,consultas odontologicas,pulpotomias,2007-08-01,56,56
AIQUILE,consultas odontologicas,pulpotomias,2007-08-01,31,31
ALCALA,consultas odontologicas,pulpotomias,2007-08-01,64,64
ANCORAIMES,consultas odontologicas,pulpotomias,2007-08-01,82,82
ANDAMARCA,consultas odontologicas,pulpotomias,2007-08-01,20,20
ANTEQUERA,consultas odontologicas,pulpotomias,2007-08-01,19,19
ANZALDO,consultas odontologicas,pulpotomias,2007-08-01,15,15
APOLO,consultas odontologicas,pulpotomias,2007-08-01,72,72
ARAMPAMPA,consultas odontologicas,pulpotomias,2007-08-01,11,11
ARANI,consultas odontologicas,pulpotomias,2007-08-01,18,18
ARBIETO,consultas odontologicas,pulpotomias,2007-08-01,9,9
ARQUE,consultas odontologicas,pulpotomias,2007-08-01,22,22
ASCENCION DE GUARAYOS,consultas odontologicas,pulpotomias,2007-08-01,60,60
ATOCHA,consultas odontologicas,pulpotomias,2007-08-01,185,185
AYATA,consultas odontologicas,pulpotomias,2007-08-01,66,66
AYO AYO,consultas odontologicas,pulpotomias,2007-08-01,52,52
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,pulpotomias,2007-08-01,73,73
AZURDUY,consultas odontologicas,pulpotomias,2007-08-01,128,128
BATALLAS,consultas odontologicas,pulpotomias,2007-08-01,115,115
BAURES,consultas odontologicas,pulpotomias,2007-08-01,40,40
BELEN DE ANDAMARCA,consultas odontologicas,pulpotomias,2007-08-01,12,12
BELEN DE URMIRI,consultas odontologicas,pulpotomias,2007-08-01,17,17
BELLA FLOR,consultas odontologicas,pulpotomias,2007-08-01,17,17
BERMEJO,consultas odontologicas,pulpotomias,2007-08-01,175,175
BETANZOS,consultas odontologicas,pulpotomias,2007-08-01,72,72
BOLIVAR,consultas odontologicas,pulpotomias,2007-08-01,13,13
BOLPEBRA,consultas odontologicas,pulpotomias,2007-08-01,20,20
BOYUIBE,consultas odontologicas,pulpotomias,2007-08-01,48,48
BUENA VISTA,consultas odontologicas,pulpotomias,2007-08-01,5,5
CABEZAS,consultas odontologicas,pulpotomias,2007-08-01,67,67
CAIROMA,consultas odontologicas,pulpotomias,2007-08-01,65,65
"CAIZA ""D""",consultas odontologicas,pulpotomias,2007-08-01,22,22
CAJUATA,consultas odontologicas,pulpotomias,2007-08-01,10,10
CALAMARCA,consultas odontologicas,pulpotomias,2007-08-01,77,77
CAMARGO,consultas odontologicas,pulpotomias,2007-08-01,68,68
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,pulpotomias,2007-08-01,12,12
CAMIRI,consultas odontologicas,pulpotomias,2007-08-01,202,202
CAPINOTA,consultas odontologicas,pulpotomias,2007-08-01,48,48
CAQUIAVIRI,consultas odontologicas,pulpotomias,2007-08-01,33,33
CARACOLLO,consultas odontologicas,pulpotomias,2007-08-01,126,126
CARANAVI,consultas odontologicas,pulpotomias,2007-08-01,330,330
CARAPARI,consultas odontologicas,pulpotomias,2007-08-01,55,55
CARIPUYO,consultas odontologicas,pulpotomias,2007-08-01,22,22
CHALLAPATA,consultas odontologicas,pulpotomias,2007-08-01,244,244
CHAQUI,consultas odontologicas,pulpotomias,2007-08-01,10,10
CHARAGUA,consultas odontologicas,pulpotomias,2007-08-01,257,257
CHAYANTA,consultas odontologicas,pulpotomias,2007-08-01,92,92
CHIMORE,consultas odontologicas,pulpotomias,2007-08-01,40,40
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,pulpotomias,2007-08-01,55,55
CHUMA,consultas odontologicas,pulpotomias,2007-08-01,117,117
CLIZA,consultas odontologicas,pulpotomias,2007-08-01,40,40
COBIJA,consultas odontologicas,pulpotomias,2007-08-01,157,157
COCHABAMBA,consultas odontologicas,pulpotomias,2007-08-01,2372,2372
COLCAPIRHUA,consultas odontologicas,pulpotomias,2007-08-01,75,75
"COLCHA ""K""",consultas odontologicas,pulpotomias,2007-08-01,29,29
COLLANA,consultas odontologicas,pulpotomias,2007-08-01,51,51
COLOMI,consultas odontologicas,pulpotomias,2007-08-01,33,33
COLPA BELGICA,consultas odontologicas,pulpotomias,2007-08-01,24,24
COLQUECHACA,consultas odontologicas,pulpotomias,2007-08-01,50,50
COLQUENCHA,consultas odontologicas,pulpotomias,2007-08-01,20,20
COLQUIRI,consultas odontologicas,pulpotomias,2007-08-01,64,64
COMARAPA,consultas odontologicas,pulpotomias,2007-08-01,68,68
COMBAYA,consultas odontologicas,pulpotomias,2007-08-01,23,23
CONCEPCION,consultas odontologicas,pulpotomias,2007-08-01,53,53
COPACABANA,consultas odontologicas,pulpotomias,2007-08-01,65,65
CORIPATA,consultas odontologicas,pulpotomias,2007-08-01,45,45
CORO CORO,consultas odontologicas,pulpotomias,2007-08-01,29,29
COROICO,consultas odontologicas,pulpotomias,2007-08-01,111,111
CORQUE,consultas odontologicas,pulpotomias,2007-08-01,13,13
COTAGAITA,consultas odontologicas,pulpotomias,2007-08-01,114,114
COTOCA,consultas odontologicas,pulpotomias,2007-08-01,24,24
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,pulpotomias,2007-08-01,3,3
CUEVO,consultas odontologicas,pulpotomias,2007-08-01,40,40
CULPINA,consultas odontologicas,pulpotomias,2007-08-01,28,28
CURAHUARA DE CARANGAS,consultas odontologicas,pulpotomias,2007-08-01,28,28
DESAGUADERO,consultas odontologicas,pulpotomias,2007-08-01,83,83
EL ALTO,consultas odontologicas,pulpotomias,2007-08-01,3449,3449
EL CHORO,consultas odontologicas,pulpotomias,2007-08-01,8,8
EL PUENTE(STC),consultas odontologicas,pulpotomias,2007-08-01,48,48
EL PUENTE(TJA),consultas odontologicas,pulpotomias,2007-08-01,129,129
EL TORNO,consultas odontologicas,pulpotomias,2007-08-01,95,95
EL VILLAR,consultas odontologicas,pulpotomias,2007-08-01,67,67
ENTRE RIOS,consultas odontologicas,pulpotomias,2007-08-01,99,99
ENTRE RIOS,consultas odontologicas,pulpotomias,2007-08-01,21,21
EUCALIPTUS,consultas odontologicas,pulpotomias,2007-08-01,16,16
FERNANDEZ ALONSO,consultas odontologicas,pulpotomias,2007-08-01,120,120
FILADELFIA,consultas odontologicas,pulpotomias,2007-08-01,112,112
GENERAL SAAVEDRA,consultas odontologicas,pulpotomias,2007-08-01,136,136
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,pulpotomias,2007-08-01,88,88
GUANAY,consultas odontologicas,pulpotomias,2007-08-01,22,22
GUAQUI,consultas odontologicas,pulpotomias,2007-08-01,45,45
GUAYARAMERIN,consultas odontologicas,pulpotomias,2007-08-01,185,185
GUTIERREZ,consultas odontologicas,pulpotomias,2007-08-01,86,86
HUACARETA,consultas odontologicas,pulpotomias,2007-08-01,106,106
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,pulpotomias,2007-08-01,17,17
HUACHACALLA,consultas odontologicas,pulpotomias,2007-08-01,10,10
HUANUNI,consultas odontologicas,pulpotomias,2007-08-01,103,103
HUARACAJE,consultas odontologicas,pulpotomias,2007-08-01,14,14
HUAYLLAMARCA,consultas odontologicas,pulpotomias,2007-08-01,20,20
ICLA,consultas odontologicas,pulpotomias,2007-08-01,126,126
INCAHUASI,consultas odontologicas,pulpotomias,2007-08-01,157,157
INGAVI (HUMAITA),consultas odontologicas,pulpotomias,2007-08-01,40,40
INQUISIVI,consultas odontologicas,pulpotomias,2007-08-01,51,51
IRUPANA (VILLA DE LANZA),consultas odontologicas,pulpotomias,2007-08-01,55,55
IXIAMAS,consultas odontologicas,pulpotomias,2007-08-01,51,51
JESUS DE MACHACA,consultas odontologicas,pulpotomias,2007-08-01,67,67
LA ASUNTA,consultas odontologicas,pulpotomias,2007-08-01,26,26
LA GUARDIA,consultas odontologicas,pulpotomias,2007-08-01,66,66
LA PAZ,consultas odontologicas,pulpotomias,2007-08-01,3145,3145
LAGUNILLAS,consultas odontologicas,pulpotomias,2007-08-01,16,16
LAJA,consultas odontologicas,pulpotomias,2007-08-01,85,85
LAS CARRERAS,consultas odontologicas,pulpotomias,2007-08-01,8,8
LICOMA PAMPA,consultas odontologicas,pulpotomias,2007-08-01,23,23
LLALLAGUA,consultas odontologicas,pulpotomias,2007-08-01,57,57
LLICA,consultas odontologicas,pulpotomias,2007-08-01,18,18
LORETO,consultas odontologicas,pulpotomias,2007-08-01,1,1
LURIBAY,consultas odontologicas,pulpotomias,2007-08-01,37,37
MACHACAMARCA,consultas odontologicas,pulpotomias,2007-08-01,24,24
MACHARETI,consultas odontologicas,pulpotomias,2007-08-01,16,16
MAGDALENA,consultas odontologicas,pulpotomias,2007-08-01,40,40
MAIRANA,consultas odontologicas,pulpotomias,2007-08-01,199,199
MALLA,consultas odontologicas,pulpotomias,2007-08-01,27,27
MAPIRI,consultas odontologicas,pulpotomias,2007-08-01,62,62
MECAPACA,consultas odontologicas,pulpotomias,2007-08-01,31,31
MINEROS,consultas odontologicas,pulpotomias,2007-08-01,57,57
MIZQUE,consultas odontologicas,pulpotomias,2007-08-01,44,44
MOCOMOCO,consultas odontologicas,pulpotomias,2007-08-01,120,120
MOJOCOYA,consultas odontologicas,pulpotomias,2007-08-01,45,45
MONTEAGUDO,consultas odontologicas,pulpotomias,2007-08-01,215,215
MONTERO,consultas odontologicas,pulpotomias,2007-08-01,217,217
MORO MORO,consultas odontologicas,pulpotomias,2007-08-01,11,11
MOROCHATA,consultas odontologicas,pulpotomias,2007-08-01,98,98
OCURI,consultas odontologicas,pulpotomias,2007-08-01,5,5
OKINAWA,consultas odontologicas,pulpotomias,2007-08-01,25,25
OMEREQUE,consultas odontologicas,pulpotomias,2007-08-01,35,35
ORURO,consultas odontologicas,pulpotomias,2007-08-01,1386,1386
PADCAYA,consultas odontologicas,pulpotomias,2007-08-01,80,80
PADILLA,consultas odontologicas,pulpotomias,2007-08-01,124,124
PAILON,consultas odontologicas,pulpotomias,2007-08-01,89,89
PALCA,consultas odontologicas,pulpotomias,2007-08-01,26,26
PALOS BLANCOS,consultas odontologicas,pulpotomias,2007-08-01,87,87
PAMPA AULLAGAS,consultas odontologicas,pulpotomias,2007-08-01,9,9
PAMPA GRANDE,consultas odontologicas,pulpotomias,2007-08-01,6,6
PAPEL PAMPA,consultas odontologicas,pulpotomias,2007-08-01,4,4
PASORAPA,consultas odontologicas,pulpotomias,2007-08-01,11,11
PATACAMAYA,consultas odontologicas,pulpotomias,2007-08-01,12,12
PAZÑA,consultas odontologicas,pulpotomias,2007-08-01,30,30
PELECHUCO,consultas odontologicas,pulpotomias,2007-08-01,26,26
POCOATA,consultas odontologicas,pulpotomias,2007-08-01,8,8
POCONA,consultas odontologicas,pulpotomias,2007-08-01,30,30
POJO (CBBA),consultas odontologicas,pulpotomias,2007-08-01,10,10
POOPO,consultas odontologicas,pulpotomias,2007-08-01,33,33
PORCO,consultas odontologicas,pulpotomias,2007-08-01,16,16
POROMA,consultas odontologicas,pulpotomias,2007-08-01,8,8
PORONGO,consultas odontologicas,pulpotomias,2007-08-01,54,54
PORTACHUELO,consultas odontologicas,pulpotomias,2007-08-01,32,32
PORVENIR,consultas odontologicas,pulpotomias,2007-08-01,13,13
POSTRER VALLE,consultas odontologicas,pulpotomias,2007-08-01,67,67
POTOSI,consultas odontologicas,pulpotomias,2007-08-01,542,542
PRESTO,consultas odontologicas,pulpotomias,2007-08-01,33,33
PUCARA,consultas odontologicas,pulpotomias,2007-08-01,39,39
PUCARANI,consultas odontologicas,pulpotomias,2007-08-01,187,187
PUERTO ACOSTA,consultas odontologicas,pulpotomias,2007-08-01,131,131
PUERTO CARABUCO,consultas odontologicas,pulpotomias,2007-08-01,99,99
PUERTO GONZALO MORENO,consultas odontologicas,pulpotomias,2007-08-01,19,19
PUERTO PEREZ,consultas odontologicas,pulpotomias,2007-08-01,4,4
PUERTO QUIJARRO,consultas odontologicas,pulpotomias,2007-08-01,24,24
PUERTO RICO,consultas odontologicas,pulpotomias,2007-08-01,50,50
PUERTO SUAREZ,consultas odontologicas,pulpotomias,2007-08-01,63,63
PUERTO VILLARROEL,consultas odontologicas,pulpotomias,2007-08-01,117,117
PUNA,consultas odontologicas,pulpotomias,2007-08-01,120,120
PUNATA,consultas odontologicas,pulpotomias,2007-08-01,56,56
QUIABAYA,consultas odontologicas,pulpotomias,2007-08-01,38,38
QUILLACOLLO,consultas odontologicas,pulpotomias,2007-08-01,130,130
QUIME,consultas odontologicas,pulpotomias,2007-08-01,180,180
QUIRUSILLAS,consultas odontologicas,pulpotomias,2007-08-01,6,6
RAVELO,consultas odontologicas,pulpotomias,2007-08-01,34,34
REYES,consultas odontologicas,pulpotomias,2007-08-01,114,114
RIBERALTA,consultas odontologicas,pulpotomias,2007-08-01,306,306
ROBORE,consultas odontologicas,pulpotomias,2007-08-01,99,99
RURRENABAQUE,consultas odontologicas,pulpotomias,2007-08-01,99,99
SABAYA,consultas odontologicas,pulpotomias,2007-08-01,25,25
SACABA,consultas odontologicas,pulpotomias,2007-08-01,167,167
SACACA,consultas odontologicas,pulpotomias,2007-08-01,17,17
SAIPINA,consultas odontologicas,pulpotomias,2007-08-01,73,73
SALINAS DE GARCI MENDOZA,consultas odontologicas,pulpotomias,2007-08-01,27,27
SAMAIPATA,consultas odontologicas,pulpotomias,2007-08-01,38,38
SAN AGUSTIN,consultas odontologicas,pulpotomias,2007-08-01,22,22
SAN ANDRES,consultas odontologicas,pulpotomias,2007-08-01,18,18
SAN ANDRES DE MACHACA,consultas odontologicas,pulpotomias,2007-08-01,32,32
SAN ANTONIO DE LOMERIO,consultas odontologicas,pulpotomias,2007-08-01,22,22
SAN BENITO,consultas odontologicas,pulpotomias,2007-08-01,13,13
SAN BORJA,consultas odontologicas,pulpotomias,2007-08-01,242,242
SAN BUENA VENTURA,consultas odontologicas,pulpotomias,2007-08-01,28,28
SAN CARLOS,consultas odontologicas,pulpotomias,2007-08-01,249,249
SAN IGNACIO,consultas odontologicas,pulpotomias,2007-08-01,35,35
SAN IGNACIO DE VELASCO,consultas odontologicas,pulpotomias,2007-08-01,241,241
SAN JAVIER(BNI),consultas odontologicas,pulpotomias,2007-08-01,34,34
SAN JAVIER(STC),consultas odontologicas,pulpotomias,2007-08-01,37,37
SAN JOAQUIN,consultas odontologicas,pulpotomias,2007-08-01,6,6
SAN JOSE DE CHIQUITOS,consultas odontologicas,pulpotomias,2007-08-01,30,30
SAN JUAN DE YAPACANI,consultas odontologicas,pulpotomias,2007-08-01,35,35
SAN JULIAN,consultas odontologicas,pulpotomias,2007-08-01,25,25
SAN LORENZO(PND),consultas odontologicas,pulpotomias,2007-08-01,12,12
