municipality,group,variable,month,Periodoncias,TOTAL
CARACOLLO,consultas odontologicas,periodoncias,2007-05-01,10,10
CARANAVI,consultas odontologicas,periodoncias,2007-05-01,3,3
CARAPARI,consultas odontologicas,periodoncias,2007-05-01,49,49
CHALLAPATA,consultas odontologicas,periodoncias,2007-05-01,80,80
CHARAGUA,consultas odontologicas,periodoncias,2007-05-01,4,4
CHIMORE,consultas odontologicas,periodoncias,2007-05-01,18,18
CHUMA,consultas odontologicas,periodoncias,2007-05-01,2,2
CLIZA,consultas odontologicas,periodoncias,2007-05-01,23,23
COBIJA,consultas odontologicas,periodoncias,2007-05-01,196,196
COCHABAMBA,consultas odontologicas,periodoncias,2007-05-01,1156,1156
COLCAPIRHUA,consultas odontologicas,periodoncias,2007-05-01,12,12
"COLCHA ""K""",consultas odontologicas,periodoncias,2007-05-01,2,2
COLLANA,consultas odontologicas,periodoncias,2007-05-01,2,2
COLOMI,consultas odontologicas,periodoncias,2007-05-01,11,11
COLPA BELGICA,consultas odontologicas,periodoncias,2007-05-01,5,5
COLQUECHACA,consultas odontologicas,periodoncias,2007-05-01,2,2
COLQUENCHA,consultas odontologicas,periodoncias,2007-05-01,2,2
COMARAPA,consultas odontologicas,periodoncias,2007-05-01,46,46
CONCEPCION,consultas odontologicas,periodoncias,2007-05-01,6,6
CORIPATA,consultas odontologicas,periodoncias,2007-05-01,8,8
COROICO,consultas odontologicas,periodoncias,2007-05-01,18,18
CORQUE,consultas odontologicas,periodoncias,2007-05-01,2,2
COTAGAITA,consultas odontologicas,periodoncias,2007-05-01,18,18
COTOCA,consultas odontologicas,periodoncias,2007-05-01,2,2
CULPINA,consultas odontologicas,periodoncias,2007-05-01,26,26
CURAHUARA DE CARANGAS,consultas odontologicas,periodoncias,2007-05-01,2,2
DESAGUADERO,consultas odontologicas,periodoncias,2007-05-01,1,1
EL ALTO,consultas odontologicas,periodoncias,2007-05-01,407,407
EL PUENTE(TJA),consultas odontologicas,periodoncias,2007-05-01,40,40
EL TORNO,consultas odontologicas,periodoncias,2007-05-01,7,7
EL VILLAR,consultas odontologicas,periodoncias,2007-05-01,17,17
ENTRE RIOS,consultas odontologicas,periodoncias,2007-05-01,3,3
ENTRE RIOS,consultas odontologicas,periodoncias,2007-05-01,18,18
EUCALIPTUS,consultas odontologicas,periodoncias,2007-05-01,2,2
FERNANDEZ ALONSO,consultas odontologicas,periodoncias,2007-05-01,8,8
GENERAL SAAVEDRA,consultas odontologicas,periodoncias,2007-05-01,12,12
GUANAY,consultas odontologicas,periodoncias,2007-05-01,20,20
GUAQUI,consultas odontologicas,periodoncias,2007-05-01,2,2
GUAYARAMERIN,consultas odontologicas,periodoncias,2007-05-01,9,9
GUTIERREZ,consultas odontologicas,periodoncias,2007-05-01,32,32
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,periodoncias,2007-05-01,1,1
HUANUNI,consultas odontologicas,periodoncias,2007-05-01,32,32
HUARACAJE,consultas odontologicas,periodoncias,2007-05-01,13,13
HUAYLLAMARCA,consultas odontologicas,periodoncias,2007-05-01,2,2
ICHOCA,consultas odontologicas,periodoncias,2007-05-01,3,3
ICLA,consultas odontologicas,periodoncias,2007-05-01,1,1
INQUISIVI,consultas odontologicas,periodoncias,2007-05-01,3,3
IRUPANA (VILLA DE LANZA),consultas odontologicas,periodoncias,2007-05-01,4,4
IXIAMAS,consultas odontologicas,periodoncias,2007-05-01,12,12
LA ASUNTA,consultas odontologicas,periodoncias,2007-05-01,11,11
LA GUARDIA,consultas odontologicas,periodoncias,2007-05-01,57,57
LA PAZ,consultas odontologicas,periodoncias,2007-05-01,1501,1501
LAGUNILLAS,consultas odontologicas,periodoncias,2007-05-01,40,40
LAJA,consultas odontologicas,periodoncias,2007-05-01,2,2
LAS CARRERAS,consultas odontologicas,periodoncias,2007-05-01,2,2
LLALLAGUA,consultas odontologicas,periodoncias,2007-05-01,11,11
MACHACAMARCA,consultas odontologicas,periodoncias,2007-05-01,22,22
MAGDALENA,consultas odontologicas,periodoncias,2007-05-01,5,5
MAIRANA,consultas odontologicas,periodoncias,2007-05-01,23,23
MAPIRI,consultas odontologicas,periodoncias,2007-05-01,21,21
MECAPACA,consultas odontologicas,periodoncias,2007-05-01,1,1
MINEROS,consultas odontologicas,periodoncias,2007-05-01,6,6
MIZQUE,consultas odontologicas,periodoncias,2007-05-01,25,25
MOCOMOCO,consultas odontologicas,periodoncias,2007-05-01,2,2
MOJOCOYA,consultas odontologicas,periodoncias,2007-05-01,1,1
MONTEAGUDO,consultas odontologicas,periodoncias,2007-05-01,2,2
MONTERO,consultas odontologicas,periodoncias,2007-05-01,813,813
OKINAWA,consultas odontologicas,periodoncias,2007-05-01,7,7
OMEREQUE,consultas odontologicas,periodoncias,2007-05-01,5,5
ORURO,consultas odontologicas,periodoncias,2007-05-01,352,352
PADCAYA,consultas odontologicas,periodoncias,2007-05-01,118,118
PADILLA,consultas odontologicas,periodoncias,2007-05-01,55,55
PAILON,consultas odontologicas,periodoncias,2007-05-01,4,4
PALCA,consultas odontologicas,periodoncias,2007-05-01,1,1
PAMPA AULLAGAS,consultas odontologicas,periodoncias,2007-05-01,2,2
PASORAPA,consultas odontologicas,periodoncias,2007-05-01,3,3
PAZÑA,consultas odontologicas,periodoncias,2007-05-01,10,10
POCOATA,consultas odontologicas,periodoncias,2007-05-01,6,6
POJO (CBBA),consultas odontologicas,periodoncias,2007-05-01,21,21
POOPO,consultas odontologicas,periodoncias,2007-05-01,3,3
PORCO,consultas odontologicas,periodoncias,2007-05-01,7,7
PORONGO,consultas odontologicas,periodoncias,2007-05-01,3,3
PORTACHUELO,consultas odontologicas,periodoncias,2007-05-01,6,6
PORVENIR,consultas odontologicas,periodoncias,2007-05-01,3,3
POSTRER VALLE,consultas odontologicas,periodoncias,2007-05-01,2,2
POTOSI,consultas odontologicas,periodoncias,2007-05-01,79,79
PUCARANI,consultas odontologicas,periodoncias,2007-05-01,5,5
PUERTO ACOSTA,consultas odontologicas,periodoncias,2007-05-01,42,42
PUERTO CARABUCO,consultas odontologicas,periodoncias,2007-05-01,1,1
PUERTO QUIJARRO,consultas odontologicas,periodoncias,2007-05-01,2,2
PUERTO RICO,consultas odontologicas,periodoncias,2007-05-01,6,6
PUERTO SUAREZ,consultas odontologicas,periodoncias,2007-05-01,27,27
PUERTO VILLARROEL,consultas odontologicas,periodoncias,2007-05-01,38,38
PUNATA,consultas odontologicas,periodoncias,2007-05-01,76,76
QUILLACOLLO,consultas odontologicas,periodoncias,2007-05-01,116,116
QUIME,consultas odontologicas,periodoncias,2007-05-01,69,69
RAVELO,consultas odontologicas,periodoncias,2007-05-01,1,1
REYES,consultas odontologicas,periodoncias,2007-05-01,5,5
RIBERALTA,consultas odontologicas,periodoncias,2007-05-01,18,18
ROBORE,consultas odontologicas,periodoncias,2007-05-01,15,15
RURRENABAQUE,consultas odontologicas,periodoncias,2007-05-01,19,19
SABAYA,consultas odontologicas,periodoncias,2007-05-01,12,12
SACABA,consultas odontologicas,periodoncias,2007-05-01,128,128
SAIPINA,consultas odontologicas,periodoncias,2007-05-01,48,48
SALINAS DE GARCI MENDOZA,consultas odontologicas,periodoncias,2007-05-01,3,3
SAMAIPATA,consultas odontologicas,periodoncias,2007-05-01,8,8
SAN ANTONIO DE LOMERIO,consultas odontologicas,periodoncias,2007-05-01,1,1
SAN BENITO,consultas odontologicas,periodoncias,2007-05-01,18,18
SAN BORJA,consultas odontologicas,periodoncias,2007-05-01,12,12
SAN CARLOS,consultas odontologicas,periodoncias,2007-05-01,11,11
SAN IGNACIO,consultas odontologicas,periodoncias,2007-05-01,570,570
SAN IGNACIO DE VELASCO,consultas odontologicas,periodoncias,2007-05-01,13,13
SAN JUAN DE YAPACANI,consultas odontologicas,periodoncias,2007-05-01,4,4
SAN LORENZO(TJA),consultas odontologicas,periodoncias,2007-05-01,192,192
SAN LUCAS,consultas odontologicas,periodoncias,2007-05-01,35,35
SAN MATIAS,consultas odontologicas,periodoncias,2007-05-01,2,2
SAN MIGUEL DE VELASCO,consultas odontologicas,periodoncias,2007-05-01,4,4
SAN PEDRO,consultas odontologicas,periodoncias,2007-05-01,19,19
SAN PEDRO DE BUENA VISTA,consultas odontologicas,periodoncias,2007-05-01,1,1
SAN PEDRO DE CURAHUARA,consultas odontologicas,periodoncias,2007-05-01,1,1
SAN PEDRO DE TIQUINA,consultas odontologicas,periodoncias,2007-05-01,1,1
SAN RAFAEL,consultas odontologicas,periodoncias,2007-05-01,56,56
SAN RAMON,consultas odontologicas,periodoncias,2007-05-01,8,8
SANTA CRUZ DE LA SIERRA,consultas odontologicas,periodoncias,2007-05-01,762,762
SANTA ROSA,consultas odontologicas,periodoncias,2007-05-01,3,3
SANTA ROSA DEL SARA,consultas odontologicas,periodoncias,2007-05-01,240,240
SANTIAGO DE CALLAPA,consultas odontologicas,periodoncias,2007-05-01,1,1
SANTIAGO DE HUARI,consultas odontologicas,periodoncias,2007-05-01,2,2
SANTUARIO DE QUILLACAS,consultas odontologicas,periodoncias,2007-05-01,3,3
SAPAHAQUI,consultas odontologicas,periodoncias,2007-05-01,1,1
SENA,consultas odontologicas,periodoncias,2007-05-01,5,5
SICA SICA (VILLA AROMA),consultas odontologicas,periodoncias,2007-05-01,77,77
SICAYA,consultas odontologicas,periodoncias,2007-05-01,4,4
SIPE SIPE,consultas odontologicas,periodoncias,2007-05-01,28,28
SORATA,consultas odontologicas,periodoncias,2007-05-01,4,4
SUCRE,consultas odontologicas,periodoncias,2007-05-01,313,313
TACOPAYA,consultas odontologicas,periodoncias,2007-05-01,9,9
TAPACARI,consultas odontologicas,periodoncias,2007-05-01,6,6
TARABUCO,consultas odontologicas,periodoncias,2007-05-01,2,2
TARACO,consultas odontologicas,periodoncias,2007-05-01,7,7
TARATA,consultas odontologicas,periodoncias,2007-05-01,14,14
TARIJA,consultas odontologicas,periodoncias,2007-05-01,141,141
TARVITA,consultas odontologicas,periodoncias,2007-05-01,6,6
TIAWANACU,consultas odontologicas,periodoncias,2007-05-01,3,3
TINGUIPAYA,consultas odontologicas,periodoncias,2007-05-01,14,14
TIPUANI,consultas odontologicas,periodoncias,2007-05-01,1,1
TIQUIPAYA,consultas odontologicas,periodoncias,2007-05-01,43,43
TIRAQUE (CBBA),consultas odontologicas,periodoncias,2007-05-01,129,129
TOCO,consultas odontologicas,periodoncias,2007-05-01,5,5
TOLATA,consultas odontologicas,periodoncias,2007-05-01,17,17
TOMINA,consultas odontologicas,periodoncias,2007-05-01,41,41
TORO TORO,consultas odontologicas,periodoncias,2007-05-01,1,1
TRIGAL,consultas odontologicas,periodoncias,2007-05-01,3,3
TRINIDAD,consultas odontologicas,periodoncias,2007-05-01,27,27
TUPIZA,consultas odontologicas,periodoncias,2007-05-01,16,16
TURCO,consultas odontologicas,periodoncias,2007-05-01,2,2
UNCIA,consultas odontologicas,periodoncias,2007-05-01,12,12
URIONDO (A. CONCEPCION),consultas odontologicas,periodoncias,2007-05-01,2,2
UYUNI,consultas odontologicas,periodoncias,2007-05-01,5,5
VACAS,consultas odontologicas,periodoncias,2007-05-01,61,61
VALLEGRANDE,consultas odontologicas,periodoncias,2007-05-01,16,16
VIACHA,consultas odontologicas,periodoncias,2007-05-01,10,10
VILLA MONTES,consultas odontologicas,periodoncias,2007-05-01,17,17
VILLA RIVERO,consultas odontologicas,periodoncias,2007-05-01,1,1
VILLA SERRANO,consultas odontologicas,periodoncias,2007-05-01,264,264
VILLA TUNARI,consultas odontologicas,periodoncias,2007-05-01,60,60
VILLAZON,consultas odontologicas,periodoncias,2007-05-01,51,51
VINTO,consultas odontologicas,periodoncias,2007-05-01,10,10
WARNES,consultas odontologicas,periodoncias,2007-05-01,43,43
YACUIBA,consultas odontologicas,periodoncias,2007-05-01,25,25
YAPACANI,consultas odontologicas,periodoncias,2007-05-01,6,6
YOCALLA,consultas odontologicas,periodoncias,2007-05-01,11,11
YOTALA,consultas odontologicas,periodoncias,2007-05-01,3,3
YUNCHARA,consultas odontologicas,periodoncias,2007-05-01,24,24
ACACIO,consultas odontologicas,periodoncias,2007-06-01,89,89
ACHACACHI,consultas odontologicas,periodoncias,2007-06-01,7,7
AIQUILE,consultas odontologicas,periodoncias,2007-06-01,161,161
ALCALA,consultas odontologicas,periodoncias,2007-06-01,198,198
ANCORAIMES,consultas odontologicas,periodoncias,2007-06-01,12,12
ANDAMARCA,consultas odontologicas,periodoncias,2007-06-01,12,12
ANZALDO,consultas odontologicas,periodoncias,2007-06-01,8,8
APOLO,consultas odontologicas,periodoncias,2007-06-01,30,30
ARANI,consultas odontologicas,periodoncias,2007-06-01,54,54
ARBIETO,consultas odontologicas,periodoncias,2007-06-01,133,133
ARQUE,consultas odontologicas,periodoncias,2007-06-01,29,29
ASCENCION DE GUARAYOS,consultas odontologicas,periodoncias,2007-06-01,6,6
ATOCHA,consultas odontologicas,periodoncias,2007-06-01,32,32
AYATA,consultas odontologicas,periodoncias,2007-06-01,1,1
AYO AYO,consultas odontologicas,periodoncias,2007-06-01,3,3
AZURDUY,consultas odontologicas,periodoncias,2007-06-01,61,61
BAURES,consultas odontologicas,periodoncias,2007-06-01,3,3
BERMEJO,consultas odontologicas,periodoncias,2007-06-01,26,26
BETANZOS,consultas odontologicas,periodoncias,2007-06-01,8,8
BOLIVAR,consultas odontologicas,periodoncias,2007-06-01,4,4
BOYUIBE,consultas odontologicas,periodoncias,2007-06-01,4,4
CABEZAS,consultas odontologicas,periodoncias,2007-06-01,38,38
CAIROMA,consultas odontologicas,periodoncias,2007-06-01,1,1
"CAIZA ""D""",consultas odontologicas,periodoncias,2007-06-01,3,3
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,periodoncias,2007-06-01,1,1
CAMIRI,consultas odontologicas,periodoncias,2007-06-01,67,67
CAPINOTA,consultas odontologicas,periodoncias,2007-06-01,17,17
CARACOLLO,consultas odontologicas,periodoncias,2007-06-01,17,17
CARAPARI,consultas odontologicas,periodoncias,2007-06-01,67,67
CARIPUYO,consultas odontologicas,periodoncias,2007-06-01,12,12
CHALLAPATA,consultas odontologicas,periodoncias,2007-06-01,15,15
CHAQUI,consultas odontologicas,periodoncias,2007-06-01,1,1
CHARAGUA,consultas odontologicas,periodoncias,2007-06-01,2,2
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,periodoncias,2007-06-01,8,8
CLIZA,consultas odontologicas,periodoncias,2007-06-01,19,19
COBIJA,consultas odontologicas,periodoncias,2007-06-01,307,307
COCHABAMBA,consultas odontologicas,periodoncias,2007-06-01,1347,1347
COLCAPIRHUA,consultas odontologicas,periodoncias,2007-06-01,4,4
COLLANA,consultas odontologicas,periodoncias,2007-06-01,1,1
COLOMI,consultas odontologicas,periodoncias,2007-06-01,17,17
COLPA BELGICA,consultas odontologicas,periodoncias,2007-06-01,10,10
COLQUECHACA,consultas odontologicas,periodoncias,2007-06-01,19,19
COLQUENCHA,consultas odontologicas,periodoncias,2007-06-01,1,1
COMARAPA,consultas odontologicas,periodoncias,2007-06-01,4,4
CONCEPCION,consultas odontologicas,periodoncias,2007-06-01,3,3
CORIPATA,consultas odontologicas,periodoncias,2007-06-01,4,4
COROICO,consultas odontologicas,periodoncias,2007-06-01,16,16
CORQUE,consultas odontologicas,periodoncias,2007-06-01,2,2
COTAGAITA,consultas odontologicas,periodoncias,2007-06-01,25,25
COTOCA,consultas odontologicas,periodoncias,2007-06-01,9,9
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,periodoncias,2007-06-01,6,6
CUEVO,consultas odontologicas,periodoncias,2007-06-01,2,2
CULPINA,consultas odontologicas,periodoncias,2007-06-01,2,2
EL ALTO,consultas odontologicas,periodoncias,2007-06-01,460,460
EL PUENTE(STC),consultas odontologicas,periodoncias,2007-06-01,7,7
EL VILLAR,consultas odontologicas,periodoncias,2007-06-01,8,8
ENTRE RIOS,consultas odontologicas,periodoncias,2007-06-01,2,2
ENTRE RIOS,consultas odontologicas,periodoncias,2007-06-01,11,11
EUCALIPTUS,consultas odontologicas,periodoncias,2007-06-01,1,1
FERNANDEZ ALONSO,consultas odontologicas,periodoncias,2007-06-01,17,17
GENERAL SAAVEDRA,consultas odontologicas,periodoncias,2007-06-01,8,8
GUANAY,consultas odontologicas,periodoncias,2007-06-01,7,7
GUAQUI,consultas odontologicas,periodoncias,2007-06-01,8,8
GUAYARAMERIN,consultas odontologicas,periodoncias,2007-06-01,35,35
GUTIERREZ,consultas odontologicas,periodoncias,2007-06-01,20,20
HUANUNI,consultas odontologicas,periodoncias,2007-06-01,21,21
HUARACAJE,consultas odontologicas,periodoncias,2007-06-01,15,15
HUAYLLAMARCA,consultas odontologicas,periodoncias,2007-06-01,8,8
ICLA,consultas odontologicas,periodoncias,2007-06-01,59,59
INQUISIVI,consultas odontologicas,periodoncias,2007-06-01,1,1
IRUPANA (VILLA DE LANZA),consultas odontologicas,periodoncias,2007-06-01,5,5
IXIAMAS,consultas odontologicas,periodoncias,2007-06-01,1,1
LA ASUNTA,consultas odontologicas,periodoncias,2007-06-01,3,3
LA GUARDIA,consultas odontologicas,periodoncias,2007-06-01,54,54
LA PAZ,consultas odontologicas,periodoncias,2007-06-01,1529,1529
LAGUNILLAS,consultas odontologicas,periodoncias,2007-06-01,3,3
LAJA,consultas odontologicas,periodoncias,2007-06-01,1,1
LLALLAGUA,consultas odontologicas,periodoncias,2007-06-01,11,11
LLICA,consultas odontologicas,periodoncias,2007-06-01,1,1
LORETO,consultas odontologicas,periodoncias,2007-06-01,2,2
MACHACAMARCA,consultas odontologicas,periodoncias,2007-06-01,20,20
MAGDALENA,consultas odontologicas,periodoncias,2007-06-01,4,4
MAIRANA,consultas odontologicas,periodoncias,2007-06-01,29,29
MAPIRI,consultas odontologicas,periodoncias,2007-06-01,7,7
MINEROS,consultas odontologicas,periodoncias,2007-06-01,14,14
MIZQUE,consultas odontologicas,periodoncias,2007-06-01,21,21
MOCOMOCO,consultas odontologicas,periodoncias,2007-06-01,2,2
MOJOCOYA,consultas odontologicas,periodoncias,2007-06-01,1,1
MONTERO,consultas odontologicas,periodoncias,2007-06-01,103,103
MORO MORO,consultas odontologicas,periodoncias,2007-06-01,1,1
MOROCHATA,consultas odontologicas,periodoncias,2007-06-01,3,3
OKINAWA,consultas odontologicas,periodoncias,2007-06-01,13,13
OMEREQUE,consultas odontologicas,periodoncias,2007-06-01,81,81
ORURO,consultas odontologicas,periodoncias,2007-06-01,211,211
PADCAYA,consultas odontologicas,periodoncias,2007-06-01,126,126
PADILLA,consultas odontologicas,periodoncias,2007-06-01,68,68
PAILON,consultas odontologicas,periodoncias,2007-06-01,10,10
PASORAPA,consultas odontologicas,periodoncias,2007-06-01,59,59
PAZÑA,consultas odontologicas,periodoncias,2007-06-01,6,6
POCOATA,consultas odontologicas,periodoncias,2007-06-01,2,2
POJO (CBBA),consultas odontologicas,periodoncias,2007-06-01,3,3
POOPO,consultas odontologicas,periodoncias,2007-06-01,6,6
PORONGO,consultas odontologicas,periodoncias,2007-06-01,22,22
PORTACHUELO,consultas odontologicas,periodoncias,2007-06-01,567,567
PORVENIR,consultas odontologicas,periodoncias,2007-06-01,1,1
POTOSI,consultas odontologicas,periodoncias,2007-06-01,39,39
PUCARA,consultas odontologicas,periodoncias,2007-06-01,2,2
PUCARANI,consultas odontologicas,periodoncias,2007-06-01,6,6
PUERTO ACOSTA,consultas odontologicas,periodoncias,2007-06-01,13,13
PUERTO CARABUCO,consultas odontologicas,periodoncias,2007-06-01,1,1
PUERTO QUIJARRO,consultas odontologicas,periodoncias,2007-06-01,2,2
PUERTO RICO,consultas odontologicas,periodoncias,2007-06-01,3,3
PUERTO SILES,consultas odontologicas,periodoncias,2007-06-01,4,4
PUERTO SUAREZ,consultas odontologicas,periodoncias,2007-06-01,27,27
PUERTO VILLARROEL,consultas odontologicas,periodoncias,2007-06-01,24,24
PUNA,consultas odontologicas,periodoncias,2007-06-01,1,1
PUNATA,consultas odontologicas,periodoncias,2007-06-01,76,76
QUIABAYA,consultas odontologicas,periodoncias,2007-06-01,1,1
QUILLACOLLO,consultas odontologicas,periodoncias,2007-06-01,115,115
QUIME,consultas odontologicas,periodoncias,2007-06-01,13,13
QUIRUSILLAS,consultas odontologicas,periodoncias,2007-06-01,2,2
RAVELO,consultas odontologicas,periodoncias,2007-06-01,2,2
REYES,consultas odontologicas,periodoncias,2007-06-01,7,7
RIBERALTA,consultas odontologicas,periodoncias,2007-06-01,45,45
ROBORE,consultas odontologicas,periodoncias,2007-06-01,21,21
RURRENABAQUE,consultas odontologicas,periodoncias,2007-06-01,6,6
SABAYA,consultas odontologicas,periodoncias,2007-06-01,9,9
SACABA,consultas odontologicas,periodoncias,2007-06-01,89,89
SAIPINA,consultas odontologicas,periodoncias,2007-06-01,1,1
SALINAS DE GARCI MENDOZA,consultas odontologicas,periodoncias,2007-06-01,1,1
SAMAIPATA,consultas odontologicas,periodoncias,2007-06-01,33,33
SAN AGUSTIN,consultas odontologicas,periodoncias,2007-06-01,2,2
SAN ANTONIO DE LOMERIO,consultas odontologicas,periodoncias,2007-06-01,4,4
SAN BENITO,consultas odontologicas,periodoncias,2007-06-01,12,12
SAN BORJA,consultas odontologicas,periodoncias,2007-06-01,28,28
SAN CARLOS,consultas odontologicas,periodoncias,2007-06-01,13,13
SAN IGNACIO,consultas odontologicas,periodoncias,2007-06-01,637,637
SAN IGNACIO DE VELASCO,consultas odontologicas,periodoncias,2007-06-01,9,9
SAN LORENZO(TJA),consultas odontologicas,periodoncias,2007-06-01,205,205
SAN LUCAS,consultas odontologicas,periodoncias,2007-06-01,6,6
SAN MATIAS,consultas odontologicas,periodoncias,2007-06-01,6,6
SAN MIGUEL DE VELASCO,consultas odontologicas,periodoncias,2007-06-01,9,9
SAN PEDRO,consultas odontologicas,periodoncias,2007-06-01,8,8
SAN PEDRO DE BUENA VISTA,consultas odontologicas,periodoncias,2007-06-01,1,1
SAN PEDRO DE CURAHUARA,consultas odontologicas,periodoncias,2007-06-01,1,1
SAN PEDRO DE TIQUINA,consultas odontologicas,periodoncias,2007-06-01,2,2
SAN RAFAEL,consultas odontologicas,periodoncias,2007-06-01,65,65
SAN RAMON,consultas odontologicas,periodoncias,2007-06-01,6,6
SANTA ANA,consultas odontologicas,periodoncias,2007-06-01,1,1
SANTA CRUZ DE LA SIERRA,consultas odontologicas,periodoncias,2007-06-01,887,887
SANTA ROSA,consultas odontologicas,periodoncias,2007-06-01,8,8
SANTA ROSA DEL SARA,consultas odontologicas,periodoncias,2007-06-01,48,48
SANTIAGO DE CALLAPA,consultas odontologicas,periodoncias,2007-06-01,1,1
SANTIAGO DE HUARI,consultas odontologicas,periodoncias,2007-06-01,14,14
SANTUARIO DE QUILLACAS,consultas odontologicas,periodoncias,2007-06-01,4,4
SAPAHAQUI,consultas odontologicas,periodoncias,2007-06-01,9,9
SENA,consultas odontologicas,periodoncias,2007-06-01,4,4
SICA SICA (VILLA AROMA),consultas odontologicas,periodoncias,2007-06-01,54,54
SIPE SIPE,consultas odontologicas,periodoncias,2007-06-01,24,24
SORACACHI,consultas odontologicas,periodoncias,2007-06-01,1,1
SUCRE,consultas odontologicas,periodoncias,2007-06-01,354,354
TACOPAYA,consultas odontologicas,periodoncias,2007-06-01,364,364
TAPACARI,consultas odontologicas,periodoncias,2007-06-01,2,2
TARATA,consultas odontologicas,periodoncias,2007-06-01,10,10
TARIJA,consultas odontologicas,periodoncias,2007-06-01,144,144
TARVITA,consultas odontologicas,periodoncias,2007-06-01,3,3
TEOPONTE,consultas odontologicas,periodoncias,2007-06-01,9,9
TIAWANACU,consultas odontologicas,periodoncias,2007-06-01,5,5
TINGUIPAYA,consultas odontologicas,periodoncias,2007-06-01,16,16
TIPUANI,consultas odontologicas,periodoncias,2007-06-01,3,3
TIQUIPAYA,consultas odontologicas,periodoncias,2007-06-01,61,61
TIRAQUE (CBBA),consultas odontologicas,periodoncias,2007-06-01,91,91
TOCO,consultas odontologicas,periodoncias,2007-06-01,6,6
TOLATA,consultas odontologicas,periodoncias,2007-06-01,34,34
TOLEDO,consultas odontologicas,periodoncias,2007-06-01,1,1
TOMINA,consultas odontologicas,periodoncias,2007-06-01,34,34
TOTORA(CBBA),consultas odontologicas,periodoncias,2007-06-01,2,2
TRINIDAD,consultas odontologicas,periodoncias,2007-06-01,26,26
TUPIZA,consultas odontologicas,periodoncias,2007-06-01,27,27
TURCO,consultas odontologicas,periodoncias,2007-06-01,2,2
UNCIA,consultas odontologicas,periodoncias,2007-06-01,10,10
URIONDO (A. CONCEPCION),consultas odontologicas,periodoncias,2007-06-01,8,8
URUBICHA,consultas odontologicas,periodoncias,2007-06-01,2,2
UYUNI,consultas odontologicas,periodoncias,2007-06-01,2,2
VACAS,consultas odontologicas,periodoncias,2007-06-01,15,15
VALLEGRANDE,consultas odontologicas,periodoncias,2007-06-01,11,11
VIACHA,consultas odontologicas,periodoncias,2007-06-01,15,15
VILLA MONTES,consultas odontologicas,periodoncias,2007-06-01,16,16
VILLA RIVERO,consultas odontologicas,periodoncias,2007-06-01,2,2
VILLA SERRANO,consultas odontologicas,periodoncias,2007-06-01,6,6
VILLA TUNARI,consultas odontologicas,periodoncias,2007-06-01,192,192
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,periodoncias,2007-06-01,8,8
VILLAZON,consultas odontologicas,periodoncias,2007-06-01,58,58
VINTO,consultas odontologicas,periodoncias,2007-06-01,18,18
VITICHI,consultas odontologicas,periodoncias,2007-06-01,12,12
WARNES,consultas odontologicas,periodoncias,2007-06-01,32,32
YACUIBA,consultas odontologicas,periodoncias,2007-06-01,20,20
YAPACANI,consultas odontologicas,periodoncias,2007-06-01,11,11
YOCALLA,consultas odontologicas,periodoncias,2007-06-01,2,2
YOTALA,consultas odontologicas,periodoncias,2007-06-01,2,2
YUNCHARA,consultas odontologicas,periodoncias,2007-06-01,5,5
ACACIO,consultas odontologicas,periodoncias,2007-07-01,4,4
ACHACACHI,consultas odontologicas,periodoncias,2007-07-01,8,8
ACHOCALLA,consultas odontologicas,periodoncias,2007-07-01,3,3
AIQUILE,consultas odontologicas,periodoncias,2007-07-01,317,317
ALCALA,consultas odontologicas,periodoncias,2007-07-01,175,175
ANCORAIMES,consultas odontologicas,periodoncias,2007-07-01,57,57
ANDAMARCA,consultas odontologicas,periodoncias,2007-07-01,3,3
ANTEQUERA,consultas odontologicas,periodoncias,2007-07-01,2,2
ANZALDO,consultas odontologicas,periodoncias,2007-07-01,2,2
APOLO,consultas odontologicas,periodoncias,2007-07-01,106,106
ARAMPAMPA,consultas odontologicas,periodoncias,2007-07-01,2,2
ARANI,consultas odontologicas,periodoncias,2007-07-01,22,22
ARQUE,consultas odontologicas,periodoncias,2007-07-01,9,9
ATOCHA,consultas odontologicas,periodoncias,2007-07-01,17,17
AYATA,consultas odontologicas,periodoncias,2007-07-01,9,9
AZURDUY,consultas odontologicas,periodoncias,2007-07-01,1,1
BATALLAS,consultas odontologicas,periodoncias,2007-07-01,1,1
BERMEJO,consultas odontologicas,periodoncias,2007-07-01,116,116
BETANZOS,consultas odontologicas,periodoncias,2007-07-01,2,2
BOLIVAR,consultas odontologicas,periodoncias,2007-07-01,187,187
BOLPEBRA,consultas odontologicas,periodoncias,2007-07-01,3,3
BOYUIBE,consultas odontologicas,periodoncias,2007-07-01,6,6
CABEZAS,consultas odontologicas,periodoncias,2007-07-01,52,52
"CAIZA ""D""",consultas odontologicas,periodoncias,2007-07-01,5,5
CALAMARCA,consultas odontologicas,periodoncias,2007-07-01,1,1
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,periodoncias,2007-07-01,2,2
CAMIRI,consultas odontologicas,periodoncias,2007-07-01,72,72
